#漢字	音標	解釋
㐴	pʰan1	
繠	z̻we̞ɪ̯3	
繡	ɕi̯əʊ̯5	
繦	t͡ɕʰi̯ɑŋ3	
繧	y̑in2	
繩	s̻wə̟n2	
繪	xwe̞ɪ̯5	
繫	ɕi5	
繬	s̻e̞7	生三
繭	t͡ɕi̯e̞n3	
繰	t͡ɕʰi̯ɑʊ̯1	
繳	t͡ɕi̯ɑʊ̯3	
繴	pe̞7	
繴	pi̯e̞7	
繶	j̟e̞7	
繹	j̟e̞7	
繼	t͡ɕi5	
纀	pʰo̞7	
纂	t͡s̻wan5	
纅	j̟o̞7	
纆	mᵇe̞7	
纈	ɕi̯e̞7	
續	ɕi̯o̞7	
纏	t͡s̻ʰan2	
纓	j̟in1	
纔	t͡s̻ʰaɪ̯2	
纖	t͡ɕʰi̯e̞n1	
纛	to̞7	
纜	nan3	
缶	fəʊ̯3	
缸	kɑŋ1	
缺	t͡ɕʰy̑e̞7	
缽	po̞7	
罊	kʰe̞7	
罐	kwan5	
罔	wɑŋ3	
罕	xan3	
罘	fəʊ̯2	
罞	mᵇɑʊ̯2	
罠	mᵇin2	
罣	to̞7	
罦	fəʊ̯2	
罩	t͡s̻ɑʊ̯5	
罪	t͡s̻we̞ɪ̯5	
罬	t͡s̻we̞7	
罭	j̟o̞7	
置	t͡s̻ɹ̆ᶤ̞5	
罯	o̞7	動詞表示把一樣東西嚴實包裹住使其發霉或溫暖手腳等
罰	fa7	
署	s̻u̜3	
罵	mᵇɑ5	
罷	pɑ5	
罹	ni2	
罼	pi̯e̞7	
羅	nɔ2	
羈	t͡ɕi1	
羊	j̟ɑŋ2	
羌	t͡ɕʰi̯ɑŋ1	
羍	tʰa7	
美	mᵇe̞ɪ̯3	
羔	kɑʊ̯1	
羞	ɕi̯əʊ̯1	
羣	t͡ɕʰy̑in2	
羨	ɕi̯e̞n5	
義	n̠ᶽi5	
羯	t͡ɕi̯e̞7	
羴	s̻an1	
羶	s̻an1	
羸	nwe̞ɪ̯2	
羹	kə̟n1	
羻	t͡ɕʰi̯ɑŋ5	
羽	y̑i3	
羽	y̑i5	
翁	o̞ŋ1	
翁	o̞ŋ5	姓氏
翅	t͡s̻ɹ̆ᶤ̞5	翅膀
翇	fo̞7	
翈	ɕi̯a7	
翉	pʰə̟n3	
翊	j̟e̞7	
翌	j̟e̞7	
翐	t͡s̻ʰe̞7	
習	ɕi̯e̞7	
翓	ɕi̯e̞7	
翕	ɕi̯e̞7	
翖	ɕi̯e̞7	
翛	s̻o̞7	
翜	t͡s̻a7	
翟	t͡s̻ʰe̞7	最主要讀音，用作姓氏
翟	ti̯e̞7	江淮之間謂雉靑質五色皆備曰翟書
翠	t͡s̻ʰwe̞ɪ̯5	
翣	t͡s̻a7	
翮	xe̞7	
翮	ni̯e̞7	
翯	xo̞7	
翰	xan5	
翳	j̟i5	
翹	t͡ɕʰi̯ɑʊ̯5	
翻	fan1	
翼	j̟e̞7	
耀	j̟ɑʊ̯5	
老	nɑʊ̯3	
考	kʰɑʊ̯3	
耄	mᵇɑʊ̯5	
者	t͡ɕi3	口語白讀：或者
者	t͡s̻e̞ɪ̯3	
耆	t͡ɕʰi2	
耋	ti̯e̞7	
而	əɹ2	
耍	s̻wɑ3	
耐	naɪ̯5	
耔	t͡s̻ɹ̆ᶤ̞3	
耕	kə̟n1	
耗	xɑʊ̯5	
耘	y̑in2	
耙	pʰɑ2	
耠	xo̞7	
耤	t͡ɕi̯e̞7	
耨	nəʊ̯5	
耨	no̞7	
耩	t͡ɕi̯ɑŋ3	
耫	t͡s̻a7	
耫	t͡s̻e̞7	
耳	əɹ3	
耴	t͡s̻e̞7	
耴	n̠ᶽi̯e̞7	
耶	j̟i1	
耷	ta7	可表示女生下垂的編好的頭髮，同（𩭆）
耽	tan1	
耿	kə̟n3	
聅	t͡s̻ʰe̞7	
聉	t͡s̻wa7	聾
聉	wa7	～顏：（看起來）無知的樣子
聊	ni̯ɑʊ̯2	
聐	j̟a7	
聑	ti̯e̞7	
聒	kʰwe̞7	
聖	s̻ə̟n5	
聘	pʰin5	
聙	t͡ɕin1	
聙	t͡ɕʰin1	
聚	t͡ɕy̑i5	
聝	kwe̞7	
聞	wə̟n2	
聯	ni̯e̞n2	
聰	t͡s̻ʰo̞ŋ1	
聲	s̻ə̟n1	
聳	s̻o̞ŋ3	
聶	n̠ᶽi̯e̞7	
職	t͡s̻e̞7	
聸	tan1	
聽	tʰin5	
聾	no̞ŋ1	
聾	no̞ŋ2	文讀
聿	j̟o̞7	
肄	j̟i5	
肅	ɕi̯o̞7	
肆	s̻ɹ̆ᶤ̞5	
肇	s̻ɑʊ̯5	
肉	z̻o̞7	
肊	j̟e̞7	
肋	ne̞7	
肌	t͡ɕi1	
肏	t͡s̻ʰɑʊ̯5	普通話借詞
肏	z̻e̞7	流話
肑	po̞7	
肖	ɕi̯ɑʊ̯1	作姓氏繁體作簫
肖	ɕi̯ɑʊ̯5	唯妙唯肖
肘	t͡s̻əʊ̯3	
肚	tu̜3	肚子
肚	tɔ5	肚皮
肚	tu̜5	
肛	kɑŋ1	
肝	kan1	
股	ku̜3	
肢	t͡s̻ɹ̆ᶤ̞1	
肥	fe̞ɪ̯2	
肨	pʰɑŋ5	
肩	t͡ɕi̯e̞n1	
肪	fɑŋ2	
肫	t͡s̻ə̟n1	
肭	na7	
肭	no̞7	
肯	kʰə̟n3	
育	j̟o̞7	
肴	ɕi̯ɑʊ̯2	最老派
肸	ɕi̯e̞7	
肺	fe̞ɪ̯5	
胃	we̞ɪ̯5	
胅	ti̯e̞7	
胇	pi̯e̞7	
胈	pʰa7	
胉	pʰo̞7	
背	pe̞ɪ̯1	
背	pe̞ɪ̯5	
胎	tʰaɪ̯1	
胐	kʰo̞7	
胑	t͡s̻ɹ̆ᶤ̞1	
胖	pʰɑŋ5	
胚	pʰe̞ɪ̯1	
胛	t͡ɕi̯a7	
胞	pɑʊ̯1	
胡	xu̜2	最老派文讀
胡	fʋ̩2	
胢	xɑ1	肉和油脂變質
胥	ɕy̑i5	
胦	j̟ɑŋ1	
胩	kʰɑ5	
胯	kʰwɑ5	
胲	kaɪ̯1	
胳	ko̞7	
胴	to̞ŋ5	
胸	ɕi̯o̞ŋ1	
能	nə̟n2	
脂	t͡s̻ɹ̆ᶤ̞1	胭脂
脃	t͡s̻ʰwe̞ɪ̯5	
脅	ɕi̯e̞7	
脆	t͡s̻ʰwe̞ɪ̯5	
脈	mᵇe̞7	
脊	t͡ɕi̯e̞7	
脎	s̻a7	
脒	mᵇi3	～～：表示身上突起的小疙瘩
脖	po̞7	
脟	ne̞7	
脫	tʰo̞7	
脯	pʰu̜2	
脯	fʋ̩3	
脹	t͡s̻ɑŋ5	
脽	s̻we̞ɪ̯2	
脾	pʰi2	
腋	j̟e̞7	
腌	j̟e̞n1	
腎	s̻ə̟n5	
腏	t͡s̻we̞7	
腐	fʋ̩3	
腑	fʋ̩3	
腔	t͡ɕʰi̯ɑŋ1	
腕	wan3	
腛	o̞7	
腡	nɔ2	
腥	ɕin1	
腦	nɑʊ̯3	
腩	nan2	
腫	t͡s̻o̞ŋ3	
腭	ŋo̞7	
腮	s̻aɪ̯1	
腯	tʰo̞7	
腰	j̟ɑʊ̯1	
腱	t͡ɕi̯e̞n5	
腳	t͡ɕi̯o̞7	
腷	pi̯e̞7	
腸	t͡s̻ʰɑŋ2	
腹	fo̞7	
腽	o̞7	
腿	tʰwe̞ɪ̯3	
膀	pɑŋ3	
膈	ke̞7	
膉	j̟e̞7	
膊	pʰo̞7	
膌	t͡ɕi̯e̞7	
膏	kɑʊ̯1	
膒	ŋəʊ̯1	
膕	kwe̞7	
膗	t͡s̻ʰwaɪ̯2	
膚	fʋ̩1	
膜	mᵇu̜2	
膜	mᵇo̞7	
膝	ɕi1	白讀，克膝頭
膝	t͡ɕʰi̯e̞7	
膟	no̞7	
膠	t͡ɕi̯ɑʊ̯1	
膢	nəʊ̯2	形容人不講衛生， 邋遢，不修邊幅
膨	pʰə̟n2	
膩	n̠ᶽi5	
膬	t͡s̻ʰwe̞ɪ̯5	
膬	t͡ɕʰy̑e̞7	
膳	s̻an5	
膵	t͡s̻ʰwe̞ɪ̯5	
膻	s̻an5	
膽	tan3	
膿	no̞ŋ2	
臀	tʰə̟n2	
臂	pe̞ɪ̯5	
臄	t͡ɕi̯o̞7	
臅	t͡s̻ʰo̞7	
臆	j̟i5	
臈	na7	
臉	ni̯e̞n3	
臊	s̻ɑʊ̯1	
臍	t͡ɕi1	肚臍眼
臍	t͡ɕʰi2	
臏	pin5	
臒	o̞7	
臒	j̟o̞7	
臟	t͡s̻ɑŋ5	
臘	na7	
臛	xo̞7	
臞	t͡ɕʰy̑i2	
臣	t͡s̻ʰə̟n2	
臥	ɔ5	
臧	t͡s̻ɑŋ1	
臨	nin2	
臩	t͡ɕy̑in3	
自	t͡s̻ɹ̆ᶤ̞5	
臬	n̠ᶽi̯e̞7	
臭	t͡s̻ʰəʊ̯5	
臯	kɑʊ̯1	
臲	n̠ᶽi̯e̞7	
至	t͡s̻ɹ̆ᶤ̞5	
致	t͡s̻ɹ̆ᶤ̞5	
臸	z̻e̞7	
臺	tʰaɪ̯1	臺州
臺	tʰaɪ̯2	
臻	t͡s̻ə̟n1	
臼	t͡ɕi̯əʊ̯5	
臿	t͡s̻ʰa7	
舀	j̟ɑʊ̯3	
舂	t͡s̻ʰo̞ŋ1	
舄	ɕi̯e̞7	
舅	t͡ɕi̯əʊ̯5	
與	y̑i3	
與	y̑i5	
興	ɕin1	
興	ɕin5	
舉	t͡ɕy̑i3	
舊	t͡ɕi̯əʊ̯5	
舌	s̻e̞7	
舍	s̻e̞ɪ̯5	
舒	s̻u̜1	
舔	tʰi̯e̞n3	
舛	t͡s̻ʰwan3	
舜	s̻wə̟n5	
舝	ɕi̯a7	
舞	ʋ̩3	
舟	t͡s̻əʊ̯1	
航	xɑŋ2	
般	pan1	
舳	t͡s̻o̞7	
舴	t͡s̻e̞7	
舵	tɔ5	
舶	pʰe̞7	
船	t͡s̻ʰwan2	
艀	fəʊ̯2	
艃	ni2	
艇	tʰin3	
艒	mᵇe̞7	
艒	mᵇo̞7	
艗	n̠ᶽi̯e̞7	
艦	t͡ɕi̯e̞n5	
良	ni̯ɑŋ2	
艱	kan1	白讀，千～萬難
艱	t͡ɕi̯e̞n1	
色	s̻e̞7	生三
艴	po̞7	
艴	fo̞7	
艷	j̟e̞n5	
艸	t͡s̻ʰɑʊ̯3	
艻	ne̞7	
艾	ŋaɪ̯5	
芀	ne̞7	
芅	j̟e̞7	
芊	t͡ɕʰi̯e̞n1	
芋	y̑i5	
芍	s̻o̞7	
芒	mᵇɑŋ2	
芛	j̟o̞7	
芝	t͡s̻ɹ̆ᶤ̞1	
芟	s̻an1	
芣	fəʊ̯2	
芥	kaɪ̯5	
芥	t͡ɕi̯ɛɪ̯5	芥茉醬，借詞
芨	t͡ɕi̯e̞7	
芬	fə̟n1	
芭	pɑ1	
芮	z̻we̞ɪ̯5	
花	xwɑ1	
芳	fɑŋ1	
芴	xo̞7	
芴	o̞7	
芵	t͡ɕy̑e̞7	
芸	y̑in2	
芹	t͡ɕʰin2	
芻	t͡s̻ʰu̜2	
芽	j̟ɑ2	
芾	fo̞7	
苔	tʰaɪ̯1	舌～
苔	tʰaɪ̯2	
苖	ti̯e̞7	
苖	t͡s̻ʰo̞7	
苗	mᵇi̯ɑʊ̯2	
苘	t͡ɕʰy̑in3	
苙	ni̯e̞7	
苛	kʰɔ1	
苜	mᵇo̞7	
苞	pɑʊ̯1	
苟	kəʊ̯3	
苟	kəʊ̯5	姓氏
若	z̻o̞7	
苦	kʰu̜3	
苧	t͡s̻u̜5	
苭	j̟ɑʊ̯3	
苮	ɕi̯e̞n1	
英	j̟in1	
苴	t͡s̻ʰɑ2	
苴	t͡ɕy̑i1	
苵	ti̯e̞7	
苶	n̠ᶽi̯e̞7	
苶	z̻e̞7	
苼	s̻ə̟n1	
苾	pi̯e̞7	
茀	fo̞7	
茁	t͡s̻we̞7	
茁	t͡s̻o̞7	
茂	mᵇo̞ŋ5	
茄	t͡ɕʰy̑i2	蕃茄
茅	mᵇɑʊ̯2	
茆	mᵇɑʊ̯3	
茇	po̞7	
茇	pʰa7	
茖	ke̞7	
茜	ɕi1	用於翻譯歐洲人名如茜茜公主
茜	t͡ɕʰi̯e̞n5	
茢	ni̯e̞7	
茨	t͡s̻ʰɹ̆ᶤ̞2	～菰
茫	mᵇɑŋ2	
茭	kʰɑʊ̯1	
茯	fo̞7	
茲	t͡s̻ʰɹ̆ᶤ̞2	
茶	t͡s̻ʰɑ2	
茷	fa7	
茸	z̻o̞ŋ2	
茻	mᵇɑŋ3	
茿	t͡s̻o̞7	
荀	ɕy̑in2	
荃	t͡ɕʰy̑e̞n2	
荄	kaɪ̯1	
荅	ta7	
草	t͡s̻ʰɑʊ̯3	
荊	t͡ɕin1	
荎	ti̯e̞7	
荒	xwɑŋ1	
荔	ni5	
荲	ni̯e̞7	
荷	xɔ2	
荷	xɔ5	
荸	po̞7	～薺兒
莂	pi̯e̞7	
莈	mᵇo̞7	
莊	t͡s̻wɑŋ1	
莋	t͡s̻o̞7	
莌	tʰo̞7	
莔	ɕi̯e̞7	
莖	t͡ɕin1	
莘	ɕin1	地名～莊在上海
莘	s̻ə̟n1	
莟	xan2	
莠	j̟əʊ̯3	
莡	t͡s̻ʰo̞7	
莢	t͡ɕi̯a7	
莤	s̻o̞7	
莧	xan5	
莫	mᵇo̞7	
莽	mᵇɑŋ3	
莾	mᵇɑŋ3	
菁	t͡ɕʰin1	
菈	na7	
菉	no̞7	
菊	t͡ɕi̯o̞7	
菌	t͡ɕy̑in5	
菍	n̠ᶽi̯e̞7	
菐	pʰo̞7	
菑	t͡s̻ɹ̆ᶤ̞1	
菔	fo̞7	
菜	t͡s̻ʰaɪ̯5	
菝	pʰa7	
菡	xan2	
菢	pɑʊ̯5	動詞表示鳥孵蛋，～雞母（婆）表示即將下蛋之母雞
菥	ɕi̯e̞7	
菨	t͡ɕi̯e̞7	
菩	pʰu̜2	
華	xwɑ2	
華	xwɑ5	
菰	ku̜1	茨～
菱	nin2	
菲	fe̞ɪ̯3	
菵	wɑŋ3	
菽	s̻o̞7	
菿	t͡s̻o̞7	
萃	t͡s̻ʰwe̞ɪ̯5	
萄	tʰɑʊ̯2	本字讀作陽平，但（葡萄）會發生連續變調讀作陰平
萌	mᵇo̞ŋ2	
萐	s̻a7	
萬	wan3	千艱～難
萬	wan5	
萮	y̑i2	
萴	t͡s̻e̞7	崇三
萺	mᵇo̞7	
落	no̞7	
萿	ko̞7	
葀	ko̞7	
葃	t͡s̻o̞7	
葃	t͡s̻e̞7	
葉	j̟e̞7	
葍	fo̞7	
葎	no̞7	
葖	tʰo̞7	
著	tɑʊ̯3	白讀，如：站著 坐著
著	t͡s̻o̞7	
著	t͡s̻ʰo̞7	睡著
葘	t͡s̻ɹ̆ᶤ̞1	
葚	s̻ə̟n5	
葛	ko̞7	
董	to̞ŋ3	
葤	t͡s̻əʊ̯5	
葦	we̞ɪ̯3	
葬	t͡s̻ɑŋ5	
葯	j̟o̞7	
葵	kʰwe̞ɪ̯2	
葷	xwə̟n1	
葺	t͡ɕʰi̯e̞7	
蒐	s̻əʊ̯1	
蒓	s̻wə̟n2	
蒗	nɑŋ3	
蒙	mᵇo̞ŋ1	
蒙	mᵇo̞ŋ2	
蒚	xe̞7	
蒚	ni̯e̞7	
蒛	t͡ɕʰy̑e̞7	
蒜	s̻wan5	
蒠	ɕi̯e̞7	
蒨	t͡ɕʰi̯e̞n5	
蒪	pʰo̞7	
蒮	j̟o̞7	
蒯	kʰwaɪ̯3	
蒲	pʰu̜2	
蒳	na7	
蒴	s̻o̞7	
蒸	t͡s̻ə̟n1	
蒹	t͡ɕi̯e̞n1	
蒺	t͡ɕi̯e̞7	
蒻	z̻o̞7	荷莖入泥之處又菜名
蒼	t͡s̻ʰɑŋ1	
蒿	xɑʊ̯1	
蓂	mᵇi̯e̞7	
蓄	ɕi̯o̞7	
蓆	ɕi̯e̞7	
蓇	ko̞7	
蓋	kaɪ̯5	
蓐	z̻o̞7	
蓑	s̻ɔ1	
蓧	ti̯e̞7	
蓨	tʰi̯e̞7	
蓩	mᵇo̞7	
蓫	t͡s̻o̞7	
蓬	pʰo̞ŋ2	
蓮	ni̯e̞n2	
蓴	s̻wə̟n2	
蓻	t͡ɕi̯e̞7	
蓼	no̞7	
蓽	pi̯e̞7	
蓿	ɕi̯o̞7	
蔈	pi̯ɑʊ̯1	
蔋	ti̯e̞7	
蔌	s̻o̞7	
蔍	no̞7	
蔎	s̻e̞7	
蔑	mᵇi̯e̞7	
蔔	pu̜5	
蔗	t͡s̻ɹ̆ᶤ̞3	甘蔗杆
蔗	t͡s̻ʰe̞ɪ̯5	
蔟	t͡ɕʰi̯o̞7	
蔡	t͡s̻ʰaɪ̯5	
蔣	t͡ɕi̯ɑŋ3	
蔤	mᵇi̯e̞7	
蔥	t͡s̻ʰo̞ŋ1	
蔫	j̟e̞n1	
蔬	s̻u̜1	
蔭	j̟in1	
蔭	j̟in5	
蔱	s̻a7	
蔸	tə̞ʊ̯1	
蔻	kʰəʊ̯5	
蔽	pi5	
蕀	t͡ɕi̯e̞7	
蕈	ɕin5	
蕊	z̻we̞ɪ̯3	
蕚	ŋo̞7	
蕝	t͡ɕy̑e̞7	
蕞	t͡s̻we̞7	
蕤	z̻we̞ɪ̯2	
蕧	fo̞7	
蕨	t͡ɕy̑e̞7	
蕩	tɑŋ5	蕩街
蕭	ɕi̯ɑʊ̯1	
蕭	ɕi̯ɑʊ̯1	姓氏簡化字作肖
蕮	ɕi̯e̞7	
蕺	t͡s̻e̞7	莊三
薁	j̟o̞7	
薂	ɕi̯e̞7	
薄	po̞7	
薄	pɔ5	薄荷
薄	pʰo̞7	老派文讀又音
薅	xɑʊ̯1	
薇	we̞ɪ̯2	
薑	t͡ɕi̯ɑŋ1	
薔	s̻e̞7	生三
薘	ta7	
薛	ɕy̑e̞7	
薢	xo̞7	
薦	t͡ɕi̯e̞n5	
薩	s̻ɑ1	菩薩
薩	s̻a7	
薪	ɕin1	
薯	s̻u̜3	蕃薯
薰	ɕy̑in1	
薺	t͡ɕʰi2	
薺	t͡ɕi1	荸～兒
薿	n̠ᶽi̯e̞7	
藅	fa7	
藉	t͡ɕi5	
藉	t͡ɕi̯e̞7	
藍	nan2	
藏	t͡s̻ʰɑŋ2	
藏	t͡s̻ɑŋ5	
藐	mᵇi̯ɑʊ̯3	
藑	t͡ɕʰy̑in2	
藒	t͡ɕʰi̯e̞7	
藕	ŋəʊ̯3	
藗	s̻o̞7	
藚	ɕi̯o̞7	
藝	n̠ᶽi5	
藤	tʰə̟n2	
藥	j̟o̞7	
藩	pʰan1	
藩	fan2	
藶	ni̯e̞7	
藹	ŋaɪ̯3	
藿	xo̞7	
蘀	tʰo̞7	
蘂	z̻we̞ɪ̯3	
蘅	xə̟n2	
蘇	s̻u̜1	
蘊	y̑in5	
蘛	j̟o̞7	
蘜	t͡ɕi̯o̞7	
蘣	tʰəʊ̯3	
蘥	j̟o̞7	
蘭	nan2	
蘸	t͡s̻an5	
虂	nu̜5	
虉	n̠ᶽi̯e̞7	
虋	mᵇə̟n2	
虌	pi̯e̞7	
虎	xu̜3	最老派文讀
虎	fʋ̩3	
虐	j̟o̞7	
虔	t͡ɕʰi̯e̞n2	
處	t͡s̻ʰu̜3	
處	t͡s̻ʰu̜5	
虙	fo̞7	
虛	ɕy̑i1	
虜	nu̜3	
虞	y̑i2	
號	xɑʊ̯2	
號	xɑʊ̯5	
虢	kwe̞7	
虧	kʰwe̞ɪ̯1	
虩	ɕi̯e̞7	
虪	s̻o̞7	
虴	t͡s̻e̞7	
虸	t͡s̻ɹ̆ᶤ̞3	
虹	kɑŋ5	白讀，如：～吃水
虹	xo̞ŋ2	
虼	ke̞7	～蚤
蚅	ŋe̞7	
蚇	t͡s̻ʰe̞7	
蚊	wə̟n2	
蚌	pan5	白讀1，如：～殼
蚌	pɑŋ5	
蚍	pʰi2	
蚏	y̑e̞7	
蚖	y̑e̞n2	
蚗	t͡ɕy̑e̞7	
蚚	t͡ɕʰi2	
蚞	mᵇo̞7	
蚤	t͡s̻ɑʊ̯3	
蚩	t͡s̻ʰɹ̆ᶤ̞1	
蚱	t͡s̻a7	
蚱	t͡s̻wa7	又音
蚶	xan1	
蚻	t͡s̻a7	
蛂	pi̯e̞7	
蛆	t͡ɕʰy̑i1	
蛇	s̻e̞ɪ̯2	
蛈	tʰi̯e̞7	
蛋	tan5	
蛒	ke̞7	
蛘	j̟ɑŋ2	
蛙	wɑ1	
蛚	ni̯e̞7	
蛛	t͡s̻u̜1	
蛞	kʰwe̞7	
蛟	t͡ɕi̯ɑʊ̯1	
蛡	j̟e̞7	
蛣	t͡ɕʰi̯e̞7	
蛤	ko̞7	
蛥	s̻e̞7	
蛧	wɑŋ3	
蛨	mᵇe̞7	
蛭	t͡s̻e̞7	
蛶	ne̞7	
蛺	t͡ɕi̯a7	
蛻	tʰwe̞ɪ̯5	
蛾	ŋɔ2	
蜀	s̻o̞7	
蜂	fo̞ŋ1	
蜇	t͡s̻e̞7	
蜉	fəʊ̯2	
蜐	t͡ɕi̯e̞7	
蜒	j̟ɛɪ̯2	
蜓	tʰin2	
蜜	mᵇi̯e̞7	
蜟	j̟o̞7	
蜥	ɕi̯e̞7	
蜨	ɕi̯e̞7	
蜮	xwe̞7	
蜮	j̟o̞7	
蜴	j̟e̞7	
蜶	s̻o̞7	
蜹	z̻we̞ɪ̯5	
蜻	t͡ɕʰin1	
蜿	wan1	
蜿	wan3	
蝁	ŋo̞7	
蝃	t͡s̻e̞7	蝃蛛
蝍	t͡ɕi̯e̞7	
蝕	s̻e̞7	
蝗	xwɑŋ2	
蝙	pi̯e̞n3	
蝟	we̞ɪ̯5	
蝠	fo̞7	
蝣	j̟əʊ̯2	
蝦	ɕi̯ɑ1	
蝨	s̻e̞7	
蝮	fo̞7	
蝲	na7	
蝳	to̞7	
蝶	ti̯e̞7	
蝷	ni̯e̞7	
蝸	ɔ1	
螂	nɑŋ2	
螈	y̑e̞n2	
融	j̟o̞ŋ2	
螖	xwa7	
螜	xo̞7	
螞	mᵇɑ3	
螢	y̑in2	
螣	tʰe̞7	
螪	s̻ɑŋ1	
螫	s̻e̞7	
螲	t͡s̻e̞7	
螳	tʰɑŋ2	
螺	nɔ2	
蟀	s̻o̞7	
蟄	t͡s̻e̞7	
蟆	mᵇɑ1	
蟈	kwe̞7	
蟊	mᵇɑʊ̯2	
蟋	ɕi̯e̞7	
蟑	t͡s̻ɑŋ1	
蟙	t͡s̻e̞7	
蟝	t͡ɕʰy̑i2	～蟆指青蛙
蟢	ɕi3	
蟨	t͡ɕy̑e̞7	
蟩	t͡ɕy̑e̞7	
蟬	s̻an2	
蟰	ɕi̯o̞7	
蟲	t͡s̻ʰo̞ŋ2	
蟶	t͡s̻ə̟n1	
蟹	xaɪ̯3	白讀
蟹	ɕi̯ɛɪ̯5	
蟻	n̠ᶽi3	老派白讀
蟻	n̠ᶽi5	文讀
蟾	s̻an2	
蠅	j̟in1	
蠈	t͡s̻e̞7	
蠋	t͡s̻o̞7	
蠌	t͡s̻ʰe̞7	
蠍	ɕi̯e̞7	
蠑	y̑in2	
蠓	mᵇo̞ŋ2	
蠖	o̞7	
蠗	t͡s̻o̞7	
蠚	xo̞7	1.～蔴：一种植物 2.作動詞，表示使身上發癢
蠚	t͡s̻ʰo̞7	
蠛	mᵇi̯e̞7	
蠞	t͡ɕi̯e̞7	
蠟	na7	
蠡	ni3	1.用於人名，范蠡，春秋時代人物 2.蠡縣，地名，在河北。
蠡	ni2	瓢或貝殼
蠢	t͡s̻ʰwə̟n3	
蠣	ni5	
蠥	n̠ᶽi̯e̞7	
蠮	j̟e̞7	
蠱	ku̜3	
蠶	t͡s̻ʰan2	
蠹	tu̜5	
蠻	mᵇan2	
蠽	t͡ɕi̯e̞7	
蠾	t͡s̻o̞7	
血	ɕy̑e̞7	
衄	no̞7	
衇	mᵇe̞7	
衊	mᵇi̯e̞7	
行	xɑŋ2	
行	ɕin2	
衍	j̟e̞n3	
衍	j̟e̞n1	白讀1，如：敷～
術	s̻o̞7	
街	kaɪ̯1	
衙	j̟ɑ2	
衛	we̞ɪ̯5	
衝	t͡s̻ʰo̞ŋ1	
衝	t͡s̻ʰo̞ŋ5	
衡	xə̟n2	
衣	j̟i1	
表	pi̯ɑʊ̯3	
衩	t͡s̻ʰɑ3	衩～褲
衫	s̻an1	
衰	s̻waɪ̯1	
衱	t͡ɕi̯e̞7	
衲	na7	
衵	z̻e̞7	
衷	t͡s̻o̞ŋ1	
衹	t͡s̻ɹ̆ᶤ̞3	
衼	t͡s̻ɹ̆ᶤ̞1	
袁	y̑e̞n2	
袋	taɪ̯5	
袍	pʰɑʊ̯2	
袐	pi̯e̞7	
袕	ɕy̑e̞7	
袖	ɕi̯əʊ̯5	
袚	po̞7	
袜	mᵇo̞7	
袠	t͡s̻ʰe̞7	
袥	tʰo̞7	
袦	na7	
被	pi5	
袱	fo̞7	
袷	t͡ɕi̯a7	
袹	mᵇe̞7	
袺	t͡ɕi̯e̞7	
袼	ko̞7	
裁	t͡s̻ʰaɪ̯2	
裂	ni̯e̞7	
裌	t͡ɕi̯a7	
裏	ni3	
裏	ne̞1	白讀表示方位如哪裏這裏
裓	ke̞7	
裕	y̑i5	
裙	t͡ɕʰy̑in2	
裛	j̟e̞7	
補	pu̜3	
裝	t͡s̻wɑŋ1	
裨	pi5	
裰	to̞7	
裳	s̻ɑŋ2	
裹	kɔ3	
裻	to̞7	
裻	s̻o̞7	
裼	ɕi̯e̞7	
製	t͡s̻ɹ̆ᶤ̞5	
褂	kwɑ5	
複	fo̞7	
褉	ɕi̯e̞7	
褋	ti̯e̞7	
褐	xo̞7	
褑	y̑e̞n5	
褒	pɑʊ̯1	
褓	pɑʊ̯3	
褚	t͡s̻ʰu̜2	
褡	ta7	
褥	z̻o̞7	
褧	t͡ɕy̑in3	
褪	tʰwe̞ɪ̯5	
褫	t͡s̻ʰɹ̆ᶤ̞3	
褬	s̻ɑŋ3	
褮	y̑in2	
褯	t͡ɕi5	
褲	kʰu̜5	
褵	ni2	
褶	t͡s̻e̞7	
褺	ti̯e̞7	
褻	ɕi̯e̞7	
襀	t͡ɕi̯e̞7	
襁	t͡ɕʰi̯ɑŋ2	
襁	t͡ɕʰi̯ɑŋ3	
襄	ɕi̯ɑŋ1	
襆	pʰo̞7	
襆	fo̞7	
襊	t͡s̻ʰo̞7	
襋	t͡ɕi̯e̞7	
襏	po̞7	
襒	pi̯e̞7	
襖	ŋɑʊ̯3	
襗	to̞7	
襗	t͡s̻ʰe̞7	
襗	j̟e̞7	
襞	pi̯e̞7	
襟	t͡ɕin1	
襡	s̻o̞7	
襩	s̻o̞7	
襪	wa7	
襫	s̻e̞7	
襭	ɕi̯e̞7	
襮	po̞7	
襮	po̞7	黼領博沃切三
襯	t͡s̻ʰə̟n5	
襲	ɕi̯e̞7	
襴	nan2	
襵	t͡s̻e̞7	
襻	pʰan5	
西	ɕi1	
要	j̟ɑʊ̯1	
要	j̟ɑʊ̯5	
覃	tʰan2	
覃	t͡ɕʰin2	姓氏讀音主要分在在廣西
覆	fo̞7	
覈	xe̞7	
見	t͡ɕi̯e̞n5	
見	j̟e̞n5	白讀1，如：不看～
規	kwe̞ɪ̯1	
覓	mᵇi̯e̞7	
覕	mᵇi̯e̞7	
視	s̻ɹ̆ᶤ̞5	
覛	mᵇe̞7	
覛	mᵇi̯e̞7	
覡	ɕi̯e̞7	
覦	y̑i2	
親	t͡ɕʰin1	
