#漢字	音標	解釋
一	il	
台	tae	
台	i	
台	dae	
叱	jil	
史	sa	
右	u	
叴	gu	
叵	pa	
叶	hyeop	
叶	yeop	
号	ho	
司	sa	
叹	u	
叹	tan	
叺	ip	
叻	ryeok(yeok)	
叼	jo	
叽	gi	
叽	gyo	
叾	ryo(yo)	
叿	hong	
吀	ma	
吀	mi	
吁	u	
吁	yu	
吂	mang	
吃	heul	
各	gak	
吅	hwon	
吅	eom	
吆	yo	
吇	ja	
合	hap	
合	hop	
吉	gil	
吊	jeok	
吊	jo	
吋	chon	
吋	du	
同	dong	
名	myeong	
后	hu	
吏	ri(i)	
吐	to	
向	hyang	
向	sang	
吒	ta	
吓	hyeok	
吓	ha	
吔	ya	
吕	ryeo(yeo)	
吖	a	
嗎	ma	
吘	u	
吘	hu	
吘	heum	
吙	hwa	
吚	ui	
吚	i	
君	gun	
吜	chu	
吝	rin(in)	
吞	tan	
吟	eum	
吟	geum	
吠	pye	
吡	pil	
吡	bi	
吢	sim	
吣	sim	
吤	gae	
吥	bu	
否	bu	
否	bi	
吧	pa	
吨	dun	
吨	don	
吩	bun	
吪	wa	
含	ham	
听	eun	
听	i	
听	cheong	
吭	hang	
吮	jeon	
吮	yeon	
启	gye	
吰	hoeng	
吰	goeng	
吱	ji	
吲	sin	
吳	o	
吳	hwa	
吴	o	
吴	hwa	
吵	cho	
吵	myo	
吶	nul	
吶	nap	
吷	hyeol	
吸	heup	
吹	chwi	
吺	du	
吻	mun	
吼	hu	
吽	hu	
吽	u	
吽	heum	
吾	o	
吾	eo	
吾	a	
吿	go	
吿	gok	
吿	guk	
呀	ha	
呀	a	
呁	gyun	
呂	ryeo(yeo)	
呃	ae	
呃	aek	
呄	gyeok	
呅	mae	
呅	mun	
呆	mae	
呆	tae	
呆	bo	
呇	gye	
呈	jeong	
吳	o	
吳	hwa	
告	go	
告	gok	
告	guk	
呋	bu	
呌	gyu	
呍	hu	
呎	cheok	
呏	seung	
呐	nul	
呐	nap	
呑	tan	
嘸	mu	
囈	ye	
呔	tae	
嘔	gu	
嘔	hu	
嚦	ryeok(yeok)	
唄	pae	
員	won	
員	un	
咼	gwae	
咼	wa	
咼	hwa	
咼	gwa	
呚	gi	
嗆	chang	
嗆	cheong	
嗚	o	
呝	aek	
呝	ae	
呞	si	
呟	hyeon	
呠	bon	
呡	mun	
呢	ni(i)	
呣	mu	
呤	ryeong(yeong)	
呥	yeom	
呦	yu	
呧	jeo	
周	ju	
呩	gi	
呪	ju	
呫	cheop	
呫	cheom	
呬	hui	
呭	ye	
呮	gi	
呯	pyeong	
呰	ja	
呱	go	
呲	ja	
呲	cha	
味	mi	
味	mae	
呴	gu	
呴	hu	
呵	ga	
呵	ha	
呵	a	
呶	no	
呷	hap	
呸	bi	
呹	il	
呺	hyo	
呺	ho	
呻	sin	
呼	ho	
命	myeong	
呾	dal	
呿	geo	
呿	ga	
咀	jeo	
咁	gam	
咂	jap	
咃	ta	
咄	dol	
咅	bu	
咅	tu	
咆	po	
咇	pil	
咈	bul	
咉	ang	
咊	hwa	
咋	sa	
咋	chaek	
咋	saek	
和	hwa	
咍	hae	
咎	gu	
咎	go	
咏	yeong	
咐	bu	
咑	ta	
咒	ju	
咓	wa	
咔	jap	
咔	ga	
咔	ka	
咔	rong(nong)	
咕	go	
咕	gu	
咖	ga	
咗	jwa	
咘	po	
嚨	rong(nong)	
咚	dong	
嚀	nyeong(yeong)	
咜	ta	
噝	sa	
咞	hyeon	
咟	hoek	
咠	jip	
咡	i	
咢	ak	
咣	goeng	
咣	gwang	
咤	ta	
咥	hui	
咥	jil	
咦	i	
咧	ryeol(yeol)	
咨	ja	
咩	mi	
咩	ma	
咪	mi	
咪	ma	
咫	ji	
咬	gyo	
咬	yo	
咭	gil	
咮	ju	
咯	gak	
咯	gaek	
咯	rak	
咰	sun	
咱	chal	
咲	so	
咳	hae	
咴	hoe	
咵	gwa	
咶	si	
咶	ji	
咶	hal	
咷	do	
咷	jo	
咸	ham	
咸	gam	
咹	al	
咺	hwon	
咻	hyu	
咻	hu	
咻	hyo	
咼	gwae	
咼	wa	
咼	hwa	
咼	gwa	
咽	in	
咽	yeol	
咽	yeon	
咾	ro(no)	
咿	i	
哀	ae	
品	pum	
哂	sin	
哃	dong	
哄	hong	
哅	hyung	
哆	chi	
哆	cha	
哇	wa	
哇	gyu	
哇	hwa	
哈	hap	
哉	jae	
哊	yuk	
哋	ji	
哌	go	
響	hyang	
哎	ae	
哏	geun	
哐	gwang	
啞	a	
啞	aek	
噠	dal	
嘵	hyo	
嗶	pil	
噦	hwae	
噦	eol	
哖	nyeon(yeon)	
哗	hwa	
哗	wa	
哘	haeng	
噲	kwae	
噲	gwal	
哚	ta	
嚌	je	
嚌	gae	
噥	nong	
哞	mo	
喲	yak	
哠	ho	
員	won	
員	un	
哢	rong(nong)	
哣	tu	
哣	bu	
哤	bang	
哥	ga	
哦	a	
哧	hyeok	
哧	ha	
哨	cho	
哩	ri(i)	
哪	na	
哫	jok	
哬	ha	
哭	gok	
哮	hyo	
哯	hyeon	
哰	ro(no)	
哱	bal	
哲	cheol	
哳	chal	
哴	ryang(yang)	
哵	pal	
哶	ma	
哶	mi	
哷	ryeol(yeol)	
哸	soe	
哸	choe	
哹	bu	
哺	po	
哻	han	
哻	hu	
哼	hyeong	
哽	gyeong	
哾	seol	
哿	ga	
唀	yu	
唁	eon	
唂	gok	
唃	gok	
唄	pae	
唅	ham	
唆	sa	
唇	jin	
唇	sun	
唈	eup	
唉	ae	
唉	hui	
唊	gyeop	
唋	do	
唌	dan	
唌	yeon	
唍	wan	
唎	ri(i)	
唏	hui	
唐	dang	
唑	seo	
唒	ju	
唓	cha	
唔	o	
唕	jo	
啞	a	
啞	aek	
唗	du	
唘	gye	
唙	jeok	
唚	chim	
唚	sim	
嘜	ma	
嘜	maek	
唜	mal	
嗊	hong	
嗊	gong	
唞	du	
嘮	ro(no)	
啢	ryang(yang)	
嗩	swae	
唣	jo	
喚	hwan	
唥	raeng(naeng)	
唦	sa	
唧	jeuk	
唨	jeo	
唩	wa	
唩	wi	
唪	bong	
唫	geum	
唫	eum	
唬	ho	
唬	hyo	
唬	ha	
唭	gi	
售	su	
唯	yu	
唯	su	
唰	swal	
唰	swae	
唱	chang	
唲	ae	
唲	a	
唳	ryeo(yeo)	
唴	gang	
唵	am	
唶	cha	
唶	chaek	
唷	yuk	
唸	jeom	
唸	jeon	
唸	nyeom(yeom)	
唹	eo	
唺	jeon	
唻	rae(nae)	
唼	sap	
唼	cheop	
唼	jap	
唼	jeop	
唽	seok	
唾	ta	
唿	hol	
啀	ae	
啁	jo	
啁	ju	
啂	nu	
啃	seup	
啃	gan	
啄	tak	
啄	ju	
啅	tak	
啅	jo	
商	sang	
啇	jeok	
啇	sang	
啈	haeng	
啉	ram(nam)	
啉	rim(im)	
啊	a	
啋	gyo	
啌	gang	
啍	ton	
啍	sun	
啍	toe	
啎	o	
問	mun	
啐	chwae	
啐	jul	
啐	jal	
啑	sap	
啑	cheop	
啑	jap	
啑	jeop	
啒	hol	
啓	gye	
啔	gye	
啕	do	
啖	dam	
啗	dam	
啘	wan	
啙	ja	
啚	bi	
啚	do	
啛	chwae	
啜	cheol	
啝	hwa	
啞	a	
啞	aek	
啟	gye	
啠	cheol	
啡	bae	
啢	ryang(yang)	
啣	ham	
啤	bi	
啥	sa	
啦	rap(nap)	
啦	ra(na)	
嘖	chaek	
啨	jeong	
啨	yeong	
啩	gwae	
啪	bak	
啫	ja	
嗇	saek	
囀	jeon	
啮	gyo	
嘓	goek	
囉	ra(na)	
啱	am	
啲	jeok	
啳	gwon	
嘽	tan	
嘽	cheon	
嘽	dan	
啵	pa	
啶	jeong	
啷	rang(nang)	
嘯	so	
嘯	jil	
啹	geo	
啺	dang	
啻	si	
啼	je	
啽	am	
啾	chu	
啿	dam	
喀	gaek	
喁	ong	
喁	u	
喂	wi	
喂	oe	
喃	nam	
善	seon	
喅	yuk	
喆	cheol	
喇	ra(na)	
喈	gae	
喉	hu	
喊	ham	
喋	cheop	
喋	jap	
喌	ju	
喍	jae	
喍	chae	
喎	gwae	
喎	wa	
喎	hwa	
喎	gwa	
喏	ya	
喏	nak	
喐	uk	
喑	eum	
喒	jam	
喒	chal	
喓	yo	
喔	ak	
喔	ok	
喕	myeon	
喖	ho	
喗	un	
喘	cheon	
喙	hwe	
喙	dal	
喚	hwan	
喛	hwan	
喛	won	
喜	hui	
喝	gal	
喝	ae	
喞	jeuk	
喟	wi	
喠	jong	
喡	wi	
喢	sap	
喣	hu	
喤	hwang	
喤	hoeng	
喥	do	
喥	tak	
喦	nyeop(yeop)	
喦	am	
喧	hwon	
喨	ryang(yang)	
喩	yu	
喪	sang	
喫	kkik	
喬	gyo	
喭	eon	
喭	an	
單	dan	
單	seon	
喯	bun	
喰	sik	
喰	chan	
喰	son	
喱	ri(i)	
喲	yak	
喳	sa	
喴	wi	
喵	myo	
營	yeong	
噴	bun	
喹	gyu	
喺	gye	
喻	yu	
喼	geup	
嘍	ru(nu)	
嚳	gok	
喿	so	
喿	jo	
嗀	hak	
嗁	je	
嗂	yo	
嗃	hak	
嗃	hyo	
嗄	sa	
嗄	ae	
嗄	ha	
嗅	hu	
嗆	chang	
嗆	cheong	
嗇	saek	
嗈	ong	
嗉	so	
嗊	hong	
嗊	gong	
嗋	hyeop	
嗌	ik	
嗌	ae	
嗌	ak	
嗍	sa	
嗍	sak	
嗎	ma	
嗏	cha	
嗐	hal	
嗑	hap	
嗑	gap	
嗒	tap	
嗓	sang	
嗔	jin	
嗔	jeon	
嗕	yok	
嗖	su	
嗗	wal	
嗘	gye	
嗙	bang	
嗙	byeong	
嗚	o	
嗛	gyeom	
嗛	ham	
嗛	gyeop	
嗜	gi	
嗝	gyeok	
嗞	ja	
嗟	cha	
嗠	rak(nak)	
嗡	ong	
嗢	ol	
嗣	sa	
嗤	chi	
嗥	ho	
嗦	saek	
嗧	ryun(yun)	
嗨	hae	
嗩	swae	
嗪	jin	
囁	seop	
囁	nyeop(yeop)	
嗬	ha	
嗮	swae	
嗯	eun	
嗰	gae	
嗱	na	
嗲	da	
噯	ae	
嗴	gang	
嗵	tong	
嗶	pil	
嗷	o	
嗸	o	
嗹	ryeon(yeon)	
嗺	choe	
嗻	cha	
嗼	mak	
嗽	su	
嗽	sak	
嗾	ju	
嗾	su	
嗿	tam	
嘀	jeok	
嘁	jap	
嘁	chuk	
嘂	gyo	
嘂	gyu	
嘃	chung	
嘄	gyo	
嘄	gyu	
嘅	gae	
嘆	tan	
嘆	u	
嘇	sam	
嘈	jo	
嘉	ga	
嘊	ae	
嘋	hyo	
嘌	pyo	
嘍	ru(nu)	
嘎	al	
嘏	ha	
嘏	ga	
嘐	gyo	
嘐	hyo	
嘑	ho	
嘒	hye	
嘓	goek	
嘔	gu	
嘔	hu	
嘕	eon	
嘖	chaek	
嘗	sang	
噓	heo	
嘙	pa	
嘚	deuk	
嘛	ma	
嘜	ma	
嘜	maek	
嘝	gok	
嘞	reuk(neuk)	
嘟	do	
嘠	al	
嘡	dang	
嘢	ya	
嘣	bung	
嚶	aeng	
嘥	sa	
嘦	gyo	
嘦	jo	
嘧	mil	
嘨	so	
嘨	jil	
嘩	hwa	
嘩	wa	
嘪	mae	
嘫	yeon	
嘬	choe	
嘭	paeng	
嘮	ro(no)	
嘯	so	
嘯	jil	
嘰	gi	
囑	chok	
嘲	jo	
嘳	gwi	
嘳	wi	
嘴	chwi	
嘵	hyo	
嘶	si	
嘷	ho	
嘸	mu	
嘹	ryo(yo)	
嘺	gyo	
嘻	hui	
嘻	ui	
嘼	chuk	
嘼	su	
嘽	tan	
嘽	cheon	
嘽	dan	
嘾	dam	
嘿	muk	
噀	son	
噁	o	
噁	ak	
噂	jun	
噃	beon	
噄	kkik	
噅	wi	
噆	cham	
噇	dang	
噈	chuk	
噉	dam	
噉	ham	
噊	yul	
噋	ton	
噋	sun	
噋	toe	
噌	jaeng	
噌	jeung	
噌	cheong	
噍	cho	
噍	chu	
噎	yeol	
噏	heup	
噐	gi	
噑	ho	
噒	ryeon(yeon)	
噓	heo	
噔	deung	
噕	wi	
噖	eum	
噗	bak	
噘	gwol	
噙	geum	
噚	sim	
嚙	gyo	
嚕	ro(no)	
噝	sa	
噞	eom	
噟	eung	
噠	dal	
噡	cheom	
噢	o	
噢	uk	
噢	u	
噣	ju	
噣	tak	
噣	dok	
噤	geum	
噥	nong	
噦	hwae	
噦	eol	
噧	hwae	
器	gi	
噩	ak	
噪	jo	
噫	hui	
噫	ae	
噫	eok	
噬	seo	
噭	gyo	
噭	pa	
噮	yeon	
噯	ae	
噰	ong	
噱	gyak	
噲	kwae	
噲	gwal	
噳	u	
噴	bun	
噵	do	
噶	gal	
噷	heum	
噸	ton	
噸	don	
噹	dang	
噺	sin	
噻	sae	
噼	byeok	
噽	bi	
噾	eum	
噿	chwi	
嚀	nyeong(yeong)	
嚁	jeok	
嚂	ram(nam)	
嚂	ham	
嚃	tap	
嚄	hoek	
嚅	yu	
嚆	hyo	
嚇	ha	
嚇	hyeok	
嚈	yeop	
嚉	dol	
嚊	bi	
嚋	ju	
嚌	je	
嚌	gae	
嚍	jin	
嚎	ho	
嚏	che	
嚐	sang	
嚑	hun	
嚒	ma	
嚓	chal	
嚔	che	
嚕	ro(no)	
嚖	hye	
嚗	bak	
嚘	u	
嚙	gyo	
嚚	eun	
嚛	hak	
嚜	muk	
嚜	mi	
嚝	hoeng	
嚞	cheol	
嚟	ri(i)	
嚠	ryu(yu)	
嚡	hye	
嚢	nang	
囂	hyo	
囂	o	
嚤	ma	
嚥	yeon	
嚦	ryeok(yeok)	
嚧	ro(no)	
嚨	rong(nong)	
嚩	bu	
嚪	dam	
嚫	chin	
嚬	bin	
嚭	bi	
嚮	hyang	
嚮	sang	
嚯	hak	
嚯	hwak	
嚰	ma	
嚱	hui	
嚲	ta	
嚳	gok	
嚴	eom	
嚵	cham	
嚶	aeng	
嚷	yang	
嚸	jeom	
嚹	ra(na)	
嚺	su	
嚻	hyo	
嚼	jak	
嚽	cheol	
嚾	hwon	
嚾	hwan	
嚿	hoek	
囀	jeon	
囁	seop	
囁	nyeop(yeop)	
囂	hyo	
囂	o	
囃	jap	
囄	ri(i)	
囅	cheon	
囆	chae	
囇	ryeo(yeo)	
囈	ye	
囉	ra(na)	
囊	nang	
囋	chan	
囋	chal	
囌	so	
囍	hui	
囎	jeung	
囏	gan	
囐	jal	
囐	eon	
囑	chok	
囒	ran(nan)	
囓	seol	
囔	nang	
囕	ram(nam)	
囖	ra(na)	
囗	wi	
囗	guk	
囘	hoe	
囙	in	
囚	su	
四	sa	
囜	in	
囝	geon	
囝	wol	
回	hoe	
囟	sin	
因	in	
囡	nip(ip)	
团	dan	
團	dan	
囤	don	
囥	gang	
囥	hang	
囦	yeon	
囧	gyeong	
囨	pyeon	
囩	un	
囪	chang	
囪	chong	
囫	hol	
囬	hoe	
园	wan	
园	won	
囮	wa	
囮	yu	
囯	guk	
困	gon	
囱	chang	
囱	chong	
圍	wi	
圍	guk	
圖	do	
圍	wi	
圍	guk	
圇	ryun(yun)	
囶	guk	
囷	gyun	
囸	il	
囹	ryeong(yeong)	
固	go	
囻	guk	
囼	tae	
國	guk	
圖	do	
囿	yu	
圀	guk	
圁	eun	
圂	hon	
圂	hwan	
圃	po	
圄	eo	
圅	ham	
圓	won	
圓	en	
圇	ryun(yun)	
圈	gwon	
圉	eo	
圊	cheong	
國	guk	
圌	cheon	
圍	wi	
圍	guk	
圎	won	
圈	gwon	
圐	go	
圑	po	
園	won	
圓	won	
圓	en	
圔	ap	
圕	seo	
圖	do	
圗	do	
團	dan	
圙	ryak(yak)	
圚	gwe	
圛	yeok	
圜	won	
圜	hwan	
圝	ran(nan)	
圞	ran(nan)	
土	to	
土	du	
土	cha	
圠	al	
圡	to	
圡	du	
圡	cha	
圢	jeong	
圣	gol	
圣	seong	
圣	gyeong	
圤	bok	
圤	bak	
圥	rok(nok)	
圦	ip	
壓	ap	
壓	yeom	
壓	yeop	
壓	nyeop(yeop)	
在	jae	
圩	u	
圪	eul	
圫	o	
圫	uk	
圬	o	
圭	gyu	
圮	bi	
圯	i	
地	ji	
圱	cheon	
圱	sok	
圲	cheon	
圳	su	
圳	cheon	
圴	jak	
圴	gyun	
圵	tang	
圶	gyeop	
圷	ha	
圸	san	
壙	gwang	
場	jang	
圻	gi	
圻	eun	
圼	nyeol(yeol)	
圽	mol	
圾	geup	
圿	gal	
址	ji	
坁	ji	
坂	pan	
坃	hun	
坄	yeok	
坅	geum	
坆	mae	
坆	bun	
均	gyun	
均	un	
均	yeon	
坈	gaeng	
坉	dun	
坊	bang	
坋	bun	
坌	bun	
坍	dam	
坍	dan	
坎	gam	
坏	bae	
坏	goe	
坐	jwa	
坑	gaeng	
坑	gang	
坑	hang	
坒	bi	
坓	hyeong	
坔	ji	
坕	gyeong	
坖	gi	
块	goe	
坘	ji	
坙	gyeong	
堅	gyeon	
坛	dan	
坛	dam	
壢	ryeok(yeok)	
壩	pa	
壩	pae	
塢	o	
墳	bun	
墜	chu	
坡	pa	
坢	ban	
坣	dang	
坤	gon	
坥	jeo	
坦	tan	
坧	cheok	
坨	i	
坨	ta	
坩	gam	
坪	pyeong	
坫	jeom	
坬	gwa	
坭	ni(i)	
坮	dae	
坯	bae	
坯	goe	
坰	gyeong	
坱	ang	
坲	bul	
坳	yo	
坴	ryuk(yuk)	
坵	gu	
坶	mok	
坷	ga	
坸	gu	
坹	hyeol	
坺	bal	
坻	ji	
坻	jeo	
坼	tak	
坽	ryeong(yeong)	
坾	jeo	
坿	bu	
垀	ho	
垁	chi	
垂	su	
垃	ral(nal)	
垃	rap(nap)	
壟	rong(nong)	
壠	rong(nong)	
壚	ro(no)	
垇	yo	
垈	dae	
垉	po	
垊	min	
型	hyeong	
垌	dong	
垍	ge	
垍	gi	
垎	gyeok	
垎	gak	
垏	ryul(yul)	
垐	ja	
垑	chi	
垒	ru(nu)	
垒	roe(noe)	
垒	ryul(yul)	
垓	hae	
垔	in	
垕	hu	
垖	toe	
垗	jo	
垘	bok	
垙	gwang	
垚	yo	
垛	ta	
垜	ta	
垝	gwe	
垞	ta	
垞	taek	
垟	yang	
垠	eun	
垡	beol	
垢	gu	
垣	won	
垤	jil	
垥	hyeop	
垦	eun	
垦	gan	
垧	gyeong	
垨	su	
堊	ak	
堊	seong	
垪	byeong	
墊	jeom	
垬	hong	
埡	a	
埡	o	
垮	gwa	
墶	dal	
垰	yo	
壋	dang	
塏	gae	
垳	haeng	
堖	noe	
垵	an	
垶	seong	
垷	hyeon	
垸	wan	
垸	hwan	
垹	bang	
垺	bu	
垺	bae	
垻	pa	
垼	yeok	
垽	eun	
垾	han	
垿	seo	
埀	su	
埁	jam	
埂	gyeong	
埂	gaeng	
埃	ae	
埄	bong	
埅	bang	
埅	ji	
埆	gak	
埇	yong	
埈	jun	
埉	hyeop	
埊	ji	
埋	mae	
埌	rang(nang)	
埌	ryang(nyang)	
埍	hyeon	
城	seong	
埏	yeon	
埏	seon	
埐	chim	
埑	cheol	
埒	ral(nal)	
埓	ral(nal)	
埔	po	
埕	jeong	
埖	hwa	
埗	bo	
埗	bu	
塒	si	
埙	hun	
堝	gwa	
埛	gyeong	
埜	ya	
埜	yeo	
埜	seo	
埝	nyeom(yeom)	
埝	jeom	
埞	je	
域	yeok	
埠	bu	
埡	o	
埡	a	
埢	gwon	
埣	swae	
埤	bi	
埥	jeong	
埦	wan	
埧	gu	
埨	ryun(yun)	
埩	jeong	
埪	gong	
埫	chong	
埬	dong	
埭	tae	
埮	dam	
埯	am	
埰	chae	
埱	suk	
埲	bong	
埳	gam	
埳	ham	
埴	sik	
埴	chi	
埵	ta	
埶	ye	
埶	se	
執	jip	
埸	yeok	
埸	jang	
培	bae	
培	bu	
基	gi	
埻	jun	
埼	gi	
埽	so	
埾	chu	
埿	ni(i)	
埿	nyeol(yeol)	
堀	gul	
堁	gwa	
堂	dang	
堃	gon	
堄	ye	
堅	gyeon	
堆	toe	
堇	geun	
堈	gang	
堉	yuk	
堊	ak	
堊	seong	
堋	bung	
堌	go	
堍	to	
堎	reung(neung)	
堏	bang	
堐	ae	
塹	cham	
塹	jeom	
堒	gon	
堓	an	
堔	sim	
墮	ta	
墮	hyu	
堖	noe	
堗	dol	
堘	seung	
堘	jeung	
堙	in	
堚	hon	
堛	byeok	
堜	ryeon(yeon)	
堝	gwa	
堞	cheop	
堟	jeon	
堠	hu	
堡	bo	
堢	bo	
堣	u	
堤	je	
堤	si	
堥	mu	
堦	gye	
堧	yeon	
堨	al	
堨	ae	
堩	geung	
堪	gam	
堫	jong	
堬	yu	
堭	hwang	
堮	ak	
堯	yo	
堰	eon	
報	bo	
堲	jeul	
堲	jeuk	
堳	mi	
場	jang	
堵	do	
堵	ja	
堶	ta	
堷	am	
堸	pung	
堹	jong	
堺	gye	
堻	jin	
堼	haeng	
堼	bong	
堽	gang	
堾	chun	
堾	jun	
堿	gam	
塀	byeong	
壘	ru(nu)	
壘	roe(noe)	
壘	ryul(yul)	
塂	hang	
塃	hwang	
塄	bang	
塅	dan	
壪	man	
塇	seon	
塈	gi	
塉	cheok	
塊	goe	
塋	yeong	
塌	tap	
塍	seung	
塍	jeung	
塎	yong	
塏	gae	
塐	so	
塑	so	
塒	si	
塓	myeok	
塔	tap	
塕	ong	
塖	ja	
塖	seung	
塗	do	
塘	dang	
塙	go	
塙	gak	
塙	hwak	
塚	chong	
塛	ryul(yul)	
塜	bong	
塜	chong	
塝	bang	
塞	sae	
塞	saek	
塟	jang	
塠	toe	
塠	choe	
塡	jeon	
塡	jin	
塢	o	
塣	jeong	
塤	hun	
塥	hyeok	
塥	gyeok	
塦	jin	
塧	ae	
塨	gong	
鹽	yeom	
塪	gam	
填	jeon	
填	jin	
塬	won	
塭	on	
塮	sa	
塯	ryu(yu)	
塰	hae	
塱	rang(nang)	
塲	jang	
塳	bong	
塴	bung	
塵	jin	
塶	rok(nok)	
塷	ro(no)	
塸	u	
塹	cham	
塹	jeom	
塺	mae	
塻	mak	
塼	jeon	
塼	dan	
塽	sang	
塾	suk	
塿	ru(nu)	
墀	ji	
墁	man	
墂	pyo	
境	gyeong	
墄	cheok	
墅	seo	
墆	che	
墆	jeol	
墇	jang	
墈	gam	
墉	yong	
墊	jeom	
墋	cham	
墌	cheok	
墍	gi	
墎	gwak	
墏	jang	
墐	geun	
墑	jeok	
墑	sang	
墒	sang	
墓	myo	
墔	choe	
墕	eon	
墖	tap	
增	jeung	
增	cheung	
墘	geon	
牆	jang	
墚	ryang(yang)	
墛	wi	
墜	chu	
墝	yo	
增	jeung	
增	cheung	
墟	heo	
墠	seon	
墠	cheon	
墡	seon	
墢	bal	
墢	beol	
墣	bok	
墣	bak	
墤	goe	
墥	dong	
墦	beon	
墧	gak	
墨	muk	
墨	mi	
墩	don	
墪	don	
墫	jun	
墬	ji	
墭	seong	
墮	ta	
墮	hyu	
墯	ta	
墰	dam	
墱	deung	
墲	mu	
墳	bun	
墴	hwang	
墵	dam	
墶	dal	
墷	hwa	
墸	jeo	
墹	gan	
墺	o	
墺	uk	
墻	jang	
墼	gyeok	
墽	gyo	
墽	yo	
墾	gan	
墿	yeok	
墿	do	
壀	bi	
壁	byeok	
壂	jeon	
壃	gang	
壄	ya	
壄	yeo	
壄	seo	
壅	ong	
壆	hak	
壇	dan	
壇	tan	
壇	seon	
壈	ram(nam)	
壉	geo	
壞	goe	
壞	hoe	
壋	dang	
壤	yang	
壍	cham	
壎	hun	
壏	ham	
壐	sae	
壑	hak	
壒	ae	
壓	ap	
壓	yeom	
壓	yeop	
壓	nyeop(yeop)	
壔	do	
壕	ho	
壖	yeon	
壗	jin	
壘	ru(nu)	
壘	roe(noe)	
壘	ryul(yul)	
壙	gwang	
壚	ro(no)	
壛	yeom	
壜	dam	
壝	yu	
壞	goe	
壞	hoe	
壟	rong(nong)	
壠	rong(nong)	
壡	ye	
壢	ryeok(yeok)	
壣	rin(in)	
壤	yang	
壥	jeon	
壦	hun	
壧	am	
壨	roe(noe)	
壩	pae	
壩	pa	
壪	man	
士	sa	
壬	im	
壭	san	
壯	jang	
壯	jang	
聲	seong	
壹	il	
壹	in	
賣	mae	
殼	gak	
壴	ju	
壵	jang	
壺	ho	
壷	ho	
壼	gon	
壹	il	
壹	in	
壺	ho	
壻	seo	
壼	gon	
壽	su	
壾	mang	
壿	jun	
夀	su	
夁	il	
夁	in	
夂	chi	
夂	jong	
夃	go	
處	cheo	
夅	gang	
夆	bong	
備	bi	
夈	jae	
變	byeon	
夊	soe	
夋	jun	
夌	reung(neung)	
复	bok	
复	bu	
夎	jwa	
夏	ha	
夏	ga	
夐	hyeong	
夐	hyeon	
夑	seop	
夒	no	
夓	ha	
夓	ga	
夔	gi	
夕	seok	
夕	sa	
外	oe	
夗	won	
夘	won	
夘	myo	
夙	suk	
多	da	
夛	da	
夜	ya	
夜	aek	
夝	cheong	
够	gu	
夠	gu	
夡	gi	
夢	mong	
夣	mong	
夤	in	
夥	gwa	
夥	hwa	
夦	chim	
大	dae	
大	tae	
大	da	
夨	nyeol(yeol)	
天	cheon	
太	tae	
夫	bu	
夬	kwae	
夬	gyeol	
夭	yo	
夭	o	
夭	ok	
夭	oe	
央	ang	
央	yeong	
夯	hang	
夰	ho	
夰	go	
失	sil	
失	il	
夲	do	
夲	bon	
夳	tae	
頭	du	
夵	yeom	
夵	do	
夵	bon	
夶	bi	
夷	i	
夸	gwa	
夸	hu	
夸	gu	
夾	hyeop	
奪	tal	
奪	tae	
夻	hwa	
夼	cheon	
夽	un	
夾	hyeop	
夿	pa	
奀	mang	
奩	ryeom(yeom)	
奐	hwan	
奃	jeo	
奄	eom	
奅	po	
奆	gwon	
奇	gi	
奇	ui	
奈	nae	
奈	na	
奉	bong	
奊	hyeol	
奋	gang	
奋	bun	
奌	jeom	
奌	da	
奍	yang	
奎	gyu	
奎	gwi	
奏	ju	
奐	hwan	
契	gye	
契	gyeol	
契	geul	
契	seol	
奒	gae	
奓	cha	
奓	sa	
奓	chi	
奔	bun	
奕	hyeok	
獎	jang	
套	tu	
奘	jang	
奙	bun	
奚	hae	
奛	hwang	
奜	bi	
奝	jo	
奞	sun	
奟	geung	
奠	jeon	
奠	jeong	
奡	o	
奢	sa	
奣	aeng	
奤	ban	
奤	tae	
奧	o	
奧	uk	
奦	mu	
奧	o	
奧	uk	
奬	jang	
奩	ryeom(yeom)	
奪	tal	
奪	tae	
奫	yun	
奬	jang	
奭	seok	
奭	hyeok	
奮	bun	
奯	hwal	
奰	bi	
奱	ryeon(yeon)	
奲	cha	
奲	da	
女	nyeo(yeo)	
奴	no	
奵	jeong	
奶	nae	
奷	cheon	
奸	gan	
她	jeo	
她	ta	
奺	gu	
奻	nan	
奼	ta	
奼	cha	
好	ho	
奾	seon	
奿	beon	
妀	gi	
妁	jak	
如	yeo	
如	i	
妃	bi	
妃	bae	
妄	mang	
妅	hong	
妝	jang	
婦	bu	
媽	ma	
媽	mo	
妉	dam	
妊	im	
妋	bu	
妋	u	
妌	jeong	
妍	yeon	
妎	hae	
妏	mun	
妐	jong	
妑	pa	
妒	tu	
妓	gi	
妔	gaeng	
妔	hang	
妕	jung	
妖	yo	
妗	geum	
妗	hyeom	
妘	un	
妙	myo	
妚	bae	
妚	bu	
妚	hyeon	
妛	chi	
妜	gyeol	
妜	yeol	
妝	jang	
妞	nyu(yu)	
妟	an	
妠	nap	
妠	nal	
妡	heun	
妢	bun	
妣	bi	
妤	yeo	
妥	ta	
妦	bong	
妧	wan	
妨	bang	
嫵	mu	
嫗	gu	
嬀	gyu	
妬	tu	
妭	bal	
妮	ni(i)	
