#漢字	音標	解釋
㐴	pʰɐ̞n1	
調	tʰi̯ɑʊ̯2	
調	ti̯ɑʊ̯5	
諄	t͡sɛn1	
談	tʰɐ̞n2	
諊	t͡ɕy̑ɛ7	
請	t͡ɕʰin3	
諎	t͡sɐ̟7	
諑	t͡sɔ7	
諒	ni̯ɑŋ5	
論	nɛn2	
論	nɛn5	
諜	ti̯e7	
諞	pʰi̯ɐ̟n3	欺騙
諧	ɕi̯ɐ̞ɪ̯2	
諫	t͡ɕi̯ɐ̟n5	
諱	xwɛ̝ɪ̯5	
諳	ŋɐ̞n1	文讀音
諳	ŋɐ̞n2	白讀，表示推測，估計
諷	fɔŋ3	
諸	t͡su1	
諺	n̠ʲi̯ɐ̟n5	
諽	kʰɐ̟7	
諽	kɐ̟7	
諾	nɔ7	
諿	t͡ɕʰi̯e7	
謀	mᵇɔŋ2	
謁	je7	
謂	wɛ̝ɪ̯5	
謄	tʰɛn2	
謅	t͡sʰɜ̟ʊ̯1	存疑，因本地無此詞
謇	t͡ɕi̯ɐ̟n3	口吃者
謈	pʰɔ7	
謈	pɔ7	
謊	xwɑŋ3	
謋	xwɛ7	
謍	ɥin2	
謎	mᵇɛ̝ɪ̯2	
謏	swɛ7	
謐	mᵇi̯e7	
謔	ɕi̯ɔ7	
謖	swɛ7	
謗	pɑŋ5	
謙	t͡ɕʰi̯ɐ̟n1	
講	t͡ɕi̯ɑŋ3	
謝	ɕi5	
謞	xɔ7	
謟	tʰɑʊ̯1	罵，也作（滔）（𰵽）（弢）通常講（日～）
謠	jɑʊ̯2	
謨	mᵇu2	回憶
謨	mᵇɔ7	地名如望～
謨	mᵇɔ7	地名如：望～
謫	t͡sɐ̟7	
謬	mᵇi̯ɑʊ̯5	
謮	t͡sɐ̟7	
謳	ŋɜ̟ʊ̯1	
謶	t͡sɔ7	
謸	ŋɑʊ̯2	白讀，作動詞，表示狡辯
謹	t͡ɕin3	
謺	t͡sɐ̟7	
譈	twɛ̝ɪ̯5	
證	t͡sɛn5	
譎	t͡ɕy̑ɛ7	
譏	t͡ɕi1	
識	se7	
譚	tʰɐ̞n2	
譜	pʰu3	
譝	sɛn2	
警	t͡ɕin3	
譬	pʰɛ̝ɪ̯5	
譯	je7	
議	n̠ʲi5	
譶	tʰɑ7	
譶	t͡se7	
護	fv̩5	
譽	jy5	
讀	twɛ7	
讁	t͡sɐ̟7	
變	pi̯ɐ̟n5	
讋	t͡sɐ̟7	
讎	t͡sʰɜ̟ʊ̯2	
讒	t͡sʰɐ̞n2	
讓	zɑŋ5	
讗	kwɛ7	讗嚄疾言
讘	n̠ʲi̯e7	
讚	t͡sɐ̞n5	
讞	n̠ʲi̯e7	
讟	twɛ7	
谻	t͡ɕi̯e7	
谿	t͡ɕʰi1	
豁	xɔ7	
豄	twɛ7	
豆	tɜ̟ʊ̯5	
豈	t͡ɕʰi3	
豉	sɹe̠ᶦ2	
豌	wɐ̞n1	
豎	su5	
豐	fɔŋ1	
豑	t͡sʰe7	
豕	sɹe̠ᶦ3	
豖	t͡sʰwɛ7	
豚	tʰɛn2	
豛	ɥɛ7	
豟	ŋɐ̟7	
象	ɕi̯ɑŋ5	
象	t͡ɕʰi̯ɑŋ5	白讀
豥	kɐ̞ɪ̯1	
豪	xɑʊ̯2	
豫	jy5	
豬	t͡su1	
豰	xwɛ7	
豸	t͡sɹe̠ᶦ5	
豹	pɑʊ̯5	
豺	t͡sʰɐ̞ɪ̯2	
豼	pʰi2	
豽	nɑ7	
豿	xɔ7	
貀	nɑ7	
貂	ti̯ɑʊ̯1	
貈	xɔ7	
貉	xɔ7	
貉	mᵇɐ̟7	
貊	mᵇɐ̟7	
貌	mᵇɑʊ̯5	
貍	ni2	
貓	mᵇi̯ɑʊ̯2	白讀1，如：～兒，野～兒
貓	mᵇɑʊ̯1	
貔	pʰi2	
貖	ŋɐ̟7	
貘	mᵇɐ̟7	
貜	t͡ɕi̯ɔ7	
貝	pɛ̝ɪ̯5	
貞	t͡sɛn1	
負	fv̩5	
財	t͡sʰɐ̞ɪ̯2	
貢	kɔŋ5	
貣	tʰɐ̟7	
貥	xɑŋ2	
貧	pʰin2	
貨	xɔ5	
販	fɐ̞n5	
貪	tʰɐ̞n1	
貫	kwɐ̞n5	
責	t͡sɐ̟7	
貳	ɭᵉ5	
貴	kwɛ̝ɪ̯5	
貶	pi̯ɐ̟n3	
買	mᵇɐ̞ɪ̯3	
貸	tɐ̞ɪ̯5	
貺	xwɑŋ5	
費	fɛ̝ɪ̯5	
貼	tʰi̯e7	
貽	ji2	
貿	mᵇɔŋ5	
賀	xɔ5	
賁	pɛn1	
賂	nu5	
賃	nin5	
賄	xwɛ̝ɪ̯5	
賅	kɐ̞ɪ̯1	
資	t͡sɹe̠ᶦ1	
賈	t͡ɕi̯ɑ3	
賈	ku3	
賉	ɕy̑ɛ7	
賊	t͡sɐ̟7	
賒	sɛ̝ɪ̯1	
賒	ɕi1	最老派白讀
賓	pin1	
賜	t͡sʰɹe̠ᶦ5	
賞	sɑŋ3	
賠	pʰɛ̝ɪ̯2	
賢	ɕi̯ɐ̟n2	
賣	mᵇɐ̞ɪ̯5	
賤	t͡ɕi̯ɐ̟n5	
賦	fv̩5	
質	t͡se7	
賬	t͡sɑŋ5	
賭	tu3	
賴	nɐ̞ɪ̯5	
賺	t͡swɐ̞n5	錯
購	kɜ̟ʊ̯5	
賽	sɐ̞ɪ̯5	
賾	t͡sɐ̟7	
贅	t͡swɛ̝ɪ̯5	
贈	t͡sɛn5	
贊	t͡sɐ̞n5	
贍	sɐ̞n5	
贏	jin2	
贓	t͡sɑŋ1	
贕	twɛ7	
贖	ɕy̑ɛ7	
贛	kɐ̞n5	
赤	t͡sʰe7	
赥	ɕi̯e7	
赦	sɛ̝ɪ̯5	
赦	ɕi5	最老派白讀
赩	ɕi̯e7	
赫	xɐ̟7	
走	t͡sɜ̟ʊ̯3	
赴	fv̩5	
起	t͡ɕi3	白讀
起	t͡ɕʰy3	白讀，如：不～作用
起	t͡ɕʰi3	
赹	t͡ɕʰy̑in2	
赽	t͡ɕy̑ɛ7	
趁	t͡sʰɛn5	
趃	ti̯e7	
超	t͡sʰɑʊ̯1	
趉	t͡ɕy̑ɛ7	
越	je7	老派口語弱化，比如：～來～
越	ɥɛ7	
趌	t͡ɕi̯e7	
趏	t͡ɕʰi̯ɑ7	
趏	kwɑ7	
趒	tʰi̯ɑʊ̯2	表示逃跑
趕	kɐ̞n3	
趖	sɔ1	1.表示滑動。2.萎～～：表示萎靡不振的樣子
趗	t͡ɕʰy̑ɛ7	
趙	t͡sɑʊ̯5	
趜	t͡ɕy̑ɛ7	
趞	t͡ɕʰi̯ɔ7	
趟	tʰɑŋ5	
趠	t͡sʰɔ7	
趢	nwɛ7	
趣	t͡sʰwɛ̝ɪ̯5	老派，如：知趣，興趣
趨	t͡sʰwɛ̝ɪ̯1	
趩	t͡sʰe7	
趯	tʰi̯e7	
足	t͡ɕy̑ɛ7	
趴	pʰɑ3	
趵	pɔ7	
趹	t͡ɕy̑ɛ7	
趾	t͡sɹe̠ᶦ3	
趿	sɑ7	
跀	ɥɛ7	
跅	tʰɔ7	
跋	pʰɑ7	
跌	ti̯e7	
跍	kʰu2	動詞，表示蹲下。同（躣）
跑	pʰɑʊ̯3	
跕	tʰi̯e7	
跕	ti̯e7	
跖	t͡se7	
跛	pɐ̞ɪ̯1	跛子，跛腳杆
跛	pɔ3	文讀
距	t͡ɕy5	
跟	kɛn1	
跡	t͡ɕi̯e7	
跥	tɔ3	
跥	tɔ5	
跨	kʰɑ2	白讀，作動詞
跨	kʰwɑ5	
跪	kʰwɛ̝ɪ̯3	白讀，動詞。如：把手～到桌子上
跪	kwɛ̝ɪ̯5	
跬	kʰwɛ̝ɪ̯3	
跮	t͡sʰe7	
路	nu5	
跲	t͡ɕi̯ɑ7	
跳	tʰi̯ɑʊ̯5	
躚	ɕi̯ɐ̟n1	
跺	tɔ5	
跼	t͡ɕy̑ɛ7	
踂	n̠ʲi̯e7	
踄	pɔ7	
踉	ni̯ɑŋ5	
踏	tʰɑ7	
踐	t͡ɕi̯ɐ̟n3	最老派文讀，如：實～
踐	t͡ɕi̯ɐ̟n5	
踔	t͡sʰɔ7	
踖	t͡ɕʰi̯ɔ7	
踖	t͡ɕi̯e7	
踘	t͡ɕy̑ɛ7	
踛	nwɛ7	
踢	tʰi̯e7	
踣	pɐ̟7	
踤	t͡ɕy̑ɛ7	
踧	ti̯e7	
踧	t͡ɕy̑ɛ7	
踩	t͡sʰɐ̞ɪ̯3	
踱	tɔ7	
踾	fe7	
蹀	ti̯e7	
蹃	n̠ʲi̯ɔ7	
蹃	nɐ̟7	
蹄	tʰi2	
蹅	t͡sʰɑ1	表示用腳（踩）的動作，又作（䟕）
蹈	tɑʊ̯5	
蹊	ɕi1	
蹋	tʰɑ7	
蹌	t͡ɕʰi̯ɑŋ1	
蹐	t͡ɕi̯e7	
蹓	ni̯ɜ̟ʊ̯1	
蹓	ni̯ɜ̟ʊ̯5	
蹕	pi̯e7	
蹙	t͡ɕy̑ɛ7	
蹜	swɛ7	
蹟	t͡ɕi̯e7	
蹠	t͡se7	
蹡	t͡ɕʰi̯ɑŋ1	
蹢	ti̯e7	
蹤	t͡sɔŋ1	
蹦	pɔŋ5	
蹩	pi̯e7	
蹲	tɛn1	
蹴	t͡ɕʰy̑ɛ7	
蹶	t͡ɕy̑ɛ7	
蹷	t͡ɕy̑ɛ7	
蹹	tʰɑ7	
蹻	t͡ɕʰi̯ɑʊ̯2	不內行而顯得笨手笨腳的樣子
蹻	t͡ɕi̯ɔ7	1.走蹻蹻貌 2.舉足髙又居勺切
蹼	pʰe7	
躁	t͡sʰɑʊ̯5	
躂	tɑ7	動詞，表示跌倒
躃	pi̯e7	
躄	pi̯e7	
躅	t͡swɛ7	
躍	jɑʊ̯5	
躐	ni̯e7	
躑	t͡se7	
躒	nɔ7	
躒	ni̯e7	
躓	t͡se7	
躚	ɕi̯ɐ̟n1	
躞	ɕi̯e7	
躠	sɑ7	
躢	tʰɑ7	
躣	kʰu2	動詞，表示蹲下。同（跍）
躩	t͡ɕʰi̯ɔ7	
躩	t͡ɕi̯ɔ7	
身	sɛn1	
躬	kɔŋ1	
躬	t͡ɕi̯ɔŋ1	白讀又音,或作(弓)
躬	t͡ɕi̯ɔŋ2	白讀，作動詞，如：背～起。2.作形容詞表示厲害之意。或作(弓)
躲	tɔ3	
躲	tu3	
躴	nɑŋ1	形容詞，表示修長，瘦小，小
躺	tʰɑŋ3	
躼	t͡sɑŋ1	形容孩子長得好，“醜”
軃	tɔ3	
軄	t͡se7	
車	t͡sʰɛ̝ɪ̯1	
車	t͡ɕʰi1	最老派白讀
車	t͡ɕy1	
軋	ŋɑ1	白讀，作動詞
軋	jɑ7	
軌	kwɛ̝ɪ̯3	
軍	t͡ɕy̑in1	
軏	ɥɛ7	
軒	ɕy̑ɐ̟n1	
軔	zɛn5	
軜	nɑ7	
軟	zwɐ̞n3	
軟	zwɑ3	白讀表示拖拉，敷衍，承受力不足
軶	ŋɐ̟7	
軷	pʰɑ7	
軸	t͡sʰwɛ7	
軻	kʰɔ1	
軼	je7	
軾	se7	
輂	t͡ɕy̑ɛ7	
較	t͡ɕi̯ɑʊ̯5	
載	t͡sɐ̞ɪ̯3	
載	t͡sɐ̞ɪ̯5	
輍	ɥɛ7	
輒	t͡sɐ̟7	
輔	fv̩3	
輕	t͡ɕʰin1	
輙	t͡sɐ̟7	
輛	ni̯ɑŋ5	
輜	t͡sɹe̠ᶦ1	
輝	xwɛ̝ɪ̯1	
輞	wɑŋ3	
輟	t͡swɛ7	
輦	ni̯ɐ̟n3	
輩	pɛ̝ɪ̯5	
輪	nɛn2	輪胎
輯	t͡ɕi̯e7	
輵	kɔ7	
輸	su1	
輹	fe7	
輺	t͡sɹe̠ᶦ1	
輻	fe7	
轂	kwɛ7	
轄	ɕi̯ɑ7	
轆	nwɛ7	
轉	t͡swɐ̞n3	
轉	t͡swɐ̞n5	
轉	t͡swɐ̞ɪ̯5	殼～：原意指小孩子的頭骨。敲殼～：弯曲食指和中指头，在小孩脑壳上敲
轍	t͡sɐ̟7	
轎	t͡ɕi̯ɑʊ̯5	
轐	pʰe7	
轖	sɐ̟7	
轚	t͡ɕi̯e7	
轟	xɔŋ1	
轡	pʰɛ̝ɪ̯5	
轢	nɔ7	
轢	ni̯e7	
辛	ɕin1	
辜	ku1	
辢	nɑ7	
辥	ɕi̯e7	
辦	pɐ̞n5	
辨	pi̯ɐ̟n5	
辭	t͡sʰɹe̠ᶦ2	
辮	pi̯ɐ̟n5	
辯	pi̯ɐ̟n5	
辰	sɛn2	
辱	zwɛ7	
農	nɔŋ2	
辵	t͡sʰɔ7	
辶	t͡sʰɔ7	
辻	se7	
迂	jy1	
迄	t͡ɕʰi̯e7	
迅	ɕy̑in5	
迊	t͡sɑ7	
迎	jin2	
近	t͡ɕin5	
迓	jɑ5	
迕	v̩3	
迥	t͡ɕy̑in3	
迪	ti̯e7	
迫	pɐ̟7	
迫	pʰɐ̟7	
迭	ti̯e7	
迮	t͡sɐ̟7	
述	swɛ7	
迷	mᵇi2	文讀
迷	mᵇɛ̝ɪ̯2	白讀
迸	pɔŋ5	
追	nwɛ̝ɪ̯1	白讀，動詞
追	t͡sʰwɛ̝ɪ̯2	
迾	ni̯e7	
退	tʰwɛ̝ɪ̯5	
送	sɔŋ5	
逃	tʰɑʊ̯2	
逅	xɜ̟ʊ̯5	
逆	n̠ʲi̯e7	
透	tʰɜ̟ʊ̯5	
逐	t͡swɛ7	
逑	t͡ɕʰi̯ɜ̟ʊ̯2	
途	tʰu2	
逖	tʰi̯e7	
逗	tɜ̟ʊ̯1	白讀，作動詞，表示哄，挑逗
逗	tɜ̟ʊ̯5	
通	tʰɔŋ1	
逛	kwɑŋ3	白讀二形容人走神或分心的樣子
逛	kɑŋ5	白讀
逛	kwɑŋ5	
逝	sɹe̠ᶦ5	
逞	t͡sʰɛn3	
速	ɕy̑ɛ7	
造	t͡sʰɑʊ̯5	
造	t͡sɑʊ̯5	造孽
逢	fɔŋ2	
連	ni̯ɐ̟n2	
逪	t͡sʰɔ7	
逫	t͡swɛ7	
逮	tɐ̞ɪ̯3	白讀
逮	ti5	文讀
逯	nwɛ7	
進	t͡ɕin5	
逳	ɥɛ7	
逴	t͡sʰɔ7	
逵	kʰwɛ̝ɪ̯2	
逷	tʰi̯e7	
逸	je7	
逼	pi̯e7	
逽	n̠ʲi̯ɔ7	
逾	jy2	
逾	jy5	
遁	tɛn5	
遂	ɕy5	
遇	jy5	
遊	jɜ̟ʊ̯2	
運	ɥin5	
遍	pʰi̯ɐ̟n5	
過	kɔ5	
遏	ɔ7	
遐	ɕi̯ɑ2	
道	tɑʊ̯5	
達	tɑ7	
違	wɛ̝ɪ̯2	
遥	jɑʊ̯2	
遜	ɕy̑in5	
遝	tʰɑ7	
遞	ti5	
遠	ɥɐ̟n3	
遢	tʰɑ7	
遢	tʰɑ3	白讀邋～
遣	t͡ɕʰi̯ɐ̟n3	
適	se7	
遪	sɑ7	
遬	t͡sʰe7	
遬	swɛ7	
遭	t͡sɑʊ̯1	
遭	t͡sɑʊ̯2	白讀，表示被動
遮	t͡ɕi1	最老派白讀
遮	t͡sɛ̝ɪ̯1	
遲	t͡sʰɹe̠ᶦ2	
遵	t͡sɛn1	
遷	t͡ɕʰi̯ɐ̟n1	
選	ɕy̑ɐ̟n3	
遹	ɥɛ7	
遺	ji2	
遼	ni̯ɑʊ̯2	
遽	t͡ɕy5	
避	pi5	
邀	jɑʊ̯1	
邁	mᵇɐ̞ɪ̯5	
邂	ɕi̯ɐ̞ɪ̯5	
還	xɐ̞ɪ̯2	白讀
邇	ɭᵉ3	
邈	mᵇɔ7	
邊	pi̯ɐ̟n1	
邋	nɑ7	
邋	nɑ3	白讀～遢
邑	je7	
邕	jɔŋ1	
邗	xɐ̞n2	
邛	t͡ɕʰi̯ɔŋ2	
邡	fɑŋ1	
那	ɑ5	口語表達
那	nɑ5	
邤	ɕin1	
邦	pɑŋ1	
邪	ɕi2	
邯	xɐ̞n2	
邲	pi̯e7	
邵	sɑʊ̯5	
郂	kɐ̞ɪ̯1	
郃	xɔ7	
郅	t͡se7	
郆	t͡ɕi̯e7	
郊	t͡ɕi̯ɑʊ̯1	
郎	nɑŋ2	
郜	kɑʊ̯5	
郝	xɔ7	
郟	t͡ɕi̯ɑ7	
郡	t͡ɕy̑in5	
郣	pɔ7	
郤	t͡ɕʰi̯e7	
部	pu5	
郬	t͡ɕʰin1	
郭	kwɛ7	
郵	jɜ̟ʊ̯2	
郹	t͡ɕy̑ɛ7	
都	tu1	
鄀	zɔ7	地名在襄陽
鄂	ŋɔ7	
鄆	ɥin5	
鄉	ɕi̯ɑŋ1	
鄎	ɕi̯e7	
鄏	zwɛ7	
鄐	ɕy̑ɛ7	
鄐	t͡sʰwɛ7	
鄒	t͡sɜ̟ʊ̯1	
鄓	je7	
鄔	v̩1	
鄖	ɥin2	
鄗	xɔ7	
鄙	pʰi3	
鄚	mᵇɔ7	
鄜	nwɛ7	
鄧	tɛn5	
鄨	pi̯e7	水名在牂牁
鄭	t͡sɛn5	
鄰	nin2	
鄴	n̠ʲi̯e7	
鄺	kʰwɑŋ5	
酆	fɔŋ1	
酈	ni2	魯地名又音歷
酈	ni̯e7	縣名在南陽亦姓又力知切
酉	jɜ̟ʊ̯3	
酌	t͡sɔ7	
配	pʰɛ̝ɪ̯5	
酐	kɐ̞n1	
酐	xɑŋ3	
酒	t͡ɕi̯ɜ̟ʊ̯3	
酗	ɕy5	戏弄，發火
酢	t͡sɔ7	
酣	xɐ̞n1	
酥	su1	
酪	nɔ7	
酬	t͡sʰɜ̟ʊ̯2	
酭	jɜ̟ʊ̯5	
酵	kɑʊ̯5	白讀
酵	ɕi̯ɑʊ̯5	文讀
酷	kʰwɛ7	
酸	swɐ̞n1	
醁	nwɛ7	
醃	jɐ̟n1	
醇	swɛn2	
醉	t͡swɛ̝ɪ̯5	
醊	t͡swɛ7	
醋	t͡sʰu5	
醒	ɕin3	
醜	t͡sʰɜ̟ʊ̯3	
醟	ɥin5	
醨	ni2	
醪	nɑʊ̯2	
醫	ji1	
醬	t͡ɕi̯ɑŋ5	
醭	pʰe7	
醳	je7	
醵	t͡ɕi̯ɔ7	
醷	je7	
釀	n̠ʲi̯ɑŋ5	
釁	ɕin5	
釅	n̠ʲi̯ɐ̟n5	形容詞，用來形容荼，酒等飲料味濃厚
采	t͡sʰɐ̞ɪ̯3	
釉	jɜ̟ʊ̯5	
釋	se7	
重	t͡sʰɔŋ2	
重	t͡sɔŋ5	
野	ji3	
量	ni̯ɑŋ2	
量	ni̯ɑŋ5	
釐	ni2	
金	t͡ɕin1	
釓	kɑ7	
釔	je7	
釗	t͡sɑʊ̯1	
釘	tin1	
釘	tin5	
釙	pʰɔ7	
釜	fv̩3	
針	t͡sɛn1	
釟	pɑ7	
釣	ti̯ɑʊ̯5	
釳	ɕi̯e7	
釴	je7	
釵	t͡sʰɐ̞ɪ̯1	
鈄	tʰɜ̟ʊ̯3	
鈅	ɥɛ7	
鈈	pe7	
鈉	nɑ7	
鈌	t͡ɕy̑ɛ7	
鈍	tɛn5	
鈒	sɑ7	
鈒	sɐ̟7	生三
鈔	t͡sʰɑʊ̯1	
鈞	t͡ɕy̑in1	
鈠	ɥɛ7	
鈧	kʰɑŋ5	
鈯	tʰwɛ7	
鈰	sɹe̠ᶦ5	
鈴	nin2	
鈸	pɔ7	
鈼	t͡sɔ7	
鈽	pu1	
鈿	ti̯ɐ̟n5	錢
鉀	t͡ɕi̯ɑ7	
鉆	tʰi̯e7	
鉍	pi̯e7	
鉐	se7	
鉑	pɐ̟7	
鉕	pʰɔ3	
鉗	t͡ɕʰi̯ɐ̟n2	
鉛	ɥɐ̟n2	白讀，如：～筆
鉛	t͡ɕʰi̯ɐ̟n1	
鉜	fɜ̟ʊ̯2	
鉝	ni̯e7	
鉞	ɥɛ7	
鉠	jɑŋ1	
鉢	pɔ7	
鉣	t͡ɕi̯e7	
鉤	kɜ̟ʊ̯1	
鉬	mᵇe7	
鉸	t͡ɕi̯ɑʊ̯3	
鉻	kɐ̟7	
鉽	se7	
鉿	kɔ7	
鉿	xɑ7	
銀	jin2	
銃	t͡sʰɔŋ5	
銅	tʰɔŋ2	
銆	mᵇɐ̟7	
銉	ɥɛ7	
銊	ɕy̑ɛ7	
銍	t͡se7	
銕	tʰi̯e7	
銘	mᵇin2	
銛	kɔ7	
銜	xɐ̞n2	
銜	ɕi̯ɐ̟n2	文讀
銫	sɐ̟7	
銳	zwɛ̝ɪ̯5	
銷	ɕi̯ɑʊ̯1	
銻	tʰi1	～鍋
銼	t͡sʰɔ5	
鋁	nwɛ̝ɪ̯3	
鋈	ɔ7	
鋊	jy5	（刀）等生銹
鋊	ɥɛ7	
鋋	sɐ̞n2	
鋏	t͡ɕi̯ɑ7	
鋒	fɔŋ1	
鋜	t͡sɔ7	
鋝	nɐ̟7	
鋤	t͡sʰu2	
鋤	t͡sʰu2	鋤頭
鋦	t͡ɕy̑ɛ7	
鋪	pʰu1	
鋪	pʰu5	
鋭	zwɛ̝ɪ̯5	
鋱	tʰɐ̟7	
鋸	t͡ɕy5	
鋸	ki5	白讀，表示切割
鋼	kɑŋ1	
鋿	sɑŋ2	
錄	nwɛ7	
錊	t͡swɛ7	
錐	t͡ɕy1	白讀，動詞，表示用針扎
錐	t͡swɛ̝ɪ̯1	
錔	tʰɑ7	
錖	twɛ7	
錘	t͡sʰwɛ̝ɪ̯2	
錙	t͡sɹe̠ᶦ1	
錜	n̠ʲi̯e7	
錞	swɛn2	
錠	tin5	
錢	t͡ɕʰi̯ɐ̟n2	
錣	t͡swɛ7	
錥	ɥɛ7	
錦	t͡ɕin3	
錨	mᵇɑʊ̯2	
錫	ɕi̯e7	
錯	t͡sʰɔ5	
錯	t͡sʰɔ7	又音作動詞表示傾斜歪不正之意
錶	pi̯ɑʊ̯3	
鍀	tɐ̟7	
鍁	ɕi̯ɐ̟n1	
鍋	kɔ1	
鍍	tu5	
鍎	tʰwɛ7	
鍑	fe7	
鍔	ŋɔ7	
鍘	t͡sɑ7	
鍚	jɑŋ2	
鍛	twɐ̞n5	
鍤	t͡sʰɑ7	
鍩	nɔ7	
鍬	t͡ɕʰi̯ɑʊ̯1	
鍱	je7	
鍵	t͡ɕi̯ɐ̟n5	
鍺	t͡sɛ̝ɪ̯3	
鍻	t͡ɕi̯e7	
鎂	mᵇɛ̝ɪ̯3	
鎋	ɕi̯ɑ7	
鎐	t͡swɛ7	
鎖	sɔ3	
鎘	kɐ̟7	元素名
鎘	ni̯e7	
鎛	pɔ7	
鎝	tɑ7	
鎝	sɑ7	
鎢	v̩1	
鎣	ɥin2	
鎩	sɑ7	
鎮	t͡sɛn5	
鎰	je7	
鎳	n̠ʲi̯e7	
鏃	t͡ɕʰy̑ɛ7	
鏇	ɕy̑ɐ̟n5	
鏈	ni̯ɐ̟n2	文讀
鏈	ni̯ɐ̟n5	
鏌	mᵇɔ7	
鏎	pi̯e7	
鏑	ti̯e7	
鏕	nwɛ7	
鏘	t͡ɕʰi̯ɑŋ1	
鏚	t͡ɕʰi̯e7	
鏟	t͡sʰwɐ̞n3	
鏡	t͡ɕin5	
鏶	t͡ɕi̯e7	
鏷	pʰe7	
鏺	pʰɔ7	
鏽	ɕi̯ɜ̟ʊ̯5	
鐃	nɑʊ̯2	
鐅	pʰi̯e7	
鐍	t͡ɕy̑ɛ7	
鐐	ni̯ɑʊ̯2	
鐘	t͡sɔŋ1	
鐧	t͡ɕi̯ɐ̟n5	
鐮	ni̯ɐ̟n2	
鐯	t͡sɔ7	
鐲	t͡sɔ7	
鐴	pi̯e7	
鐵	tʰi̯e7	
鐸	tɔ7	
鐺	tɑŋ1	
鐽	tɑ7	
鑄	t͡su5	
鑄	tɑʊ̯5	鍋兒是鐵～的
鑈	n̠ʲi̯e7	
鑊	xɔ7	
鑒	t͡ɕi̯ɐ̟n5	
鑕	t͡se7	
鑞	nɑ7	
鑠	sɔ7	
鑩	ŋɔ7	
鑫	ɕin1	
鑰	jɔ7	
鑲	ɕi̯ɑŋ1	
鑷	n̠ʲi̯e7	
鑷	sɐ̟7	
鑹	t͡sʰwɐ̞n5	
鑼	nɔ2	
鑽	t͡swɐ̞n1	
鑽	t͡swɐ̞n5	
鑿	t͡sʰɔ7	
钀	n̠ʲi̯e7	
钁	t͡ɕi̯ɔ7	
钃	t͡swɛ7	
鑕	t͡se7	
鑹	t͡sʰwɐ̞n5	
長	t͡sɑŋ3	
長	t͡sʰɑŋ2	
镻	ti̯e7	
門	mᵇɛn2	
閂	swɐ̞n1	
閃	sɐ̞n3	閃爍
閉	pi5	
開	kʰɐ̞ɪ̯1	
閌	kʰɑŋ5	
閏	zwɛn5	
閒	xɐ̞n2	白讀，如：～場天，～心
閒	ɕi̯ɐ̟n2	
間	kɐ̞n1	白讀，如：中～，房～
間	t͡ɕi̯ɐ̟n1	
閘	t͡sɑ7	
閡	xɐ̟7	
閣	kɔ7	
閥	fɑ7	
閧	xɔŋ5	
閨	kwɛ̝ɪ̯1	
閩	mᵇin3	
閪	xɐ̞ɪ̯1	
閰	t͡ɕy̑ɛ7	
閱	ɥɛ7	
閹	jɐ̟n1	
閻	n̠ʲi̯ɐ̟n2	
閼	ɔ7	
閼	je7	
閾	ɥɛ7	
闃	t͡ɕʰy̑ɛ7	
闊	kʰwɛ7	
闋	t͡ɕʰy̑ɛ7	
闌	nɐ̞n2	
闍	ɕi2	最老派白讀
闍	sɛ̝ɪ̯2	
闍	tu1	
闑	n̠ʲi̯e7	
闒	tʰɑ7	
闔	xɔ7	
闕	t͡ɕʰy̑ɛ7	
關	kwɐ̞n1	
闞	kʰɐ̞n5	
闟	ɕi̯e7	
闢	pi̯e7	
闢	pʰi̯e7	
闥	tʰɑ7	
阜	fɜ̟ʊ̯5	
阞	nɐ̟7	
阡	t͡ɕʰi̯ɐ̟n1	
阧	tɜ̟ʊ̯3	
阮	zwɐ̞n3	
阰	pʰi2	
阱	t͡ɕin3	
防	fɑŋ2	
阸	ŋɐ̟7	
阻	t͡su3	
阿	ɑ?	張嘴
阿	ɑ1	疑問
阿	ɑ2	應答
阿	ŋɔ1	阿彌陀佛
阿	ɔ1	阿膠
陀	tʰɔ2	
附	fv̩5	
陊	tɔ5	放置
陋	nɜ̟ʊ̯5	
陌	mᵇɐ̟7	
降	t͡ɕi̯ɑŋ5	
降	ɕi̯ɑŋ2	
陏	tɔ5	瓜類植物的果實
限	ɕi̯ɐ̟n5	
陔	kɐ̞ɪ̯1	
陙	swɛn2	
陛	pʰɛ̝ɪ̯5	
陝	sɐ̞n3	
陟	t͡se7	
陡	tɜ̟ʊ̯3	
院	ɥɐ̟n5	
陣	t͡sɛn5	
除	t͡sʰu2	
陪	pʰɛ̝ɪ̯2	
陰	jin1	
陲	t͡sʰwɛ̝ɪ̯2	
陳	t͡sʰɛn2	
陵	nin2	
陶	tʰɑʊ̯2	
陷	xɐ̞n5	白讀
陷	ɕi̯ɐ̟n5	文讀
陸	nwɛ7	
陽	jɑŋ2	
陿	ɕi̯ɑ7	
隆	nɔŋ2	
隉	n̠ʲi̯e7	
隊	twɛ̝ɪ̯5	
隋	tɔ5	1.古代祭祀用的殘肉,殘食:[既祭,則藏其～]2.古同[墮],垂落
隋	swɛ̝ɪ̯2	
階	kɐ̞ɪ̯1	
隔	kɐ̟7	
隕	ɥin3	
隘	ŋɐ̞ɪ̯5	
隙	ɕi̯e7	
際	t͡ɕi5	
障	t͡sɑŋ5	
隧	ɕy5	
隨	swɛ̝ɪ̯2	
