繁體	简体	聲韻調	註釋	聲	韻	調							
閨	闺	kuəɪ45		k	uəɪ	45							
桂	桂	kuəɪ214		k	uəɪ	214							
規	规	kuəɪ45		k	uəɪ	45							
詭	诡	kuəɪ42		k	uəɪ	42							
跪	跪	kuəɪ45	跪跟地下	k	uəɪ	45							
跪	跪	kuəɪ214		k	uəɪ	214							
龜	龟	kuəɪ45		k	uəɪ	45							
軌	轨	kuəɪ42		k	uəɪ	42							
晷	晷	kuəɪ42		k	uəɪ	42							
揆	揆	kuəɪ214		k	uəɪ	214							
櫃	柜	kuəɪ214		k	uəɪ	214							
歸	归	kuəɪ45		k	uəɪ	45							
鬼	鬼	kuəɪ42		k	uəɪ	42							
貴	贵	kuəɪ214		k	uəɪ	214							
盔	盔	kʰuəɪ45		kʰ	uəɪ	45							
魁	魁	kʰuəɪ45		kʰ	uəɪ	45							
傀	傀	kʰuəɪ42		kʰ	uəɪ	42							
塊	块	kʰuəɪ42		kʰ	uəɪ	42							
潰	溃	kʰuəɪ214		kʰ	uəɪ	214							
奎	奎	kʰuəɪ21		kʰ	uəɪ	21							
虧	亏	kʰuəɪ45		kʰ	uəɪ	45							
窺	窥	kʰuəɪ45		kʰ	uəɪ	45							
癸	癸	kʰuəɪ21		kʰ	uəɪ	21							
愧	愧	kʰuəɪ214		kʰ	uəɪ	214							
葵	葵	kʰuəɪ21		kʰ	uəɪ	21							
逵	逵	kʰuəɪ21		kʰ	uəɪ	21							
夔	夔	kʰuəɪ21		kʰ	uəɪ	21							
累	累	luəɪ45	我负累你，即劳驾、麻烦你了、感谢。	l	uəɪ	45							
累	累	luəɪ42	硕果累累，累计	l	uəɪ	42							
累	累	luəɪ214		l	uəɪ	214							
餒	馁	luəɪ42		l	uəɪ	42							
內	内	nuəɪ214		n	uəɪ	214							
雷	雷	luəɪ21		l	uəɪ	21							
儡	儡	luəɪ42		l	uəɪ	42							
壘	垒	luəɪ42		l	uəɪ	42							
類	类	luəɪ214		l	uəɪ	214							
淚	泪	luəɪ214		l	uəɪ	214							
桅	桅	Øuəɪ21		Ø	uəɪ	21							
煨	煨	Øuəɪ45		Ø	uəɪ	45							
衛	卫	Øuəɪ214		Ø	uəɪ	214							
危	危	Øuəɪ21		Ø	uəɪ	21							
偽	伪	Øuəɪ214		Ø	uəɪ	214							
委	委	Øuəɪ42		Ø	uəɪ	42							
喂	喂	Øuəɪ214		Ø	uəɪ	214							
為	为	Øuəɪ21		Ø	uəɪ	21							
為	为	Øuəɪ214		Ø	uəɪ	214							
帷	帷	Øuəɪ21		Ø	uəɪ	21							
位	位	Øuəɪ214		Ø	uəɪ	214							
維	维	Øuəɪ21		Ø	uəɪ	21							
惟	惟	Øuəɪ21		Ø	uəɪ	21							
唯	唯	Øuəɪ21		Ø	uəɪ	21							
薇	薇	Øuəɪ21		Ø	uəɪ	21							
微	微	Øuəɪ21		Ø	uəɪ	21							
溦	溦	Øuəɪ21		Ø	uəɪ	21							
尾	尾	Øuəɪ42		Ø	uəɪ	42							
未	未	Øuəɪ214		Ø	uəɪ	214							
味	味	Øuəɪ214		Ø	uəɪ	214							
巍	巍	Øuəɪ45		Ø	uəɪ	45							
魏	魏	Øuəɪ214		Ø	uəɪ	214							
威	威	Øuəɪ45		Ø	uəɪ	45							
畏	畏	Øuəɪ214		Ø	uəɪ	214							
違	违	Øuəɪ21		Ø	uəɪ	21							
圍	围	Øuəɪ21		Ø	uəɪ	21							
葦	苇	Øuəɪ42		Ø	uəɪ	42							
偉	伟	Øuəɪ42		Ø	uəɪ	42							
緯	纬	Øuəɪ42		Ø	uəɪ	42							
胃	胃	Øuəɪ214		Ø	uəɪ	214							
謂	谓	Øuəɪ214		Ø	uəɪ	214							
蝟	猬	Øuəɪ214		Ø	uəɪ	214							
碎	碎	suəɪ214	文讀，名詞。如：碎片	s	uəɪ	214							
歲	岁	suəɪ214	歲大：過輩，老了	s	uəɪ	214							
稅	税	suəɪ214		s	uəɪ	214							
説	说	suəɪ214		s	uəɪ	214							
隨	随	suəɪ21		s	uəɪ	21							
睡	睡	suəɪ45	仅用于“困瞌睡”	s	uəɪ	45							
睡	睡	suəɪ214		s	uəɪ	214							
瑞	瑞	suəɪ214	老	s	uəɪ	214							
穗	穗	suəɪ214		s	uəɪ	214							
水	水	suəɪ42		s	uəɪ	42							
堆	堆	tuəɪ45		t	uəɪ	45							
對	对	tuəɪ214		t	uəɪ	214							
隊	队	tuəɪ214		t	uəɪ	214							
兌	兑	tuəɪ214		t	uəɪ	214							
推	推	tʰuəɪ45		tʰ	uəɪ	45							
腿	腿	tʰuəɪ42		tʰ	uəɪ	42							
退	退	tʰuəɪ214		tʰ	uəɪ	214							
頽	頽	tʰuəɪ21		tʰ	uəɪ	21							
褪	褪	tʰuəɪ214		tʰ	uəɪ	214							
罪	罪	tsuəɪ214		ts	uəɪ	214							
最	最	tsuəɪ214		ts	uəɪ	214							
贅	赘	tsuəɪ214		ts	uəɪ	214							
嘴	嘴	tsuəɪ42		ts	uəɪ	42							
醉	醉	tsuəɪ214		ts	uəɪ	214							
追	追	tsuəɪ45		ts	uəɪ	45							
槌	槌	tsuəɪ45		ts	uəɪ	45							
墜	坠	tsuəɪ214		ts	uəɪ	214							
錐	锥	tsuəɪ45		ts	uəɪ	45							
催	催	tsʰuəɪ45		tsʰ	uəɪ	45							
崔	崔	tsʰuəɪ45		tsʰ	uəɪ	45							
璀	璀	tsʰuəɪ42		tsʰ	uəɪ	42							
碎	碎	tsʰuəɪ214	白讀，文讀1，作動詞。如：粉碎	tsʰ	uəɪ	214							
脆	脆	tsʰuəɪ214		tsʰ	uəɪ	214							
篲	篲	tsʰuəɪ42	形容詞，表不結實	tsʰ	uəɪ	42							
吹	吹	tsʰuəɪ45		tsʰ	uəɪ	45							
炊	炊	tsʰuəɪ45		tsʰ	uəɪ	45							
垂	垂	tsʰuəɪ21		tsʰ	uəɪ	21							
陲	陲	tsʰuəɪ21		tsʰ	uəɪ	21							
翠	翠	tsʰuəɪ214		tsʰ	uəɪ	214							
悴	悴	tsʰuəɪ214		tsʰ	uəɪ	214							
粹	粹	tsʰuəɪ214		tsʰ	uəɪ	214							
錘	锤	tsʰuəɪ21		tsʰ	uəɪ	21							
詼	诙	xuəɪ45		x	uəɪ	45							
恢	恢	xuəɪ45		x	uəɪ	45							
灰	灰	xuəɪ45		x	uəɪ	45							
悔	悔	xuəɪ42		x	uəɪ	42							
賄	贿	xuəɪ214		x	uəɪ	214							
晦	晦	xuəɪ214		x	uəɪ	214							
回	回	xuəɪ21		x	uəɪ	21							
匯	汇	xuəɪ214		x	uəɪ	214							
會	会	xuəɪ214		x	uəɪ	214							
繪	绘	xuəɪ214		x	uəɪ	214							
彗	彗	xuəɪ214		x	uəɪ	214							
穢	秽	xuəɪ214		x	uəɪ	214							
慧	慧	xuəɪ214		x	uəɪ	214							
惠	惠	xuəɪ214		x	uəɪ	214							
麾	麾	xuəɪ45		x	uəɪ	45							
毀	毁	xuəɪ42		x	uəɪ	42							
穗	穗	xuəɪ214		x	uəɪ	214							
揮	挥	xuəɪ45		x	uəɪ	45							
輝	辉	xuəɪ45		x	uəɪ	45							
徽	徽	xuəɪ45		x	uəɪ	45							
諱	讳	xuəɪ214		x	uəɪ	214							
卉	卉	xuəɪ214		x	uəɪ	214							
匯	汇	xuəɪ214		x	uəɪ	214							
鋭	鋭	zuəɪ214		z	uəɪ	214							
蕊	蕊	zuəɪ42		z	uəɪ	42							
省	省	suẽn42		s	uẽn	42							
繩	绳	suẽn21		s	uẽn	21							
滾	滚	kuẽn42		k	uẽn	42							
棍	棍	kuẽn214		k	uẽn	214							
昆	昆	kʰuẽn45		kʰ	uẽn	45							
崑	崑	kʰuẽn45		kʰ	uẽn	45							
坤	坤	kʰuẽn45		kʰ	uẽn	45							
坤	坤	kʰuẽn45		kʰ	uẽn	45							
坤	坤	kʰuẽn45		kʰ	uẽn	45							
捆	捆	kʰuẽn42		kʰ	uẽn	42							
困	困	kʰuẽn214	困難	kʰ	uẽn	214							
睏	睏	kʰuẽn214	睡覺	kʰ	uẽn	214							
渾	浑	kʰuẽn21	白讀，表示一整個的意思	kʰ	uẽn	21							
溫	温	øuẽn45		ø	uẽn	45							
瘟	瘟	øuẽn45		ø	uẽn	45							
穩	稳	øuẽn42		ø	uẽn	42							
文	文	øuẽn21		ø	uẽn	21							
紋	纹	øuẽn21		ø	uẽn	21							
蚊	蚊	øuẽn21		ø	uẽn	21							
聞	闻	øuẽn21		ø	uẽn	21							
吻	吻	øuẽn42		ø	uẽn	42							
刎	刎	øuẽn42		ø	uẽn	42							
問	问	øuẽn45	问一下才晓得；问路；不懂就问	ø	uẽn	45							
問	问	øuẽn214	问题	ø	uẽn	214							
唇	唇	suẽn21		s	uẽn	21							
順	顺	suẽn214		s	uẽn	214							
純	纯	suẽn21		s	uẽn	21							
蒓	蒓	suẽn21		s	uẽn	21							
醇	醇	suẽn21		s	uẽn	21							
準	准	tsuẽn42		ts	uẽn	42							
准	准	tsuẽn42		ts	uẽn	42							
椿	椿	tsʰuẽn45	椿芽儿	tsʰ	uẽn	45							
春	春	tsʰuẽn45		tsʰ	uẽn	45							
蠢	蠢	tsʰuẽn42		tsʰ	uẽn	42							
醇	醇	tsʰuẽn21	又音	tsʰ	uẽn	21							
昏	昏	xuẽn45		x	uẽn	45							
婚	婚	xuẽn45		x	uẽn	45							
魂	魂	xuẽn21		x	uẽn	21							
餛	馄	xuẽn21	餛飩	x	uẽn	21							
混	混	xuẽn214		x	uẽn	214							
渾	浑	xuẽn21		x	uẽn	21							
葷	荤	xuẽn45		x	uẽn	45							
橫	横	xuẽn21		x	uẽn	21							
潤	润	zuẽn214		z	uẽn	214							
閏	闰	zuẽn214		z	uẽn	214							
孕	孕	zuẽn214		z	uẽn	214							
鹑	鹑	suẽn21		s	uẽn	21							
和	和	fʋ̩21	和（胡）牌	f	ʋ̩	21							
呼	呼	fʋ̩45		f	ʋ̩	45							
虎	虎	fʋ̩42		f	ʋ̩	42							
滸	滸	fʋ̩42		f	ʋ̩	42							
戽	戽	fʋ̩214		f	ʋ̩	214							
乎	乎	fʋ̩45		f	ʋ̩	45							
乎	乎	fʋ̩21	罕见	f	ʋ̩	21							
壺	壶	fʋ̩21		f	ʋ̩	21							
瓠	瓠	fʋ̩21		f	ʋ̩	21							
胡	胡	fʋ̩21		f	ʋ̩	21							
狐	狐	fʋ̩21		f	ʋ̩	21							
弧	弧	fʋ̩21		f	ʋ̩	21							
湖	湖	fʋ̩21		f	ʋ̩	21							
戶	户	fʋ̩214		f	ʋ̩	214							
戶	户	fʋ̩45	走人户	f	ʋ̩	45							
滬	沪	fʋ̩214		f	ʋ̩	214							
互	互	fʋ̩214		f	ʋ̩	214							
護	护	fʋ̩214		f	ʋ̩	214							
瓠	瓠	fʋ̩214		f	ʋ̩	214							
福	福	fʋ̩214		f	ʋ̩	214							
幅	幅	fʋ̩214		f	ʋ̩	214							
蝠	蝠	fʋ̩214		f	ʋ̩	214							
復	复	fʋ̩214		f	ʋ̩	214							
複	复	fʋ̩214		f	ʋ̩	214							
腹	腹	fʋ̩214		f	ʋ̩	214							
覆	覆	fʋ̩214		f	ʋ̩	214							
茯	茯	fʋ̩214		f	ʋ̩	214							
服	服	fʋ̩214		f	ʋ̩	214							
伏	伏	fʋ̩214		f	ʋ̩	214							
袱	袱	fʋ̩214		f	ʋ̩	214							
浮	浮	fʋ̩21		f	ʋ̩	21							
埠	埠	fʋ̩214		f	ʋ̩	214							
戊	戊	Øʋ̩214		Ø	ʋ̩	214							
脯	脯	fʋ̩42		f	ʋ̩	42							
夫	夫	fʋ̩45		f	ʋ̩	45							
膚	肤	fʋ̩45		f	ʋ̩	45							
斧	斧	fʋ̩42		f	ʋ̩	42							
府	府	fʋ̩42		f	ʋ̩	42							
腑	腑	fʋ̩42		f	ʋ̩	42							
俯	俯	fʋ̩42		f	ʋ̩	42							
賦	赋	fʋ̩214		f	ʋ̩	214							
傅	傅	fʋ̩214		f	ʋ̩	214							
付	付	fʋ̩214		f	ʋ̩	214							
敷	敷	fʋ̩45		f	ʋ̩	45							
芙	芙	fʋ̩45		f	ʋ̩	45							
芙	芙	fʋ̩21		f	ʋ̩	21							
俘	俘	fʋ̩45		f	ʋ̩	45							
赴	赴	fʋ̩214		f	ʋ̩	214							
赴	赴	fʋ̩214		f	ʋ̩	214							
訃	讣	fʋ̩214		f	ʋ̩	214							
符	符	fʋ̩21		f	ʋ̩	21							
扶	扶	fʋ̩21		f	ʋ̩	21							
釜	釜	fʋ̩42		f	ʋ̩	42							
腐	腐	fʋ̩42		f	ʋ̩	42							
輔	辅	fʋ̩42		f	ʋ̩	42							
父	父	fʋ̩214		f	ʋ̩	214							
附	附	fʋ̩214		f	ʋ̩	214							
富	富	fʋ̩214		f	ʋ̩	214							
副	副	fʋ̩214		f	ʋ̩	214							
阜	阜	fʋ̩214		f	ʋ̩	214							
負	负	fʋ̩214		f	ʋ̩	214							
婦	妇	fʋ̩214		f	ʋ̩	214							
婦	妇	fʋ̩45	仅用于词组，如媳妇	f	ʋ̩	45							
忽	忽	fʋ̩214		f	ʋ̩	214							
帗	帗	fʋ̩214		f	ʋ̩	214							
紱	绂	fʋ̩214		f	ʋ̩	214							
黻	黻	fʋ̩214		f	ʋ̩	214							
綍	綍	fʋ̩214		f	ʋ̩	214							
佛	佛	fʋ̩214		f	ʋ̩	214							
紼	绋	fʋ̩214		f	ʋ̩	214							
芾	芾	fʋ̩214		f	ʋ̩	214							
弗	弗	fʋ̩21		f	ʋ̩	21							
佛	佛	fʋ̩214		f	ʋ̩	214							
拂	拂	fʋ̩214		f	ʋ̩	214							
祓	祓	fʋ̩214		f	ʋ̩	214							
艴	艴	fʋ̩214		f	ʋ̩	214							
䭮	䭮	fʋ̩214		f	ʋ̩	214							
髴	髴	fʋ̩214		f	ʋ̩	214							
彿	彿	fʋ̩214		f	ʋ̩	214							
梧	梧	Øʋ̩21		Ø	ʋ̩	21							
吾	吾	Øʋ̩42		Ø	ʋ̩	42							
吳	吴	Øʋ̩21		Ø	ʋ̩	21							
五	五	Øʋ̩42		Ø	ʋ̩	42							
午	午	Øʋ̩42		Ø	ʋ̩	42							
伍	伍	Øʋ̩42		Ø	ʋ̩	42							
悟	悟	Øʋ̩214		Ø	ʋ̩	214							
誤	误	Øʋ̩214		Ø	ʋ̩	214							
烏	乌	Øʋ̩45		Ø	ʋ̩	45							
汙	污	Øʋ̩45		Ø	ʋ̩	45							
塢	坞	Øʋ̩45		Ø	ʋ̩	45							
惡	恶	Øʋ̩214		Ø	ʋ̩	214							
巫	巫	Øʋ̩45		Ø	ʋ̩	45							
誣	诬	Øʋ̩45		Ø	ʋ̩	45							
嫵	妩	Øʋ̩21		Ø	ʋ̩	21							
無	无	Øʋ̩21		Ø	ʋ̩	21							
舞	舞	Øʋ̩42		Ø	ʋ̩	42							
侮	侮	Øʋ̩42		Ø	ʋ̩	42							
武	武	Øʋ̩42		Ø	ʋ̩	42							
鵡	鹉	Øʋ̩42		Ø	ʋ̩	42							
霧	雾	Øʋ̩214		Ø	ʋ̩	214							
務	务	Øʋ̩214		Ø	ʋ̩	214							
烏	乌	Øʋ̩45		Ø	ʋ̩	45							
鎢	钨	Øʋ̩45		Ø	ʋ̩	45							
物	物	Øʋ̩214		Ø	ʋ̩	214							
勿	勿	Øʋ̩214		Ø	ʋ̩	214							
屋	屋	Øʋ̩45		Ø	ʋ̩	45							
翁	翁	Øʋ̩ŋ45		Ø	ʋ̩ŋ	45							
翁	翁	Øʋ̩ŋ214		Ø	ʋ̩ŋ	214							
甕	瓮	Øʋ̩ŋ214		Ø	ʋ̩ŋ	214							
蓿	蓿	ɕy45		ɕ	y	45							
慰	慰	Øy214		Ø	y	214							
徐	徐	ɕy21		ɕ	y	21							
序	序	ɕy214		ɕ	y	214							
緒	绪	ɕy214		ɕ	y	214							
敘	叙	ɕy214		ɕ	y	214							
墟	墟	ɕy45		ɕ	y	45							
虛	虚	ɕy214		ɕ	y	214							
噓	嘘	ɕy45		ɕ	y	45							
許	许	ɕy42		ɕ	y	42							
需	需	ɕy45		ɕ	y	45							
須	须	ɕy45		ɕ	y	45							
續	续	ɕy214		ɕ	y	214							
髓	髓	ɕy42		ɕ	y	42							
雖	虽	ɕy45	罕	ɕ	y	45							
遂	遂	ɕy214		ɕ	y	214							
隧	隧	ɕy214		ɕ	y	214							
獝	獝	ɕy214		ɕ	y	214							
䘏	䘏	ɕy214		ɕ	y	214							
恤	恤	ɕy214		ɕ	y	214							
戌	戌	ɕy214		ɕ	y	214							
訹	訹	ɕy214		ɕ	y	214							
珬	珬	ɕy214		ɕ	y	214							
䳳	䳳	ɕy214		ɕ	y	214							
賉	賉	ɕy214		ɕ	y	214							
㖅	㖅	ɕy214		ɕ	y	214							
銊	銊	ɕy214		ɕ	y	214							
欰	欰	ɕy214		ɕ	y	214							
洫	洫	ɕy214		ɕ	y	214							
蓄	蓄	ɕy214		ɕ	y	214							
旭	旭	ɕy214		ɕ	y	214							
呂	吕	ly42		l	y	42							
鋁	铝	ly42		l	y	42							
侶	侣	ly42		l	y	42							
旅	旅	ly42		l	y	42							
慮	虑	ly214		l	y	214							
濾	滤	ly214		l	y	214							
履	履	ly42		l	y	42							
率	率	ly214		l	y	214							
女	女	ȵy42		ȵ	y	42							
魚	鱼	øy21		ø	y	21							
漁	渔	øy21		ø	y	21							
語	语	øy21		ø	y	21							
禦	御	øy214		ø	y	214							
淤	淤	øy45		ø	y	45							
於	于	øy21	等於是，等於，屬於	ø	y	21							
餘	余	øy21		ø	y	21							
余	余	øy21		ø	y	21							
與	与	øy42		ø	y	42							
與	与	øy214	参与	ø	y	214							
譽	誉	øy214		ø	y	214							
預	预	øy214		ø	y	214							
豫	豫	øy214		ø	y	214							
虞	虞	øy21		ø	y	21							
愚	愚	øy21		ø	y	21							
娛	娱	øy21		ø	y	21							
遇	遇	øy214		ø	y	214							
寓	寓	øy214		ø	y	214							
籲	吁	øy214		ø	y	214							
迂	迂	øy45		ø	y	45							
盂	盂	øy45		ø	y	45							
雨	雨	øy42		ø	y	42							
禹	禹	øy42		ø	y	42							
宇	宇	øy42		ø	y	42							
逾	逾	øy21		ø	y	21							
羽	羽	øy42		ø	y	42							
芋	芋	øy214或45		ø	y	214或45							
逾	逾	øy214		ø	y	214							
榆	榆	øy21		ø	y	21							
愉	愉	øy21		ø	y	21							
喻	喻	øy214		ø	y	214							
鋊	鋊	øy214	（刀）等生銹	ø	y	214							
裕	裕	øy214		ø	y	214							
域	域	øy214		ø	y	214							
役	役	øy214		ø	y	214							
䓈	䓈	øy214		ø	y	214							
疫	疫	øy214		ø	y	214							
鬱	郁	øy214		ø	y	214							
囿	囿	øy214		ø	y	214							
育	育	øy214		ø	y	214							
毓	毓	øy214		ø	y	214							
鬻	鬻	øy214		ø	y	214							
煜	煜	øy214		ø	y	214							
焴	焴	øy214		ø	y	214							
昱	昱	øy214		ø	y	214							
蒮	蒮	øy214		ø	y	214							
淯	淯	øy214		ø	y	214							
蜟	蜟	øy214		ø	y	214							
堉	堉	øy214		ø	y	214							
玉	玉	øy214		ø	y	214							
浴	浴	øy214		ø	y	214							
慾	欲	øy45		ø	y	45							
胥	胥	sy214		s	y	214							
疽	疽	tɕy45		tɕ	y	45							
居	居	tɕy45		tɕ	y	45							
車	车	tɕy45		tɕ	y	45							
舉	举	tɕy42		tɕ	y	42							
鋸	锯	tɕy214		tɕ	y	214							
據	据	tɕy45		tɕ	y	45							
巨	巨	tɕy214		tɕ	y	214							
距	距	tɕy214		tɕ	y	214							
拒	拒	tɕy214		tɕ	y	214							
遽	遽	tɕy214		tɕ	y	214							
聚	聚	tɕy214		tɕ	y	214							
拘	拘	tɕy45		tɕ	y	45							
駒	驹	tɕy45		tɕ	y	45							
俱	俱	tɕy45	俱乐部	tɕ	y	45							
矩	矩	tɕy42		tɕ	y	42							
句	句	tɕy214		tɕ	y	214							
具	具	tɕy214		tɕ	y	214							
懼	惧	tɕy214		tɕ	y	214							
錐	錐	tɕy45	白讀，動詞，表示用針扎	tɕ	y	45							
䱣	䱣	tɕy214		tɕ	y	214							
劇	剧	tɕy214		tɕ	y	214							
局	局	tɕy214		tɕ	y	214							
蛆	蛆	tɕʰy45		tɕʰ	y	45							
去	去	tɕʰy214	文读	tɕʰ	y	214							
渠	渠	tɕʰy21		tɕʰ	y	21							
趨	趋	tɕʰy45		tɕʰ	y	45							
取	取	tɕʰy42		tɕʰ	y	42							
娶	娶	tɕʰy42		tɕʰ	y	42							
區	区	tɕʰy45		tɕʰ	y	45							
黢	黢	tɕʰy45		tɕʰ	y	45							
瞿	瞿	tɕʰy21		tɕʰ	y	21							
屈	屈	tɕʰy214		tɕʰ	y	214							
黢	黢	tɕʰy214		tɕʰ	y	214							
菊	菊	tɕʰy214		tɕʰ	y	214							
麴	曲	tɕʰy214		tɕʰ	y	214							
麯	曲	tɕʰy214		tɕʰ	y	214							
曲	曲	tɕʰy214		tɕʰ	y	214							
荽	荽	ɕy45		ɕ	y	45							
靴	靴	ɕye45		ɕ	ye	45							
薛	薛	ɕye214		ɕ	ye	214							
屑	屑	ɕye214	風屑壳、皮屑	ɕ	ye	214							
雪	雪	ɕye214		ɕ	ye	214							
䨮	䨮	ɕye214		ɕ	ye	214							
㡜	㡜	ɕye214		ɕ	ye	214							
㨹	㨹	ɕye214		ɕ	ye	214							
㿱	㿱	ɕye214		ɕ	ye	214							
𧋍	𧋍	ɕye214		ɕ	ye	214							
䬂	䬂	ɕye214		ɕ	ye	214							
䟠	䟠	ɕye214		ɕ	ye	214							
泧	泧	ɕye214		ɕ	ye	214							
狘	狘	ɕye214		ɕ	ye	214							
䎀	䎀	ɕye214		ɕ	ye	214							
㞽	㞽	ɕye214		ɕ	ye	214							
血	血	ɕye214		ɕ	ye	214							
䆷	䆷	ɕye214		ɕ	ye	214							
䆝	䆝	ɕye214		ɕ	ye	214							
䦑	䦑	ɕye214		ɕ	ye	214							
穴	穴	ɕye214		ɕ	ye	214							
䋉	䋉	ɕye214		ɕ	ye	214							
袕	袕	ɕye214		ɕ	ye	214							
泬	泬	ɕye214		ɕ	ye	214							
疦	疦	ɕye214		ɕ	ye	214							
瞲	瞲	ɕye214		ɕ	ye	214							
䛎	䛎	ɕye214		ɕ	ye	214							
䒸	䒸	ɕye214		ɕ	ye	214							
坹	坹	ɕye214		ɕ	ye	214							
烕	烕	ɕye214		ɕ	ye	214							
吷	吷	ɕye214		ɕ	ye	214							
𥄎	𥄎	ɕye214		ɕ	ye	214							
血	血	ɕye214		ɕ	ye	214							
悅	悦	øye214		ø	ye	214							
閲	閲	øye214		ø	ye	214							
娧	娧	øye214		ø	ye	214							
䓲	䓲	øye214		ø	ye	214							
玥	玥	øye214		ø	ye	214							
𦘹	𦘹	øye214		ø	ye	214							
鈅	鈅	øye214		ø	ye	214							
月	月	øye214		ø	ye	214							
噦	哕	øye42	嘔吐，打~~	ø	ye	42							
戉	戉	øye214		ø	ye	214							
鉞	钺	øye214		ø	ye	214							
䋐	䋐	øye214		ø	ye	214							
樾	樾	øye214		ø	ye	214							
蚏	蚏	øye214		ø	ye	214							
曰	曰	øye214		ø	ye	214							
𡛟	𡛟	øye214		ø	ye	214							
璏	璏	øye214		ø	ye	214							
熭	熭	øye214		ø	ye	214							
越	越	øye214		ø	ye	214							
曰	曰	øye214		ø	ye	214							
粵	粤	øye214		ø	ye	214							
聿	聿	øye214		ø	ye	214							
絕	绝	tɕye214		tɕ	ye	214							
厥	厥	tɕye214		tɕ	ye	214							
掘	掘	tɕye214		tɕ	ye	214							
橛	橛	tɕye214		tɕ	ye	214							
玦	玦	tɕye214		tɕ	ye	214							
抉	抉	tɕye214		tɕ	ye	214							
決	决	tɕye214		tɕ	ye	214							
訣	诀	tɕye214		tɕ	ye	214							
堀	堀	tɕye214		tɕ	ye	214							
䘿	䘿	tɕye214		tɕ	ye	214							
崛	崛	tɕye214		tɕ	ye	214							
䠇	䠇	tɕye214		tɕ	ye	214							
茄	茄	tɕʰye21	蕃茄	tɕʰ	ye	21							
瘸	瘸	tɕʰye21		tɕʰ	ye	21							
缺	缺	tɕʰye214		tɕʰ	ye	214							
倔	倔	tɕʰye214		tɕʰ	ye	214							
掘	掘	tɕʰye214		tɕʰ	ye	214							
削	削	ɕye214		ɕ	ye	214							
嶽	岳	øye214	关岳庙	ø	ye	214							
瞬	瞬	ɕyn214		ɕ	yn	214							
藓	藓	ɕyn42		ɕ	yn	42							
苑	苑	øyn21		ø	yn	21							
欣	欣	ɕyn45		ɕ	yn	45							
忻	忻	ɕyn45	欢忻	ɕ	yn	45							
螢	萤	øyn21		ø	yn	21							
丸	丸	øyn21		ø	yn	21							
尋	寻	ɕyn21		ɕ	yn	21							
鮮	鲜	ɕyn45		ɕ	yn	45							
癬	癣	ɕyn42		ɕ	yn	42							
軒	轩	ɕyn45		ɕ	yn	45							
弦	弦	ɕyn21		ɕ	yn	21							
現	现	ɕyn214		ɕ	yn	214							
宣	宣	ɕyn45		ɕ	yn	45							
選	选	ɕyn45		ɕ	yn	45							
旋	旋	ɕyn21		ɕ	yn	21							
旋	旋	ɕyn214	表示現場馬上完成某個動作	ɕ	yn	214							
鏇	碹	ɕyn214		ɕ	yn	214							
喧	喧	ɕyn45		ɕ	yn	45							
楦	楦	ɕyn214		ɕ	yn	214							
懸	悬	ɕyn21		ɕ	yn	21							
藠	藠	tɕyn214	苦藠，植物名称	tɕ	yn	214							
懸	悬	ɕyn21		ɕ	yn	21							
玄	玄	ɕyn21		ɕ	yn	21							
眩	眩	ɕyn214		ɕ	yn	214							
訊	讯	ɕyn214		ɕ	yn	214							
遜	逊	ɕyn214		ɕ	yn	214							
荀	荀	ɕyn21		ɕ	yn	21							
詢	询	ɕyn214		ɕ	yn	214							
迅	迅	ɕyn214		ɕ	yn	214							
旬	旬	ɕyn21		ɕ	yn	21							
循	循	ɕyn21		ɕ	yn	21							
巡	巡	ɕyn21		ɕ	yn	21							
殉	殉	ɕyn214		ɕ	yn	214							
熏	熏	ɕyn45		ɕ	yn	45							
勛	勛	ɕyn45		ɕ	yn	45							
薰	薰	ɕyn45		ɕ	yn	45							
訓	训	ɕyn214		ɕ	yn	214							
員	员	øyn21		ø	yn	21							
圓	圆	øyn21		ø	yn	21							
緣	缘	øyn21		ø	yn	21							
沿	沿	øyn21		ø	yn	21							
鉛	铅	øyn21	现已罕用	ø	yn	21							
兗	兖	øyn42		ø	yn	42							
元	元	øyn21		ø	yn	21							
原	原	øyn21		ø	yn	21							
源	源	øyn21		ø	yn	21							
願	愿	øyn214		ø	yn	214							
冤	冤	øyn45	冤案	ø	yn	45							
怨	怨	øyn214		ø	yn	214							
袁	袁	øyn21		ø	yn	21							
園	园	øyn21		ø	yn	21							
援	援	øyn21		ø	yn	21							
垣	垣	øyn21		ø	yn	21							
遠	远	øyn42		ø	yn	42							
淵	渊	øyn45		ø	yn	45							
隕	陨	øyn42		ø	yn	42							
勻	匀	øyn21		ø	yn	21							
允	允	øyn42		ø	yn	42							
尹	尹	øyn42		ø	yn	42							
殟	殟	øyn45	品嘗（酒等）	ø	yn	45							
熨	熨	øyn214		ø	yn	214							
雲	云	øyn21		ø	yn	21							
韻	韵	øyn214		ø	yn	214							
慍	愠	øyn214		ø	yn	214							
蘊	蕴	øyn214		ø	yn	214							
運	运	øyn214		ø	yn	214							
暈	晕	øyn214	暈車	ø	yn	214							
榮	荣	øyn21	用于人名、地名	ø	yn	21							
蠑	蝾	øyn21		ø	yn	21							
瑩	莹	øyn21		ø	yn	21							
永	永	øyn42		ø	yn	42							
泳	泳	øyn214		ø	yn	214							
詠	咏	øyn42		ø	yn	42							
