繁	简	国际音标	吴语拼音	备注	调类	调值
港	港	kɒ̃44	kaon3		3	44
降	降	kɒ̃35	kaon5	【白读】~落。	5	35
降	降	tɕiã35	cian5	【文读】~落。	5	35
降	降	ɦɒ̃22	ghaon2	投~。	2	22
腔	腔	tɕʰiã53	chian1	【白读】~调。	1	53
腔	腔	tɕʰiã53	chian1	【文读】口~。	1	53
項	项	ɦɒ̃213	ghaon4		4	213
巷	巷	ɦɒ̃13	ghaon6		6	13
剝	剥	ɓɒk5	paoq7		7	5
樸	朴	pʰɒk5	phaoq7	纯~。	7	5
雹	雹	bɒk23	baoq8		8	23
桌	桌	tsɒk5	tsaoq7		7	5
戳	戳	tsʰɒk5	tshaoq7		7	5
濁	浊	zɒk23	zaoq8		8	23
捉	捉	tsɒk5	tsaoq7		7	5
鐲	镯	zɒk23	zaoq8		8	23
朔	朔	sɒk5	saoq7		7	5
覺	觉	kɒk5	kaoq7	【白读】~得；~着。	7	5
覺	觉	tɕiɑk5	ciaq7	【文读】感~；~悟。	7	5
覺	觉	kɔ35	kau5	【白读】困~。	5	35
覺	觉	tɕiɔ35	ciau5	【文读】睡~。	5	35
餃	饺	tɕiɔ44	ciau3		3	44
角	角	kɒk5	kaoq7		7	5
角	角	tɕiɑk5	ciaq7	【杭州文读】~色。	7	5
確	确	tɕʰiɑk5	chiaq7	【文读】	7	5
岳	岳	ŋɒk23	ngaoq8		8	23
樂	乐	ŋɒk23	ngaoq8	【白读】~桥（江苏苏州地名）；~清（浙江地名）。	8	23
樂	乐	ɦiɑk23	yaq8	【文读】音~。	8	23
樂	乐	ɦiɔ13	yau6	【文读】仁者~山，智者~水。	6	13
學	学	ɦɒk23	ghaoq8	【白读】~习；~生；~堂；小~、中~、大~（学校）。	8	23
學	学	ɦiɑk23	yaq8	【文读】~校；大~（儒家经典）。	8	23
握	握	βɒk5	vaoq7		7	5
崩	崩	ɓəŋ53	pen1		1	53
朋	朋	bã22	ban2		2	22
鵬	鹏	bã22	ban2		2	22
登	登	ɗəŋ53	ten1		1	53
燈	灯	ɗəŋ53	ten1		1	53
等	等	ɗəŋ44	ten3		3	44
凳	凳	ɗəŋ35	ten5		5	35
騰	腾	dəŋ22	den2		2	22
滕	滕	dəŋ22	den2		2	22
藤	藤	dəŋ22	den2		2	22
鄧	邓	dəŋ13	den6		6	13
能	能	nəŋ22	nen2		2	22
增	增	tsəŋ53	tsen1		1	53
曾	曾	tsəŋ53	tsen1	姓。	1	53
曾	曾	zəŋ22	zen2	~经	2	22
層	层	zəŋ22	zen2		2	22
贈	赠	zəŋ13	zen6		6	13
僧	僧	səŋ53	sen1		1	53
肯	肯	kʰəŋ44	khen3		3	44
恆	恒	ɦəŋ22	ghen2		2	22
北	北	ɓok5	poq7		7	5
墨	墨	mʌk23	meoq8		8	23
默	默	mʌk23	meoq8		8	23
得	得	ɗʌk5	teoq7		7	5
德	德	ɗʌk5	teoq7		7	5
特	特	dʌk23	deoq8		8	23
肋	肋	lʌk23	leoq8		8	23
勒	勒	lʌk23	leoq8		8	23
賊	贼	zʌk23	zeoq8		8	23
塞	塞	sʌk5	seoq7	活~；殟~。	7	5
塞	塞	se35	se5	要~；边~。	5	35
克	克	kʰʌk5	kheoq7		7	5
刻	刻	kʰʌk5	kheoq7		7	5
黑	黑	hʌk5	heoq7		7	5
冰	冰	ɓin53	pin1		1	53
憑	凭	bin22	bin2		2	22
陵	陵	lin22	lin2		2	22
菱	菱	lin22	lin2		2	22
徵	征	tsəŋ53	tsen1		1	53
澄	澄	zəŋ22	zen2	《广韵》直陵切：~清；~湖。	2	22
澄	澄	zã22	zan2	《广韵》直庚切：阳~湖。	2	22
橙	橙	zəŋ22	zen2		2	22
蒸	蒸	tsəŋ53	tsen1		1	53
證	证	tsəŋ35	tsen5		5	35
症	症	tsəŋ35	tsen5		5	35
稱	称	tsʰəŋ53	tshen1	~呼。	1	53
稱	称	tsʰəŋ35	tshen5	相~。	5	35
秤	秤	tsʰəŋ35	tshen5		5	35
乘	乘	zəŋ22	zen2		2	22
繩	绳	zəŋ22	zen2		2	22
剩	剩	zəŋ13	zen6		6	13
剩	剩	zã13	zan6		6	13
升	升	səŋ53	sen1		1	53
勝	胜	səŋ35	sen5	常用读音。	5	35
勝	胜	səŋ53	sen1		1	53
承	承	zəŋ22	zen2		2	22
丞	丞	zəŋ22	zen2		2	22
仍	仍	ȵiʌŋ22	gnieon2	【白读】	2	22
仍	仍	zəŋ22	zen2	【文读】	2	22
扔	扔	zəŋ22	zen2		2	22
應	应	iʌŋ53	ieon1	~该。	1	53
應	应	iʌŋ35	ieon5	答~。	5	35
鷹	鹰	iʌŋ53	ieon1		1	53
蠅	蝇	ɦiʌŋ22	yeon2		2	22
孕	孕	ɦioŋ13	yon6		6	13
逼	逼	ɓiɪʔ5	piq7		7	5
力	力	liɪʔ23	liq8		8	23
即	即	tsiɪʔ5	tsiq7		7	5
鯽	鲫	tsiɪʔ5	tsiq7		7	5
息	息	siɪʔ5	siq7		7	5
熄	熄	siɪʔ5	siq7		7	5
直	直	zʌk23	zeoq8		8	23
值	值	zʌk23	zeoq8		8	23
側	侧	tsʌk5	tseoq7		7	5
測	测	tsʰʌk5	tsheoq7		7	5
色	色	sʌk5	seoq7		7	5
織	织	tsʌk5	tseoq7		7	5
職	职	tsʌk5	tseoq7		7	5
食	食	zʌk23	zeoq8		8	23
識	识	sʌk5	seoq7		7	5
式	式	sʌk5	seoq7		7	5
植	植	zʌk23	zeoq8		8	23
殖	殖	zʌk23	zeoq8		8	23
極	极	dʑiʌk23	jieoq8		8	23
憶	忆	iʌk5	ieoq7		7	5
億	亿	iʌk5	ieoq7		7	5
弘	弘	ɦoŋ22	ghon2		2	22
肱	肱	koŋ53	kon1		1	53
國	国	kok5	koq7		7	5
或	或	ɦok23	ghoq8		8	23
域	域	ɦiok23	yoq8		8	23
彭	彭	bã22	ban2		2	22
膨	膨	bã22	ban2		2	22
盲	盲	mã22	man2		2	22
猛	猛	mã213	man4		4	213
孟	孟	mã13	man6		6	13
浜	浜	ɓã53	pan1		1	53
打	打	ɗã44	tan3		3	44
冷	冷	lã213	lan4		4	213
撐	撑	tsʰã53	tshan1		1	53
生	生	sã53	san1	【白读】~熟。	1	53
生	生	səŋ53	sen1	【文读】~产。	1	53
甥	甥	sã53	san1		1	53
牲	牲	sã53	san1	【白读】众~；畜~。	1	53
牲	牲	səŋ53	sen1	【文读】牺~。	1	53
省	省	sã44	san3	~份；节~。	3	44
省	省	sin44	sin3	反~。	3	44
更	更	kã53	kan1	【白读】打~；夜半三~。	1	53
更	更	kəŋ53	ken1	【文读】~改；~正；变~。	1	53
更	更	kã35	kan5	【白读】	5	35
更	更	kəŋ35	ken5	【文读】~加。	5	35
羹	羹	kã53	kan1	【白读】~饭。	1	53
羹	羹	kəŋ53	ken1	【文读】	1	53
庚	庚	kã53	kan1		1	53
粳	粳	kã53	kan1		1	53
哽	哽	kã44	kan3		3	44
梗	梗	kã44	kan3	【白读】	3	44
梗	梗	kəŋ44	ken3	【文读】~概。	3	44
坑	坑	kʰã53	khan1	【白读】~缸；~棚；粪~。	1	53
坑	坑	kʰəŋ53	khen1	【文读】	1	53
硬	硬	ŋã13	ngan6		6	13
杏	杏	ɦã213	ghan4		4	213
百	百	ɓɑk5	paq7		7	5
柏	柏	ɓɑk5	paq7		7	5
伯	伯	ɓɑk5	paq7		7	5
迫	迫	pʰɑk5	phaq7		7	5
拍	拍	pʰɑk5	phaq7		7	5
魄	魄	pʰɑk5	phaq7		7	5
泊	泊	pʰɑk5	phaq7		7	5
舶	舶	pʰɑk5	phaq7		7	5
白	白	bɑk23	baq8		8	23
帛	帛	bɑk23	baq8		8	23
陌	陌	mɑk23	maq8		8	23
拆	拆	tsʰɑk5	tshaq7		7	5
擇	择	zʌk23	zeoq8	【文读】	8	23
澤	泽	zɑk23	zaq8	【白读】地名用字，本字为“宅”：崧~，金~，张~，盛~；古代湖泊通名：震~。	8	23
澤	泽	zʌk23	zeoq8	【文读】沼~。	8	23
宅	宅	zɑk23	zaq8		8	23
格	格	kɑk5	kaq7		7	5
客	客	kʰɑk5	khaq7		7	5
額	额	ŋɑk23	ngaq8		8	23
嚇	吓	hɑk5	haq7		7	5
赫	赫	hɑk5	haq7	【白读】	7	5
赫	赫	hʌk5	heoq7	【文读】	7	5
棚	棚	bã22	ban2		2	22
萌	萌	mã22	man2	【白读】	2	22
萌	萌	məŋ22	men2	【文读】	2	22
爭	争	tsã53	tsan1	【白读】	1	53
爭	争	tsəŋ53	tsen1	【文读】~夺；战~；竞~。	1	53
睜	睁	tsã53	tsan1	眼睛~开。	1	53
耕	耕	kã53	kan1	【白读】~田。	1	53
耕	耕	kəŋ53	ken1	【文读】农~。	1	53
耿	耿	kã44	kan3	【白读】姓。	3	44
耿	耿	kəŋ44	ken3	【文读】~直。	3	44
莖	茎	tɕiʌŋ53	cieon1		1	53
幸	幸	ɦiʌŋ213	yeon4	【文读】	4	213
櫻	樱	ã53	an1	【白读】~桃。	1	53
櫻	樱	iʌŋ53	ieon1	【文读】~花。	1	53
鶯	莺	iʌŋ53	ieon1	【文读】	1	53
麥	麦	mɑk23	maq8		8	23
脈	脉	mɑk23	maq8		8	23
摘	摘	tsɑk5	tsaq7		7	5
責	责	tsʌk5	tseoq7	【文读】	7	5
策	策	tsʰɑk5	tshaq7		7	5
冊	册	tsʰɑk5	tshaq7		7	5
柵	栅	sɑk5	saq7		7	5
柵	栅	sɛ53	sae1		1	53
隔	隔	kɑk5	kaq7		7	5
革	革	kɑk5	kaq7	【白读】~职。调节仪器，转台。	7	5
革	革	kʌk5	keoq7	【文读】~命。	7	5
兵	兵	ɓin53	pin1		1	53
丙	丙	ɓin44	pin3		3	44
柄	柄	ɓin35	pin5		5	35
平	平	bin22	bin2		2	22
評	评	bin22	bin2		2	22
病	病	bin13	bin6		6	13
明	明	min22	min2		2	22
明	明	məŋ22	men2	~朝（明天）。	2	22
鳴	鸣	min53	min1		1	53
盟	盟	məŋ22	men2		2	22
命	命	min13	min6		6	13
京	京	tɕiʌŋ53	cieon1		1	53
驚	惊	tɕiʌŋ53	cieon1		1	53
景	景	tɕiʌŋ44	cieon3		3	44
警	警	tɕiʌŋ44	cieon3		3	44
境	境	tɕiʌŋ35	cieon5		5	35
竟	竟	tɕiʌŋ35	cieon5		5	35
鏡	镜	tɕiʌŋ35	cieon5		5	35
敬	敬	tɕiʌŋ35	cieon5		5	35
卿	卿	tɕʰiʌŋ53	chieon1		1	53
慶	庆	tɕʰiʌŋ35	chieon5		5	35
競	竞	dʑiʌŋ13	jieon6		6	13
迎	迎	ȵiʌŋ22	gnieon2		2	22
英	英	iʌŋ53	ieon1		1	53
影	影	iʌŋ44	ieon3		3	44
碧	碧	ɓiɪʔ5	piq7		7	5
劇	剧	dʑiɑk23	jiaq8		8	23
屐	屐	dʑiɑk23	jiaq8		8	23
逆	逆	ȵiʌk23	gnieoq8		8	23
虩	隙	ɕiɪʔ5	shiq7		7	5
餅	饼	ɓin44	pin3		3	44
併	并	ɓin35	pin5	合~；~铁。	5	35
并	并	ɓin53	pin1	~州。	1	53
聘	聘	pʰin35	phin5		5	35
名	名	min22	min2		2	22
領	领	lin213	lin4		4	213
嶺	岭	lin213	lin4		4	213
令	令	lin13	lin6		6	13
精	精	tsin53	tsin1		1	53
晶	晶	tsin53	tsin1		1	53
睛	睛	tsin53	tsin1		1	53
井	井	tsin44	tsin3		3	44
清	清	tsʰin53	tshin1		1	53
請	请	tsʰin44	tshin3		3	44
情	情	zin22	zin2		2	22
晴	晴	zin22	zin2		2	22
靜	静	zin213	zin4		4	213
靖	靖	zin213	zin4		4	213
淨	净	zin13	zin6		6	13
性	性	sin35	sin5		5	35
姓	姓	sin35	sin5		5	35
貞	贞	tsəŋ53	tsen1		1	53
偵	侦	tsəŋ53	tsen1		1	53
逞	逞	tsʰəŋ44	tshen3		3	44
騁	骋	tsʰəŋ44	tshen3		3	44
呈	呈	zəŋ22	zen2		2	22
程	程	zəŋ22	zen2		2	22
鄭	郑	zəŋ22	zen2		2	22
正	正	tsəŋ53	tsen1	~月。	1	53
正	正	tsin53	tsin1	~仪（江苏昆山地名）。	1	53
正	正	tsəŋ35	tsen5	公~。	5	35
徵	征	tsəŋ53	tsen1		1	53
整	整	tsəŋ44	tsen3		3	44
政	政	tsəŋ35	tsen5		5	35
聲	声	sã53	san1	【白读】响一~。	1	53
聲	声	səŋ53	sen1	【文读】~音。	1	53
聖	圣	səŋ35	sen5		5	35
成	成	zəŋ22	zen2		2	22
城	城	zã22	zan2	【白读】巴~（江苏昆山地名）；摇~（江苏苏州地名）。	2	22
城	城	zəŋ22	zen2	【文读】~里；~市。	2	22
誠	诚	zəŋ22	zen2		2	22
盛	盛	zã13	zan6	【白读】姓。	6	13
盛	盛	zəŋ13	zen6	【文读】强~；茂~；~大。	6	13
盛	盛	zəŋ22	zen2	~饭。	2	22
頸	颈	tɕiʌŋ44	cieon3		3	44
勁	劲	tɕiʌŋ35	cieon5		5	35
輕	轻	tɕʰiʌŋ53	chieon1		1	53
嬰	婴	iʌŋ53	ieon1		1	53
盈	盈	ɦiʌŋ22	yeon2		2	22
贏	赢	ɦiʌŋ22	yeon2		2	22
璧	璧	ɓiɪʔ5	piq7		7	5
僻	僻	pʰiɪʔ5	phiq7		7	5
闢	辟	pʰiɪʔ5	phiq7		7	5
積	积	tsiɪʔ5	tsiq7		7	5
跡	迹	tsiɪʔ5	tsiq7		7	5
脊	脊	tsiɪʔ5	tsiq7		7	5
惜	惜	siɪʔ5	siq7		7	5
昔	昔	siɪʔ5	siq7		7	5
夕	夕	ziɪʔ23	ziq8		8	23
席	席	ziɪʔ23	ziq8		8	23
尺	尺	tsʰɑk5	tshaq7		7	5
赤	赤	tsʰɑk5	tshaq7		7	5
適	适	sʌk5	seoq7		7	5
釋	释	sʌk5	seoq7		7	5
碩	硕	zɑk23	zaq8		8	23
碩	硕	zəʔ23	zeq8	~望桥（江苏无锡地名，本名“十房桥”）。	8	23
石	石	zɑk23	zaq8		8	23
石	石	ɗɛ35	tae5	容积单位。	5	35
擲	掷	zɑk23	zaq8		8	23
益	益	iʌk5	ieoq7		7	5
譯	译	ɦiʌk23	yeoq8		8	23
易	易	ɦiʌk23	yeoq8	交~。	8	23
液	液	ɦiʌk23	yeoq8		8	23
拼	拼	pʰin53	phin1		1	53
姘	姘	pʰin53	phin1		1	53
瓶	瓶	bin22	bin2		2	22
萍	萍	bin22	bin2		2	22
並	并	bin213	bin4	~且；~列；~排。	4	213
銘	铭	min22	min2		2	22
丁	丁	ɗin53	tin1		1	53
釘	钉	ɗin53	tin1		1	53
頂	顶	ɗin44	tin3		3	44
訂	订	ɗin35	tin5		5	35
聽	听	tʰin53	thin1		1	53
聽	听	tʰin35	thin5		5	35
廳	厅	tʰin53	thin1		1	53
亭	亭	din22	din2		2	22
停	停	din22	din2		2	22
庭	庭	din22	din2		2	22
艇	艇	tʰin44	thin3		3	44
挺	挺	tʰin44	thin3		3	44
定	定	din13	din6		6	13
寧	宁	ȵin22	gnin2		2	22
靈	灵	lin22	lin2		2	22
鈴	铃	lin22	lin2		2	22
零	零	lin22	lin2		2	22
另	另	lin13	lin6		6	13
拎	拎	lin53	lin1		1	53
青	青	tsʰin53	tshin1		1	53
星	星	sin53	sin1		1	53
猩	猩	sin53	sin1		1	53
腥	腥	sin53	sin1		1	53
醒	醒	sin44	sin3		3	44
經	经	tɕiʌŋ53	cieon1		1	53
形	形	ɦiʌŋ22	yeon2		2	22
刑	刑	ɦiʌŋ22	yeon2		2	22
型	型	ɦiʌŋ22	yeon2		2	22
壁	壁	ɓiɪʔ5	piq7		7	5
劈	劈	pʰiɪʔ5	phiq7		7	5
覓	觅	miɪʔ23	miq8		8	23
滴	滴	ɗiɪʔ5	tiq7		7	5
的	的	ɗiɪʔ5	tiq7		7	5
踢	踢	tʰiɪʔ5	thiq7		7	5
剔	剔	tʰiɪʔ5	thiq7		7	5
敵	敌	diɪʔ23	diq8		8	23
笛	笛	diɪʔ23	diq8		8	23
糴	糴	diɪʔ23	diq8		8	23
歷	历	liɪʔ23	liq8		8	23
績	绩	tsiɪʔ5	tsiq7		7	5
戚	戚	tsʰiɪʔ5	tshiq7		7	5
析	析	siɪʔ5	siq7		7	5
錫	锡	siɪʔ5	siq7		7	5
蜥	蜥	siɪʔ5	siq7		7	5
蜴	蜴	ɦiʌk23	yeoq8		8	23
激	激	tɕiʌk5	cieoq7		7	5
擊	击	tɕiʌk5	cieoq7		7	5
喫	吃	tɕʰiʌk5	chieoq7	~饭。	7	5
吃	吃	tɕʰiɪʔ5	chiq7	口~。	7	5
礦	矿	kʰuɒ̃35	khuaon5		5	35
橫	横	βã22	van2		2	22
橫	横	βɒ̃22	vaon2	~山（江苏苏州地名，太湖岛屿）。	2	22
轟	轰	hoŋ53	hon1	【文读】	1	53
轟	轰	ɸã53	fan1	【白读】	1	53
宏	宏	ɦoŋ22	ghon2		2	22
觥	觥	koŋ53	kon1		1	53
奣	奣	kuɒ̃44	kuaon3	~子（江苏昆山地名）。	3	44
獲	获	ɦok23	ghoq8		8	23
劃	划	βɑk23	vaq8	计~；~一刀。	8	23
摑	掴	kuɑk5	kuaq7		7	5
兄	兄	ɕioŋ53	shion1		1	53
榮	荣	ɦioŋ22	yon2		2	22
永	永	ioŋ44	ion3		3	44
泳	泳	ioŋ44	ion3		3	44
詠	咏	ioŋ44	ion3		3	44
傾	倾	tɕʰiʌŋ53	chieon1		1	53
頃	顷	tɕʰiʌŋ44	chieon3		3	44
瓊	琼	dʑioŋ22	jion2		2	22
營	营	ɦioŋ22	yon2		2	22
疫	疫	ɦiok23	yoq8		8	23
役	役	ɦiok23	yoq8		8	23
螢	萤	ɦioŋ22	yon2		2	22
瑩	莹	ɦioŋ22	yon2		2	22
熒	荧	ɦioŋ22	yon2		2	22
憬	憬	tɕioŋ44	cion3		3	44
嵊	嵊	zəŋ13	zen6		6	13
篷	篷	boŋ22	bon2		2	22
蓬	蓬	boŋ22	bon2		2	22
蒙	蒙	moŋ22	mon2		2	22
東	东	ɗoŋ53	ton1		1	53
董	董	ɗoŋ44	ton3		3	44
懂	懂	ɗoŋ44	ton3		3	44
凍	冻	ɗoŋ35	ton5		5	35
棟	栋	ɗoŋ35	ton5		5	35
通	通	tʰoŋ53	thon1		1	53
桶	桶	doŋ213	don4		4	213
痛	痛	tʰoŋ35	thon5		5	35
同	同	doŋ22	don2		2	22
銅	铜	doŋ22	don2		2	22
童	童	doŋ22	don2		2	22
動	动	doŋ213	don4		4	213
洞	洞	doŋ13	don6		6	13
籠	笼	loŋ22	lon2		2	22
聾	聋	loŋ22	lon2		2	22
攏	拢	loŋ213	lon4		4	213
弄	弄	loŋ13	lon6		6	13
總	总	tsoŋ44	tson3		3	44
粽	粽	tsoŋ35	tson5		5	35
聰	聪	tsʰoŋ53	tshon1		1	53
蔥	葱	tsʰoŋ53	tshon1		1	53
囪	囱	tsʰoŋ53	tshon1		1	53
叢	丛	zoŋ22	zon2		2	22
送	送	soŋ35	son5		5	35
公	公	koŋ53	kon1		1	53
工	工	koŋ53	kon1		1	53
功	功	koŋ53	kon1		1	53
攻	攻	koŋ53	kon1		1	53
貢	贡	koŋ35	kon5		5	35
空	空	kʰoŋ53	khon1		1	53
孔	孔	kʰoŋ44	khon3		3	44
控	控	kʰoŋ35	khon5		5	35
空	空	kʰoŋ35	khon5		5	35
烘	烘	hoŋ53	hon1		1	53
哄	哄	hoŋ53	hon1	~堂大笑。	1	53
哄	哄	hoŋ44	hon3	~骗。	3	44
哄	哄	hoŋ35	hon5	起~。	5	35
紅	红	ɦoŋ22	ghon2		2	22
洪	洪	ɦoŋ22	ghon2		2	22
鴻	鸿	ɦoŋ22	ghon2		2	22
虹	虹	ɦoŋ22	ghon2		2	22
翁	翁	oŋ53	on1		1	53
撲	扑	pʰok5	phoq7		7	5
僕	仆	pʰok5	phoq7	~倒。	7	5
僕	仆	bok23	boq8	~人。	8	23
木	木	mɒk23	maoq8		8	23
禿	秃	tʰok5	thoq7		7	5
獨	独	dok23	doq8		8	23
讀	读	dok23	doq8	~书。	8	23
讀	读	dɤ13	deu6	句~。	6	13
鹿	鹿	lok23	loq8		8	23
祿	禄	lok23	loq8		8	23
族	族	zok23	zoq8		8	23
速	速	sok5	soq7		7	5
谷	谷	kok5	koq7	山~。	7	5
谷	谷	ɦiok23	yoq8	吐~浑。	8	23
穀	谷	kok5	koq7	稻~。	7	5
哭	哭	kʰok5	khoq7		7	5
屋	屋	ok5	oq7		7	5
屋	屋	βəʔ5	veq7	~里。	7	5
冬	冬	ɗoŋ53	ton1		1	53
統	统	tʰoŋ44	thon3		3	44
儂	侬	noŋ13	non6	第二人称单数。	6	13
儂	侬	noŋ22	non2	吴~软语。	2	22
農	农	noŋ22	non2		2	22
膿	脓	noŋ22	non2		2	22
宗	宗	tsoŋ53	tson1		1	53
綜	综	tsoŋ53	tson1		1	53
鬆	松	soŋ53	son1	~紧；放~；肉~。	1	53
宋	宋	soŋ35	son5		5	35
沃	沃	βɒk5	vaoq7		7	5
督	督	ɗok5	toq7		7	5
篤	笃	ɗok5	toq7		7	5
毒	毒	dok23	doq8		8	23
酷	酷	kʰok5	khoq7		7	5
風	风	hoŋ53	hon1		1	53
瘋	疯	hoŋ53	hon1		1	53
諷	讽	hoŋ35	hon5		5	35
豐	丰	hoŋ53	hon1		1	53
豐	丰	ɦoŋ22	ghon2	兆~花园（上海市中山公园的口语说法）。	2	22
馮	冯	ɦoŋ22	ghon2		2	22
鳳	凤	ɦoŋ13	ghon6		6	13
鳳	凤	boŋ13	bon6	~仙花。	6	13
夢	梦	mɒ̃13	maon6	【白读】	6	13
夢	梦	moŋ13	mon6	【文读】	6	13
隆	隆	loŋ22	lon2		2	22
中	中	tsoŋ53	tson1		1	53
中	中	tsoŋ35	tson5	射~。	5	35
忠	忠	tsoŋ53	tson1		1	53
蟲	虫	zoŋ22	zon2		2	22
仲	仲	zoŋ13	zon6		6	13
崇	崇	zoŋ22	zon2		2	22
終	终	tsoŋ53	tson1		1	53
眾	众	tsoŋ35	tson5		5	35
充	充	tsʰoŋ53	tshon1		1	53
絨	绒	ȵioŋ22	gnion2		2	22
弓	弓	tɕioŋ53	cion1		1	53
躬	躬	koŋ53	kon1		1	53
宮	宫	koŋ53	kon1		1	53
窮	穷	dʑioŋ22	jion2		2	22
熊	熊	ɦioŋ22	yon2		2	22
雄	雄	ɦioŋ22	yon2		2	22
福	福	hok5	hoq7		7	5
復	复	ɦok23	ghoq8	~兴。	8	23
複	复	hok5	hoq7	重~。	7	5
復	复	βɤ13	veu6	【文读】唧唧~唧唧。	6	13
腹	腹	hok5	hoq7		7	5
覆	覆	hok5	hoq7		7	5
服	服	ɦok23	ghoq8		8	23
伏	伏	ɦok23	ghoq8		8	23
目	目	mɒk23	maoq8		8	23
牧	牧	mɒk23	maoq8		8	23
六	六	lok23	loq8		8	23
陸	陆	lok23	loq8		8	23
肅	肃	sok5	soq7		7	5
宿	宿	sok5	soq7		7	5
竹	竹	tsok5	tsoq7		7	5
築	筑	tsok5	tsoq7		7	5
畜	畜	tsʰok5	tshoq7	~牲。	7	5
逐	逐	zok23	zoq8		8	23
軸	轴	dʑiok23	jioq8		8	23
縮	缩	sɒk5	saoq7		7	5
矗	矗	tsʰok5	tshoq7		7	5
祝	祝	tsok5	tsoq7		7	5
粥	粥	tsok5	tsoq7		7	5
叔	叔	sok5	soq7		7	5
熟	熟	zok23	zoq8		8	23
肉	肉	ȵiok23	gnioq8		8	23
菊	菊	tɕiok5	cioq7		7	5
麴	麴	tɕʰiok5	chioq7		7	5
畜	畜	ɕiok5	shioq7	~牧业。	7	5
蓄	蓄	ɕiok5	shioq7		7	5
育	育	ɦiok23	yoq8		8	23
育	育	ȵiok23	gnioq8	养~巷（江苏苏州地名）。	8	23
葑	葑	ɸu53	fu1	~门（苏州城门）。	1	53
葑	葑	hoŋ53	hon1		1	53
封	封	hoŋ53	hon1		1	53
峰	峰	hoŋ53	hon1		1	53
鋒	锋	hoŋ53	hon1		1	53
蜂	蜂	hoŋ53	hon1		1	53
捧	捧	pʰoŋ44	phon3		3	44
逢	逢	ɦoŋ22	ghon2		2	22
縫	缝	ɦoŋ22	ghon2	裁~。	2	22
縫	缝	ɦoŋ13	ghon6	一条~。	6	13
奉	奉	ɦoŋ213	ghon4		4	213
濃	浓	ȵioŋ22	gnion2		2	22
龍	龙	loŋ22	lon2		2	22
踪	踪	tsoŋ53	tson1		1	53
縱	纵	tsoŋ35	tson5		5	35
從	从	zoŋ22	zon2		2	22
從	从	tsʰoŋ53	tshon1	~容。	1	53
松	松	soŋ53	son1	~树。	1	53
松	松	soŋ53	son1	~江（上海地名）；~阳（浙江地名）；~陵（江苏吴江地名）。	1	53
誦	诵	zoŋ13	zon6		6	13
頌	颂	zoŋ13	zon6		6	13
訟	讼	zoŋ13	zon6		6	13
寵	宠	tsʰoŋ44	tshon3		3	44
重	重	zoŋ13	zon6	~量。	6	13
重	重	zoŋ22	zon2	~复。	2	22
鐘	钟	tsoŋ53	tson1		1	53
種	种	tsoŋ44	tson3	~子。	3	44
腫	肿	tsoŋ44	tson3		3	44
種	种	tsoŋ35	tson5	~田。	5	35
衝	冲	tsʰoŋ53	tshon1		1	53
舂	舂	tsʰoŋ53	tshon1		1	53
供	供	koŋ53	kon1	【文读】~给。	1	53
供	供	koŋ35	kon5	【文读】~佛；上~。	5	35
供	供	tɕioŋ35	cion5	【白读】坐，坐如被供奉状，赖着不走。带贬义，作詈语用。	5	35
拱	拱	koŋ44	kon3		3	44
鞏	巩	koŋ44	kon3		3	44
恐	恐	kʰoŋ44	khon3		3	44
共	共	goŋ13	gon6		6	13
兇	凶	ɕioŋ53	shion1		1	53
胸	胸	ɕioŋ53	shion1		1	53
擁	拥	ioŋ44	ion3		3	44
雍	雍	ioŋ44	ion3		3	44
邕	邕	ioŋ53	ion1		1	53
庸	庸	ɦioŋ22	yon2		2	22
溶	溶	ɦioŋ22	yon2		2	22
蓉	蓉	ɦioŋ22	yon2		2	22
榕	榕	ɦioŋ22	yon2		2	22
容	容	ɦioŋ22	yon2		2	22
勇	勇	ioŋ44	ion3		3	44
湧	涌	ioŋ44	ion3		3	44
用	用	ɦioŋ13	yon6		6	13
綠	绿	lok23	loq8		8	23
錄	录	lok23	loq8		8	23
足	足	tsok5	tsoq7		7	5
促	促	tsʰok5	tshoq7		7	5
粟	粟	sok5	soq7		7	5
俗	俗	zok23	zoq8		8	23
續	续	zok23	zoq8		8	23
燭	烛	tsok5	tsoq7		7	5
囑	嘱	tsok5	tsoq7		7	5
觸	触	tsʰok5	tshoq7		7	5
贖	赎	zok23	zoq8		8	23
束	束	sok5	soq7		7	5
屬	属	zok23	zoq8		8	23
辱	辱	zok23	zoq8		8	23
褥	褥	ȵiok23	gnioq8		8	23
曲	曲	tɕʰiok5	chioq7		7	5
局	局	dʑiok23	jioq8		8	23
玉	玉	ȵiok23	gnioq8		8	23
獄	狱	ȵiok23	gnioq8		8	23
欲	欲	ɦiok23	yoq8		8	23
浴	浴	ɦiok23	yoq8		8	23
翟	翟	zɑk23	zaq8		8	23
翟	翟	diɪʔ23	diq8		8	23
翟	翟	di22	di2	诸~（本名“紫堤”，上海闵行地名）。	2	22
隄	隄	di22	di2		2	22
啥	啥	sɑ35	sa5	疑问词。	5	35
泗	泗	sɿ35	sy5		5	35
薇	薇	bi22	bi2	【白读】蔷~花。	2	22
薇	薇	βi22	vi2	【文读】紫~。	2	22
召	召	zɔ13	zau6		6	13
召	召	dɔ13	dau6	三~址（上海金山地名）。	6	13
