繁体	简体	声母	韵母	声调	拼音無調	拼音	IPA	备注
襲	袭	z	aap	8	zaap	zaap8	tsap²²	
輯	辑	c	aap	7	caap	caap7	tsʰap⁵⁵	
揖	揖	c	aap	7	caap	caap7	tsʰap⁵⁵	
濕	湿	s	aap	7	saap	saap7	sap⁵⁵	
十	十	s	aap	8	saap	saap8	sap²²	
什	什	s	aap	8	saap	saap8	sap²²	
拾	拾	s	aap	8	saap	saap8	sap²²	
急	急	g	aap	7	gaap	gaap7	kap⁵⁵	
甲	甲	g	aap	8	gaap	gaap8	kap²²	
胛	胛	g	aap	8	gaap	gaap8	kap²²	
級	级	k	aap	7	kaap	kaap7	kʰap⁵⁵	
給	给	k	aap	7	kaap	kaap7	kʰap⁵⁵	
吸	吸	k	aap	7	kaap	kaap7	kʰap⁵⁵	
及	及	k	aap	8	kaap	kaap8	kʰap²²	
合	合	h	aap	7	haap	haap7	hap⁵⁵	
盒	盒	h	aap	7	haap	haap7	hap⁵⁵	
蛤	蛤	h	aap	7	haap	haap7	hap⁵⁵	
恰	恰	h	aap	7	haap	haap7	hap⁵⁵	
洽	洽	h	aap	7	haap	haap7	hap⁵⁵	
匣	匣	h	aap	8	haap	haap8	hap²²	
峽	峡	h	aap	8	haap	haap8	hap²²	
狹	狭	h	aap	8	haap	haap8	hap²²	
泣	泣	j	aap	7	jaap	jaap7	jap⁵⁵	
入	入	j	aap	8	jaap	jaap8	jap²²	
筆	笔	b	at	7	bat	bat7	pɐt⁵⁵	
潷	滗	b	at	7	bat	bat7	pɐt⁵⁵	
不	不	b	at	7	bat	bat7	pɐt⁵⁵	
畢	毕	b	at	7	bat	bat7	pɐt⁵⁵	
碧	碧	b	at	7	bat	bat7	pɐt⁵⁵	
壁	壁	b	at	7	bat	bat7	pɐt⁵⁵	
璧	璧	b	at	7	bat	bat7	pɐt⁵⁵	
迫	迫	b	at	7	bat	bat7	pɐt⁵⁵	
匹	匹	p	at	7	pat	pat7	pʰɐt⁵⁵	
劈	劈	p	at	7	pat	pat7	pʰɐt⁵⁵	
闢	辟	p	at	7	pat	pat7	pʰɐt⁵⁵	
僻	僻	p	at	7	pat	pat7	pʰɐt⁵⁵	
癖	癖	p	at	7	pat	pat7	pʰɐt⁵⁵	
弼	弼	p	at	8	pat	pat8	pʰɐt²²	
密	密	m	at	8	mat	mat8	mɐt²²	
蜜	蜜	m	at	8	mat	mat8	mɐt²²	
勿	勿	m	at	8	mat	mat8	mɐt²²	
物	物	m	at	8	mat	mat8	mɐt²²	
忽	忽	f	at	7	fat	fat7	fɐt⁵⁵	
佛	佛	f	at	8	fat	fat8	fɐt²²	
嫡	嫡	d	at	7	dat	dat7	tɐt⁵⁵	
的	的	d	at	7	dat	dat7	tɐt⁵⁵	
突	突	d	at	8	dat	dat8	tɐt²²	
狄	狄	d	at	8	dat	dat8	tɐt²²	
敵	敌	d	at	8	dat	dat8	tɐt²²	
笛	笛	d	at	8	dat	dat8	tɐt²²	
滴	滴	d	at	8	dat	dat8	tɐt²²	
剔	剔	t	at	7	tat	tat7	tʰɐt⁵⁵	
栗	栗	l	at	8	lat	lat8	lɐt²²	
律	律	l	at	8	lat	lat8	lɐt²²	
率	率	l	at	8	lat	lat8	lɐt²²	效~。
質	质	z	at	7	zat	zat7	tsɐt⁵⁵	
積	积	z	at	7	zat	zat7	tsɐt⁵⁵	
績	绩	z	at	7	zat	zat7	tsɐt⁵⁵	
跡	迹	z	at	7	zat	zat7	tsɐt⁵⁵	
卒	卒	z	at	7	zat	zat7	tsɐt⁵⁵	
侄	侄	z	at	8	zat	zat8	tsɐt²²	
疾	疾	z	at	8	zat	zat8	tsɐt²²	
猝	猝	z	at	8	zat	zat8	tsɐt²²	
夕	夕	z	at	8	zat	zat8	tsɐt²²	
席	席	z	at	8	zat	zat8	tsɐt²²	
籍	籍	z	at	8	zat	zat8	tsɐt²²	
藉	藉	z	at	8	zat	zat8	tsɐt²²	
寂	寂	z	at	8	zat	zat8	tsɐt²²	
七	七	c	at	7	cat	cat7	tsʰɐt⁵⁵	
出	出	c	at	7	cat	cat7	tsʰɐt⁵⁵	
漆	漆	c	at	7	cat	cat7	tsʰɐt⁵⁵	
戚	戚	c	at	7	cat	cat7	tsʰɐt⁵⁵	
涮	涮	c	at	8	cat	cat8	tsʰɐt²²	
刷	刷	c	at	8	cat	cat8	tsʰɐt²²	
悉	悉	s	at	7	sat	sat7	sɐt⁵⁵	
昔	昔	s	at	7	sat	sat7	sɐt⁵⁵	
惜	惜	s	at	7	sat	sat7	sɐt⁵⁵	
析	析	s	at	7	sat	sat7	sɐt⁵⁵	
恤	恤	s	at	7	sat	sat7	sɐt⁵⁵	
戌	戌	s	at	7	sat	sat7	sɐt⁵⁵	
虱	虱	s	at	7	sat	sat7	sɐt⁵⁵	
失	失	s	at	7	sat	sat7	sɐt⁵⁵	
室	室	s	at	7	sat	sat7	sɐt⁵⁵	
蟀	蟀	s	at	7	sat	sat7	sɐt⁵⁵	
率	率	s	at	7	sat	sat7	sɐt⁵⁵	~领。
術	术	s	at	8	sat	sat8	sɐt²²	
述	述	s	at	8	sat	sat8	sɐt²²	
吉	吉	g	at	7	gat	gat7	kɐt⁵⁵	
擊	击	g	at	7	gat	gat7	kɐt⁵⁵	
激	激	g	at	7	gat	gat7	kɐt⁵⁵	
戟	戟	g	at	7	gat	gat7	kɐt⁵⁵	
咳	咳	k	at	7	kat	kat7	kʰɐt⁵⁵	
訖	讫	ng	at	7	ngat	ngat7	ŋɐt⁵⁵	
乞	乞	h	at	7	hat	hat7	hɐt⁵⁵	
核	核	h	at	8	hat	hat8	hɐt²²	
瞎	瞎	h	at	8	hat	hat8	hɐt²²	
轄	辖	h	at	8	hat	hat8	hɐt²²	
一	一	j	at	7	jat	jat7	jɐt⁵⁵	
壹	壹	j	at	7	jat	jat7	jɐt⁵⁵	
日	日	j	at	8	jat	jat8	jɐt²²	
逸	逸	j	at	8	jat	jat8	jɐt²²	
噎	噎	j	at	8	jat	jat8	jɐt²²	
屈	屈	w	at	7	wat	wat7	wɐt⁵⁵	
倔	倔	w	at	7	wat	wat7	wɐt⁵⁵	
割	割	g	ot	7	got	got7	kɔt⁵⁵	
葛	葛	g	ot	7	got	got7	kɔt⁵⁵	
喝	喝	h	ot	7	hot	hot7	hɔt⁵⁵	
渴	渴	h	ot	7	hot	hot7	hɔt⁵⁵	
必	必	b	it	7	bit	bit7	pit⁵⁵	
別	别	b	it	8	bit	bit8	pit²²	
憋	憋	b	it	8	bit	bit8	pit²²	
鱉	鳖	b	it	8	bit	bit8	pit²²	
撇	撇	p	it	8	pit	pit8	pʰit²²	
滅	灭	m	it	8	mit	mit8	mit²²	
篾	篾	m	it	8	mit	mit8	mit²²	
蔑	蔑	m	it	8	mit	mit8	mit²²	
衊	蔑	m	it	8	mit	mit8	mit²²	
覓	觅	m	it	8	mit	mit8	mit²²	
跌	跌	d	it	7	dit	dit7	tit⁵⁵	
秩	秩	d	it	8	dit	dit8	tit²²	
疊	叠	d	it	8	dit	dit8	tit²²	
碟	碟	d	it	8	dit	dit8	tit²²	
諜	谍	d	it	8	dit	dit8	tit²²	
蝶	蝶	d	it	8	dit	dit8	tit²²	
牒	牒	d	it	8	dit	dit8	tit²²	
貼	贴	t	it	7	tit	tit7	tʰit⁵⁵	
帖	帖	t	it	7	tit	tit7	tʰit⁵⁵	
鐵	铁	t	it	7	tit	tit7	tʰit⁵⁵	
聶	聂	n	it	8	nit	nit8	nit²²	
鑷	镊	n	it	8	nit	nit8	nit²²	
捏	捏	n	it	8	nit	nit8	nit²²	
匿	匿	n	it	8	nit	nit8	nit²²	
列	列	l	it	8	lit	lit8	lit²²	
裂	裂	l	it	8	lit	lit8	lit²²	
烈	烈	l	it	8	lit	lit8	lit²²	
獵	猎	l	it	8	lit	lit8	lit²²	
截	截	z	it	7	zit	zit7	tsit⁵⁵	
接	接	z	it	8	zit	zit8	tsit²²	
摺	折	z	it	8	zit	zit8	tsit²²	
褶	褶	z	it	8	zit	zit8	tsit²²	
折	折	z	it	8	zit	zit8	tsit²²	
哲	哲	z	it	8	zit	zit8	tsit²²	
浙	浙	z	it	8	zit	zit8	tsit²²	
蜇	蜇	z	it	8	zit	zit8	tsit²²	
節	节	z	it	8	zit	zit8	tsit²²	
捷	捷	z	it	8	zit	zit8	tsit²²	
睫	睫	z	it	8	zit	zit8	tsit²²	
切	切	c	it	7	cit	cit7	tsʰit⁵⁵	
徹	彻	c	it	7	cit	cit7	tsʰit⁵⁵	
妾	妾	c	it	7	cit	cit7	tsʰit⁵⁵	
撤	撤	c	it	7	cit	cit7	tsʰit⁵⁵	
舌	舌	s	it	7	sit	sit7	sit⁵⁵	
涉	涉	s	it	7	sit	sit7	sit⁵⁵	
屑	屑	s	it	7	sit	sit7	sit⁵⁵	
泄	泄	s	it	7	sit	sit7	sit⁵⁵	
攝	摄	s	it	7	sit	sit7	sit⁵⁵	
薛	薛	s	it	7	sit	sit7	sit⁵⁵	
結	结	g	it	7	git	git7	kit⁵⁵	
潔	洁	g	it	7	git	git7	kit⁵⁵	
劫	劫	g	it	8	git	git8	kit²²	
傑	杰	g	it	8	git	git8	kit²²	
揭	揭	k	it	7	kit	kit7	kʰit⁵⁵	
蠍	蝎	k	it	7	kit	kit7	kʰit⁵⁵	
躡	蹑	h	it	8	hit	hit8	hit²²	
協	协	h	it	8	hit	hit8	hit²²	
脅	胁	h	it	8	hit	hit8	hit²²	
怯	怯	h	it	8	hit	hit8	hit²²	
歇	歇	h	it	8	hit	hit8	hit²²	
挾	挟	h	it	8	hit	hit8	hit²²	
歉	歉	h	it	8	hit	hit8	hit²²	
葉	叶	j	it	8	jit	jit8	jit²²	
頁	页	j	it	8	jit	jit8	jit²²	
業	业	j	it	8	jit	jit8	jit²²	
熱	热	j	it	8	jit	jit8	jit²²	
拽	拽	j	it	8	jit	jit8	jit²²	
孽	孽	j	it	8	jit	jit8	jit²²	
缽	钵	b	ut	7	but	but7	put⁵⁵	
撥	拨	b	ut	8	but	but8	put²²	
潑	泼	p	ut	7	put	put7	pʰut⁵⁵	
勃	勃	p	ut	8	put	put8	pʰut²²	
末	末	m	ut	8	mut	mut8	mut²²	
抹	抹	m	ut	8	mut	mut8	mut²²	
沫	沫	m	ut	8	mut	mut8	mut²²	
沒	没	m	ut	8	mut	mut8	mut²²	
闊	阔	f	ut	7	fut	fut7	fut⁵⁵	
括	括	g	ut	8	gut	gut8	kut²²	
聒	聒	g	ut	8	gut	gut8	kut²²	
活	活	w	ut	8	wut	wut8	wut²²	
奪	夺	d	yut	8	dyut	dyut8	tyt²²	
脫	脱	t	yut	7	tyut	tyut7	tʰyt⁵⁵	
劣	劣	l	yut	8	lyut	lyut8	lyt²²	
捋	捋	l	yut	8	lyut	lyut8	lyt²²	
絕	绝	z	yut	8	zyut	zyut8	tsyt²²	
拙	拙	z	yut	8	zyut	zyut8	tsyt²²	
掇	掇	z	yut	8	zyut	zyut8	tsyt²²	
綴	缀	z	yut	8	zyut	zyut8	tsyt²²	
撮	撮	c	yut	7	cyut	cyut7	tsʰyt⁵⁵	
雪	雪	s	yut	8	syut	syut8	syt²²	
說	说	s	yut	8	syut	syut8	syt²²	
決	决	k	yut	7	kyut	kyut7	kʰyt⁵⁵	
訣	诀	k	yut	7	kyut	kyut7	kʰyt⁵⁵	
缺	缺	k	yut	7	kyut	kyut7	kʰyt⁵⁵	
血	血	h	yut	7	hyut	hyut7	hyt⁵⁵	
閱	阅	j	yut	8	jyut	jyut8	jyt²²	
悅	悦	j	yut	8	jyut	jyut8	jyt²²	
越	越	j	yut	8	jyut	jyut8	jyt²²	
粵	粤	j	yut	8	jyut	jyut8	jyt²²	
月	月	j	yut	8	jyut	jyut8	jyt²²	
穴	穴	j	yut	8	jyut	jyut8	jyt²²	
八	八	b	aak	7	baak	baak7	pak⁵⁵	
百	百	b	aak	7	baak	baak7	pak⁵⁵	
伯	伯	b	aak	7	baak	baak7	pak⁵⁵	
白	白	b	aak	8	baak	baak8	pak²²	
帛	帛	b	aak	8	baak	baak8	pak²²	
拔	拔	b	aak	8	baak	baak8	pak²²	
鈸	钹	b	aak	8	baak	baak8	pak²²	
拍	拍	p	aak	7	paak	paak7	pʰak⁵⁵	
柏	柏	p	aak	7	paak	paak7	pʰak⁵⁵	
泊	泊	p	aak	7	paak	paak7	pʰak⁵⁵	
魄	魄	p	aak	7	paak	paak7	pʰak⁵⁵	
麥	麦	m	aak	7	maak	maak7	mak⁵⁵	
襪	袜	m	aak	8	maak	maak8	mak²²	
陌	陌	m	aak	8	maak	maak8	mak²²	
脈	脉	m	aak	8	maak	maak8	mak²²	
法	法	f	aak	7	faak	faak7	fak⁵⁵	
發	发	f	aak	7	faak	faak7	fak⁵⁵	
髮	发	f	aak	7	faak	faak7	fak⁵⁵	
乏	乏	f	aak	8	faak	faak8	fak²²	
伐	伐	f	aak	8	faak	faak8	fak²²	
筏	筏	f	aak	8	faak	faak8	fak²²	
罰	罚	f	aak	8	faak	faak8	fak²²	
答	答	d	aak	7	daak	daak7	tak⁵⁵	
搭	搭	d	aak	7	daak	daak7	tak⁵⁵	
達	达	d	aak	8	daak	daak8	tak²²	
遝	沓	d	aak	8	daak	daak8	tak²²	
踏	踏	d	aak	8	daak	daak8	tak²²	
塔	塔	t	aak	7	taak	taak7	tʰak⁵⁵	
榻	榻	t	aak	7	taak	taak7	tʰak⁵⁵	
塌	塌	t	aak	7	taak	taak7	tʰak⁵⁵	
溻	溻	t	aak	7	taak	taak7	tʰak⁵⁵	
納	纳	n	aak	8	naak	naak8	nak²²	
衲	衲	n	aak	8	naak	naak8	nak²²	
捺	捺	n	aak	8	naak	naak8	nak²²	
臘	腊	l	aak	8	laak	laak8	lak²²	
蠟	蜡	l	aak	8	laak	laak8	lak²²	
辣	辣	l	aak	8	laak	laak8	lak²²	
責	责	z	aak	7	zaak	zaak7	tsak⁵⁵	
窄	窄	z	aak	7	zaak	zaak7	tsak⁵⁵	
摘	摘	z	aak	8	zaak	zaak8	tsak²²	
宅	宅	z	aak	8	zaak	zaak8	tsak²²	
澤	泽	z	aak	8	zaak	zaak8	tsak²²	
紮	扎	z	aak	8	zaak	zaak8	tsak²²	
劄	札	z	aak	8	zaak	zaak8	tsak²²	
軋	轧	z	aak	8	zaak	zaak8	tsak²²	
眨	眨	z	aak	8	zaak	zaak8	tsak²²	
閘	闸	z	aak	8	zaak	zaak8	tsak²²	
雜	杂	z	aak	8	zaak	zaak8	tsak²²	
擲	掷	z	aak	8	zaak	zaak8	tsak²²	
插	插	c	aak	7	caak	caak7	tsʰak⁵⁵	
擦	擦	c	aak	7	caak	caak7	tsʰak⁵⁵	
察	察	c	aak	7	caak	caak7	tsʰak⁵⁵	
獺	獭	c	aak	7	caak	caak7	tsʰak⁵⁵	
冊	册	c	aak	7	caak	caak7	tsʰak⁵⁵	
策	策	c	aak	7	caak	caak7	tsʰak⁵⁵	
柵	栅	c	aak	7	caak	caak7	tsʰak⁵⁵	
拆	拆	c	aak	7	caak	caak7	tsʰak⁵⁵	
殺	杀	s	aak	7	saak	saak7	sak⁵⁵	
煞	煞	s	aak	7	saak	saak7	sak⁵⁵	
薩	萨	s	aak	7	saak	saak7	sak⁵⁵	
撒	撒	s	aak	7	saak	saak7	sak⁵⁵	
鴿	鸽	g	aak	7	gaak	gaak7	kak⁵⁵	
甲	甲	g	aak	7	gaak	gaak7	kak⁵⁵	
胛	胛	g	aak	7	gaak	gaak7	kak⁵⁵	
夾	夹	g	aak	7	gaak	gaak7	kak⁵⁵	
革	革	g	aak	7	gaak	gaak7	kak⁵⁵	
格	格	g	aak	7	gaak	gaak7	kak⁵⁵	
隔	隔	g	aak	7	gaak	gaak7	kak⁵⁵	
掐	掐	k	aak	7	kaak	kaak7	kʰak⁵⁵	
磕	磕	k	aak	7	kaak	kaak7	kʰak⁵⁵	
扼	扼	ng	aak	7	ngaak	ngaak7	ŋak⁵⁵	
軛	轭	ng	aak	7	ngaak	ngaak7	ŋak⁵⁵	
厄	厄	ng	aak	7	ngaak	ngaak7	ŋak⁵⁵	
鴨	鸭	ng	aak	7	ngaak	ngaak7	ŋak⁵⁵	
押	押	ng	aak	7	ngaak	ngaak7	ŋak⁵⁵	
壓	压	ng	aak	7	ngaak	ngaak7	ŋak⁵⁵	
逆	逆	ng	aak	8	ngaak	ngaak8	ŋak²²	
額	额	ng	aak	8	ngaak	ngaak8	ŋak²²	
客	客	h	aak	8	haak	haak8	hak²²	
嚇	吓	h	aak	8	haak	haak8	hak²²	
赫	赫	h	aak	8	haak	haak8	hak²²	
握	握	x	aak	7	aak	aak7	ak⁵⁵	
北	北	b	ak	7	bak	bak7	pɐk⁵⁵	
逼	逼	b	ak	7	bak	bak7	pɐk⁵⁵	
墨	墨	m	ak	8	mak	mak8	mɐk²²	
默	默	m	ak	8	mak	mak8	mɐk²²	
得	得	d	ak	7	dak	dak7	tɐk⁵⁵	
德	德	d	ak	7	dak	dak7	tɐk⁵⁵	
特	特	d	ak	8	dak	dak8	tɐk²²	
忒	忒	t	ak	7	tak	tak7	tʰɐk⁵⁵	
力	力	l	ak	8	lak	lak8	lɐk²²	
肋	肋	l	ak	8	lak	lak8	lɐk²²	
勒	勒	l	ak	8	lak	lak8	lɐk²²	
則	则	z	ak	7	zak	zak7	tsɐk⁵⁵	
側	侧	z	ak	7	zak	zak7	tsɐk⁵⁵	
即	即	z	ak	7	zak	zak7	tsɐk⁵⁵	
鯽	鲫	z	ak	7	zak	zak7	tsɐk⁵⁵	
仄	仄	z	ak	7	zak	zak7	tsɐk⁵⁵	
織	织	z	ak	7	zak	zak7	tsɐk⁵⁵	
職	职	z	ak	7	zak	zak7	tsɐk⁵⁵	
炙	炙	z	ak	7	zak	zak7	tsɐk⁵⁵	
直	直	z	ak	8	zak	zak8	tsɐk²²	
值	值	z	ak	8	zak	zak8	tsɐk²²	
植	植	z	ak	8	zak	zak8	tsɐk²²	
斥	斥	c	ak	7	cak	cak7	tsʰɐk⁵⁵	
測	测	c	ak	7	cak	cak7	tsʰɐk⁵⁵	
賊	贼	c	ak	8	cak	cak8	tsʰɐk²²	
息	息	s	ak	7	sak	sak7	sɐk⁵⁵	
媳	媳	s	ak	7	sak	sak7	sɐk⁵⁵	
熄	熄	s	ak	7	sak	sak7	sɐk⁵⁵	
塞	塞	s	ak	7	sak	sak7	sɐk⁵⁵	
色	色	s	ak	7	sak	sak7	sɐk⁵⁵	
嗇	啬	s	ak	7	sak	sak7	sɐk⁵⁵	
識	识	s	ak	7	sak	sak7	sɐk⁵⁵	
式	式	s	ak	7	sak	sak7	sɐk⁵⁵	
拭	拭	s	ak	7	sak	sak7	sɐk⁵⁵	
飾	饰	s	ak	7	sak	sak7	sɐk⁵⁵	
適	适	s	ak	7	sak	sak7	sɐk⁵⁵	
釋	释	s	ak	7	sak	sak7	sɐk⁵⁵	
食	食	s	ak	8	sak	sak8	sɐk²²	
蝕	蚀	s	ak	8	sak	sak8	sɐk²²	
極	极	g	ak	8	gak	gak8	kɐk²²	
黑	黑	h	ak	7	hak	hak7	hɐk⁵⁵	
克	克	h	ak	7	hak	hak7	hɐk⁵⁵	
刻	刻	h	ak	7	hak	hak7	hɐk⁵⁵	
億	亿	j	ak	7	jak	jak7	jɐk⁵⁵	
憶	忆	j	ak	7	jak	jak7	jɐk⁵⁵	
抑	抑	j	ak	7	jak	jak7	jɐk⁵⁵	
益	益	j	ak	7	jak	jak7	jɐk⁵⁵	
易	易	j	ak	8	jak	jak8	jɐk²²	
亦	亦	j	ak	8	jak	jak8	jɐk²²	
譯	译	j	ak	8	jak	jak8	jɐk²²	
翼	翼	j	ak	8	jak	jak8	jɐk²²	
液	液	j	ak	8	jak	jak8	jɐk²²	
腋	腋	j	ak	8	jak	jak8	jɐk²²	
糴	籴	d	ek	8	dek	dek8	tɛk²²	
踢	踢	t	ek	8	tek	tek8	tʰɛk²²	
溺	溺	n	ek	8	nek	nek8	nɛk²²	
曆	历	l	ek	8	lek	lek8	lɛk²²	
瀝	沥	l	ek	8	lek	lek8	lɛk²²	
脊	脊	z	ek	7	zek	zek7	tsɛk⁵⁵	
尺	尺	c	ek	7	cek	cek7	tsʰɛk⁵⁵	
赤	赤	c	ek	7	cek	cek7	tsʰɛk⁵⁵	
石	石	s	ek	7	sek	sek7	sɛk⁵⁵	
錫	锡	s	ek	8	sek	sek8	sɛk²²	
劇	剧	k	ek	8	kek	kek8	kʰɛk²²	
屐	屐	k	ek	8	kek	kek8	kʰɛk²²	
喫	吃	h	ek	7	hek	hek7	hɛk⁵⁵	
琢	琢	d	oek	7	doek	doek7	tœk⁵⁵	
啄	啄	d	oek	7	doek	doek7	tœk⁵⁵	
涿	涿	d	oek	7	doek	doek7	tœk⁵⁵	
剁	剁	d	oek	7	doek	doek7	tœk⁵⁵	
略	略	l	oek	8	loek	loek8	lœk²²	
掠	掠	l	oek	8	loek	loek8	lœk²²	
著	着	z	oek	7	zoek	zoek7	tsœk⁵⁵	
勺	勺	z	oek	8	zoek	zoek8	tsœk²²	
芍	芍	z	oek	8	zoek	zoek8	tsœk²²	
酌	酌	z	oek	8	zoek	zoek8	tsœk²²	
爵	爵	z	oek	8	zoek	zoek8	tsœk²²	
嚼	嚼	z	oek	8	zoek	zoek8	tsœk²²	
雀	雀	c	oek	7	coek	coek7	tsʰœk⁵⁵	
鵲	鹊	c	oek	7	coek	coek7	tsʰœk⁵⁵	
卓	卓	c	oek	7	coek	coek7	tsʰœk⁵⁵	
桌	桌	c	oek	7	coek	coek7	tsʰœk⁵⁵	
焯	焯	c	oek	7	coek	coek7	tsʰœk⁵⁵	
綽	绰	c	oek	7	coek	coek7	tsʰœk⁵⁵	
削	削	s	oek	7	soek	soek7	sœk⁵⁵	
腳	脚	g	oek	7	goek	goek7	kœk⁵⁵	
卻	却	k	oek	7	koek	koek7	kʰœk⁵⁵	
躍	跃	j	oek	7	joek	joek7	jœk⁵⁵	
鑰	钥	j	oek	7	joek	joek7	jœk⁵⁵	
藥	药	j	oek	8	joek	joek8	jœk²²	
箬	箬	j	oek	8	joek	joek8	jœk²²	
弱	弱	j	oek	8	joek	joek8	jœk²²	
虐	虐	j	oek	8	joek	joek8	jœk²²	
瘧	疟	j	oek	8	joek	joek8	jœk²²	
駁	驳	b	ok	7	bok	bok7	pɔk⁵⁵	
博	博	b	ok	7	bok	bok7	pɔk⁵⁵	
搏	搏	b	ok	7	bok	bok7	pɔk⁵⁵	
薄	薄	b	ok	8	bok	bok8	pɔk²²	
撲	扑	p	ok	7	pok	pok7	pʰɔk⁵⁵	
樸	朴	p	ok	8	pok	pok8	pʰɔk²²	
剝	剥	m	ok	7	mok	mok7	mɔk⁵⁵	
莫	莫	m	ok	8	mok	mok8	mɔk²²	
漠	漠	m	ok	8	mok	mok8	mɔk²²	
膜	膜	m	ok	8	mok	mok8	mɔk²²	
寞	寞	m	ok	8	mok	mok8	mɔk²²	
幕	幕	m	ok	8	mok	mok8	mɔk²²	
縛	缚	f	ok	8	fok	fok8	fɔk²²	
鐸	铎	d	ok	8	dok	dok8	tɔk²²	
托	托	t	ok	7	tok	tok7	tʰɔk⁵⁵	
諾	诺	n	ok	8	nok	nok8	nɔk²²	
樂	乐	l	ok	8	lok	lok8	lɔk²²	快~。
洛	洛	l	ok	8	lok	lok8	lɔk²²	
駱	骆	l	ok	8	lok	lok8	lɔk²²	
烙	烙	l	ok	8	lok	lok8	lɔk²²	
胳	胳	l	ok	8	lok	lok8	lɔk²²	
酪	酪	l	ok	8	lok	lok8	lɔk²²	
絡	络	l	ok	8	lok	lok8	lɔk²²	
落	落	l	ok	8	lok	lok8	lɔk²²	
作	作	z	ok	7	zok	zok7	tsɔk⁵⁵	
昨	昨	z	ok	8	zok	zok8	tsɔk²²	
戳	戳	c	ok	7	cok	cok7	tsʰɔk⁵⁵	
索	索	s	ok	7	sok	sok7	sɔk⁵⁵	
朔	朔	s	ok	8	sok	sok8	sɔk²²	
溯	溯	s	ok	8	sok	sok8	sɔk²²	
各	各	g	ok	7	gok	gok7	kɔk⁵⁵	
閣	阁	g	ok	7	gok	gok7	kɔk⁵⁵	
擱	搁	g	ok	7	gok	gok7	kɔk⁵⁵	
角	角	g	ok	7	gok	gok7	kɔk⁵⁵	
覺	觉	g	ok	7	gok	gok7	kɔk⁵⁵	
國	国	g	ok	7	gok	gok7	kɔk⁵⁵	
確	确	k	ok	8	kok	kok8	kʰɔk²²	
霍	霍	k	ok	8	kok	kok8	kʰɔk²²	
藿	藿	k	ok	8	kok	kok8	kʰɔk²²	
嶽	岳	ng	ok	7	ngok	ngok7	ŋɔk⁵⁵	
樂	乐	ng	ok	7	ngok	ngok7	ŋɔk⁵⁵	音~。
鄂	鄂	ng	ok	8	ngok	ngok8	ŋɔk²²	
齶	腭	ng	ok	8	ngok	ngok8	ŋɔk²²	
鱷	鳄	ng	ok	8	ngok	ngok8	ŋɔk²²	
學	学	h	ok	7	hok	hok7	hɔk⁵⁵	
鶴	鹤	h	ok	7	hok	hok7	hɔk⁵⁵	
殼	壳	h	ok	8	hok	hok8	hɔk²²	
鑊	镬	w	ok	7	wok	wok7	wɔk⁵⁵	
獲	获	w	ok	8	wok	wok8	wɔk²²	
挖	挖	w	aak	7	waak	waak7	wak⁵⁵	
滑	滑	w	aak	8	waak	waak8	wak²²	
猾	猾	w	aak	8	waak	waak8	wak²²	
或	或	w	aak	8	waak	waak8	wak²²	
惑	惑	w	aak	8	waak	waak8	wak²²	
域	域	w	aak	8	waak	waak8	wak²²	
劃	划	w	aak	8	waak	waak8	wak²²	
卜	卜	b	uk	7	buk	buk7	pʊk⁵⁵	
僕	仆	p	uk	7	puk	puk7	pʰʊk⁵⁵	
木	木	m	uk	7	muk	muk7	mʊk⁵⁵	
目	目	m	uk	8	muk	muk8	mʊk²²	
牧	牧	m	uk	8	muk	muk8	mʊk²²	
穆	穆	m	uk	8	muk	muk8	mʊk²²	
福	福	f	uk	7	fuk	fuk7	fʊk⁵⁵	
幅	幅	f	uk	7	fuk	fuk7	fʊk⁵⁵	
蝠	蝠	f	uk	7	fuk	fuk7	fʊk⁵⁵	
複	复	f	uk	7	fuk	fuk7	fʊk⁵⁵	
腹	腹	f	uk	7	fuk	fuk7	fʊk⁵⁵	
覄	覄	f	uk	7	fuk	fuk7	fʊk⁵⁵	
匐	匐	f	uk	7	fuk	fuk7	fʊk⁵⁵	
伏	伏	f	uk	8	fuk	fuk8	fʊk²²	
服	服	f	uk	8	fuk	fuk8	fʊk²²	
讀	读	d	uk	8	duk	duk8	tʊk²²	
牘	牍	d	uk	8	duk	duk8	tʊk²²	
犢	犊	d	uk	8	duk	duk8	tʊk²²	
獨	独	d	uk	8	duk	duk8	tʊk²²	
毒	毒	d	uk	8	duk	duk8	tʊk²²	
禿	秃	t	uk	7	tuk	tuk7	tʰʊk⁵⁵	
六	六	l	uk	8	luk	luk8	lʊk²²	
陸	陆	l	uk	8	luk	luk8	lʊk²²	
祿	禄	l	uk	8	luk	luk8	lʊk²²	
錄	录	l	uk	8	luk	luk8	lʊk²²	
綠	绿	l	uk	8	luk	luk8	lʊk²²	
鹿	鹿	l	uk	8	luk	luk8	lʊk²²	
竹	竹	z	uk	7	zuk	zuk7	tsʊk⁵⁵	
築	筑	z	uk	7	zuk	zuk7	tsʊk⁵⁵	
祝	祝	z	uk	7	zuk	zuk7	tsʊk⁵⁵	
燭	烛	z	uk	7	zuk	zuk7	tsʊk⁵⁵	
足	足	z	uk	7	zuk	zuk7	tsʊk⁵⁵	
捉	捉	z	uk	7	zuk	zuk7	tsʊk⁵⁵	
囑	嘱	z	uk	7	zuk	zuk7	tsʊk⁵⁵	
