ID	繁體	简体	聲韻	声母	韵母	聲調	注釋		声调：	
5508	揮	挥	ɕy	ɕ	y	阴平				
5509	收	收	ɕɤu	ɕ	ɤu	阴平				
5510	昏	昏	ɕy	ɕ	y	阴平				
5511	昕	昕	ɕaŋ	ɕ	aŋ	阴平				
5512	暄	暄	ɕy	ɕ	y	阴平				
5513	暉	晖	ɕy	ɕ	y	阴平				
5514	暹	暹	ɕi	ɕ	i	阴平				
5515	枵	枵	ɕiɛ	ɕ	iɛ	阴平				
5516	梟	枭	ɕiɛ	ɕ	iɛ	阴平				
5517	欣	欣	ɕaŋ	ɕ	aŋ	阴平				
5518	歆	歆	ɕaŋ	ɕ	aŋ	阴平				
5519	歔	歔	ɕy	ɕ	y	阴平				
5520	歡	欢	ɕy	ɕ	y	阴平				
5521	殤	殇	ɕi	ɕ	i	阴平				
5522	沿	沿	ɕi	ɕ	i	阴平	邊～			
5523	洵	洵	ɕoŋ	ɕ	oŋ	阴平				
5524	洶	汹	ɕyɔ	ɕ	yɔ	阴平				
5525	消	消	ɕiɛ	ɕ	iɛ	阴平				
5526	湘	湘	ɕi	ɕ	i	阴平				
5527	瀟	潇	ɕiɛ	ɕ	iɛ	阴平				
5528	熏	熏	ɕoŋ	ɕ	oŋ	阴平				
5529	燒	烧	ɕiɛ	ɕ	iɛ	阴平				
5530	獯	獯	ɕoŋ	ɕ	oŋ	阴平				
5531	獾	獾	ɕy	ɕ	y	阴平				
5532	琿	珲	ɕy	ɕ	y	阴平				
5533	瑄	瑄	ɕy	ɕ	y	阴平				
5534	瓖	瓖	ɕi	ɕ	i	阴平				
5535	瓤	瓤	ɕi	ɕ	i	阴平				
5536	盱	盱	ɕy	ɕ	y	阴平				
5537	相	相	ɕi	ɕ	i	阴平	互～			
5538	硝	硝	ɕiɛ	ɕ	iɛ	阴平				
5539	祆	祆	ɕi	ɕ	i	阴平				
5540	箱	箱	ɕi	ɕ	i	阴平				
5541	簫	箫	ɕiɛ	ɕ	iɛ	阴平				
5542	綃	绡	ɕiɛ	ɕ	iɛ	阴平				
5543	緗	缃	ɕi	ɕ	i	阴平				
5544	羞	羞	ɕɤu	ɕ	ɤu	阴平				
5545	翬	翚	ɕy	ɕ	y	阴平				
5546	翾	翾	ɕy	ɕ	y	阴平				
5547	胸	胸	ɕyɔ	ɕ	yɔ	阴平				
5548	舂	舂	ɕoŋ	ɕ	oŋ	阴平				
5549	舂	舂	ɕyɔ	ɕ	yɔ	阴平				
5550	興	兴	ɕaŋ	ɕ	aŋ	阴平	～旺			
5551	苫	苫	ɕi	ɕ	i	阴平				
5552	荀	荀	ɕoŋ	ɕ	oŋ	阴平				
5553	萱	萱	ɕy	ɕ	y	阴平				
5554	葷	荤	ɕy	ɕ	y	阴平				
5555	蕭	萧	ɕiɛ	ɕ	iɛ	阴平				
5556	熏	熏	ɕoŋ	ɕ	oŋ	阴平				
5557	虛	虚	ɕy	ɕ	y	阴平				
5558	蛸	蛸	ɕiɛ	ɕ	iɛ	阴平				
5559	蠨	蟏	ɕiɛ	ɕ	iɛ	阴平				
5560	褘	袆	ɕy	ɕ	y	阴平				
5561	襄	襄	ɕi	ɕ	i	阴平				
5562	觴	觞	ɕi	ɕ	i	阴平				
5563	詢	询	ɕoŋ	ɕ	oŋ	阴平				
5564	諼	谖	ɕy	ɕ	y	阴平				
5565	訩	讻	ɕyɔ	ɕ	yɔ	阴平				
5566	貅	貅	ɕau	ɕ	au	阴平				
5567	軒	轩	ɕi	ɕ	i	阴平				
5568	輝	辉	ɕy	ɕ	y	阴平				
5569	逍	逍	ɕiɛ	ɕ	iɛ	阴平				
5570	鄉	乡	ɕi	ɕ	i	阴平				
5571	醺	醺	ɕoŋ	ɕ	oŋ	阴平				
5572	銷	销	ɕiɛ	ɕ	iɛ	阴平				
5573	閽	阍	ɕy	ɕ	y	阴平				
5574	雙	双	ɕyɔ	ɕ	yɔ	阴平				
5575	霄	霄	ɕiɛ	ɕ	iɛ	阴平				
5576	霜	霜	ɕyɔ	ɕ	yɔ	阴平				
5577	靴	靴	ɕy	ɕ	y	阴平				
5578	香	香	ɕi	ɕ	i	阴平				
5579	馨	馨	ɕaŋ	ɕ	aŋ	阴平				
5580	驍	骁	ɕiɛ	ɕ	iɛ	阴平				
5581	驦	骦	ɕyɔ	ɕ	yɔ	阴平				
5582	髹	髹	ɕau	ɕ	au	阴平				
5583	魈	魈	ɕiɛ	ɕ	iɛ	阴平				
5584	鮮	鲜	ɕi	ɕ	i	阴平				
5585	鵂	鸺	ɕau	ɕ	au	阴平				
5586	鸘	鹴	ɕyɔ	ɕ	yɔ	阴平				
5587	麾	麾	ɕy	ɕ	y	阴平				
5588	鼾	鼾	ɕy	ɕ	y	阴平				
5589	亨	亨	hɛ	h	ɛ	阴平				
5590	佝	佝	hau	h	au	阴平				
5591	呵	呵	he	h	e	阴平				
5592	呵	呵	ho	h	o	阴平				
5593	咍	咍	he	h	e	阴平				
5594	哈	哈	ha	h	a	阴平	～～大笑			
5595	哮	哮	huɔ	h	uɔ	阴平	～咕			
5596	哼	哼	hɛ	h	ɛ	阴平				
5597	嘩	哗	ho	h	o	阴平				
5598	坊	坊	huɔ	h	uɔ	阴平				
5599	夯	夯	haŋ	h	aŋ	阴平				
5600	妨	妨	huɔ	h	uɔ	阴平				
5601	封	封	hoŋ	h	oŋ	阴平				
5602	峰	峰	hoŋ	h	oŋ	阴平				
5603	慌	慌	huɔ	h	uɔ	阴平				
5604	憨	憨	hø	h	ø	阴平				
5605	方	方	huɔ	h	uɔ	阴平				
5606	楓	枫	hoŋ	h	oŋ	阴平				
5607	烘	烘	hoŋ	h	oŋ	阴平				
5608	烽	烽	hoŋ	h	oŋ	阴平				
5609	犴	犴	hø	h	ø	阴平				
5610	瘋	疯	hoŋ	h	oŋ	阴平				
5611	肓	肓	huɔ	h	uɔ	阴平				
5612	肪	肪	huɔ	h	uɔ	阴平				
5613	脝	脝	hɛ	h	ɛ	阴平	膨～			
5614	花	花	ho	h	o	阴平				
5615	芳	芳	huɔ	h	uɔ	阴平				
5616	荒	荒	huɔ	h	uɔ	阴平				
5617	蒿	蒿	hɛ	h	ɛ	阴平	～菜			
5618	蒿	蒿	hɜ	h	ɜ	阴平				
5619	薅	薅	hɜ	h	ɜ	阴平				
5620	薨	薨	hoŋ	h	oŋ	阴平				
5621	蚶	蚶	hø	h	ø	阴平				
5622	蜂	蜂	hoŋ	h	oŋ	阴平				
5623	蝦	虾	ho	h	o	阴平				
5624	訶	诃	ho	h	o	阴平				
5625	轟	轰	hoŋ	h	oŋ	阴平				
5626	酣	酣	hø	h	ø	阴平				
5627	鈁	钫	huɔ	h	uɔ	阴平	元素名			
5628	鉿	铪	ha	h	a	阴平	元素名			
5629	鋒	锋	hoŋ	h	oŋ	阴平				
5630	頇	顸	hø	h	ø	阴平				
5631	風	风	hoŋ	h	oŋ	阴平				
5632	鼾	鼾	hø	h	ø	阴平				
5633	齁	齁	hau	h	au	阴平				
5634	哦	哦	ŋ	ŋ		阴平	呻吟			
5635	□	□	ʔlau	ʔl	au	阴平	<婁刂>挖摳			
5636	□	□	ʔlø	ʔl	ø	阴平	用刀割一圓圈			
5637	哢	咔	ʔloŋ	ʔl	oŋ	阴平	哢松，慫恿			
5638	啦	啦	ʔla	ʔl	a	阴平				
5639	喇	喇	ʔla	ʔl	a	阴平	～叭			
5640	囉	啰	ʔlɤu	ʔl	ɤu	阴平				
5641	垃	垃	ʔla	ʔl	a	阴平				
5642	扔	扔	ʔleŋ	ʔl	eŋ	阴平				
5643	拉	拉	ʔla	ʔl	a	阴平				
5644	溜	溜	ʔlɤu	ʔl	ɤu	阴平				
5645	累	累	ʔlai	ʔl	ai	阴平	～堆：難對付			
5646	賴	赖	ʔla	ʔl	a	阴平	賴歪，撒無賴			
5647	銇	銇	ʔlai	ʔl	ai	阴平	鑽			
5648	妹	妹	ʔmai	ʔm	ai	阴平	小孩，「妹」的小稱			
5649	姥	姥	ʔmo	ʔm	o	阴平	對年長婦女的愛稱			
5650	媽	妈	ʔma	ʔm	a	阴平				
5651	悶	闷	ʔmaŋ	ʔm	aŋ	阴平				
5652	眯	眯	ʔmei	ʔm	ei	阴平				
5653	蠻	蛮	ʔma	ʔm	a	阴平	～好			
5654	貓	猫	ʔmuɔ	ʔm	uɔ	阴平				
5655	□	□	ʔnai	ʔn	ai	阴平	<月[衣@多]>肥胖貌			
5656	南	南	ʔna	ʔn	a	阴平	～無阿彌陀佛			
5657	奶	奶	ʔna	ʔn	a	阴平				
5658	妳	妳	ʔna	ʔn	a	阴平	母			
5659	眼	眼	ʔŋa	ʔŋ	a	阴平	～～，兒童稱眼睛			
5660	妞	妞	ʔȵau	ʔȵ	au	阴平				
5661	忸	忸	ʔȵau	ʔȵ	au	阴平				
5662	扭	扭	ʔȵau	ʔȵ	au	阴平	～秧歌；擰			
5663	粘	粘	ʔȵi	ʔȵ	i	阴平				
5664	蟯	蛲	ʔȵa	ʔȵ	a	阴平	蠕動			
5665	丫	丫	o		o	阴平				
5666	凹	凹	uɔ		uɔ	阴平				
5667	區	区	au		au	阴平	姓			
5668	哀	哀	e		e	阴平				
5669	哀	哀	ɛ		ɛ	阴平				
5670	唉	唉	a		a	阴平				
5671	啊	啊	a		a	阴平				
5672	喔	喔	o		o	阴平				
5673	嗡	嗡	oŋ		oŋ	阴平				
5674	坳	坳	uɔ		uɔ	阴平				
5675	埃	埃	a		a	阴平				
5676	娃	娃	o		o	阴平				
5677	媧	娲	o		o	阴平				
5678	庵	庵	ø		ø	阴平				
5679	恩	恩	ø		ø	阴平				
5680	椏	桠	o		o	阴平				
5681	櫻	樱	ɛ		ɛ	阴平	～桃			
5682	歐	欧	au		au	阴平				
5683	殷	殷	a		a	阴平	～紅			
5684	汪	汪	uɔ		uɔ	阴平				
5685	漚	沤	au		au	阴平	浮～			
5686	爊	爊	ɜ		ɜ	阴平	～菜，煮菜			
5687	罌	罂	ɛ		ɛ	阴平				
5688	盦	盦	ø		ø	阴平				
5689	窪	洼	o		o	阴平				
5690	罌	罂	ɛ		ɛ	阴平	雞屁股			
5691	翁	翁	oŋ		oŋ	阴平				
5692	肮	肮	uɔ		uɔ	阴平				
5693	蒽	蒽	ø		ø	阴平				
5694	蛙	蛙	o		o	阴平				
5695	諳	谙	ø		ø	阴平				
5696	謳	讴	au		au	阴平				
5697	鎄	锿	e		e	阴平	元素名			
5698	鏖	鏖	ɜ		ɜ	阴平				
5699	阿	阿	o		o	阴平	～彌陀佛			
5700	鞥	鞥	aŋ		aŋ	阴平	器口內斂			
5701	鴉	鸦	o		o	阴平				
5702	鵪	鹌	ø		ø	阴平				
5703	鶯	莺	ɛ		ɛ	阴平	黃～			
5704	鷗	鸥	au		au	阴平				
5705	鸚	鹦	ɛ		ɛ	阴平	～哥			
5706	半	半	pø	p	ø	阴去				
5707	報	报	pɜ	p	ɜ	阴去				
5708	嬖	嬖	pei	p	ei	阴去				
5709	屏	屏	peŋ	p	eŋ	阴去	～牆：牆壁			
5710	庇	庇	pei	p	ei	阴去				
5711	怖	怖	pøy	p	øy	阴去				
5712	扮	扮	pa	p	a	阴去				
5713	把	把	po	p	o	阴去	～柄			
5714	拜	拜	pa	p	a	阴去				
5715	播	播	pu	p	u	阴去				
5716	播	播	pøy	p	øy	阴去				
5717	擯	摈	peŋ	p	eŋ	阴去				
5718	柄	柄	peŋ	p	eŋ	阴去				
5719	欛	欛	pa	p	a	阴去	籃兒～			
5720	殯	殡	peŋ	p	eŋ	阴去				
5721	毖	毖	pei	p	ei	阴去				
5722	泵	泵	puɔ	p	uɔ	阴去				
5723	湃	湃	pa	p	a	阴去				
5724	灞	灞	po	p	o	阴去				
5725	爆	爆	puɔ	p	uɔ	阴去	火星～出			
5726	爸	爸	pa	p	a	阴去				
5727	狽	狈	pai	p	ai	阴去				
5728	畀	畀	pei	p	ei	阴去				
5729	痹	痹	pei	p	ei	阴去				
5730	箅	箅	pei	p	ei	阴去				
5731	簸	簸	pai	p	ai	阴去				
5732	簸	簸	pu	p	u	阴去				
5733	糞	粪	paŋ	p	aŋ	阴去	糞鬥，畚箕			
5734	絆	绊	pa	p	a	阴去				
5735	繃	绷	piɛ	p	iɛ	阴去	張緊			
5736	蔽	蔽	pei	p	ei	阴去				
5737	褙	褙	pai	p	ai	阴去	裱～			
5738	謗	谤	puɔ	p	uɔ	阴去				
5739	變	变	pi	p	i	阴去				
5740	豹	豹	puɔ	p	uɔ	阴去				
5741	貝	贝	pai	p	ai	阴去				
5742	賁	贲	pei	p	ei	阴去				
5743	趵	趵	puɔ	p	uɔ	阴去				
5744	蹦	蹦	poŋ	p	oŋ	阴去				
5745	輩	辈	pai	p	ai	阴去				
5746	轡	辔	pei	p	ei	阴去				
5747	迸	迸	piɛ	p	iɛ	阴去				
5748	迸	迸	poŋ	p	oŋ	阴去				
5749	遍	遍	pi	p	i	阴去				
5750	鄙	鄙	pei	p	ei	阴去				
5751	鋇	钡	pai	p	ai	阴去	元素名			
5752	閉	闭	pei	p	ei	阴去				
5753	霸	霸	po	p	o	阴去				
5754	鬢	鬓	peŋ	p	eŋ	阴去				
5755	判	判	pʰø	pʰ	ø	阴去				
5756	嘌	嘌	pʰiɛ	pʰ	iɛ	阴去				
5757	噴	喷	pʰaŋ	pʰ	aŋ	阴去	噴香			
5758	屁	屁	pʰei	pʰ	ei	阴去				
5759	怕	怕	pʰo	pʰ	o	阴去				
5760	拌	拌	pʰa	pʰ	a	阴去	丟；摔			
5761	拼	拼	pʰeŋ	pʰ	eŋ	阴去	～命			
5762	旆	旆	pʰai	pʰ	ai	阴去				
5763	沛	沛	pʰai	pʰ	ai	阴去				
5764	泡	泡	pʰuɔ	pʰ	uɔ	阴去				
5765	泮	泮	pʰø	pʰ	ø	阴去	～宮			
5766	派	派	pʰa	pʰ	a	阴去				
5767	湃	湃	pʰa	pʰ	a	阴去				
5768	炮	炮	pʰuɔ	pʰ	uɔ	阴去				
5769	片	片	pʰi	pʰ	i	阴去				
5770	瓣	瓣	pʰa	pʰ	a	阴去				
5771	皰	疱	pʰuɔ	pʰ	uɔ	阴去				
5772	盼	盼	pʰa	pʰ	a	阴去				
5773	破	破	pʰa	pʰ	a	阴去				
5774	破	破	pʰøy	pʰ	øy	阴去				
5775	碰	碰	pʰoŋ	pʰ	oŋ	阴去				
5776	票	票	pʰiɛ	pʰ	iɛ	阴去				
5777	聘	聘	pʰeŋ	pʰ	eŋ	阴去				
5778	胖	胖	pʰuɔ	pʰ	uɔ	阴去				
5779	袢	袢	pʰø	pʰ	ø	阴去	袷～			
5780	襻	襻	pʰa	pʰ	a	阴去				
5781	譬	譬	pʰei	pʰ	ei	阴去				
5782	配	配	pʰai	pʰ	ai	阴去				
5783	鋪	铺	pʰøy	pʰ	øy	阴去	店～			
5784	霈	霈	pʰai	pʰ	ai	阴去				
5785	騙	骗	pʰi	pʰ	i	阴去				
5786	倒	倒	tɜ	t	ɜ	阴去	～退			
5787	兌	兑	tai	t	ai	阴去				
5788	凍	冻	toŋ	t	oŋ	阴去				
5789	凳	凳	taŋ	t	aŋ	阴去				
5790	到	到	tɜ	t	ɜ	阴去				
5791	剁	剁	tɤu	t	ɤu	阴去				
5792	壋	垱	tuɔ	t	uɔ	阴去				
5793	妒	妒	tøy	t	øy	阴去				
5794	妲	妲	ta	t	a	阴去				
5795	對	对	tai	t	ai	阴去				
5796	帝	帝	tei	t	ei	阴去				
5797	帶	带	ta	t	a	阴去				
5798	店	店	ti	t	i	阴去				
5799	戴	戴	ta	t	a	阴去				
5800	戴	戴	te	t	e	阴去				
5801	擋	挡	tuɔ	t	uɔ	阴去	扶；拿			
5802	擔	担	ta	t	a	阴去	名詞			
5803	斷	断	tø	t	ø	阴去	判～			
5804	旦	旦	ta	t	a	阴去				
5805	棟	栋	toŋ	t	oŋ	阴去				
5806	檔	檔	tuɔ	t	uɔ	阴去				
5807	渧	渧	tei	t	ei	阴去				
5808	煆	煅	tø	t	ø	阴去				
5809	燉	炖	taŋ	t	aŋ	阴去	燉			
5810	當	当	tuɔ	t	uɔ	阴去	典～			
5811	石	石	ta	t	a	阴去	量詞			
5812	碓	碓	tai	t	ai	阴去				
5813	碫	碫	tø	t	ø	阴去	～磨			
5814	窎	窎	tiɛ	t	iɛ	阴去				
5815	締	缔	tei	t	ei	阴去				
5816	蠹	蠹	tøy	t	øy	阴去				
5817	襶	襶	te	t	e	阴去				
5818	訂	订	teŋ	t	eŋ	阴去				
5819	誕	诞	ta	t	a	阴去				
5820	諦	谛	tei	t	ei	阴去				
5821	釘	钉	teŋ	t	eŋ	阴去	動詞			
5822	釣	钓	tiɛ	t	iɛ	阴去				
5823	銱	铞	tiɛ	t	iɛ	阴去				
5824	鍛	锻	tø	t	ø	阴去				
5825	靼	靼	ta	t	a	阴去				
5826	頓	顿	taŋ	t	aŋ	阴去				
5827	點	点	ti	t	i	阴去	提醒			
5828	兔	兔	tʰøy	tʰ	øy	阴去				
5829	剃	剃	tʰei	tʰ	ei	阴去				
5830	吐	吐	tʰøy	tʰ	øy	阴去	嘔～			
5831	唾	唾	tʰai	tʰ	ai	阴去				
5832	太	太	tʰa	tʰ	a	阴去				
5833	套	套	tʰɜ	tʰ	ɜ	阴去				
5834	彖	彖	tʰø	tʰ	ø	阴去	～辭			
5835	態	态	tʰe	tʰ	e	阴去				
5836	探	探	tʰø	tʰ	ø	阴去				
5837	替	替	tʰei	tʰ	ei	阴去				
5838	朓	朓	tʰiɛ	tʰ	iɛ	阴去				
5839	歎	叹	tʰa	tʰ	a	阴去				
5840	汆	汆	tʰaŋ	tʰ	aŋ	阴去	浮在水面			
5841	汰	汰	tʰa	tʰ	a	阴去				
5842	泰	泰	tʰa	tʰ	a	阴去				
5843	涕	涕	tʰei	tʰ	ei	阴去				
5844	添	添	tʰi	tʰ	i	阴去	添米			
5845	炭	炭	tʰa	tʰ	a	阴去				
5846	燙	烫	tʰuɔ	tʰ	uɔ	阴去				
5847	痛	痛	tʰoŋ	tʰ	oŋ	阴去				
5848	瞪	瞪	tʰaŋ	tʰ	aŋ	阴去				
5849	碳	碳	tʰa	tʰ	a	阴去				
5850	糴	籴	tʰiɛ	tʰ	iɛ	阴去				
5851	糶	粜	tʰiɛ	tʰ	iɛ	阴去				
5852	聽	听	tʰeŋ	tʰ	eŋ	阴去	打～			
5853	蛻	蜕	tʰai	tʰ	ai	阴去				
5854	褪	褪	tʰai	tʰ	ai	阴去				
5855	褪	褪	tʰaŋ	tʰ	aŋ	阴去				
5856	貸	贷	tʰe	tʰ	e	阴去				
5857	趟	趟	tʰuɔ	tʰ	uɔ	阴去				
5858	跳	跳	tʰiɛ	tʰ	iɛ	阴去				
5859	退	退	tʰai	tʰ	ai	阴去				
5860	透	透	tʰau	tʰ	au	阴去				
5861	鈦	钛	tʰa	tʰ	a	阴去				
5862	黛	黛	tʰe	tʰ	e	阴去				
5863	□	□	kaŋ	k	aŋ	阴去	煙嗆人			
5864	丐	丐	ke	k	e	阴去				
5865	丱	丱	ka	k	a	阴去				
5866	介	介	ka	k	a	阴去				
5867	個	个	kai	k	ai	阴去				
5868	假	假	ko	k	o	阴去	放～			
5869	價	价	ko	k	o	阴去				
5870	儈	侩	kai	k	ai	阴去				
5871	冓	冓	kau	k	au	阴去				
5872	冠	冠	ky	k	y	阴去	～軍			
5873	劊	刽	kai	k	ai	阴去				
5874	卦	卦	ko	k	o	阴去				
5875	告	告	kɜ	k	ɜ	阴去				
5876	固	固	ku	k	u	阴去				
5877	堿	碱	ka	k	a	阴去				
5878	夠	够	kau	k	au	阴去				
5879	夬	夬	ka	k	a	阴去				
5880	媾	媾	kau	k	au	阴去				
5881	嫁	嫁	ko	k	o	阴去				
5882	屆	届	ka	k	a	阴去				
5883	崮	崮	ku	k	u	阴去				
5884	彀	彀	kau	k	au	阴去				
5885	怪	怪	ka	k	a	阴去				
5886	慣	惯	ka	k	a	阴去				
5887	戒	戒	ka	k	a	阴去				
5888	掛	挂	ko	k	o	阴去				
5889	構	构	kau	k	au	阴去				
5890	攪	搅	kuɔ	k	uɔ	阴去	拌和			
5891	故	故	ku	k	u	阴去				
5892	教	教	kuɔ	k	uɔ	阴去				
5893	旰	旰	ky	k	y	阴去				
5894	更	更	kiɛ	k	iɛ	阴去	～加			
5895	會	会	kai	k	ai	阴去	～計			
5896	杠	杠	kuɔ	k	uɔ	阴去				
5897	架	架	ko	k	o	阴去				
5898	校	校	ka	k	a	阴去	～場巷			
5899	校	校	kuɔ	k	uɔ	阴去	～對			
5900	棍	棍	kaŋ	k	aŋ	阴去				
5901	概	概	ke	k	e	阴去				
5902	構	构	kau	k	au	阴去				
5903	檜	桧	kai	k	ai	阴去				
5904	汞	汞	koŋ	k	oŋ	阴去				
5905	淦	淦	ky	k	y	阴去				
5906	溉	溉	ke	k	e	阴去				
5907	灌	灌	ky	k	y	阴去				
5908	爟	爟	ky	k	y	阴去				
5909	獪	狯	kai	k	ai	阴去				
5910	珓	珓	kuɔ	k	uɔ	阴去	～杯			
5911	瑰	瑰	kai	k	ai	阴去	玫～			
5912	界	界	ka	k	a	阴去				
5913	疥	疥	ka	k	a	阴去				
5914	痼	痼	ku	k	u	阴去				
5915	監	监	ka	k	a	阴去	太～			
5916	盥	盥	ky	k	y	阴去				
5917	祼	祼	ky	k	y	阴去				
5918	稼	稼	ko	k	o	阴去				
5919	窖	窖	kuɔ	k	uɔ	阴去				
5920	紺	绀	ky	k	y	阴去				
5921	絳	绛	kuɔ	k	uɔ	阴去				
5922	繪	绘	kai	k	ai	阴去				
5923	罐	罐	ky	k	y	阴去				
5924	膾	脍	kai	k	ai	阴去				
5925	艮	艮	ky	k	y	阴去				
5926	芥	芥	ka	k	a	阴去				
5927	茛	茛	ky	k	y	阴去				
5928	蓋	盖	kai	k	ai	阴去	～頭紗；腦～髓			
5929	蓋	盖	ke	k	e	阴去				
5930	蚧	蚧	ka	k	a	阴去				
5931	褂	褂	ko	k	o	阴去				
5932	覯	觏	kau	k	au	阴去				
5933	覺	觉	kuɔ	k	uɔ	阴去				
5934	觀	观	ky	k	y	阴去	道～			
5935	解	解	ka	k	a	阴去	起～			
5936	詬	诟	kau	k	au	阴去				
5937	詿	诖	ko	k	o	阴去				
5938	誡	诫	ka	k	a	阴去				
5939	誥	诰	kɜ	k	ɜ	阴去				
5940	諫	谏	ka	k	a	阴去				
5941	謴	謴	kaŋ	k	aŋ	阴去	罵			
5942	貢	贡	koŋ	k	oŋ	阴去				
5943	貫	贯	ky	k	y	阴去				
5944	購	购	kau	k	au	阴去				
5945	贛	赣	koŋ	k	oŋ	阴去				
5946	較	较	kuɔ	k	uɔ	阴去				
5947	過	过	ku	k	u	阴去				
5948	遘	遘	kau	k	au	阴去				
5949	郜	郜	kɜ	k	ɜ	阴去	姓			
5950	酵	酵	kuɔ	k	uɔ	阴去				
5951	鋯	锆	kɜ	k	ɜ	阴去	元素名			
5952	鋸	锯	ku	k	u	阴去	～末			
5953	鋸	锯	køy	k	øy	阴去				
5954	錮	锢	ku	k	u	阴去				
5955	鑒	鉴	ka	k	a	阴去				
5956	間	间	ka	k	a	阴去	～斷			
5957	降	降	kuɔ	k	uɔ	阴去	～落			
5958	雇	雇	ku	k	u	阴去				
5959	顧	顾	ku	k	u	阴去				
5960	駕	驾	ko	k	o	阴去				
5961	骭	骭	ky	k	y	阴去				
5962	鸛	鹳	ky	k	y	阴去				
5963	亢	亢	kʰuɔ	kʰ	uɔ	阴去				
5964	伉	伉	kʰuɔ	kʰ	uɔ	阴去				
5965	劊	刽	kʰai	kʰ	ai	阴去				
5966	勘	勘	kʰø	kʰ	ø	阴去				
5967	去	去	kʰei	kʰ	ei	阴去	白			
5968	去	去	kʰe	kʰ	e	阴去	損失			
5969	叩	叩	kʰau	kʰ	au	阴去				
5970	喟	喟	kʰai	kʰ	ai	阴去				
5971	噲	哙	kʰa	kʰ	a	阴去				
5972	囥	囥	kʰuɔ	kʰ	uɔ	阴去				
5973	塊	块	kʰai	kʰ	ai	阴去				
5974	墈	墈	kʰø	kʰ	ø	阴去	～上，地名			
5975	壙	圹	kʰuɔ	kʰ	uɔ	阴去				
5976	寇	寇	kʰau	kʰ	au	阴去				
5977	崁	崁	kʰø	kʰ	ø	阴去	赤～，地名			
5978	嵌	嵌	kʰa	kʰ	a	阴去				
5979	巋	岿	kʰai	kʰ	ai	阴去				
5980	庫	库	kʰu	kʰ	u	阴去				
5981	快	快	kʰa	kʰ	a	阴去				
5982	愧	愧	kʰai	kʰ	ai	阴去				
5983	愾	忾	kʰe	kʰ	e	阴去				
5984	慨	慨	kʰe	kʰ	e	阴去				
5985	慷	慷	kʰuɔ	kʰ	uɔ	阴去				
5986	扣	扣	kʰau	kʰ	au	阴去				
5987	抗	抗	kʰuɔ	kʰ	uɔ	阴去				
5988	控	控	kʰoŋ	kʰ	oŋ	阴去				
5989	擴	扩	kʰuɔ	kʰ	uɔ	阴去				
5990	曠	旷	kʰuɔ	kʰ	uɔ	阴去				
5991	炕	炕	kʰuɔ	kʰ	uɔ	阴去				
5992	犒	犒	kʰɜ	kʰ	ɜ	阴去				
5993	看	看	kʰø	kʰ	ø	阴去				
5994	瞰	瞰	kʰa	kʰ	a	阴去				
5995	磡	磡	kʰø	kʰ	ø	阴去	田～			
5996	礦	矿	kʰuɔ	kʰ	uɔ	阴去				
5997	空	空	kʰoŋ	kʰ	oŋ	阴去	虧～			
5998	筘	筘	kʰau	kʰ	au	阴去				
5999	筷	筷	kʰa	kʰ	a	阴去				
6000	纊	纩	kʰuɔ	kʰ	uɔ	阴去				
6001	蒯	蒯	kʰa	kʰ	a	阴去				
6002	蔻	蔻	kʰau	kʰ	au	阴去				
6003	薧	薧	kʰau	kʰ	au	阴去	小魚幹			
6004	褲	裤	kʰu	kʰ	u	阴去				
6005	課	课	kʰu	kʰ	u	阴去				
6006	鄺	邝	kʰuɔ	kʰ	uɔ	阴去				
6007	鈧	钪	kʰuɔ	kʰ	uɔ	阴去	元素名			
6008	銬	铐	kʰau	kʰ	au	阴去				
6009	闞	阚	kʰa	kʰ	a	阴去				
6010	靠	靠	kʰɜ	kʰ	ɜ	阴去				
6011	□	□	ʔji	ʔj	i	阴去	<貝匽>比長短			
6012	□	□	ʔvai	ʔv	ai	阴去	<疒@畏>疲倦			
6013	侑	侑	ʔjiau	ʔj	iau	阴去				
6014	億	亿	ʔji	ʔj	i	阴去				
6015	印	印	ʔjiaŋ	ʔj	iaŋ	阴去				
6016	厭	厌	ʔji	ʔj	i	阴去				
6017	喂	喂	ʔvu	ʔv	u	阴去				
6018	堰	堰	ʔji	ʔj	i	阴去				
6019	壅	壅	ʔjyɔ	ʔj	yɔ	阴去	施肥；糞肥			
6020	宴	宴	ʔji	ʔj	i	阴去				
6021	尉	尉	ʔvu	ʔv	u	阴去				
6022	幼	幼	ʔjiau	ʔj	iau	阴去				
6023	蔭	荫	ʔjiaŋ	ʔj	iaŋ	阴去	墳～			
6024	怨	怨	ʔjy	ʔj	y	阴去				
6025	意	意	ʔji	ʔj	i	阴去				
6026	慰	慰	ʔvu	ʔv	u	阴去				
6027	憶	忆	ʔji	ʔj	i	阴去				
6028	應	应	ʔjiaŋ	ʔj	iaŋ	阴去	反～			
6029	按	按	ʔjy	ʔj	y	阴去				
6030	映	映	ʔjiaŋ	ʔj	iaŋ	阴去	反～			
6031	案	案	ʔjy	ʔj	y	阴去				
6032	樣	样	ʔji	ʔj	i	阴去	～子			
6033	熨	熨	ʔjioŋ	ʔj	ioŋ	阴去				
6034	燕	燕	ʔji	ʔj	i	阴去				
6035	畏	畏	ʔvai	ʔv	ai	阴去				
6036	畏	畏	ʔvu	ʔv	u	阴去				
