字頭	聲紐	呼	等	韻部	聲調	組	攝	聲母	韻母	聲調	備註	
豸	澄	開	三	支B	上	知	止	z	i	5	蟲~	1
重	澄	開	三	鍾	平	知	通	z	ung	4	~複	
軸	澄	開	三	東	入	知	通	z	uk	9		
宙	澄	開	三	尤	去	知	流	z	au	6		
紂	澄	開	三	尤	上	知	流	z	au	5		
逐	澄	開	三	東	入	知	通	z	uk	9	文讀：驅~	
住	澄	合	三	虞	去	知	遇	z	yu	6		
佇	澄	開	三	魚	上	知	遇	z	yu	5		
杼	澄	開	三	魚	上	知	遇	z	yu	5		
柱	澄	合	三	虞	上	知	遇	z	yu	5		
賺	澄	開	二	咸	去	知	咸	z	on	6		
撞	澄	開	二	江	去	知	江	z	ong	6		
幢	澄	開	二	江	去	知	江	z	ong	6		
歲	心	合	三	祭A	去	精	蟹	sl	ui	3		
贅	章	合	三	祭A	去	章	蟹	z	ui	3		
濁	澄	開	二	江	入	知	江	z	ok	10		
懲	澄	開	三	蒸	平	知	曾	z	ing	4		
晁	澄	開	三	宵B	平	知	效	z	iu	4		
澄	澄	開	二	庚	平	知	梗	z	ing	4		
疇	澄	開	三	尤	平	知	流	z	au	4		
躊	澄	開	三	尤	平	知	流	z	au	4		
躇	澄	開	三	魚	平	知	遇	z	yu	4		
朕	澄	開	三	侵B	上	知	深	z	am	6		
緻	澄	開	三	脂B	去	知	止	z	i	6		
擲	澄	開	三	清B	入	知	梗	z	ik	9		
胄	澄	開	三	尤	去	知	流	z	au	6		
冑	澄	開	三	尤	去	知	流	z	au	6		
筑	澄	開	三	東	入	知	通	z	uk	7	貴陽市簡稱；樂器	
擢	澄	開	二	江	入	知	江	z	ok	10		
濯	澄	開	二	肴	去	知	效	z	ok	10		
廂	心	開	三	陽	平	精	宕	sl	aa	1		
湘	心	開	三	陽	平	精	宕	sl	aa	1		
查	崇	開	二	佳	平	莊	蟹	z	o	4		
潺	崇	開	二	山	平	莊	山	z	on	4		0
巢	崇	開	二	肴	平	莊	效	z	ou	4		
鋤	崇	開	三	魚	平	莊	遇	z	eo	4		
涂	定	合	一	模	平	定	遇	d	u	4		
乍	崇	開	二	麻	去	莊	假	z	o	3	忽也，猝也	
嶄	崇	開	二	咸	上	莊	咸	z	om	2		
棧	崇	開	二	山	上	莊	山	z	on	6		
箱	心	開	三	陽	平	精	宕	sl	aa	1		
屠	定	合	一	模	平	定	遇	d	u	4		
撰	崇	合	二	刪	上	莊	山	z	yun	5		0
狀	崇	開	三	陽	去	莊	宕	z	ong	6	形~|奬~|~元	
襄	心	開	三	陽	平	精	宕	sl	aa	1		
朮	澄	合	三	真B	入	知	臻	z	at	9		
嘈	從	開	一	豪	平	精	效	z	ou	4		
想	心	開	三	陽	上	精	宕	sl	aa	2		
僮	定	開	一	東	平	端	通	z	ong	6	~族	
蛻	透	合	一	泰	去	端	蟹	t	ui	3		
佔	端	開	四	添	平	端	咸	z	im	3		
竺	知	開	三	東	入	知	通	z	uk	7		
串	見	合	二	刪	去	見	山	c	yun	3		
棘	見	開	三	蒸	入	見	曾	c	ik	7		
襟	見	開	三	侵B	平	見	深	c	am	1		
砝	見	開	一	談	入	見	咸	f	ot	8		
車	見	開	四	魚	平	見	遇	g	yu	1	象棋	
嘎	見	開	二	山	入	見	山	g	ap	9	擬鴨叫	
尬	見	開	二	皆	去	見	蟹	g	oi	3		
該	見	開	一	咍	平	見	蟹	g	oi	1		
改	見	開	一	咍	上	見	蟹	g	oi	2		
蓋	見	開	一	泰	去	見	蟹	g	oi	3		
甘	見	開	一	談	平	見	咸	g	om	1		
肝	見	開	一	寒	平	見	山	g	on	1		
柑	見	開	一	談	平	見	咸	g	om	1		
竿	見	開	一	寒	平	見	山	g	on	1		
尷	見	開	二	咸	平	見	咸	g	om	1		
杆	見	開	一	寒	去	見	山	g	on	2		
敢	見	開	一	談	上	見	咸	g	om	2		
稈	見	開	一	寒	上	見	山	g	on	2		
感	見	開	一	覃	上	見	咸	g	om	2		
趕	見	開	一	寒	上	見	山	g	on	1		
橄	見	開	一	談	上	見	咸	g	om	2		
干	見	開	一	寒	平	見	山	g	on	1		
幹	見	開	一	寒	去	見	山	g	on	3		
稅	書	合	三	祭A	去	章	蟹	s	ui	3		
綴	知	合	三	祭B	去	知	蟹	z	ui	3	縫合；連接；著作；装飾	
春	昌	合	三	真A	平	章	臻	c	an	1		
肛	見	開	二	江	平	見	江	g	ong	1		
蠢	昌	合	三	真A	上	章	臻	c	an	2		
岡	見	開	一	唐	平	見	宕	g	ong	1		
嗟	精	開	三	麻	平	精	假	z	e	1		
揪	精	開	三	尤	平	精	流	z	iu	5		
圳	精	開	三	侵A	去	精	深	z	an	3	深~：地名，在廣東	
雛	崇	合	三	虞	平	莊	遇	z	u	4		
擦	清	開	一	寒	入	精	山	z	ot	10	白讀	
擦	清	開	一	寒	入	精	山	z	oet	10	白讀	
仇	群	開	三	尤	平	見	流	z	au	4	姓	1
及	群	開	三	侵B	入	見	深	z	ap	9		1
臼	群	開	三	尤	上	見	流	z	au	5		1
桕	群	開	三	尤	上	見	流	z	au	5		
舅	群	開	三	尤	上	見	流	z	au	5		1
舊	群	開	三	尤	去	見	流	z	au	6		1
碾	娘	開	三	仙B	去	知	山	l	in	2	訓讀	
拿	娘	開	二	麻	平	知	假	n	o	4		
拿	娘	開	二	麻	平	知	假	n	o	1	用於「~穩」「十~九穩」	
吶	娘	合	三	仙B	入	知	山	n	op	10		
奶								n	oi	1	二~|師~	
奶	娘	開	二	佳	上	知	蟹	n	oi	5		
喃	娘	開	二	咸	平	知	咸	n	om	1		
呶	娘	開	二	肴	平	知	效	n	ou	4	暄囂，熱鬧	
鬧	娘	開	二	肴	去	知	效	n	eou	6		
呢	娘	開	四	脂B	平	知	止	n	e	02	句尾疑問語氣助詞，用法與普通話大致同	
池	澄	開	三	支B	平	知	止	z	i	4		
持	澄	開	三	之	平	知	止	z	i	4		
馳	澄	開	三	支B	平	知	止	z	i	4		
匿	娘	開	三	蒸	入	知	曾	n	ik	9		
膩	娘	開	三	脂B	去	知	止	n	ai	6		
黏	娘	開	三	鹽B	平	知	咸	n	im	1		
削	心	開	三	陽	入	精	宕	sl	aa	2		
嫦	常	開	三	陽	平	章	宕	s	aa	4		
聶	娘	開	三	鹽B	入	知	咸	n	ep	10		
躡	娘	開	三	鹽B	入	知	咸	n	ep	10		
獰	娘	開	二	庚	平	知	梗	n	ing	4		
檸	娘	開	二	庚	上	知	梗	n	ing	4		
扭	娘	開	三	尤	上	知	流	n	au	2		
紐	娘	開	三	尤	上	知	流	n	au	5		
鈕	娘	開	三	尤	上	知	流	n	au	5		
濃	娘	開	三	鍾	平	知	通	n	ung	4		
女	娘	開	三	魚	上	知	遇	n	yu	5		
償	常	開	三	陽	平	章	宕	s	aa	4		
粘	娘	開	三	鹽B	平	知	咸	n	im	1		
剛	見	開	一	唐	平	見	宕	g	ong	1		
恢	溪	合	一	灰	平	見	蟹	w	ui	1		
暱	娘	開	三	真B	入	知	臻	n	ik	9		
曾	精	開	一	登	平	精	曾	dd	ang	1	姓	
撮	精	合	一	寒	入	精	山	dd	yut	7		0
積	精	開	三	支A	去	精	止	dd	ik	7		
即	精	開	三	蒸	入	精	曾	dd	ik	7		
脊	精	開	三	清A	入	精	梗	dd	ik	7		
擠	精	開	四	齊	平	精	蟹	dd	ai	1		
祭	精	開	三	祭A	去	精	蟹	dd	ai	3		
跡	精	開	三	清A	入	精	梗	dd	ik	7		
際	精	開	三	祭A	去	精	蟹	dd	ai	3		
圭	見	合	四	齊	平	見	蟹	gw	ai	1		
濟	精	開	四	齊	上	精	蟹	dd	ai	3		
績	精	開	四	青	入	精	梗	dd	ik	7		
蹟	精	開	三	清A	入	精	梗	dd	ik	7		
尖	精	開	三	鹽A	平	精	咸	dd	im	1		
煎	精	開	三	仙A	平	精	山	dd	in	1		
煎	精	開	三	仙A	平	精	山	dd	in	3	（用肥肉）煉油	
箋	精	開	四	先	平	精	山	dd	in	1		
剪	精	開	三	仙A	上	精	山	dd	in	2		
翦	精	開	三	仙A	上	精	山	dd	in	2		
漸	從	開	三	鹽A	上	精	咸	d	im	6		
箭	精	開	三	仙A	去	精	山	dd	in	3		
薦	精	開	四	先	去	精	山	dd	in	3		
祥	邪	開	三	陽	平	精	宕	d	aa	4		
翔	邪	開	三	陽	平	精	宕	d	aa	4		
象	邪	開	三	陽	上	精	宕	d	aa	5	一種動物	
象	邪	開	三	陽	上	精	宕	d	aa	6	印~	
像	邪	開	三	陽	上	精	宕	d	aa	5	似	
像	邪	開	三	陽	上	精	宕	d	aa	6	雕~，偶~	
橡	邪	開	三	陽	上	精	宕	d	aa	6		
椒	精	開	三	宵A	平	精	效	dd	iu	1		
焦	精	開	三	宵A	平	精	效	dd	iu	1		
蕉	精	開	三	宵A	平	精	效	dd	iu	1		
剿	精	開	三	小	上	精	效	dd	iu	2		
接	精	開	三	鹽A	入	精	咸	dd	ip	7		
節	精	開	四	先	入	精	山	dd	it	7		
姐	精	開	三	麻	上	精	假	dd	e	2		
借	精	開	三	麻	去	精	假	dd	e	3		
津	精	開	三	真A	平	精	臻	dd	an	1		
晉	精	開	三	真A	去	精	臻	dd	an	3		
進	精	開	三	真A	去	精	臻	dd	an	3		
晶	精	開	三	清A	平	精	梗	dd	ing	1		
睛	精	開	三	清A	平	精	梗	dd	ing	1		
精	精	開	三	清A	平	精	梗	dd	ing	1		
井	精	開	三	清A	上	精	梗	dd	ing	2		
酒	精	開	三	尤	上	精	流	dd	au	2		
俊	精	合	三	真A	去	精	臻	dd	an	3		
駿	精	合	三	真A	去	精	臻	dd	an	3		
庠	邪	開	三	陽	平	精	宕	d	aa	4		
災	精	開	一	咍	平	精	蟹	dd	oi	1		
哉	精	開	一	咍	平	精	蟹	dd	oi	1		
栽	精	開	一	咍	平	精	蟹	dd	oi	1		
仔	精	開	一	咍	上	精	蟹	dd	ai	2	牛~	
遲	澄	開	三	脂B	平	知	止	z	i	4		
宰	精	開	一	咍	上	精	蟹	dd	oi	2		
載								dd	oi	2	年	
載	精	開	一	咍	上	精	蟹	dd	oi	3	裝~|記~	
再	精	開	一	咍	去	精	蟹	dd	oi	3		
贊	精	開	一	寒	去	精	山	dd	on	3		
讚	精	開	一	寒	去	精	山	dd	on	3		
贓	精	開	一	唐	平	精	宕	dd	ong	1		
髒	精	開	一	唐	上	精	宕	dd	ong	3		
葬	精	開	一	唐	去	精	宕	dd	ong	3		
遭	精	開	一	豪	平	精	效	dd	eou	1		
糟	精	開	一	豪	平	精	效	dd	eou	1	甜~	
早	精	開	一	豪	上	精	效	dd	eou	2		
蚤	精	開	一	豪	上	精	效	dd	eou	2		
棗	精	開	一	豪	上	精	效	dd	eou	2		
澡	精	開	一	豪	上	精	效	dd	eou	2		
灶	精	開	一	豪	去	端	效	dd	eou	3		
則	精	開	一	登	入	精	曾	dd	ak	7		
增	精	開	一	登	平	精	曾	dd	ang	1		
憎	精	開	一	登	平	精	曾	dd	ang	1		
治	澄	開	三	脂	去	知	止	z	i	6		
侈	昌	開	三	支A	上	章	止	c	i	2		
齒	昌	開	三	之	上	章	止	c	i	2		
稚	澄	開	三	脂B	去	知	止	z	i	5		
峙	澄	開	三	之	上	知	止	z	i	5		
尼	娘	開	三	脂B	平	知	止	n	i	4		
你	娘	開	三	之	上	知	止	n	i	5		
仔	精	開	三	之	上	精	止	dd	i	2	~細	
姿	精	開	三	脂A	平	精	止	dd	i	1		
宗	精	合	一	冬	平	精	通	dd	ung	1		
棕	精	開	一	東	去	精	通	dd	ung	3		
綜	精	合	一	冬	去	精	通	dd	ung	1		
蹤	精	開	三	鍾	平	精	通	dd	ung	1		
總	精	開	一	東	上	精	通	dd	ung	2		
粽	精	開	一	東	去	精	通	dd	ung	3		
縱	精	開	三	鍾	平	精	通	dd	ung	1	見1959年字表	
縱	精	開	三	鍾	去	精	通	dd	ung	3	文讀，見1959年字表	
縱	精	開	三	鍾	上	精	通	dd	ung	2	又讀，見《玉林市志》。《康》又足勇切，音褷。	
走	精	開	一	侯	上	精	流	dd	au	2		
奏	精	開	一	侯	去	精	流	dd	au	3		
揍	精	開	一	侯	去	精	流	dd	au	3		
助	崇	開	三	魚	去	莊	遇	z	u	6		
足	精	合	三	虞	去	精	遇	dd	uk	7		
卒	精	合	三	真A	入	精	臻	dd	at	7		
組	精	開	一	模	上	精	遇	z	u	2		
鑽	精	合	一	寒	平	精	山	dd	yun	1		
鑽	精	合	一	桓	去	精	山	dd	yun	3		
盔	溪	合	一	灰	平	見	蟹	w	ui	1		
魁	溪	合	一	灰	平	見	蟹	w	ui	1		
徊	匣	合	一	灰	平	影	蟹	w	ui	4		1
尊	精	合	一	魂	平	精	臻	dd	yun	1		
遵	精	合	三	真A	平	精	臻	dd	yun	1		
左	精	開	一	歌	上	精	果	dd	eo	2		
佐	精	開	一	歌	去	精	果	dd	eo	2		
作	精	開	一	模	去	精	遇	dd	ok	8		
租	精	開	一	模	平	精	遇	dd	u	1		
旌	精	開	三	清	平	精	梗	sl	ing	1		
縱	精	開	三	鍾	去	精	通	sl	ung	2	放~。見《玉林话研究》	
唧	精	開	三	真A	入	精	臻	dd	ik	7		
槽	從	開	一	豪	平	精	效	d	eou	4		
灒	精	開	三	仙	去	精	山	d	en	6	濺	
濺	精	開	三	仙	去	精	山	d	in	6	文讀	
睫	精	開	三	鹽A	入	精	咸	d	ep	10		
琴	群	開	三	侵B	平	見	深	z	am	4		1
禽	群	開	三	侵B	平	見	深	z	am	4		1
擒	群	開	三	侵B	平	見	深	z	am	4		1
求	群	開	三	尤	平	見	流	z	au	4		
挫	精	合	一	歌	去	精	果	t	oe	3		
挫								dd	e	1	用手指按	
章	章	開	三	陽	平	章	宕	z	aa	1		
蜻	清	開	四	青	平	精	梗	t	ing	1		
彰	章	開	三	陽	平	章	宕	z	aa	1		
躁	精	開	一	豪	去	精	效	t	eou	3		
樅	精	開	三	鍾	平	精	通	dd	ung	1	~陽：地名，在安徽	
樅	清	開	三	鍾	平	精	通	t	ung	1	樹名	
蹙	精	開	三	東	入	精	通	t	uk	7		
浹	精	開	四	添	入	精	咸	l	op	8		
癤	精	開	四	先	入	精	山	dd	it	7		
菁	精	開	三	清A	平	精	梗	dd	ing	1		
婥	昌	開	三	藥	入	章	宕	c	ok	8		
藻	精	開	一	豪	上	精	效	dd	eou	2		
滋	精	開	三	之	平	精	止	dd	i	1		
浸	精	開	三	侵A	去	精	深	dd	am	3		
竣	清	合	三	真A	平	精	臻	dd	an	3		
崗	見	開	一	唐	平	見	宕	g	ong	1		
臉	清	開	三	鹽A	平	精	咸	l	im	5		
沁	清	開	三	侵A	去	精	深	sl	am	2		
樟	章	開	三	陽	平	章	宕	z	aa	1		
掌	章	開	三	陽	上	章	宕	z	aa	2		
簇	清	開	一	東	入	精	通	d	uk	9	見《玉林市志》	
詮	清	合	三	仙A	平	精	山	d	yun	4		
銓	清	合	三	仙A	平	精	山	d	yun	4		
球	群	開	三	尤	平	見	流	z	au	4		
毬	群	開	三	尤	平	見	流	z	au	4		
擦	清	開	一	寒	入	精	山	t	ot	8	搓（雙掌反復摩擦）；摩挲；擦拭。本字可能是「攃」或「礤」（也就上古多个r少个r的區别（（（	
采	清	開	一	咍	上	精	蟹	t	oi	2		
採	清	開	一	咍	上	精	蟹	t	oi	2		
彩	清	開	一	咍	上	精	蟹	t	oi	2		
睬	清	開	一	咍	上	精	蟹	t	oi	2		
綵	清	開	一	咍	上	精	蟹	t	oi	2		
菜	清	開	一	咍	去	精	蟹	t	oi	3		
蔡	清	開	一	泰	去	精	蟹	t	oi	3		
參	清	開	一	覃	平	精	咸	t	om	1	~加	
參	初	開	三	侵	平	莊	深	c	om	1	~差	
餐	清	開	一	寒	平	精	山	t	on	1		
慘	清	開	一	覃	上	精	咸	t	om	2		
倉	清	開	一	唐	平	精	宕	t	ong	1		
蒼	清	開	一	唐	平	精	宕	t	ong	1		
滄	清	開	一	唐	平	精	宕	t	ong	1		
艙	清	開	一	唐	平	精	宕	t	ong	1		
操	清	開	一	豪	平	精	效	t	eou	1		
糙	清	開	一	豪	去	精	效	t	eou	3		
草	清	開	一	豪	上	精	效	t	eou	2		
赤	清	開	四	錫	入	精	梗	t	ik	7	~腳	
資	精	開	三	脂A	平	精	止	dd	i	1		
諮	精	開	三	脂A	平	精	止	dd	i	1		
子	精	開	三	之	上	精	止	dd	i	2		
姊	精	開	三	脂A	上	精	止	dd	i	2		
刺								t	ik	7	以針繡物	
匆	清	開	一	東	平	精	通	t	ung	1		
囪	清	開	一	東	平	精	通	t	ung	1		
蔥	清	開	一	東	平	精	通	t	ung	1		
聰	清	開	一	東	平	精	通	t	ung	1		
湊	清	開	一	侯	去	精	流	t	au	3		
促	清	開	三	鍾	入	精	通	t	uk	7		
祖	精	開	一	模	上	精	遇	dd	u	2		
回	匣	合	一	灰	平	影	蟹	w	ui	4		1
迴	匣	合	一	灰	平	影	蟹	w	ui	4		1
洄	匣	合	一	灰	平	影	蟹	w	ui	4		1
灰	曉	合	一	灰	平	影	蟹	w	ui	1		
悔	曉	合	一	灰	上	影	蟹	w	ui	2		
村	清	合	一	魂	平	精	臻	t	yun	1		
忖	清	合	一	魂	上	精	臻	d	yun	4		
寸	清	合	一	魂	去	精	臻	t	yun	3		
搓	清	開	一	歌	平	精	果	t	eo	1		
做	精	開	一	模	去	精	遇	dd	u	3		
錯	清	開	一	模	去	精	遇	t	ok	8		
緝	清	開	三	侵A	入	精	深	t	ap	7		
七	清	開	三	真A	入	精	臻	t	at	7		
妻	清	開	四	齊	平	精	蟹	t	ai	1		
柒	清	開	三	真A	入	精	臻	t	at	7		
戚	清	開	四	青	入	精	梗	t	ik	7		
淒	清	開	四	齊	平	精	蟹	t	ai	1		
漆	清	開	三	真A	入	精	臻	t	at	7		
砌	清	開	四	齊	去	精	蟹	t	ai	3		
千	清	開	四	先	平	精	山	t	in	1		
仟	清	開	四	先	平	精	山	t	in	1		
遷	清	開	三	仙A	平	精	山	t	im	1		
簽	清	開	三	鹽A	平	精	咸	t	im	1		
籤	清	開	三	鹽A	平	精	咸	t	im	1		
淺	清	開	三	仙	上	精	山	t	in	2		
障	章	開	三	陽	去	章	宕	z	aa	3		
閶	昌	開	三	陽	平	章	宕	c	aa	1		
暢	徹	開	三	陽	去	知	宕	c	aa	2		
悄	清	開	三	宵A	上	精	效	t	iu	2		
俏	清	開	三	宵A	去	精	效	t	iu	3		
峭	清	開	三	宵A	去	精	效	t	iu	3		
切	清	開	四	齊	去	精	蟹	t	it	7		
且	清	開	三	麻	上	精	假	t	e	2		
妾	清	開	三	鹽A	入	精	咸	t	ip	7		
竊	清	開	四	先	入	精	山	t	ip	7		
侵	清	開	三	侵A	平	精	深	t	am	1		
寢	清	開	三	侵A	上	精	深	t	am	2		
青	清	開	四	青	平	精	梗	t	ing	1		
清	清	開	三	清A	平	精	梗	t	ing	1		
親	清	開	三	真A	平	精	臻	t	an	1		
秋	清	開	三	尤	平	精	流	t	au	1		
鰍	清	開	三	尤	平	精	流	t	au	1		
蛆	清	開	三	魚	平	精	遇	t	yu	1		
趨	清	合	三	虞	平	精	遇	t	yu	1		
取	清	合	三	虞	上	精	遇	t	yu	2		
醋	清	開	一	模	去	精	遇	t	u	3		
娶	清	合	三	虞	去	精	遇	t	yu	2	文讀	
趣	清	開	一	侯	上	精	流	t	yu	3		
悵	徹	開	三	陽	去	知	宕	c	aa	3		
造	清	開	一	豪	去	精	效	t	eou	3	~詣|~訪|~次|登峰~極	
造								d	eou	6	農作物一年成熟的次數：一年兩~	
綽	昌	開	三	陽	入	章	宕	c	ok	8		
闡	昌	開	三	仙A	上	章	山	c	in	2		
燦	清	開	一	寒	去	精	山	t	on	2		
上	常	開	三	陽	上	章	宕	s	aa	5	~山	
上	常	開	三	陽	去	章	宕	s	aa	6	山~	
瞋	昌	開	三	真A	平	章	臻	c	an	1		
璨	清	開	一	寒	去	精	山	t	on	3		
蹴	清	開	三	東	入	精	通	t	uk	7		
賄	曉	合	一	灰	上	影	蟹	w	ui	2	《广西通志·汉语方言志》及1959年字表中的記音	
磋	清	合	一	戈	去	精	果	t	oe	3		
蹉	清	開	一	歌	平	精	果	t	eo	1		
措	清	開	一	模	去	精	遇	t	u	3		
沮	清	開	三	魚	平	精	遇	dd	yu	1	河流	
沮	從	開	三	魚	上	精	遇	dd	yu	2	~喪	
沏	清	開	四	先	入	精	山	t	it	7		
萋	清	開	四	齊	平	精	蟹	t	ai	1		
悽	清	開	四	齊	平	精	蟹	t	ai	1		
阡	清	開	四	先	平	精	山	t	in	1		
塹	清	開	三	鹽A	去	精	咸	t	im	3		
尚	常	開	二	陽	去	章	宕	s	aa	5	~且	
沁	清	開	三	侵A	去	精	深	t	am	3		
覷	清	開	三	魚	去	精	遇	t	yu	3		
痊	清	合	三	仙A	平	精	山	d	yun	4		
蹲	從	合	一	魂	平	精	臻	dd	yun	1		
荐	從	開	四	先	去	精	山	dd	in	3		
踐	從	開	三	仙A	上	精	山	dd	in	2		
誨	曉	合	一	灰	去	影	蟹	w	ui	2	見《玉林话研究》	
樵	從	開	三	宵A	平	精	效	dd	iu	1		
瞧	從	開	三	宵A	平	精	效	dd	iu	1		
鬃	從	合	一	冬	平	精	通	dd	ung	1		
叢	從	開	一	東	平	精	通	sl	ung	1	見1959年字表	
才	從	開	一	咍	平	精	蟹	d	oi	4		
材	從	開	一	咍	平	精	蟹	d	oi	4		
財	從	開	一	咍	平	精	蟹	d	oi	4		
裁	從	開	一	咍	平	精	蟹	d	oi	4		
殘	從	開	一	寒	平	精	山	d	on	4		
慚	從	開	一	談	平	精	咸	d	im	4		
蠶	從	開	一	覃	平	精	咸	d	om	4		
藏	從	開	一	唐	平	精	宕	d	ong	4	~匿	
藏	從	開	一	唐	去	精	宕	d	ong	6	西~|寳~|~經閣	
曹	從	開	一	豪	平	精	效	d	eou	4		
曾	從	開	一	登	平	精	曾	d	ang	4		
層	從	開	一	登	平	精	曾	d	ang	4		
梓	精	開	三	之	上	精	止	dd	i	2		
紫	精	開	三	支A	上	精	止	dd	i	2		
恣	精	開	三	脂A	去	精	止	dd	i	3	兇惡	
從	從	開	三	鍾	平	精	通	d	ung	4		
叢	從	開	一	東	平	精	通	d	ung	4	見《玉林市志》	
存	從	合	一	魂	平	精	臻	d	yun	4		
疾	從	開	三	真A	入	精	臻	d	at	9		
集	從	開	三	侵A	入	精	深	d	ap	9		
藉	從	開	三	麻	去	精	假	d	ik	9		
籍	從	開	三	清A	入	精	梗	d	ik	9		
寂	從	開	四	青	入	精	梗	d	ik	9		
賤	從	開	三	仙A	去	精	山	d	in	6		
灒								d	on	6	濺	
踐	從	開	三	仙A	上	精	山	d	en	6	白讀。跺腳	
倀	徹	開	三	陽	平	知	宕	c	aa	1		
捷	從	開	三	鹽A	入	精	咸	d	ep	10		
截	從	開	四	先	入	精	山	d	et	10		
盡	從	開	三	真A	上	精	臻	d	an	5		
淨	從	開	三	清A	去	精	梗	d	ing	6		
靖	從	開	三	清A	上	精	梗	d	ing	5		
靖								d	ing	6	六~ ：地名，在北流，原名「六淨」	
靜	從	開	三	清A	上	精	梗	d	ing	5		
就	從	開	三	尤	去	精	流	d	au	6		
聚	從	合	三	虞	上	精	遇	d	yu	5		
絕	從	合	三	仙A	入	精	山	d	oet	10		
齊	從	開	四	齊	平	精	蟹	d	ai	4		
臍	從	開	四	齊	平	精	蟹	d	ai	4		
前	從	開	四	先	平	精	山	d	in	4		
潛	從	開	三	鹽A	平	精	咸	d	im	4		
錢	從	開	三	仙A	平	精	山	d	in	4		
鬯	徹	開	三	陽	去	知	宕	c	aa	3		
尚	常	開	三	陽	去	章	宕	s	aa	6	和~|崇~|~書	
秦	從	開	三	真A	平	精	臻	d	an	4		
情	從	開	三	清A	平	精	梗	d	ing	4		
晴	從	開	三	清A	平	精	梗	d	ing	4		
全	從	合	三	仙A	平	精	山	d	yun	4		
泉	從	合	三	仙A	平	精	山	d	yun	4		
砸	從	開	一	寒	入	精	山	d	ot	10		
雜	從	開	一	覃	入	精	咸	d	op	10		
在	從	開	一	咍	上	精	蟹	d	oi	5		
暫	從	開	一	談	去	精	咸	z	om	6		
暫	從	開	一	談	去	精	咸	d	om	6		
暫	從	開	一	談	去	精	咸	d	im	6		
鑿	從	開	一	東	入	精	通	d	ok	10		
皂	從	開	一	豪	上	精	效	d	eou	5		
造	從	開	一	豪	上	精	效	d	eou	5	創~	
賊	從	開	一	登	入	精	曾	d	ak	9		
贈	從	開	一	登	去	精	曾	d	ang	6		
孜	精	開	三	之	平	精	止	dd	i	1		
雌	清	開	三	支A	平	精	止	t	i	1		
此	清	開	三	支A	上	精	止	t	i	2		
族	從	開	一	東	入	精	通	d	uk	9		
晦	曉	合	一	灰	去	影	蟹	w	ui	3		
昨	從	開	一	唐	入	精	宕	d	ok	10		
坐	從	合	一	歌	上	精	果	d	oe	5		
座	從	合	一	歌	去	精	果	d	oe	6		
澀	生	開	三	侵B	入	莊	深	z	op	8	又讀	
澀	生	開	三	侵B	入	莊	深	z	op	10	又讀	
次	清	開	三	脂A	去	精	止	t	i	3		
娶	清	合	三	虞	去	精	遇	t	u	2	白讀	
惠	匣	合	四	齊	去	影	蟹	j	ui	6		1
輯	從	開	三	侵A	入	精	深	t	ap	7		
裳	常	開	三	陽	平	章	宕	s	aa	4		
請	從	開	三	清A	平	精	梗	t	ing	2		
賊	從	開	一	登	入	精	曾	t	ak	9	又讀	
刺	清	開	三	支A	去	精	止	t	i	3		
淙	從	合	一	冬	平	精	通	d	ung	4		
慧	匣	合	四	齊	去	影	蟹	j	ui	6		1
蕙	匣	合	四	齊	去	影	蟹	j	ui	6		1
嫉	從	開	三	脂A	去	精	止	d	at	9		
瘠	從	開	三	清A	入	精	梗	d	ik	9		
餞	從	開	三	仙A	上	精	山	dd	in	2		
阱	從	開	三	清A	上	精	梗	d	ing	5		
鷲	從	開	三	尤	去	精	流	d	au	6		
雋	從	合	三	仙A	上	精	山	d	yun	5		
憔	從	開	三	宵A	平	精	效	d	iu	4		
奘	從	開	一	唐	上	精	宕	d	ong	6		
瓷	從	開	三	脂A	平	精	止	d	i	4		
鱒	從	合	一	魂	上	精	臻	dd	yun	1		
峻	心	合	三	真A	去	精	臻	sl	an	3	斜坡	
僧	心	開	一	登	平	精	曾	dd	ang	1		
叄	心	開	一	談	平	精	咸	sl	om	1		
賜	心	開	三	支A	去	精	止	sl	yu	3	天官~福	
彗	云	合	三	祭B	去	影	蟹	j	ui	6		
撒	心	開	一	寒	入	精	山	sl	ot	8		
卅	心	開	一	覃	入	精	咸	sl	op	8		
薩	心	開	一	寒	入	精	山	sl	ot	8		
腮	心	開	一	咍	平	精	蟹	sl	oi	1		
塞	心	開	一	德	入	精	曾	sl	ak	7	堵~	
塞	心	開	一	咍	去	精	蟹	sl	oi	3	邊~	
鰓	心	開	一	咍	平	精	蟹	sl	oi	1		
賽	心	開	一	咍	去	精	蟹	sl	oi	3		
三	心	開	一	談	平	精	咸	sl	om	1		
傘	心	開	一	寒	上	精	山	sl	on	3		
散	心	開	一	寒	去	精	山	sl	on	3	解~	
散	心	開	一	寒	上	精	山	sl	on	2	鬆~	
桑	心	開	一	唐	平	精	宕	sl	ong	1		
桑	心	開	一	唐	平	精	宕	s	ong	1	夏~菊：中藥方，誕生于二十世紀八十年代廣東	
喪	心	開	一	唐	平	精	宕	sl	ong	1	奔~|~事	
喪	心	開	一	唐	去	精	宕	sl	ong	3	~失	
嗓	心	開	一	唐	上	精	宕	sl	ong	1		
搔	心	開	一	豪	平	精	效	sl	eou	1		
騷	心	開	一	豪	平	精	效	sl	eou	1		
掃	心	開	一	豪	上	精	效	sl	eou	3		
