字	源	拼	IPA		覈校：到格拉夫
測	客英字典	ced7	tsʰet7		
惻	客英字典	ced7	tsʰet7		
墄	客英字典	cid7	tsʰit7		
岑	客英字典	cem2	tsʰem2		
岑	客英字典	kim2	kʰim2		
涔	客英字典	cem2	tsʰem2		
涔	客英字典	cim2	tsʰim2		
噌	客英字典	zen1	tsen1		
噌	客英字典	cen1	tsʰen1		
曾	客英字典	cen2	tsʰen2		
曾	客英字典	zen1	tsen1		
曾	客英字典	cien2	tsʰien2		
嶒	客英字典	cen2	tsʰen2		
嶒	客英字典	zen1	tsen1		
層	客英字典	cen2	tsʰen2		
竲	客英字典	zen1	tsen1		
蹭	客英字典	cen5	tsʰen5		
叉	客英字典	ca1	tsʰa1		
扱	客英字典	cab7	tsʰap7		
扠	客英字典	ca1	tsʰa1		
杈	客英字典	ca5	tsʰa5		
臿	客英字典	cab7	tsʰap7		
挿	客英字典	cab7	tsʰap7		
插	客英字典	cab7	tsʰap7		
揷	客英字典	cab7	tsʰap7		
嗏	客英字典	ca1	tsʰa1		
艖	客英字典	ca1	tsʰa1		
鍤	客英字典	cab7	tsʰap7		
秅	客英字典	ca2	tsʰa2		
茬	客英字典	chi1	tʃʰi1		
茬	客英字典	zii1	tsɿ1		
茶	客英字典	ca2	tsʰa2		
查	客英字典	ca2	tsʰa2		
搽	客英字典	ca2	tsʰa2		
靫	客英字典	cai1	tsʰai1		
靫	客英字典	ca1	tsʰa1		
靫	客英字典	ca5	tsʰa5		
槎	客英字典	ca1	tsʰa1		
詧	客英字典	cad7	tsʰat7		
察	客英字典	cad7	tsʰat7		
衩	客英字典	cai5	tsʰai5		
衩	客英字典	ca5	tsʰa5		
蹅	客英字典	za1	tsa1		
汊	客英字典	ca1	tsʰa1		
汊	客英字典	ca5	tsʰa5		
奼	客英字典	za5	tsa5		
岔	客英字典	ca1	tsʰa1		
岔	客英字典	ca5	tsʰa5		
侘	客英字典	za5	tsa5		
侘	客英字典	tog7	tʰok7		
差	客英字典	cai1	tsʰai1		
差	客英字典	ca1	tsʰa1		
姹	客英字典	za5	tsa5		
詫	客英字典	za5	tsa5		
詫	客英字典	ca5	tsʰa5		
拆	客英字典	cag7	tsʰak7		
釵	客英字典	cai1	tsʰai1		
犲	客英字典	sai2	sai2		
柴	客英字典	cai2	tsʰai2		
柴	客英字典	ciau2	tsʰiau2		
豺	客英字典	sai2	sai2		
祡	客英字典	cai2	tsʰai2		
喍	客英字典	cai2	tsʰai2		
儕	客英字典	sa2	sa2		
儕	客英字典	ce2	tsʰe2		
茝	客英字典	chi3	tʃʰi3		
瘥	客英字典	co1	tsʰo1		
瘥	客英字典	ca1	tsʰa1		
蠆	客英字典	mai5	mai5		
蠆	客英字典	cai5	tsʰai5		
蠆	客英字典	dai5	tai5		
蠆	客英字典	cui5	tsʰui5		
梴	客英字典	ien2	ien2		
覘	客英字典	zham1	tʃam1		
裧	客英字典	zham1	tʃam1		
摻	客英字典	cam1	tsʰam1		
幨	客英字典	zham1	tʃam1		
襜	客英字典	zham1	tʃam1		
攙	客英字典	cam1	tsʰam1		
棎	客英字典	sham2	ʃam2		
孱	客英字典	zan1	tsan1		
僝	客英字典	zan1	tsan1		
鋋	客英字典	tin3	tʰin3		
獑	客英字典	cam2	tsʰam2		
儃	客英字典	sham2	ʃam2		
儃	客英字典	tan3	tʰan3		
廛	客英字典	chen2	tʃʰen2		
潺	客英字典	zan1	tsan1		
嬋	客英字典	sham2	ʃam2		
磛	客英字典	cam2	tsʰam2		
澶	客英字典	tan3	tʰan3		
澶	客英字典	sham2	ʃam2		
禪	客英字典	shen5	ʃen5		
禪	客英字典	sham2	ʃam2		
毚	客英字典	cam2	tsʰam2		
襌	客英字典	dan1	tan1		
蟬	客英字典	sham2	ʃam2		
瀍	客英字典	chen2	tʃʰen2		
蟾	客英字典	sham2	ʃam2		
儳	客英字典	cam2	tsʰam2		
儳	客英字典	cam5	tsʰam5		
劖	客英字典	cam2	tsʰam2		
繵	客英字典	tan2	tʰan2		
嚵	客英字典	cam2	tsʰam2		
巉	客英字典	cam2	tsʰam2		
瀺	客英字典	cam2	tsʰam2		
欃	客英字典	cam2	tsʰam2		
纏	客英字典	chen2	tʃʰen2		
躔	客英字典	chen2	tʃʰen2		
讒	客英字典	cam2	tsʰam2		
鑱	客英字典	cam2	tsʰam2		
饞	客英字典	cam2	tsʰam2		
丳	客英字典	con3	tsʰon3		
丳	客英字典	can3	tsʰan3		
產	客英字典	san3	san3		
剷	客英字典	can3	tsʰan3		
嵼	客英字典	san3	san3		
滻	客英字典	san3	san3		
蕆	客英字典	zhen3	tʃen3		
幝	客英字典	shen5	ʃen5		
幝	客英字典	shen3	ʃen3		
諂	客英字典	cham5	tʃʰam5		
諂	客英字典	cam3	tsʰam3		
諂	客英字典	tiam5	tʰiam5		
燀	客英字典	shen5	ʃen5		
醦	客英字典	cam3	tsʰam3		
鏟	客英字典	can3	tsʰan3		
譂	客英字典	shen5	ʃen5		
譂	客英字典	shen3	ʃen3		
闡	客英字典	shen5	ʃen5		
闡	客英字典	shen3	ʃen3		
囅	客英字典	zhen3	tʃen3		
讇	客英字典	cam3	tsʰam3		
讇	客英字典	cham5	tʃʰam5		
剗	客英字典	can3	tsʰan3		
摲	客英字典	cam1	tsʰam1		
懺	客英字典	cam5	tsʰam5		
羼	客英字典	can3	tsʰan3		
韂	客英字典	cam1	tsʰam1		
韂	客英字典	zham1	tʃam1		
顫	客英字典	zhen1	tʃen1		
顫	客英字典	zhen5	tʃen5		
昌	客英字典	chong1	tʃʰoŋ1		
倀	客英字典	chong2	tʃʰoŋ2		
菖	客英字典	chong1	tʃʰoŋ1		
猖	客英字典	chong1	tʃʰoŋ1		
娼	客英字典	chong1	tʃʰoŋ1		
裮	客英字典	chong1	tʃʰoŋ1		
閶	客英字典	chong1	tʃʰoŋ1		
鯧	客英字典	cong1	tsʰoŋ1		
長	客英字典	zhong3	tʃoŋ3		
長	客英字典	chong2	tʃʰoŋ2		
萇	客英字典	chong2	tʃʰoŋ2		
常	客英字典	shong2	ʃoŋ2		
徜	客英字典	shong2	ʃoŋ2		
場	客英字典	chong2	tʃʰoŋ2		
甞	客英字典	shong2	ʃoŋ2		
腸	客英字典	chong2	tʃʰoŋ2		
塲	客英字典	chong2	tʃʰoŋ2		
嘗	客英字典	shong2	ʃoŋ2		
嫦	客英字典	shong2	ʃoŋ2		
償	客英字典	shong2	ʃoŋ2		
鱨	客英字典	shong2	ʃoŋ2		
昶	客英字典	chong3	tʃʰoŋ3		
惝	客英字典	chong3	tʃʰoŋ3		
敞	客英字典	chon3	tʃʰon3		
厰	客英字典	chong5	tʃʰoŋ5		
廠	客英字典	chong3	tʃʰoŋ3		
氅	客英字典	chong3	tʃʰoŋ3		
倡	客英字典	chong1	tʃʰoŋ1		
鬯	客英字典	chong3	tʃʰoŋ3		
唱	客英字典	chong5	tʃʰoŋ5		
悵	客英字典	zhong5	tʃoŋ5		
暢	客英字典	chong3	tʃʰoŋ3		
畼	客英字典	chong3	tʃʰoŋ3		
韔	客英字典	chong3	tʃʰoŋ3		
抄	客英字典	cau1	tsʰau1		
怊	客英字典	chau1	tʃʰau1		
弨	客英字典	chau1	tʃʰau1		
訬	客英字典	cau1	tsʰau1		
訬	客英字典	cau5	tsʰau5		
超	客英字典	chau1	tʃʰau1		
超	客英字典	cheu1	tʃʰeu1		
鈔	客英字典	cau1	tsʰau1		
鈔	客英字典	cau5	tsʰau5		
焯	客英字典	chog7	tʃʰok7		
焯	客英字典	shog7	ʃok7		
晁	客英字典	zhau1	tʃau1		
晁	客英字典	chau2	tʃʰau2		
晁	客英字典	cheu1	tʃʰeu1		
晁	客英字典	cheu2	tʃʰeu2		
巢	客英字典	cau2	tsʰau2		
朝	客英字典	zhau1	tʃau1		
朝	客英字典	chau2	tʃʰau2		
朝	客英字典	cheu1	tʃʰeu1		
朝	客英字典	cheu2	tʃʰeu2		
漅	客英字典	cau2	tsʰau2		
樔	客英字典	cau2	tsʰau2		
樔	客英字典	ziau3	tsiau3		
嘲	客英字典	sau3	sau3		
嘲	客英字典	zau1	tsau1		
潮	客英字典	chau2	tʃʰau2		
潮	客英字典	cheu2	tʃʰeu2		
轈	客英字典	cau2	tsʰau2		
轈	客英字典	sau1	sau1		
鼂	客英字典	chau2	tʃʰau2		
吵	客英字典	cau3	tsʰau3		
炒	客英字典	cau3	tsʰau3		
煼	客英字典	cau3	tsʰau3		
仯	客英字典	miau3	miau3		
耖	客英字典	cau1	tsʰau1		
車	客英字典	cha1	tʃʰa1		
車	客英字典	gi1	ki1		
硨	客英字典	cha1	tʃʰa1		
扯	客英字典	cha3	tʃʰa3		
撦	客英字典	cha3	tʃʰa3		
屮	客英字典	ched8	tʃʰet8		
坼	客英字典	cag7	tsʰak7		
硩	客英字典	ched8	tʃʰet8		
掣	客英字典	ched8	tʃʰet8		
掣	客英字典	zhi5	tʃi5		
撤	客英字典	ched8	tʃʰet8		
徹	客英字典	ched8	tʃʰet8		
澈	客英字典	ched8	tʃʰet8		
郴	客英字典	chim1	tʃʰim1		
琛	客英字典	chim1	tʃʰim1		
嗔	客英字典	tien2	tʰien2		
綝	客英字典	chim1	tʃʰim1		
瞋	客英字典	zhin1	tʃin1		
瞋	客英字典	chin1	tʃʰin1		
賝	客英字典	chim1	tʃʰim1		
臣	客英字典	chin2	tʃʰin2		
臣	客英字典	shin2	ʃin2		
尘	客英字典	chin2	tʃʰin2		
辰	客英字典	shin2	ʃin2		
沉	客英字典	chim2	tʃʰim2		
忱	客英字典	shim1	ʃim1		
忱	客英字典	zhim1	tʃim1		
莀	客英字典	nung2	nuŋ2		
宸	客英字典	shin2	ʃin2		
陳	客英字典	chin2	tʃʰin2		
晨	客英字典	shin2	ʃin2		
愖	客英字典	shim1	ʃim1		
愖	客英字典	shim3	ʃim3		
蔯	客英字典	chin2	tʃʰin2		
煁	客英字典	shim1	ʃim1		
煁	客英字典	shim3	ʃim3		
塵	客英字典	chin2	tʃʰin2		
霃	客英字典	chim2	tʃʰim2		
諶	客英字典	shim1	ʃim1		
諶	客英字典	zhim1	tʃim1		
諶	客英字典	shim3	ʃim3		
麎	客英字典	shin2	ʃin2		
曟	客英字典	shin2	ʃin2		
墋	客英字典	cam3	tsʰam3		
磣	客英字典	cam3	tsʰam3		
疢	客英字典	zhin3	tʃin3		
趁	客英字典	chin5	tʃʰin5		
趂	客英字典	chin5	tʃʰin5		
齔	客英字典	cen5	tsʰen5		
嚫	客英字典	cen5	tsʰen5		
櫬	客英字典	cang5	tsʰaŋ5		
襯	客英字典	cang5	tsʰaŋ5		
讖	客英字典	ciam5	tsʰiam5		
讖	客英字典	siam2	siam2		
傖	客英字典	cong1	tsʰoŋ1		
琤	客英字典	zen1	tsen1		
棦	客英字典	zen1	tsen1		
棦	客英字典	zang1	tsaŋ1		
稱	客英字典	chin1	tʃʰin1		
撐	客英字典	cang1	tsʰaŋ1		
撑	客英字典	cang1	tsʰaŋ1		
赬	客英字典	shin5	ʃin5		
橕	客英字典	cang1	tsʰaŋ1		
瞠	客英字典	cang1	tsʰaŋ1		
檉	客英字典	shin5	ʃin5		
蟶	客英字典	shin5	ʃin5		
穪	客英字典	chin1	tʃʰin1		
鏳	客英字典	zen1	tsen1		
朾	客英字典	cen2	tsʰen2		
朾	客英字典	tin2	tʰin2		
成	客英字典	shin2	ʃin2		
成	客英字典	sang2	saŋ2		
丞	客英字典	shin2	ʃin2		
呈	客英字典	chang2	tʃʰaŋ2		
呈	客英字典	chin2	tʃʰin2		
郕	客英字典	shin2	ʃin2		
承	客英字典	shin2	ʃin2		
城	客英字典	sang2	saŋ2		
乗	客英字典	mo2	mo2		
乗	客英字典	ma3	ma3		
乗	客英字典	me3	me3		
宬	客英字典	shin2	ʃin2		
埕	客英字典	chang2	tʃʰaŋ2		
埕	客英字典	chin2	tʃʰin2		
晟	客英字典	shin2	ʃin2		
乘	客英字典	shin2	ʃin2		
乘	客英字典	shin5	ʃin5		
脀	客英字典	zhin1	tʃin1		
珵	客英字典	chin2	tʃʰin2		
堘	客英字典	shin2	ʃin2		
棖	客英字典	cen2	tsʰen2		
程	客英字典	chang2	tʃʰaŋ2		
程	客英字典	chin2	tʃʰin2		
椉	客英字典	shin2	ʃin2		
椉	客英字典	shin5	ʃin5		
裎	客英字典	chin2	tʃʰin2		
塖	客英字典	shin2	ʃin2		
塍	客英字典	shin2	ʃin2		
塍	客英字典	shun2	ʃun2		
誠	客英字典	shin2	ʃin2		
酲	客英字典	chin2	tʃʰin2		
澂	客英字典	chin2	tʃʰin2		
澄	客英字典	chin2	tʃʰin2		
橙	客英字典	chang2	tʃʰaŋ2		
橙	客英字典	chin2	tʃʰin2		
懲	客英字典	zhin1	tʃin1		
懲	客英字典	zhin3	tʃin3		
騬	客英字典	shin5	ʃin5		
逞	客英字典	chin3	tʃʰin3		
徎	客英字典	chin3	tʃʰin3		
悜	客英字典	chin3	tʃʰin3		
騁	客英字典	pin5	pʰin5		
秤	客英字典	chin5	tʃʰin5		
牚	客英字典	cang1	tsʰaŋ1		
牚	客英字典	tong3	tʰoŋ3		
竀	客英字典	cang1	tsʰaŋ1		
吃	客英字典	ngied7	ŋiet7		
吃	客英字典	ked7	kʰet7		
吃	客英字典	ngad7	ŋat7		
妛	客英字典	chi1	tʃʰi1		
蚩	客英字典	chi1	tʃʰi1		
眵	客英字典	chi1	tʃʰi1		
笞	客英字典	chi1	tʃʰi1		
瓻	客英字典	hi1	hi1		
喫	客英字典	ked7	kʰet7		
喫	客英字典	ngied7	ŋiet7		
喫	客英字典	ngad7	ŋat7		
喫	客英字典	kied7	kʰiet7		
摛	客英字典	li2	li2		
嗤	客英字典	chi1	tʃʰi1		
痴	客英字典	chi1	tʃʰi1		
媸	客英字典	chi1	tʃʰi1		
絺	客英字典	hi1	hi1		
瞝	客英字典	li2	li2		
螭	客英字典	li2	li2		
鴟	客英字典	chi1	tʃʰi1		
魑	客英字典	li2	li2		
魑	客英字典	mi2	mi2		
癡	客英字典	chi1	tʃʰi1		
齝	客英字典	chi1	tʃʰi1		
黐	客英字典	li2	li2		
池	客英字典	chi2	tʃʰi2		
弛	客英字典	chi1	tʃʰi1		
持	客英字典	chi2	tʃʰi2		
蚳	客英字典	chi2	tʃʰi2		
馳	客英字典	chi1	tʃʰi1		
趍	客英字典	chi2	tʃʰi2		
漦	客英字典	li2	li2		
墀	客英字典	chi2	tʃʰi2		
踟	客英字典	chi1	tʃʰi1		
遲	客英字典	chi2	tʃʰi2		
篪	客英字典	chi2	tʃʰi2		
尺	客英字典	chag7	tʃʰak7		
侈	客英字典	chi1	tʃʰi1		
侈	客英字典	chi3	tʃʰi3		
耻	客英字典	chi3	tʃʰi3		
恥	客英字典	chi3	tʃʰi3		
蚇	客英字典	chag7	tʃʰak7		
豉	客英字典	shi5	ʃi5		
欼	客英字典	chod7	tʃʰot7		
齒	客英字典	chi3	tʃʰi3		
褫	客英字典	chi3	tʃʰi3		
褫	客英字典	ti5	tʰi5		
彳	客英字典	chid7	tʃʰit7		
叱	客英字典	fa5	fa5		
斥	客英字典	chid7	tʃʰit7		
赤	客英字典	chag7	tʃʰak7		
抶	客英字典	zhid7	tʃit7		
勅	客英字典	chid7	tʃʰit7		
恜	客英字典	chid7	tʃʰit7		
翅	客英字典	chi5	tʃʰi5		
翄	客英字典	chi5	tʃʰi5		
翄	客英字典	ti5	tʰi5		
敕	客英字典	chid7	tʃʰit7		
跅	客英字典	tog8	tʰok8		
飭	客英字典	shid7	ʃit7		
飭	客英字典	hid7	hit7		
啻	客英字典	ti5	tʰi5		
啻	客英字典	di5	ti5		
跮	客英字典	zhi5	tʃi5		
傺	客英字典	che5	tʃʰe5		
傺	客英字典	zi5	tsi5		
翨	客英字典	chi3	tʃʰi3		
翨	客英字典	chi5	tʃʰi5		
熾	客英字典	zhi5	tʃi5		
熾	客英字典	zhid7	tʃit7		
鶒	客英字典	chid7	tʃʰit7		
饎	客英字典	zhid7	tʃit7		
充	客英字典	chung1	tʃʰuŋ1		
沖	客英字典	chung1	tʃʰuŋ1		
忡	客英字典	chung1	tʃʰuŋ1		
茺	客英字典	chung1	tʃʰuŋ1		
浺	客英字典	chung1	tʃʰuŋ1		
翀	客英字典	chung1	tʃʰuŋ1		
舂	客英字典	zhung1	tʃuŋ1		
摏	客英字典	zhung1	tʃuŋ1		
憃	客英字典	zhung1	tʃuŋ1		
憃	客英字典	chong1	tʃʰoŋ1		
衝	客英字典	chung1	tʃʰuŋ1		
衝	客英字典	zhung1	tʃuŋ1		
憧	客英字典	chung1	tʃʰuŋ1		
罿	客英字典	chung1	tʃʰuŋ1		
蹖	客英字典	zhung1	tʃuŋ1		
艟	客英字典	tung2	tʰuŋ2		
虫	客英字典	chung2	tʃʰuŋ2		
崇	客英字典	cung2	tsʰuŋ2		
崈	客英字典	cung2	tsʰuŋ2		
蟲	客英字典	chung2	tʃʰuŋ2		
寵	客英字典	chung3	tʃʰuŋ3		
揰	客英字典	chung5	tʃʰuŋ5		
銃	客英字典	chung5	tʃʰuŋ5		
抽	客英字典	chiu1	tʃʰiu1		
紬	客英字典	chiu2	tʃʰiu2		
搊	客英字典	ceu1	tsʰeu1		
篘	客英字典	ceu1	tsʰeu1		
瘳	客英字典	chui2	tʃʰui2		
瘳	客英字典	liau2	liau2		
犨	客英字典	chiu2	tʃʰiu2		
仇	客英字典	chiu2	tʃʰiu2		
仇	客英字典	shiu2	ʃiu2		
菗	客英字典	chiu2	tʃʰiu2		
惆	客英字典	chiu2	tʃʰiu2		
椆	客英字典	chiu2	tʃʰiu2		
酬	客英字典	chiu2	tʃʰiu2		
酧	客英字典	chiu2	tʃʰiu2		
稠	客英字典	chiu2	tʃʰiu2		
愁	客英字典	seu2	seu2		
愁	客英字典	cau2	tsʰau2		
詶	客英字典	chiu2	tʃʰiu2		
裯	客英字典	chiu2	tʃʰiu2		
綢	客英字典	chiu2	tʃʰiu2		
儔	客英字典	chiu2	tʃʰiu2		
雔	客英字典	shiu2	ʃiu2		
雔	客英字典	chiu2	tʃʰiu2		
幬	客英字典	dau3	tau3		
懤	客英字典	dau3	tau3		
疇	客英字典	chiu2	tʃʰiu2		
籌	客英字典	chiu2	tʃʰiu2		
醻	客英字典	chiu2	tʃʰiu2		
躊	客英字典	chiu2	tʃʰiu2		
讐	客英字典	shiu2	ʃiu2		
讐	客英字典	chiu2	tʃʰiu2		
讎	客英字典	chiu2	tʃʰiu2		
丑	客英字典	chiu3	tʃʰiu3		
杻	客英字典	ngiu3	ŋiu3		
杻	客英字典	chiu3	tʃʰiu3		
侴	客英字典	chiu3	tʃʰiu3		
偢	客英字典	ciau5	tsʰiau5		
瞅	客英字典	ceu3	tsʰeu3		
醜	客英字典	chiu3	tʃʰiu3		
矁	客英字典	ceu3	tsʰeu3		
臭	客英字典	chiu5	tʃʰiu5		
出	客英字典	chud7	tʃʰut7		
岀	客英字典	chud7	tʃʰut7		
初	客英字典	cii1	tsʰɿ1		
初	客英字典	co1	tsʰo1		
摴	客英字典	shu1	ʃu1		
摴	客英字典	ki1	kʰi1		
樗	客英字典	shu1	ʃu1		
貙	客英字典	i1	i1		
貙	客英字典	ki1	kʰi1		
齣	客英字典	chid7	tʃʰit7		
除	客英字典	chu2	tʃʰu2		
芻	客英字典	cii1	tsʰɿ1		
蒢	客英字典	chu2	tʃʰu2		
厨	客英字典	chu2	tʃʰu2		
滁	客英字典	chu2	tʃʰu2		
耡	客英字典	cii2	tsʰɿ2		
蒭	客英字典	cii1	tsʰɿ1		
蒭	客英字典	ci1	tsʰi1		
蜍	客英字典	chu2	tʃʰu2		
媰	客英字典	cii1	tsʰɿ1		
篨	客英字典	chu2	tʃʰu2		
鋤	客英字典	cii2	tsʰɿ2		
鋤	客英字典	co2	tsʰo2		
鋤	客英字典	tsio2	tʰsio2		
廚	客英字典	chu2	tʃʰu2		
橱	客英字典	chu2	tʃʰu2		
躇	客英字典	chu2	tʃʰu2		
幮	客英字典	chu2	tʃʰu2		
雛	客英字典	cii1	tsʰɿ1		
雛	客英字典	ci1	tsʰi1		
鶵	客英字典	cii1	tsʰɿ1		
鶵	客英字典	ci1	tsʰi1		
躕	客英字典	chu2	tʃʰu2		
杵	客英字典	chu3	tʃʰu3		
椘	客英字典	cii3	tsʰɿ3		
楮	客英字典	du3	tu3		
楚	客英字典	cii3	tsʰɿ3		
褚	客英字典	du3	tu3		
濋	客英字典	cii3	tsʰɿ3		
檚	客英字典	cii3	tsʰɿ3		
儲	客英字典	shu2	ʃu2		
礎	客英字典	cii3	tsʰɿ3		
齼	客英字典	cii3	tsʰɿ3		
亍	客英字典	chog7	tʃʰok7		
亍	客英字典	chug7	tʃʰuk7		
拀	客英字典	chug7	tʃʰuk7		
豖	客英字典	hiug7	hiuk7		
怵	客英字典	tud7	tʰut7		
俶	客英字典	shug7	ʃuk7		
畜	客英字典	hiug7	hiuk7		
處	客英字典	chu3	tʃʰu3		
處	客英字典	chu5	tʃʰu5		
觕	客英字典	cii1	tsʰɿ1		
觕	客英字典	chug8	tʃʰuk8		
絀	客英字典	tud7	tʰut7		
絀	客英字典	chod7	tʃʰot7		
傗	客英字典	hiug7	hiuk7		
鄐	客英字典	hiug7	hiuk7		
搐	客英字典	hiug7	hiuk7		
滀	客英字典	hiug7	hiuk7		
閦	客英字典	cug7	tsʰuk7		
嘼	客英字典	hiug7	hiuk7		
嘼	客英字典	no2	no2		
儊	客英字典	cii5	tsʰɿ5		
憷	客英字典	cii3	tsʰɿ3		
歜	客英字典	chug7	tʃʰuk7		
黜	客英字典	tud7	tʰut7		
觸	客英字典	chug7	tʃʰuk7		
矗	客英字典	chug8	tʃʰuk8		
欻	客英字典	fud7	fut7		
揣	客英字典	chui3	tʃʰui3		
揣	客英字典	cui3	tsʰui3		
搋	客英字典	chi3	tʃʰi3		
搋	客英字典	cai1	tsʰai1		
膗	客英字典	sui2	sui2		
啜	客英字典	chod7	tʃʰot7		
踹	客英字典	ton5	tʰon5		
踹	客英字典	cai3	tsʰai3		
膪	客英字典	za5	tsa5		
膪	客英字典	mai5	mai5		
川	客英字典	chon1	tʃʰon1		
巛	客英字典	cam1	tsʰam1		
穿	客英字典	chon1	tʃʰon1		
剶	客英字典	chon1	tʃʰon1		
舡	客英字典	gong1	koŋ1		
船	客英字典	son2	son2		
遄	客英字典	zhon1	tʃon1		
猭	客英字典	chon5	tʃʰon5		
椽	客英字典	chon2	tʃʰon2	02-Jan	
椽	客英字典	ien2	ien2	02-Jun	
傳	客英字典	chon2	tʃʰon2	05-Jun	
傳	客英字典	chon5	tʃʰon5	06-Jun	
舛	客英字典	chon3	tʃʰon3	05-Jun	
荈	客英字典	chon3	tʃʰon3	07-Sep	
喘	客英字典	chon3	tʃʰon3	07-Sep	
歂	客英字典	zhon1	tʃon1	07-Sep	
歂	客英字典	chon3	tʃʰon3	07-Sep	
僢	客英字典	chon3	tʃʰon3	07-Sep	
玔	客英字典	chon5	tʃʰon5	07-Sep	
串	客英字典	chon5	tʃʰon5	08-Sep	
釧	客英字典	chon5	tʃʰon5	02-Jan	
刅	客英字典	cong1	tsʰoŋ1	01-Jan	
窓	客英字典	cung1	tsʰuŋ1	03-Jan	
窗	客英字典	cung1	tsʰuŋ1	01-Jan	
摐	客英字典	cung1	tsʰuŋ1	03-Jan	
牕	客英字典	cung1	tsʰuŋ1	03-Jan	
瘡	客英字典	cong1	tsʰoŋ1	03-Jan	
床	客英字典	cong2	tsʰoŋ2	05-Jan	
幢	客英字典	tung2	tʰuŋ2	03-Jun	
幢	客英字典	cong2	tsʰoŋ2	03-Jun	
幢	客英字典	cong5	tsʰoŋ5	03-Jun	
傸	客英字典	song3	soŋ3	03-Jun	
磢	客英字典	song3	soŋ3	03-Jun	
磢	客英字典	sang3	saŋ3	03-Jun	
磢	客英字典	cong3	tsʰoŋ3	03-Jun	
闖	客英字典	cim5	tsʰim5	03-Jun	
刱	客英字典	cong3	tsʰoŋ3	03-Jun	
創	客英字典	cong3	tsʰoŋ3	03-Jun	
創	客英字典	cong1	tsʰoŋ1	03-Jun	
愴	客英字典	cong3	tsʰoŋ3	01-Jan	
愴	客英字典	cong1	tsʰoŋ1	01-Jan	
吹	客英字典	choi1	tʃʰoi1	03-Jan	
吹	客英字典	chui1	tʃʰui1	02-Jan	
炊	客英字典	choi1	tʃʰoi1	03-Jan	
炊	客英字典	chui1	tʃʰui1	02-Jan	
龡	客英字典	choi1	tʃʰoi1	05-Jan	
垂	客英字典	sui2	sui2	05-Jan	
桘	客英字典	chui2	tʃʰui2	02-Jun	
埀	客英字典	sui2	sui2	02-Jun	
倕	客英字典	sui2	sui2	03-Jun	
陲	客英字典	sui2	sui2	02-Jun	
捶	客英字典	chui2	tʃʰui2	02-Jun	
搥	客英字典	chui2	tʃʰui2	02-Jun	
棰	客英字典	chui3	tʃʰui3	03-Jun	
腄	客英字典	chui2	tʃʰui2	02-Jun	
腄	客英字典	sui2	sui2	03-Jun	
槌	客英字典	chui2	tʃʰui2	02-Jun	
箠	客英字典	chui2	tʃʰui2	02-Jun	
箠	客英字典	sui2	sui2	02-Jun	
錘	客英字典	chui2	tʃʰui2	02-Jun	
錘	客英字典	chui5	tʃʰui5	02-Jun	
顀	客英字典	chui2	tʃʰui2	03-Jun	
鎚	客英字典	chui2	tʃʰui2	03-Jun	
杶	客英字典	chun1	tʃʰun1	03-Jun	
旾	客英字典	chun1	tʃʰun1	02-Jun	
春	客英字典	chun1	tʃʰun1	03-Jun	
堾	客英字典	chun3	tʃʰun3	02-Jan	
椿	客英字典	chun1	tʃʰun1	05-Jun	
輴	客英字典	chun1	tʃʰun1	05-Jun	
櫄	客英字典	chun1	tʃʰun1	05-Jun	
鰆	客英字典	chun1	tʃʰun1	05-Jun	
唇	客英字典	shun2	ʃun2	03-Jun	
純	客英字典	shun2	ʃun2		
脣	客英字典	shun2	ʃun2		
淳	客英字典	shun2	ʃun2		
犉	客英字典	shun2	ʃun2		
湻	客英字典	shun2	ʃun2		
蒓	客英字典	shun2	ʃun2		
漘	客英字典	shun2	ʃun2		
漘	客英字典	fin2	fin2		
醇	客英字典	shun2	ʃun2		
錞	客英字典	dun1	tun1		
錞	客英字典	shun2	ʃun2		
錞	客英字典	dui5	tui5		
鶉	客英字典	tun2	tʰun2		
鶉	客英字典	shun2	ʃun2		
偆	客英字典	chun3	tʃʰun3		
踳	客英字典	chun3	tʃʰun3		
蠢	客英字典	chun3	tʃʰun3		
踔	客英字典	zog7	tsok7		
戳	客英字典	cog7	tsʰok7		
辵	客英字典	chog7	tʃʰok7		
娕	客英字典	cog7	tsʰok7		
娖	客英字典	cog7	tsʰok7		
娖	客英字典	cug7	tsʰuk7		
惙	客英字典	dod7	tot7		
婥	客英字典	shog7	ʃok7		
綽	客英字典	shog7	ʃok7		
趠	客英字典	zog7	tsok7		
輟	客英字典	dod7	tot7		
擉	客英字典	cug8	tsʰuk8		
擉	客英字典	cog7	tsʰok7		
歠	客英字典	chod7	tʃʰot7		
齪	客英字典	cog7	tsʰok7		
齪	客英字典	cug7	tsʰuk7		
齪	客英字典	zau1	tsau1		
疵	客英字典	zii1	tsɿ1		
跐	客英字典	cii3	tsʰɿ3		
骴	客英字典	zii1	tsɿ1		
骴	客英字典	cu1	tsʰu1		
茈	客英字典	zii3	tsɿ3		
茨	客英字典	cii1	tsʰɿ1		
茨	客英字典	zii1	tsɿ1		
祠	客英字典	cii2	tsʰɿ2		
瓷	客英字典	cii2	tsʰɿ2		
堲	客英字典	zid7	tsit7		
詞	客英字典	cii2	tsʰɿ2		
鈶	客英字典	sii5	sɿ5		
鈶	客英字典	i2	i2		
慈	客英字典	cii2	tsʰɿ2		
