						到格拉夫覈校，2022年3月更新
儕	客法辭典	sa2	sa2			
儕	客法辭典	ha2	ha2			
瘥	客法辭典	co1	tsʰo1			
瘥	客法辭典	ca1	tsʰa1			
蠆	客法辭典	cai5	tsʰai5			
覘	客法辭典	zham1	tʃam1			
摻	客法辭典	cam1	tsʰam1			
幨	客法辭典	zham1	tʃam1			
襜	客法辭典	zham1	tʃam1			
攙	客法辭典	cam1	tsʰam1			
孱	客法辭典	zan1	tsan1			
僝	客法辭典	zan1	tsan1			
獑	客法辭典	cam2	tsʰam2			
廛	客法辭典	chan2	tʃʰan2			
潹	客法辭典	zan1	tsan1			
潺	客法辭典	zan1	tsan1			
嬋	客法辭典	sham2	ʃam2			
緾	客法辭典	chan2	tʃʰan2			
禪	客法辭典	sham2	ʃam2			
禪	客法辭典	shan5	ʃan5			
禪	客法辭典	dan1	tan1			
毚	客法辭典	cam2	tsʰam2			
蟬	客法辭典	sham2	ʃam2			
蟬	客法辭典	sam2	sam2			
蟾	客法辭典	sham2	ʃam2			
儳	客法辭典	cam2	tsʰam2			
劖	客法辭典	cam2	tsʰam2			
繵	客法辭典	chan2	tʃʰan2			
欃	客法辭典	cam2	tsʰam2			
纏	客法辭典	chan2	tʃʰan2			
躔	客法辭典	chan2	tʃʰan2			
纒	客法辭典	chan2	tʃʰan2			
讒	客法辭典	cam2	tsʰam2			
鑱	客法辭典	cam2	tsʰam2			
饞	客法辭典	cam2	tsʰam2			
丳	客法辭典	con3	tsʰon3			
產	客法辭典	san3	san3			
剷	客法辭典	can3	tsʰan3			
嵼	客法辭典	san3	san3			
滻	客法辭典	san3	san3			
蕆	客法辭典	chan3	tʃʰan3			
幝	客法辭典	shan5	ʃan5			
諂	客法辭典	cam3	tsʰam3			
燀	客法辭典	shan5	ʃan5			
醦	客法辭典	cam3	tsʰam3			
鏟	客法辭典	can3	tsʰan3			
譂	客法辭典	shan5	ʃan5			
闡	客法辭典	shan5	ʃan5			
囅	客法辭典	zhan3	tʃan3			
剗	客法辭典	can1	tsʰan1			
剗	客法辭典	can3	tsʰan3			
懺	客法辭典	cam5	tsʰam5			
羼	客法辭典	can3	tsʰan3			
韂	客法辭典	zham1	tʃam1			
韂	客法辭典	can5	tsʰan5			
顫	客法辭典	zhan5	tʃan5			
昌	客法辭典	cong1	tsʰoŋ1			
倀	客法辭典	chong2	tʃʰoŋ2			
菖	客法辭典	chong1	tʃʰoŋ1			
猖	客法辭典	chong1	tʃʰoŋ1			
娼	客法辭典	chong1	tʃʰoŋ1			
閶	客法辭典	chong1	tʃʰoŋ1			
長	客法辭典	zhong3	tʃoŋ3			
長	客法辭典	chong2	tʃʰoŋ2			
長	客法辭典	cong2	tsʰoŋ2			
萇	客法辭典	chong2	tʃʰoŋ2			
常	客法辭典	shong2	ʃoŋ2			
場	客法辭典	chong2	tʃʰoŋ2			
場	客法辭典	id8	it8			
甞	客法辭典	shong2	ʃoŋ2			
腸	客法辭典	chong2	tʃʰoŋ2			
塲	客法辭典	chong2	tʃʰoŋ2			
嘗	客法辭典	shong2	ʃoŋ2			
嫦	客法辭典	shong2	ʃoŋ2			
償	客法辭典	shong2	ʃoŋ2			
鱨	客法辭典	shong2	ʃoŋ2			
昶	客法辭典	chong3	tʃʰoŋ3			
敞	客法辭典	chong3	tʃʰoŋ3			
僘	客法辭典	chong3	tʃʰoŋ3			
廠	客法辭典	chong3	tʃʰoŋ3			
氅	客法辭典	chong3	tʃʰoŋ3			
倡	客法辭典	chong1	tʃʰoŋ1			
鬯	客法辭典	chong3	tʃʰoŋ3			
唱	客法辭典	chong5	tʃʰoŋ5			
悵	客法辭典	chong5	tʃʰoŋ5			
暢	客法辭典	chong3	tʃʰoŋ3			
誯	客法辭典	chong5	tʃʰoŋ5			
韔	客法辭典	chong3	tʃʰoŋ3			
抄	客法辭典	cau1	tsʰau1			
怊	客法辭典	chau1	tʃʰau1			
弨	客法辭典	chau1	tʃʰau1			
訬	客法辭典	cau2	tsʰau2			
超	客法辭典	chau1	tʃʰau1			
鈔	客法辭典	cau1	tsʰau1			
巢	客法辭典	cau2	tsʰau2			
朝	客法辭典	zhau1	tʃau1			
朝	客法辭典	chau2	tʃʰau2			
朝	客法辭典	cau2	tsʰau2			
樔	客法辭典	cau2	tsʰau2			
嘲	客法辭典	sau3	sau3			
嘲	客法辭典	zau1	tsau1			
潮	客法辭典	chau2	tʃʰau2			
轈	客法辭典	cau2	tsʰau2			
鼂	客法辭典	chau2	tʃʰau2			
謿	客法辭典	sau3	sau3			
謿	客法辭典	zau1	tsau1			
吵	客法辭典	cau2	tsʰau2			
炒	客法辭典	cau3	tsʰau3			
煼	客法辭典	cau3	tsʰau3			
仯	客法辭典	miau3	miau3			
耖	客法辭典	cau5	tsʰau5			
車	客法辭典	cha1	tʃʰa1			
車	客法辭典	ca	tsʰa			
硨	客法辭典	cha1	tʃʰa1			
扯	客法辭典	cha1	tʃʰa1			
扯	客法辭典	cha3	tʃʰa3			
撦	客法辭典	cha3	tʃʰa3			
撦	客法辭典	cha1	tʃʰa1			
坼	客法辭典	cag7	tsʰak7			
掣	客法辭典	chad7	tʃʰat7			
撤	客法辭典	chad7	tʃʰat7			
徹	客法辭典	chad8	tʃʰat8			
徹	客法辭典	chad7	tʃʰat7			
郴	客法辭典	chim1	tʃʰim1			
琛	客法辭典	chim1	tʃʰim1			
嗔	客法辭典	tien2	tʰien2			
嗔	客法辭典	chin1	tʃʰin1			
嗔	客法辭典	shim3	ʃim3			
綝	客法辭典	chim1	tʃʰim1			
瞋	客法辭典	zhin1	tʃin1			
瞋	客法辭典	chin1	tʃʰin1			
臣	客法辭典	shin2	ʃin2			
臣	客法辭典	chin2	tʃʰin2			
辰	客法辭典	shin2	ʃin2			
沉	客法辭典	chim2	tʃʰim2			
忱	客法辭典	shim1	ʃim1			
莀	客法辭典	nung2	nuŋ2			
陳	客法辭典	chin2	tʃʰin2			
晨	客法辭典	shin2	ʃin2			
訦	客法辭典	shim1	ʃim1			
愖	客法辭典	shim1	ʃim1			
愖	客法辭典	shim3	ʃim3			
煁	客法辭典	shim1	ʃim1			
塵	客法辭典	chin2	tʃʰin2			
霃	客法辭典	chim2	tʃʰim2			
諶	客法辭典	shim1	ʃim1			
墋	客法辭典	cam3	tsʰam3			
磣	客法辭典	cam3	tsʰam3			
贂	客法辭典	cam3	tsʰam3			
疢	客法辭典	zhin3	tʃin3			
趁	客法辭典	cen5	tsʰen5			
齔	客法辭典	cen5	tsʰen5			
嚫	客法辭典	cang5	tsʰaŋ5			
櫬	客法辭典	cang5	tsʰaŋ5			
襯	客法辭典	cang5	tsʰaŋ5			
讖	客法辭典	siam2	siam2			
讖	客法辭典	ciam5	tsʰiam5			
琤	客法辭典	zen1	tsen1			
稱	客法辭典	chin5	tʃʰin5			
稱	客法辭典	cem1	tsʰem1			
撐	客法辭典	cang5	tsʰaŋ5			
撑	客法辭典	cang5	tsʰaŋ5			
赬	客法辭典	shin5	ʃin5			
橕	客法辭典	cang5	tsʰaŋ5			
檉	客法辭典	shin5	ʃin5			
鏳	客法辭典	zen1	tsen1			
成	客法辭典	shang2	ʃaŋ2			
成	客法辭典	shin2	ʃin2			
成	客法辭典	zhang5	tʃaŋ5			
丞	客法辭典	shin2	ʃin2			
呈	客法辭典	chin2	tʃʰin2			
承	客法辭典	shin2	ʃin2			
城	客法辭典	shang2	ʃaŋ2			
乗	客法辭典	iau1	iau1			
埕	客法辭典	chang2	tʃʰaŋ2			
埕	客法辭典	chin2	tʃʰin2			
晟	客法辭典	shin5	ʃin5			
乘	客法辭典	shin1	ʃin1			
乘	客法辭典	shin5	ʃin5			
脀	客法辭典	zhin1	tʃin1			
珵	客法辭典	chin2	tʃʰin2			
堘	客法辭典	shun2	ʃun2			
堘	客法辭典	shin2	ʃin2			
棖	客法辭典	cen2	tsʰen2			
程	客法辭典	chang2	tʃʰaŋ2			
椉	客法辭典	shin1	ʃin1			
裎	客法辭典	chin2	tʃʰin2			
誠	客法辭典	shin2	ʃin2			
酲	客法辭典	chin2	tʃʰin2			
澄	客法辭典	chin2	tʃʰin2			
橙	客法辭典	chang2	tʃʰaŋ2			
懲	客法辭典	zhin3	tʃin3			
侱	客法辭典	chin3	tʃʰin3			
逞	客法辭典	chin3	tʃʰin3			
徎	客法辭典	chin3	tʃʰin3			
悜	客法辭典	chin3	tʃʰin3			
騁	客法辭典	pin3	pʰin3			
秤	客法辭典	chin5	tʃʰin5			
牚	客法辭典	cang5	tsʰaŋ5			
吃	客法辭典	ked7	kʰet7			
侙	客法辭典	chid7	tʃʰit7			
眵	客法辭典	chii1	tʃʰɿ1			
眵	客法辭典	chi1	tʃʰi1			
笞	客法辭典	chii1	tʃʰɿ1			
笞	客法辭典	chi1	tʃʰi1			
喫	客法辭典	ked7	kʰet7			
嗤	客法辭典	chii1	tʃʰɿ1			
嗤	客法辭典	chi1	tʃʰi1			
痴	客法辭典	chii1	tʃʰɿ1			
痴	客法辭典	chi1	tʃʰi1			
媸	客法辭典	chii1	tʃʰɿ1			
媸	客法辭典	chi1	tʃʰi1			
絺	客法辭典	hi1	hi1			
鴟	客法辭典	chii1	tʃʰɿ1			
鴟	客法辭典	chi1	tʃʰi1			
癡	客法辭典	chii1	tʃʰɿ1			
癡	客法辭典	chi1	tʃʰi1			
齝	客法辭典	chii1	tʃʰɿ1			
齝	客法辭典	chi1	tʃʰi1			
黐	客法辭典	ti1	tʰi1			
池	客法辭典	chii2	tʃʰɿ2			
池	客法辭典	chi2	tʃʰi2			
弛	客法辭典	chii3	tʃʰɿ3			
弛	客法辭典	chi3	tʃʰi3			
持	客法辭典	chii2	tʃʰɿ2			
持	客法辭典	chi2	tʃʰi2			
竾	客法辭典	chii2	tʃʰɿ2			
竾	客法辭典	chi2	tʃʰi2			
蚳	客法辭典	chii2	tʃʰɿ2			
蚳	客法辭典	chi2	tʃʰi2			
馳	客法辭典	chii1	tʃʰɿ1			
馳	客法辭典	chi1	tʃʰi1			
趍	客法辭典	chii2	tʃʰɿ2			
趍	客法辭典	chi2	tʃʰi2			
漦	客法辭典	li2	li2			
墀	客法辭典	chii2	tʃʰɿ2			
墀	客法辭典	chi2	tʃʰi2			
踟	客法辭典	chii2	tʃʰɿ2			
踟	客法辭典	chi2	tʃʰi2			
遲	客法辭典	chii2	tʃʰɿ2			
遲	客法辭典	chi2	tʃʰi2			
尺	客法辭典	chag7	tʃʰak7			
侈	客法辭典	chii3	tʃʰɿ3			
侈	客法辭典	chi3	tʃʰi3			
耻	客法辭典	chii3	tʃʰɿ3			
耻	客法辭典	chi3	tʃʰi3			
恥	客法辭典	chii3	tʃʰɿ3			
恥	客法辭典	chi3	tʃʰi3			
蚇	客法辭典	chag7	tʃʰak7			
豉	客法辭典	shii5	ʃɿ5			
齒	客法辭典	chii3	tʃʰɿ3			
齒	客法辭典	chi3	tʃʰi3			
褫	客法辭典	chii3	tʃʰɿ3			
褫	客法辭典	chi3	tʃʰi3			
彳	客法辭典	chid7	tʃʰit7			
斥	客法辭典	chid7	tʃʰit7			
赤	客法辭典	chag7	tʃʰak7			
抶	客法辭典	zhid7	tʃit7			
勅	客法辭典	chid7	tʃʰit7			
翅	客法辭典	chii5	tʃʰɿ5			
翅	客法辭典	chi5	tʃʰi5			
敕	客法辭典	chid7	tʃʰit7			
敕	客法辭典	sog7	sok7			
飭	客法辭典	hid7	hit7			
啻	客法辭典	chii3	tʃʰɿ3			
啻	客法辭典	chi3	tʃʰi3			
跮	客法辭典	tie5	tʰie5			
痸	客法辭典	chad7	tʃʰat7			
熾	客法辭典	tie5	tʰie5			
饎	客法辭典	shan5	ʃan5			
饎	客法辭典	tie5	tʰie5			
充	客法辭典	chung1	tʃʰuŋ1			
沖	客法辭典	chung1	tʃʰuŋ1			
沖	客法辭典	chung5	tʃʰuŋ5			
忡	客法辭典	chung1	tʃʰuŋ1			
翀	客法辭典	chung1	tʃʰuŋ1			
舂	客法辭典	cung1	tsʰuŋ1			
摏	客法辭典	zhung1	tʃuŋ1			
憃	客法辭典	zhung1	tʃuŋ1			
衝	客法辭典	chung1	tʃʰuŋ1			
憧	客法辭典	chung1	tʃʰuŋ1			
罿	客法辭典	chung1	tʃʰuŋ1			
蹖	客法辭典	zhung1	tʃuŋ1			
虫	客法辭典	chung2	tʃʰuŋ2			
崇	客法辭典	cung2	tsʰuŋ2			
漴	客法辭典	cung1	tsʰuŋ1			
蟲	客法辭典	chung2	tʃʰuŋ2			
爞	客法辭典	tung1	tʰuŋ1			
寵	客法辭典	chung3	tʃʰuŋ3			
揰	客法辭典	chung5	tʃʰuŋ5			
銃	客法辭典	chung5	tʃʰuŋ5			
抽	客法辭典	chu1	tʃʰu1			
抽	客法辭典	chiu1	tʃʰiu1			
紬	客法辭典	chu2	tʃʰu2			
紬	客法辭典	chiu2	tʃʰiu2			
搊	客法辭典	ceu1	tsʰeu1			
瘳	客法辭典	liau2	liau2			
犨	客法辭典	chu2	tʃʰu2			
犨	客法辭典	chiu2	tʃʰiu2			
犫	客法辭典	chu2	tʃʰu2			
犫	客法辭典	chiu2	tʃʰiu2			
仇	客法辭典	shu2	ʃu2			
仇	客法辭典	shiu2	ʃiu2			
仇	客法辭典	chiu2	tʃʰiu2			
仇	客法辭典	kiu2	kʰiu2			
惆	客法辭典	chu2	tʃʰu2			
惆	客法辭典	chiu2	tʃʰiu2			
酬	客法辭典	chu2	tʃʰu2			
酬	客法辭典	chiu2	tʃʰiu2			
酧	客法辭典	chu2	tʃʰu2			
酧	客法辭典	chiu2	tʃʰiu2			
稠	客法辭典	chu2	tʃʰu2			
稠	客法辭典	chiu2	tʃʰiu2			
愁	客法辭典	seu2	seu2			
詶	客法辭典	chu2	tʃʰu2			
詶	客法辭典	chiu2	tʃʰiu2			
裯	客法辭典	chu2	tʃʰu2			
裯	客法辭典	chiu2	tʃʰiu2			
綢	客法辭典	chu2	tʃʰu2			
綢	客法辭典	chiu2	tʃʰiu2			
儔	客法辭典	chu2	tʃʰu2			
儔	客法辭典	chiu2	tʃʰiu2			
幬	客法辭典	dau3	tau3			
疇	客法辭典	chiu2	tʃʰiu2			
籌	客法辭典	chu2	tʃʰu2			
籌	客法辭典	chiu2	tʃʰiu2			
躊	客法辭典	chu2	tʃʰu2			
躊	客法辭典	chiu2	tʃʰiu2			
讐	客法辭典	shu2	ʃu2			
讐	客法辭典	shiu2	ʃiu2			
讐	客法辭典	chiu2	tʃʰiu2			
讎	客法辭典	shu2	ʃu2			
讎	客法辭典	shiu2	ʃiu2			
讎	客法辭典	chiu2	tʃʰiu2			
丑	客法辭典	zhu3	tʃu3			
丑	客法辭典	chiu3	tʃʰiu3			
杻	客法辭典	chu3	tʃʰu3			
杻	客法辭典	chiu3	tʃʰiu3			
偢	客法辭典	ciu1	tsʰiu1			
瞅	客法辭典	ceu3	tsʰeu3			
醜	客法辭典	chu3	tʃʰu3			
醜	客法辭典	chiu3	tʃʰiu3			
臭	客法辭典	chu5	tʃʰu5			
臭	客法辭典	chiu5	tʃʰiu5			
出	客法辭典	chud7	tʃʰut7			
初	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
初	客法辭典	co1	tsʰo1			
摴	客法辭典	shu1	ʃu1			
除	客法辭典	chu2	tʃʰu2			
芻	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
蒢	客法辭典	chu2	tʃʰu2			
厨	客法辭典	chu2	tʃʰu2			
耡	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
蒭	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
蜍	客法辭典	shu2	ʃu2			
蜍	客法辭典	chu2	tʃʰu2			
媰	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
鋤	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
鋤	客法辭典	co2	tsʰo2			
鋤	客法辭典	cio2	tsʰio2			
廚	客法辭典	chu2	tʃʰu2			
躇	客法辭典	chu2	tʃʰu2			
躇	客法辭典	chiu2	tʃʰiu2			
幮	客法辭典	chu2	tʃʰu2			
雛	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
杵	客法辭典	chu3	tʃʰu3			
楮	客法辭典	chu3	tʃʰu3			
楮	客法辭典	shu3	ʃu3			
楚	客法辭典	cii3	tsʰɿ3	原文記tsɿ3，與真正的tsɿ作清濁對立，誤。		
楚	客法辭典	co3	tsʰo3			
楚	客法辭典	chui3	tʃʰui3			
褚	客法辭典	chu3	tʃʰu3			
儲	客法辭典	chu2	tʃʰu2			
儲	客法辭典	chiu2	tʃʰiu2			
礎	客法辭典	cii3	tsʰɿ3	原文記tsɿ3，與真正的tsɿ作清濁對立，誤。		
亍	客法辭典	chog7	tʃʰok7			
亍	客法辭典	chug7	tʃʰuk7			
拀	客法辭典	zhug7	tʃuk7			
怵	客法辭典	chod7	tʃʰot7			
怵	客法辭典	tud7	tʰut7			
俶	客法辭典	shug7	ʃuk7			
畜	客法辭典	hiug7	hiuk7			
畜	客法辭典	chug7	tʃʰuk7			
畜	客法辭典	hid7	hit7			
處	客法辭典	chu3	tʃʰu3			
處	客法辭典	chu5	tʃʰu5			
處	客法辭典	cu5	tsʰu5			
絀	客法辭典	zhod7	tʃot7			
傗	客法辭典	hiug7	hiuk7			
搐	客法辭典	hiug7	hiuk7			
儊	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
諔	客法辭典	sib7	sip7			
憷	客法辭典	cii3	tsʰɿ3	原文記tsɿ3，與真正的tsɿ作清濁對立，誤。		
黜	客法辭典	zhod7	tʃot7			
觸	客法辭典	chug7	tʃʰuk7			
矗	客法辭典	chug8	tʃʰuk8			
揣	客法辭典	zhui5	tʃui5			
揣	客法辭典	chui5	tʃʰui5			
揣	客法辭典	cui5	tsʰui5			
搋	客法辭典	ia2	ia2			
啜	客法辭典	chod7	tʃʰot7			
踹	客法辭典	don3	ton3			
川	客法辭典	chon1	tʃʰon1			
穿	客法辭典	chon1	tʃʰon1			
剶	客法辭典	chon1	tʃʰon1			
舡	客法辭典	shon2	ʃon2			
船	客法辭典	shon2	ʃon2			
遄	客法辭典	zhon1	tʃon1			
猭	客法辭典	chon5	tʃʰon5			
椽	客法辭典	ian2	ian2			
傳	客法辭典	chon2	tʃʰon2			
傳	客法辭典	chon5	tʃʰon5			
傳	客法辭典	con2	tsʰon2			
舛	客法辭典	chon3	tʃʰon3			
荈	客法辭典	chon3	tʃʰon3			
喘	客法辭典	chon3	tʃʰon3			
歂	客法辭典	chon3	tʃʰon3			
僢	客法辭典	chon3	tʃʰon3			
串	客法辭典	chon5	tʃʰon5			
釧	客法辭典	chon5	tʃʰon5			
窓	客法辭典	cung1	tsʰuŋ1			
窗	客法辭典	cung1	tsʰuŋ1			
摐	客法辭典	cung1	tsʰuŋ1			
牕	客法辭典	cung1	tsʰuŋ1			
瘡	客法辭典	cong1	tsʰoŋ1			
床	客法辭典	cong2	tsʰoŋ2			
牀	客法辭典	cong2	tsʰoŋ2			
幢	客法辭典	cong2	tsʰoŋ2			
闖	客法辭典	cong5	tsʰoŋ5			
創	客法辭典	cong5	tsʰoŋ5			
創	客法辭典	cong1	tsʰoŋ1			
愴	客法辭典	cong1	tsʰoŋ1			
吹	客法辭典	choi1	tʃʰoi1			
吹	客法辭典	chui1	tʃʰui1			
炊	客法辭典	chui1	tʃʰui1			
炊	客法辭典	choi1	tʃʰoi1			
垂	客法辭典	shui2	ʃui2			
垂	客法辭典	shui5	ʃui5			
垂	客法辭典	chui2	tʃʰui2			
埀	客法辭典	shui2	ʃui2			
倕	客法辭典	shui2	ʃui2			
陲	客法辭典	shui2	ʃui2			
捶	客法辭典	chui2	tʃʰui2			
搥	客法辭典	chui2	tʃʰui2			
槌	客法辭典	chui2	tʃʰui2			
箠	客法辭典	shui2	ʃui2			
錘	客法辭典	chui2	tʃʰui2			
顀	客法辭典	chui2	tʃʰui2			
鎚	客法辭典	chui2	tʃʰui2			
杶	客法辭典	chun1	tʃʰun1			
春	客法辭典	chun1	tʃʰun1			
椿	客法辭典	chun1	tʃʰun1			
輴	客法辭典	chun1	tʃʰun1			
唇	客法辭典	shun2	ʃun2			
純	客法辭典	shun2	ʃun2			
脣	客法辭典	shun2	ʃun2			
淳	客法辭典	shun2	ʃun2			
犉	客法辭典	shun2	ʃun2			
湻	客法辭典	shun2	ʃun2			
漘	客法辭典	shun2	ʃun2			
醇	客法辭典	shun2	ʃun2			
錞	客法辭典	dun1	tun1			
鶉	客法辭典	shun2	ʃun2			
鶉	客法辭典	tun2	tʰun2			
偆	客法辭典	chun3	tʃʰun3			
踳	客法辭典	chun3	tʃʰun3			
蠢	客法辭典	chun3	tʃʰun3			
逴	客法辭典	zog7	tsok7			
踔	客法辭典	zog7	tsok7			
戳	客法辭典	cog7	tsʰok7			
辵	客法辭典	chog7	tʃʰok7			
娕	客法辭典	cog7	tsʰok7			
娖	客法辭典	cog7	tsʰok7			
惙	客法辭典	dod7	tot7			
婥	客法辭典	shog7	ʃok7			
婥	客法辭典	zhog7	tʃok7			
綽	客法辭典	shog7	ʃok7			
綽	客法辭典	zhog7	tʃok7			
趠	客法辭典	zog7	tsok7			
趠	客法辭典	chog7	tʃʰok7			
輟	客法辭典	dod7	tot7			
疵	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
茈	客法辭典	zii3	tsɿ3	原文作dzɿ3，與tsʰɿ作濁清對立，誤。		
茨	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
祠	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
瓷	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
堲	客法辭典	zid7	tsit7			
詞	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
慈	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
磁	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
雌	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
辤	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
辭	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
鷀	客法辭典	cii2	tsʰɿ2	原文記tsɿ2，與真正的tsɿ作清濁對立，誤。		
此	客法辭典	cii3	tsʰɿ3	原文記tsɿ3，與真正的tsɿ作清濁對立，誤。		
佌	客法辭典	cii3	tsʰɿ3	原文記tsɿ3，與真正的tsɿ作清濁對立，誤。		
泚	客法辭典	cii3	tsʰɿ3	原文記tsɿ3，與真正的tsɿ作清濁對立，誤。		
玼	客法辭典	cii3	tsʰɿ3	原文記tsɿ3，與真正的tsɿ作清濁對立，誤。		
朿	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
次	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
伺	客法辭典	sii5	sɿ5			
刺	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
刺	客法辭典	ciug7	tsʰiuk7			
刺	客法辭典	lag7	lak7	【替】		
佽	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
茦	客法辭典	ced7	tsʰet7			
庛	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
莿	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
蛓	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
賜	客法辭典	sii5	sɿ5			
賜	客法辭典	zii5	tsɿ5	原文作dzɿ5，與tsʰɿ作濁清對立，誤。		
賜	客法辭典	chu5	tʃʰu5			
匆	客法辭典	cung1	tsʰuŋ1			
囪	客法辭典	cung1	tsʰuŋ1			
囱	客法辭典	cung1	tsʰuŋ1			
忩	客法辭典	cung1	tsʰuŋ1			
怱	客法辭典	cung1	tsʰuŋ1			
悤	客法辭典	cung1	tsʰuŋ1			
葱	客法辭典	cung1	tsʰuŋ1			
棇	客法辭典	cung1	tsʰuŋ1			
楤	客法辭典	cung1	tsʰuŋ1			
蔥	客法辭典	cung1	tsʰuŋ1			
聦	客法辭典	cung1	tsʰuŋ1			
樅	客法辭典	ciung2	tsʰiuŋ2			
聰	客法辭典	cung1	tsʰuŋ1			
鏦	客法辭典	ciung2	tsʰiuŋ2			
從	客法辭典	ziung5	tsiuŋ5			
從	客法辭典	siung3	siuŋ3			
從	客法辭典	ciung2	tsʰiuŋ2			
淙	客法辭典	cung1	tsʰuŋ1			
淙	客法辭典	cung2	tsʰuŋ2			
悰	客法辭典	cung1	tsʰuŋ1			
賩	客法辭典	zung1	tsuŋ1			
賨	客法辭典	zung1	tsuŋ1			
樷	客法辭典	cung2	tsʰuŋ2			
藂	客法辭典	cung2	tsʰuŋ2			
叢	客法辭典	cung2	tsʰuŋ2			
憁	客法辭典	zung3	tsuŋ3			
凑	客法辭典	ceu5	tsʰeu5			
湊	客法辭典	ceu5	tsʰeu5			
腠	客法辭典	ceu5	tsʰeu5			
輳	客法辭典	ceu5	tsʰeu5			
粗	客法辭典	cii1	tsʰɿ1	原文記tsɿ1，與真正的tsɿ作清濁對立，誤。		
徂	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
殂	客法辭典	zii1	tsɿ1	原文作dzɿ1，與tsʰɿ作濁清對立，誤。		
促	客法辭典	cug7	tsʰuk7			
猝	客法辭典	cud7	tsʰut7			
蔟	客法辭典	cug8	tsʰuk8			
醋	客法辭典	cii5	tsʰɿ5	原文記tsɿ5，與真正的tsɿ作清濁對立，誤。		
踧	客法辭典	tid7	tʰit7			
噈	客法辭典	ci3	tsʰi3			
簇	客法辭典	cug8	tsʰuk8			
蹙	客法辭典	cug7	tsʰuk7			
蹴	客法辭典	cug7	tsʰuk7			
蹴	客法辭典	chog7	tʃʰok7			
蹵	客法辭典	cug7	tsʰuk7			
顣	客法辭典	cug7	tsʰuk7			
汆	客法辭典	tun3	tʰun3			
攛	客法辭典	con5	tsʰon5			
攅	客法辭典	zon1	tson1			
櫕	客法辭典	zon1	tson1			
巑	客法辭典	zon1	tson1			
欑	客法辭典	zon1	tson1			
熶	客法辭典	con5	tsʰon5			
簒	客法辭典	con5	tsʰon5			
竄	客法辭典	con5	tsʰon5			
崔	客法辭典	cui1	tsʰui1			
催	客法辭典	cui1	tsʰui1			
凗	客法辭典	cui1	tsʰui1			
墔	客法辭典	cui1	tsʰui1			
摧	客法辭典	cui1	tsʰui1			
榱	客法辭典	soi1	soi1			
磪	客法辭典	cui1	tsʰui1			
漼	客法辭典	cui1	tsʰui1			
璀	客法辭典	cui5	tsʰui5			
脆	客法辭典	coi5	tsʰoi5			
脆	客法辭典	cioi5	tsʰioi5			
脃	客法辭典	coi5	tsʰoi5			
脃	客法辭典	cioi5	tsʰioi5			
萃	客法辭典	cui5	tsʰui5			
啐	客法辭典	cui5	tsʰui5			
淬	客法辭典	cui5	tsʰui5			
悴	客法辭典	cui5	tsʰui5			
椊	客法辭典	zud7	tsut7			
