汉字	拼音	IPA	注释		声调	调值	编号
丙	pierng3	piəŋ55	文				
秉	pierng3	piəŋ55					
柄	pinn5	pĩ41	白				
柄	pierng5	piəŋ41	文				
平	pinn2	pĩ24	白				
平	piann2	piã24	白				
平	phiann2	pʰiã24	白				
平	pierng2	piəŋ24	文				
評	phierng2	pʰiəŋ24					
病	pinn6	pĩ41	白				
病	pierng6	piəŋ41	文				
明	bin2	ᵐbin24	俗				
明	miann2	miã24	白				
明	bierng2	ᵐbiəŋ24	文				
鳴	bierng2	ᵐbiəŋ24					
盟	bierng2	ᵐbiəŋ24					
皿	bierng3	ᵐbiəŋ55					
命	miann6	miã41	白				
命	bierng6	ᵐbiəŋ41	文				
京	kiann1	kiã33	白				
京	kierng1	kiəŋ33	文				
荆	kierng1	kiəŋ33					
驚	kiann1	kiã33	白				
驚	kierng1	kiəŋ33	文				
境	kierng3	kiəŋ55					
景	kierng3	kiəŋ55					
警	kierng3	kiəŋ55	旧				
警	kierng5	kiəŋ41					
敬	kierng5	kiəŋ41					
竟	kierng5	kiəŋ41					
鏡	kiann5	kiã41	白				
鏡	kierng5	kiəŋ41	文				
卿	khierng1	kʰiəŋ33					
慶	khiann5	kʰiã41	白				
慶	khierng5	kʰiəŋ41	文				
擎	khierng2	kʰiəŋ24					
鯨	kierng1	kiəŋ33					
競	kierng6	kiəŋ41					
迎	ngiann2	ŋiã24	白				
迎	gierng2	ᵑɡiəŋ24	文				
英	iann1	iã33	白				
英	ierng1	iəŋ33	文				
影	ng3	ŋ55	白				
影	iann3	iã55	白				
影	ierng3	iəŋ55	文				
映	ierng5	iəŋ41					
餅	piann3	piã55	白				
餅	pierng3	piəŋ55	文				
并	pierng1	piəŋ33					
并	pierng5	piəŋ41					
并	phierng5	pʰiəŋ41	又				
聘	phierng5	pʰiəŋ41					
名	miann2	miã24	白				
名	bierng2	ᵐbiəŋ24	文				
領	niann3	niã55	白				
領	lierng3	liəŋ55	文				
嶺	niann3	niã55	白				
嶺	lierng3	liəŋ55	文				
令	lierng2	liəŋ24					
令	lierng6	liəŋ41					
精	tsinn1	tsĩ33	白				
精	tsiann1	tsiã33	白				
精	tsierng1	tsiəŋ33	文				
晶	tsinn1	tsĩ33	白				
晶	tsierng1	tsiəŋ33	文				
旌	tsierng1	tsiəŋ33					
睛	tsierng1	tsiəŋ33					
井	tsinn3	tsĩ55	白				
井	tsierng3	tsiəŋ55	文				
清	tshinn1	tsʰĩ33	白				
清	tshiann1	tsʰiã33	白				
清	tshuinn1	tsʰuĩ33	白，清明				
清	tshierng1	tsʰiəŋ33	文				
請	tshiann3	tsʰiã55	白				
請	tshierng3	tsʰiəŋ55	文				
情	tsiann2	tsiã24	白				
情	tsierng2	tsiəŋ24	文				
晴	tsinn2	tsĩ24	白				
晴	tsierng2	tsiəŋ24	文				
靜	tsinn4	tsĩ22	白				
靜	tsierng4	tsiəŋ22	文				
净	tsiann6	tsiã41	白				
净	tsierng6	tsiəŋ41	文				
性	sinn5	sĩ41	白				
性	sierng5	siəŋ41	文				
姓	sinn5	sĩ41	白				
姓	sierng5	siəŋ41	文				
貞	tsierng1	tsiəŋ33					
蟶	than1	tʰan33	白				
蟶	tshierng1	tsʰiəŋ33	文				
偵	tsierng1	tsiəŋ33					
逞	thierng3	tʰiəŋ55					
呈	tiann2	tiã24	白				
呈	thiann2	tʰiã24	白				
呈	thierng2	tʰiəŋ24	文				
程	thiann2	tʰiã24	白				
程	thierng2	tʰiəŋ24	文				
鄭	tinn6	tĩ41	白				
鄭	tierng6	tiəŋ41	文				
正	tsiann1	tsiã33	白				
正	tsierng1	tsiəŋ33	文				
征	tsierng1	tsiəŋ33					
整	tsann3	tsã55	俗				
整	tsierng3	tsiəŋ55					
政	tsierng5	tsiəŋ41					
正	tsiann5	tsiã41	白				
正	tsierng5	tsiəŋ41	文				
聲	siann1	siã33	白				
聲	sierng1	siəŋ33	文				
聖	siann5	siã41	白				
聖	sierng5	siəŋ41	文				
城	siann2	siã24	白				
城	sierng2	siəŋ24	文				
成	tsiann2	tsiã24	白				
成	siann2	siã24	白，几成				
成	sierng2	siəŋ24	文				
誠	sierng2	siəŋ24					
盛	sierng2	siəŋ24					
盛	siann6	siã41	白				
盛	sierng6	siəŋ41	文				
頸	kierng3	kiəŋ55					
輕	khin1	kʰin33	白				
輕	khierng1	kʰiəŋ33	文				
嬰	inn1	ĩ33	白				
嬰	ierng1	iəŋ33	文				
纓	iann1	iã33	白				
纓	ierng1	iəŋ33	文				
盈	iann2	iã24	白				
盈	ierng2	iəŋ24	文				
贏	iann2	iã24	白				
贏	ierng2	iəŋ24	文				
姘	phierng5	pʰiəŋ41					
拼	piann5	piã41	俗				
拼	phierng5	pʰiəŋ41					
瓶	pan2	pan24	白				
瓶	pin2	pin24	文				
瓶	pierng2	piəŋ24	文				
屏	pin2	pin24					
屏	pierng3	piəŋ55					
屏	piann5	piã41	白				
屏	pierng5	piəŋ41	文				
並	pierng6	piəŋ41					
銘	bierng2	ᵐbiəŋ24					
冥	bierng2	ᵐbiəŋ24					
丁	tierng1	tiəŋ33					
釘	tan1	tan33	白				
釘	tierng1	tiəŋ33	文				
頂	tierng3	tiəŋ55					
鼎	tiann3	tiã55	白				
鼎	tierng3	tiəŋ55	文				
釘	tan5	tan41	白				
釘	tierng5	tiəŋ41	文				
訂	tierng5	tiəŋ41					
聽	thiann1	tʰiã33	白				
聽	thierng1	tʰiəŋ33	文				
汀	thiann1	tʰiã33	白				
汀	thierng1	tʰiəŋ33	文				
廳	thiann1	tʰiã33	白				
廳	thierng1	tʰiəŋ33	文				
聽	thierng5	tʰiəŋ41					
廷	tierng2	tiəŋ24					
停	thiann2	tʰiã24	白				
停	thierng2	tʰiəŋ24	文				
亭	tan2	tan24	白				
亭	tierng2	tiəŋ24	文				
亭	thierng2	tʰiəŋ24	文				
庭	tiann2	tiã24	白				
庭	tierng2	tiəŋ24	文				
蜓	thierng2	tʰiəŋ24					
挺	thierng3	tʰiəŋ55					
艇	thierng3	tʰiəŋ55					
錠	tiann4	tiã22	白				
錠	tierng6	tiəŋ41	文				
定	tiann6	tiã41	白				
定	tierng6	tiəŋ41	文				
寧	lierng2	liəŋ24					
佞	lierng6	liəŋ41					
佞	lin6	lin41	又				
靈	lierng2	liəŋ24					
零	lan2	lan24	白				
零	lierng2	liəŋ24	文				
鈴	gierng1	ᵑɡiəŋ33	俗				
鈴	lierng2	liəŋ24					
伶	lierng2	liəŋ24					
另	lierng6	liəŋ41					
青	tshinn1	tsʰĩ33	白				
青	tshierng1	tsʰiəŋ33	文				
蜻	tsierng1	tsiəŋ33	旧				
蜻	tshierng1	tsʰiəŋ33					
星	tshinn1	tsʰĩ33	白				
星	san1	san33	白，零星				
星	sierng1	siəŋ33	文				
腥	tshinn1	tsʰĩ33	白				
腥	sierng1	siəŋ33	文				
醒	tshinn3	tsʰĩ55	白				
醒	sierng3	siəŋ55	文				
經	kinn1	kĩ33	白				
經	kierng1	kiəŋ33	文				
徑	kierng5	kiəŋ41					
磬	khan5	kʰan41	白				
磬	khierng5	kʰiəŋ41	文				
馨	hierng1	hiəŋ33					
刑	hierng2	hiəŋ24					
型	hierng2	hiəŋ24					
形	hierng2	hiəŋ24					
百	peh7	peʔ5	白				
百	pah7	paʔ5	白				
百	piak7	piak5	文				
柏	peh7	peʔ5	白				
柏	piak7	piak5	文				
伯	peh7	peʔ5	白				
伯	piak7	piak5	文				
迫	piak7	piak5					
拍	phah7	pʰaʔ5	白				
拍	phiak7	pʰiak5	文				
珀	phiak7	pʰiak5					
魄	phiak7	pʰiak5					
白	peh8	peʔ35	白				
白	piak8	piak35	文				
帛	peh8	peʔ35	白				
帛	pit8	pit35	文				
帛	piak8	piak35	文				
陌	biak8	ᵐbiak35					
拆	thiah7	tʰiaʔ5	白				
拆	thiak7	tʰiak5	文				
擇	tiak8	tiak35					
澤	tiak8	tiak35					
宅	theh8	tʰeʔ35	白				
宅	tiak8	tiak35	文				
宅	thiak8	tʰiak35	文				
窄	tsiak7	tsiak5					
格	keh7	keʔ5	白				
格	kiak7	kiak5	文				
客	kheh7	kʰeʔ5	白				
客	khiak7	kʰiak5	文				
咳	khai5	kʰai41					
額	hiah8	hiaʔ35	白				
額	giah8	ᵑɡiaʔ35	白				
額	giak8	ᵑɡiak35	文				
赫	hiak7	hiak5					
嚇	hiak7	hiak5					
麥	beh8	ᵐbeʔ35	白				
麥	biak8	ᵐbiak35	文				
脈	beh8	ᵐbeʔ35	白				
脈	biak8	ᵐbiak35	文				
摘	tiah7	tiaʔ5	白				
摘	tiak7	tiak5	文				
責	tsiak7	tsiak5					
責	tsit7	tsit5	又				
策	tshiak7	tsʰiak5					
册	tsheh7	tsʰeʔ5	白				
册	tshiak7	tsʰiak5	文				
革	kiak7	kiak5					
隔	keh7	keʔ5	白				
隔	kiak7	kiak5	文				
厄	iak7	iak5					
扼	at7	at5	白				
扼	iak7	iak5	文				
軛	iak7	iak5					
碧	phiak7	pʰiak5					
戟	kiak7	kiak5					
隙	khiah7	kʰiaʔ5	白				
隙	khiak7	kʰiak5	文				
劇	kiook8	kiɔk35					
劇	kiak8	kiak35	又				
屐	khah8	kʰaʔ35	白				
屐	kiah8	kiaʔ35	白				
屐	kiak8	kiak35	文				
逆	giak8	ᵑɡiak35					
璧	phiak7	pʰiak5					
僻	phiah7	pʰiaʔ5	白				
僻	phiak7	pʰiak5	文				
辟	phiak7	pʰiak5					
闢	pit8	pit35	白				
闢	piak8	piak35	文				
積	tsiak7	tsiak5					
積	tsit7	tsit5	又				
跡	liah7	liaʔ5	俗				
跡	tsiah7	tsiaʔ5	白				
跡	tsiak7	tsiak5	文				
脊	tsiah7	tsiaʔ5	白				
脊	tsit7	tsit5	文				
脊	tsiak7	tsiak5	文				
籍	tsiak8	tsiak35					
藉	tsiak8	tsiak35					
昔	siak7	siak5					
惜	sioh7	sioʔ5	白				
惜	siak7	siak5	文				
席	tshioh8	tsʰioʔ35	白				
席	sit8	sit35	文				
席	siak8	siak35	文				
夕	siah8	siaʔ35	白				
夕	siak8	siak35	文				
擲	tiak8	tiak35					
隻	tsiah7	tsiaʔ5	白				
隻	tsiak7	tsiak5	文				
炙	tsioh7	tsioʔ5	白				
炙	tsia5	tsia41	文				
赤	tshiah7	tsʰiaʔ5	白				
赤	tshiak7	tsʰiak5	文				
斥	thiak7	tʰiak5					
尺	tshioh7	tsʰioʔ5	白				
尺	tshiak7	tsʰiak5	文				
適	siak7	siak5					
釋	siak7	siak5					
石	tsioh8	tsioʔ35	白				
石	siah8	siaʔ35	白				
石	siak8	siak35	文				
碩	siak8	siak35					
益	iah7	iaʔ5	白				
益	iak7	iak5	文				
亦	iah8	iaʔ35	白				
亦	ah8	aʔ35	白				
亦	iak8	iak35	文				
譯	iak8	iak35					
易	iah8	iaʔ35	白				
易	iak8	iak35	文				
液	sioh8	sioʔ35	白				
液	iak8	iak35	文				
腋	iak8	iak35					
壁	piah7	piaʔ5	白				
壁	piak7	piak5	文				
霹	phiak7	pʰiak5					
劈	phiak7	pʰiak5					
覓	bah8	ᵐbaʔ35	白				
覓	biak8	ᵐbiak35	文				
滴	tih7	tiʔ5	白				
滴	tiak7	tiak5	文				
嫡	tiak7	tiak5					
的	tiak7	tiak5					
的	tit7	tit5	又				
踢	that7	tʰat5	白				
踢	thiak7	tʰiak5	文				
剔	thak7	tʰak5	俗				
剔	thih7	tʰiʔ5	白				
剔	thiak7	tʰiak5	文				
狄	tiak8	tiak35					
笛	tat8	tat35	白				
笛	tiak8	tiak35	文				
敵	tiak8	tiak35					
糴	tiah8	tiaʔ35	白				
糴	tiak8	tiak35	文				
溺	liak8	liak35					
歷	liak8	liak35					
曆	lah8	laʔ35	白				
曆	liak8	liak35	文				
績	tsiak7	tsiak5					
績	tsit7	tsit5	又				
戚	tshiak7	tsʰiak5					
寂	tsiak8	tsiak35					
錫	siah7	siaʔ5	白				
錫	siak7	siak5	文				
析	siak7	siak5					
擊	kiak7	kiak5					
激	kiak7	kiak5					
喫	khiak7	kʰiak5					
喫	khue5	kʰue41	啃				
礦	kierng3	kiəŋ55	旧				
礦	khoong5	kʰɔŋ41					
橫	huinn2	huĩ24	白				
橫	hierng2	hiəŋ24	文				
轟	ierng1	iəŋ33	旧				
轟	hoong1	hɔŋ33					
宏	hierng2	hiəŋ24	旧				
宏	hoong2	hɔŋ24					
兄	hiann1	hiã33	白				
兄	hierng1	hiəŋ33	文				
榮	ierng2	iəŋ24					
永	ierng3	iəŋ55					
泳	ierng6	iəŋ41	旧				
泳	ierng3	iəŋ55					
咏	ierng6	iəŋ41	旧				
咏	ierng3	iəŋ55					
傾	khierng1	kʰiəŋ33					
頃	khng3	kʰŋ55					
頃	khierng3	kʰiəŋ55	又				
瓊	khierng2	kʰiəŋ24					
營	iann2	iã24	白				
營	ierng2	iəŋ24	文				
塋	ierng2	iəŋ24					
穎	ierng3	iəŋ55					
螢	iann2	iã24	白				
螢	ierng2	iəŋ24	文				
迥	kierng3	kiəŋ55					
虢	kiak7	kiak5					
虢	khiak7	kʰiak5	又				
獲	hiak8	hiak35					
劃	ueh8	ueʔ35	白				
劃	iak8	iak35	文				
劃	hiak8	hiak35	文				
役	iah8	iaʔ35	白				
役	iak8	iak35	文				
疫	iah8	iaʔ35	白				
疫	iak8	iak35	文				
篷	phang2	pʰaŋ24	白				
篷	phoong2	pʰɔŋ24	文				
蓬	phoong2	pʰɔŋ24					
蓬	hoong2	hɔŋ24	又				
蒙	boong2	ᵐbɔŋ24					
蠓	bang3	ᵐbaŋ55	白				
蠓	boong3	ᵐbɔŋ55	文				
懵	boong3	ᵐbɔŋ55					
東	tang1	taŋ33	白				
東	toong1	tɔŋ33	文				
董	tang3	taŋ55	白				
董	toong3	tɔŋ55	文				
懂	toong3	tɔŋ55					
棟	tang5	taŋ41	白				
棟	toong5	tɔŋ41	文				
凍	tang5	taŋ41	白				
凍	toong5	tɔŋ41	文				
通	thang1	tʰaŋ33	白				
通	thoong1	tʰɔŋ33	文				
桶	thang3	tʰaŋ55	白				
桶	thoong3	tʰɔŋ55	文				
捅	thoong3	tʰɔŋ55					
痛	thang5	tʰaŋ41	白				
痛	thoong5	tʰɔŋ41	文				
同	tang2	taŋ24	白				
同	toong2	tɔŋ24	文				
銅	tang2	taŋ24	白				
銅	toong2	tɔŋ24	文				
桐	thang2	tʰaŋ24	白				
桐	toong2	tɔŋ24	文				
筒	tang2	taŋ24	白				
筒	toong2	tɔŋ24	文				
童	tang2	taŋ24	白				
童	toong2	tɔŋ24	文				
瞳	toong2	tɔŋ24					
動	tang4	taŋ22	白				
動	toong4	tɔŋ22	文				
洞	toong6	tɔŋ41					
籠	lang2	laŋ24	白				
籠	lang3	laŋ55	白				
籠	lang4	laŋ22	白				
籠	loong2	lɔŋ24	文				
籠	loong3	lɔŋ55	文				
聾	lang2	laŋ24	白				
聾	loong2	lɔŋ24	文				
攏	lang3	laŋ55	白				
攏	loong3	lɔŋ55	文				
弄	lang6	laŋ41	白				
弄	loong6	lɔŋ41	文				
棕	tsang1	tsaŋ33	白				
棕	tsoong1	tsɔŋ33	文				
鬃	tsang1	tsaŋ33	白				
鬃	tsoong1	tsɔŋ33	文				
總	tsang3	tsaŋ55	白				
總	tsoong3	tsɔŋ55	文				
粽	tsang5	tsaŋ41	白				
粽	tsoong5	tsɔŋ41	文				
聰	tshang1	tsʰaŋ33	白				
聰	tshoong1	tsʰɔŋ33	文				
匆	tshoong1	tsʰɔŋ33					
葱	tshang1	tsʰaŋ33	白				
葱	tshoong1	tsʰɔŋ33	文				
囱	tshoong1	tsʰɔŋ33					
叢	tsang2	tsaŋ24	白				
叢	tsoong2	tsɔŋ24	文				
送	sang5	saŋ41	白				
送	soong5	sɔŋ41	文				
公	kang1	kaŋ33	白				
公	koong1	kɔŋ33	文				
工	kang1	kaŋ33	白				
工	koong1	kɔŋ33	文				
功	kang1	kaŋ33	白				
功	koong1	kɔŋ33	文				
攻	koong1	kɔŋ33					
貢	koong5	kɔŋ41					
空	khang1	kʰaŋ33	白				
空	khoong1	kʰɔŋ33	文				
孔	khang3	kʰaŋ55	白				
孔	khoong3	kʰɔŋ55	文				
控	khoong5	kʰɔŋ41					
空	khang5	kʰaŋ41	白				
空	khoong5	kʰɔŋ41	文				
烘	hang1	haŋ33	白				
烘	hoong1	hɔŋ33	文				
哄	hang3	haŋ55	白				
哄	hoong3	hɔŋ55	文				
紅	koong1	kɔŋ33					
紅	ang2	aŋ24	白				
紅	hoong2	hɔŋ24	文				
洪	ang2	aŋ24	白，姓氏				
洪	hoong2	hɔŋ24	文				
鴻	hoong2	hɔŋ24					
汞	hoong4	hɔŋ22	旧				
汞	koong3	kɔŋ55					
翁	ang1	aŋ33	白				
翁	oong1	ɔŋ33	文				
瓮	ang5	aŋ41	白				
瓮	oong5	ɔŋ41	文				
冬	tang1	taŋ33	白				
冬	toong1	tɔŋ33	文				
統	thoong3	tʰɔŋ55					
農	loong2	lɔŋ24					
膿	lang2	laŋ24	白				
膿	loong2	lɔŋ24	文				
儂	lang2	laŋ24	白				
儂	loong2	lɔŋ24	文				
宗	tsoong1	tsɔŋ33					
鬆	sang1	saŋ33	白				
鬆	soong1	sɔŋ33	文				
宋	sang5	saŋ41	白，姓氏				
宋	soong5	sɔŋ41	文				
風	huang1	huaŋ33	白				
風	hoong1	hɔŋ33	文				
瘋	hoong1	hɔŋ33					
諷	hoong1	hɔŋ33					
諷	hoong3	hɔŋ55	又				
豐	hoong1	hɔŋ33					
馮	pierng2	piəŋ24					
馮	pang2	paŋ24	白				
馮	phang2	pʰaŋ24	白				
馮	hoong2	hɔŋ24	文				
鳳	hoong6	hɔŋ41					
夢	bang6	ᵐbaŋ41	白				
夢	boong6	ᵐbɔŋ41	文				
隆	lioong2	liɔŋ24					
嵩	sioong1	siɔŋ33					
中	tng1	tŋ33	俗				
中	tioong1	tiɔŋ33					
忠	tioong1	tiɔŋ33					
中	tierng5	tiəŋ41	白				
中	tioong5	tiɔŋ41	文				
蟲	thang2	tʰaŋ24	白				
蟲	thioong2	tʰiɔŋ24	文				
仲	tioong6	tiɔŋ41					
崇	tsoong2	tsɔŋ24					
崇	tsioong2	tsiɔŋ24	又				
終	tsioong1	tsiɔŋ33					
眾	tsierng5	tsiəŋ41	白				
眾	tsioong5	tsiɔŋ41	文				
眾	tsierng1	tsiəŋ33	文				
充	tshioong1	tsʰiɔŋ33					
銃	tshierng5	tsʰiəŋ41	白				
銃	tshioong5	tsʰiɔŋ41	文				
絨	lioong2	liɔŋ24					
戎	lioong2	liɔŋ24					
弓	kierng1	kiəŋ33	白				
弓	kioong1	kiɔŋ33	文				
躬	kioong1	kiɔŋ33					
宮	kierng1	kiəŋ33	白				
宮	kioong1	kiɔŋ33	文				
穹	khioong1	kʰiɔŋ33					
穹	kioong2	kiɔŋ24					
窮	kierng2	kiəŋ24	白				
窮	khierng2	kʰiəŋ24	白				
窮	kioong2	kiɔŋ24	文				
熊	him2	him24	白				
熊	hioong2	hiɔŋ24	文				
雄	hin2	hin24	俗				
雄	hierng2	hiəŋ24	白				
雄	hioong2	hiɔŋ24	文				
融	ioong2	iɔŋ24					
封	pang1	paŋ33	白				
封	hoong1	hɔŋ33	文				
峰	phang1	pʰaŋ33	白				
峰	hoong1	hɔŋ33	文				
蜂	phang1	pʰaŋ33	白				
蜂	hoong1	hɔŋ33	文				
鋒	hoong1	hɔŋ33					
捧	phoong3	pʰɔŋ55					
捧	hoong4	hɔŋ22					
逢	pang2	paŋ24	白				
逢	hoong2	hɔŋ24	文				
縫	pang2	paŋ24	白				
縫	hoong2	hɔŋ24	文				
奉	hoong4	hɔŋ22					
俸	hoong6	hɔŋ41					
縫	phang6	pʰaŋ41	白				
縫	hoong6	hɔŋ41	文				
濃	loong2	lɔŋ24					
龍	lierng2	liəŋ24	白				
龍	lioong2	liɔŋ24	文				
隴	loong3	lɔŋ55					
隴	lioong3	liɔŋ55	又				
壟	lang3	laŋ55	白				
壟	loong3	lɔŋ55	文				
壟	lioong3	liɔŋ55	文				
蹤	tsoong1	tsɔŋ33					
縱	tsoong1	tsɔŋ33					
縱	tshioong5	tsʰiɔŋ41					
從	tsng2	tsŋ24	俗				
從	tsioong2	tsiɔŋ24					
慫	sioong3	siɔŋ55					
松	tsierng2	tsiəŋ24	白				
松	sioong2	siɔŋ24	文				
誦	sioong6	siɔŋ41					
頌	sioong6	siɔŋ41					
訟	sioong6	siɔŋ41					
冢	thioong3	tʰiɔŋ55					
寵	thioong3	tʰiɔŋ55					
重	tierng2	tiəŋ24	白				
重	tioong2	tiɔŋ24	文				
重	tang6	taŋ41	白				
重	tioong6	tiɔŋ41	文				
鐘	tsierng1	tsiəŋ33	白				
鐘	tsioong1	tsiɔŋ33	文				
盅	tshioong1	tsʰiɔŋ33					
盅	tsierng1	tsiəŋ33	白				
盅	tsioong1	tsiɔŋ33	文				
種	tsierng3	tsiəŋ55	白				
種	tsioong3	tsiɔŋ55	文				
種	tsierng5	tsiəŋ41	白				
種	tsioong5	tsiɔŋ41	文				
腫	tsierng3	tsiəŋ55	白				
腫	tsioong3	tsiɔŋ55	文				
衝	tshioong1	tsʰiɔŋ33					
舂	tsierng1	tsiəŋ33	白				
舂	sioong1	siɔŋ33	文				
茸	lioong2	liɔŋ24					
冗	lioong3	liɔŋ55					
恭	kioong1	kiɔŋ33					
供	kierng1	kiəŋ33	白				
供	kioong1	kiɔŋ33	文				
拱	kierng3	kiəŋ55	白				
拱	kioong3	kiɔŋ55	文				
鞏	kioong3	kiɔŋ55	旧				
鞏	khioong3	kʰiɔŋ55					
供	kierng5	kiəŋ41	白				
供	kioong5	kiɔŋ41	文				
恐	khioong3	kʰiɔŋ55					
共	kang6	kaŋ41	白				
共	kioong6	kiɔŋ41	文				
胸	hierng1	hiəŋ33	白				
胸	hioong1	hiɔŋ33	文				
兇	hioong1	hiɔŋ33					
凶	hioong1	hiɔŋ33					
雍	ierng1	iəŋ33	白				
雍	ioong1	iɔŋ33	文				
擁	ioong5	iɔŋ41					
雍	ioong5	iɔŋ41					
容	ioong2	iɔŋ24					
熔	ioong2	iɔŋ24					
庸	ioong2	iɔŋ24					
庸	ioong1	iɔŋ33					
甬	ioong3	iɔŋ55					
勇	ioong3	iɔŋ55					
湧	ierng3	iəŋ55	白				
湧	ioong3	iɔŋ55	文				
用	ierng6	iəŋ41	白				
用	ioong6	iɔŋ41	文				
卜	pook7	pɔk5					
撲	phook7	pʰɔk5					
僕	pook8	pɔk35					
曝	phak8	pʰak35	白				
曝	phook8	pʰɔk35	文				
曝	pook8	pɔk35	文				
瀑	pook8	pɔk35					
木	bat8	ᵐbat35	白				
木	bak8	ᵐbak35	白				
木	book8	ᵐbɔk35	文				
沐	book8	ᵐbɔk35					
禿	thut8	tʰut35	俗				
禿	thook8	tʰɔk35					
獨	tak8	tak35	白				
獨	took8	tɔk35	文				
讀	tio6	tio41					
讀	thak8	tʰak35	白				
讀	thook8	tʰɔk35	文				
牘	thook8	tʰɔk35					
鹿	look8	lɔk35					
禄	look8	lɔk35					
族	tsook8	tsɔk35					
速	sook7	sɔk5					
穀	kak7	kak5	白				
穀	kook7	kɔk5	文				
谷	kook7	kɔk5					
哭	khook7	kʰɔk5					
哭	khau5	kʰau41	训				
斛	hak8	hak35	白				
斛	hook8	hɔk35	文				
屋	ook7	ɔk5					
篤	took7	tɔk5					
督	took7	tɔk5					
毒	thau6	tʰau41	白				
毒	tak8	tak35	白				
毒	took8	tɔk35	文				
酷	khook7	kʰɔk5					
沃	ak7	ak5	白				
沃	ook7	ɔk5	文				
福	hook7	hɔk5					
幅	pak7	pak5	白				
幅	hook7	hɔk5	文				
蝠	hook7	hɔk5					
復	hook8	hɔk35					
腹	pak7	pak5	白				
腹	hook7	hɔk5	文				
覆	phak7	pʰak5	白				
覆	hook7	hɔk5	文				
服	hook8	hɔk35					
伏	hook8	hɔk35					
伏	pu6	pu41					
袱	hook8	hɔk35					
目	bak8	ᵐbak35	白				
目	book8	ᵐbɔk35	文				
穆	book8	ᵐbɔk35					
牧	book8	ᵐbɔk35					
六	lak8	lak35	白				
六	liook8	liɔk35	文				
陸	liook8	liɔk35					
戮	liook8	liɔk35					
肅	siook7	siɔk5					
肅	sook7	sɔk5	又				
夙	siook7	siɔk5					
夙	sook7	sɔk5	又				
宿	siak7	siak5	白				
宿	siook7	siɔk5	文				
宿	sook7	sɔk5	文				
竹	tiak7	tiak5	白				
竹	tiook7	tiɔk5	文				
築	tiook7	tiɔk5					
畜	thiak7	tʰiak5	白				
畜	thiook7	tʰiɔk5	文				
畜	hiook7	hiɔk5	又				
逐	tak8	tak35					
逐	tiook8	tiɔk35					
軸	tiak8	tiak35	白				
軸	tiook8	tiɔk35	文				
縮	siook7	siɔk5					
縮	sook7	sɔk5	又				
祝	tsiook7	tsiɔk5					
粥	tsiook7	tsiɔk5					
叔	tsiak7	tsiak5	白				
叔	siook7	siɔk5	文				
熟	siak8	siak35	白				
熟	siook8	siɔk35	文				
淑	siook7	siɔk5					
肉	hiak8	hiak35	白				
肉	liook8	liɔk35	文				
肉	bah7	ᵐbaʔ5	训				
菊	kak7	kak5	白				
菊	kiook7	kiɔk5	文				
麴	khak7	kʰak5	白				
麴	khiook7	kʰiɔk5	文				
蓄	thiook7	tʰiɔk5					
蓄	hiook7	hiɔk5	又				
郁	hiook7	hiɔk5					
鬱	ut7	ut5					
育	iook8	iɔk35					
綠	liak8	liak35	白				
綠	liook8	liɔk35	文				
錄	liook8	liɔk35					
足	tsiook7	tsiɔk5					
促	tshiak7	tsʰiak5	白				
促	tshiook7	tsʰiɔk5	文				
粟	tshiak7	tsʰiak5	白				
粟	siak7	siak5	白				
粟	siook7	siɔk5	文				
俗	sioh8	sioʔ35	俗				
俗	siook8	siɔk35					
續	sua5	sua41	俗				
續	siook8	siɔk35					
燭	tsiak7	tsiak5	白				
燭	tsiook7	tsiɔk5	文				
囑	tsiook7	tsiɔk5					
觸	tak7	tak5	白				
觸	tshiook7	tsʰiɔk5	文				
贖	siook8	siɔk35					
束	sook7	sɔk5					
蜀	tsit8	tsit35	白				
蜀	siook8	siɔk35	文				
屬	siook8	siɔk35					
屬	tsiook7	tsiɔk5					
辱	liook8	liɔk35					
褥	liak8	liak35	白				
褥	liook8	liɔk35	文				
鋦	kiook7	kiɔk5					
曲	khiak7	kʰiak5	白				
曲	khiook7	kʰiɔk5	文				
局	kiak8	kiak35	白				
局	kiook8	kiɔk35	文				
玉	giak8	ᵑɡiak35	白				
玉	giook8	ᵑɡiɔk35	文				
獄	gak8	ᵑɡak35	白				
獄	giak8	ᵑɡiak35	白				
獄	giook8	ᵑɡiɔk35	文				
旭	hiook7	hiɔk5					
欲	iook8	iɔk35					
浴	iak8	iak35	白				
浴	iook8	iɔk35	文				
慾	iook8	iɔk35					
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
