繁体	简体	IPA	注释	来源			
汭	汭	zɛ6	①河水彎曲的地方或兩條河會合之處。②水邊。③河川名	鄉音字類			
枘	枘	zɛ6	榫頭，用以插入另一部分的榫眼，使兩部分連接起來	鄉音字類			
蚋	蚋	zɛ6	昆蟲綱雙翅目蚋科蚊類的通稱	鄉音字類			
晬	晬	zɛ6	理論應讀[ʦɛ⁵²³]：小孩出生後滿一周歲	鄉音字類			
萃	萃	zɛ6	薈~	鄉音字類			
崒	崒	zɛ6	理論應讀[ʦʰɛ⁵²³]：聚集	鄉音字類			
顇	悴	zɛ6	顦~：①形容一個人枯槁瘦弱。②表達某人憂愁、困苦	鄉音字類			
悴	悴	zɛ6	憔~	鄉音字類			
瘁	瘁	zɛ6	鞠躬盡~	鄉音字類			
蕊	蕊	zɛ6	文讀：花~	鄉音字類			
睿	睿	zɛ6	①明智，聰明的。②古代頌揚天子的明智，故用以稱與天子有關的。③通達事理的才智	鄉音字類			
叡	叡	zɛ6	通“睿”，明智的，佳美的	鄉音字類			
瑞	瑞	zɛ6	~光塔。《蘇州同音字彙1892》中的記音爲[ʣ]聲母，陽上	鄉音字類			
睡	睡	zɛ6	~眠	鄉音字類			
祟	祟	zɛ6	理論應讀[sɛ⁵²³]：①作怪，爲害。②災禍。③做事不光明正大	鄉音字類			
倅	倅	zɛ6	理論應讀[ʦʰɛ⁵²³]：副	鄉音字類			
焠	焠	zɛ6	理論應讀[ʦʰɛ⁵²³]：①將金屬燒紅後浸入水中，以增加其硬度，使其更堅利。②燒灼。③通“淬”，塗染	鄉音字類			
粹	粹	zɛ6	純~	鄉音字類			
睟	睟	zɛ6	理論應讀[sɛ⁵²³]：①眼光清明的樣子。②潤澤的樣子。③顏色純一的樣子	鄉音字類			
賅	赅	kɛ1	~概	蘇州同音常用字彙			
該	该	kɛ1	應~葛	鄉音字類			
陔	陔	kɛ1	①石階的次序。②重，層。③田中高地	鄉音字類			
荄	荄	kɛ1	草根	鄉音字類			
垓	垓	kɛ1	①荒原之地。②界限，邊際。③數目字。古代以十兆爲經，十經爲垓	鄉音字類			
痎	痎	kɛ1	古書上稱兩天發作一次的瘧疾。亦泛指瘧疾	鄉音字類			
裓	裓	kɛ1	古代指堂下至門鋪的磚路	鄉音字類			
改	改	kɛ3	~良	鄉音字類			
葢	盖	kɛ5	同“蓋”	鄉音字類			
蓋	盖	kɛ5	~碗	鄉音字類			
丐	丐	kɛ5	乞~	鄉音字類			
槩	槩	kɛ5	①同“概”。②通“慨”，感慨。③通“溉”，洗滌	鄉音字類			
溉	溉	kɛ5	灌~	鄉音字類			
匄	丐	kɛ5	“丐”的異體字	鄉音字類			
壒	壒	kɛ5	理論應讀[kʰɛ⁵²³]或[ɛ⁵²³]：塵埃	鄉音字類			
概	概	kɛ5	~念	蘇州同音常用字彙			
開	开	kʰɛ1	迷露~：霧散開。[例]①迷露弗開，路上要爛。②迷露開，曬得呆	鄉音字類			
剴	剀	kʰɛ1	《廣韻》：古哀切	鄉音字類			
剴	剀	kʰɛ3	~切曉諭	蘇州同音常用字彙			
敱	敱	kʰɛ1	理論應讀[ŋ(u)ɛ²²³]：有所治理	鄉音字類			
凱	凯	kʰɛ3	~旋	鄉音字類			
塏	垲	kʰɛ3	地勢高而乾爽	鄉音字類			
愷	恺	kʰɛ3	①和樂，和善。②通“凱”，軍隊勝利所奏的樂曲	鄉音字類			
嘅	嘅	kʰɛ5	歎息	鄉音字類			
慨	慨	kʰɛ5	慷~非常	鄉音字類			
愾	忾	kʰɛ5	敵~	鄉音字類			
咳	咳	kʰɛ5	讀書音	鄉音字類			
欬	欬	kʰɛ5	讀書音	鄉音字類			
嵌	嵌	kʰɛ5	理論應讀[kʰæ̃⁵²³]：~隊（爲了取巧而不守秩序，插進排好的隊列裏）|~進去（鑲嵌進去；插入）|~小銅鈿（喩話中帶刺。也說“嵌骨頭”）|~牢（鑲嵌住了）	鄉音字類			
骸	骸	ɦɛ2	①脛骨，小腿骨。也泛指骨。②身體，軀體：形~|尸~|遺~	鄉音字類			
諧	谐	ɦɛ2	①和，配合得當：和~。②滑稽：詼~。③（事情）商量好，辦妥	鄉音字類			
埃	埃	ɦɛ2	理論應讀[ɛ⁴⁴]：塵~	鄉音字類			
孩	孩	ɦɛ2	小~子	鄉音字類			
唉	唉	ɦɛ2	~啘：歎詞。表示讚同	鄉音字類			
咳	咳	ɦɛ2	①小兒笑。②《集韻》：或作㜾𠹛	鄉音字類			
荄	荄	ɦɛ2	疑爲誤讀	蘇州同音字彙1892			
亥	亥	ɦɛ4	地支第十二位	鄉音字類			
亥	亥	ɦɛ6	又音	蘇州同音字彙1892			
害	害	ɦɛ6	~蟲應該除去	鄉音字類			
閡	阂	ɦɛ6	《集韻》：戶代切。藏塞也	蘇州同音字彙1892			
呆	呆	ŋɛ2	~大	鄉音字類			
皚	皑	ŋɛ2	潔白的樣子，多形容霜雪：~~	鄉音字類			
礙	碍	ŋɛ6	~手扳脚（妨礙）|~弗得（嫉妒）|~著（妨礙到）|~事|弗~（緊）（不要緊，不妨事，沒關係）|阿~（礙不礙事？要不要緊？行嗎？）	鄉音字類			
碍	碍	ŋɛ6	俗礙字：弗~葛	鄉音字類			
艾	艾	ŋɛ6	~絨：一種中藥。將艾葉陰乾搗碎、除去清渣而成。可以灸病，亦可作印泥	鄉音字類			
哀	哀	ɛ1	悲~	鄉音字類			
欸	欸	ɛ1	①大聲斥責。②感歎。③惟，相當於“是”，表應答	鄉音字類			
挨	挨	ɛ1	文讀	鄉音字類			
藹	蔼	ɛ3	理論應讀陰去：①繁茂，茂盛。②美好，和善：和~。③通“靄”，雲氣。④遮掩，籠罩	鄉音字類			
靄	霭	ɛ3	理論應讀陰去：①煙霧，雲氣。②~~：a. 聚集的樣子。b. 雪很盛的樣子	鄉音字類			
餲	餲	ɛ3	應讀陰去：食物變味	鄉音字類			
愛	爱	ɛ3	應讀陰去	鄉音字類			
愛	爱	ɛ5	~卽是害：指溺愛就是害死人	蘇州同音字彙1892			
⿰阝愛	⿰阝愛	ɛ3		鄉音字類			
曖	暧	ɛ3	應讀陰去：①昏暗，不明：~昧。②隱蔽	鄉音字類			
靉	叆	ɛ3	雲盛貌	鄉音字類			
僾	僾	ɛ5	①隱約，仿佛。②唈~：氣鬱積不順暢	蘇州同音字彙1892			
噯	嗳	ɛ5	暖氣	蘇州同音字彙1892			
瞹	瞹	ɛ5	①隱。②~𥊵：卽曖曃，昏暗	蘇州同音字彙1892			
圭	圭	kuɛ1	~礙：妨礙	鄉音字類			
珪	珪	kuɛ1	古文圭字，玉圭	鄉音字類			
閨	闺	kuɛ1	~閣	鄉音字類			
瑰	瑰	kuɛ1	玫~䖆：用玫瑰醬做的餡	鄉音字類			
隗	隗	kuɛ1	山名	鄉音字類			
傀	傀	kuɛ1	①高大。②怪異	鄉音字類			
瓌	瑰	kuɛ1	與瑰同	鄉音字類			
龜	龟	kuɛ1	文讀：~板（烏龜腹部的甲殼，中醫用作藥材）	鄉音字類			
龜	龟	ʨy1	白讀：烏~	蘇州同音常用字彙			
乖	乖	kuɛ1	文讀：~謬	鄉音字類			
規	规	kuɛ1	~矩	鄉音字類			
媯	妫	kuɛ1	~汭：河川名，在山西省永濟縣南	鄉音字類			
溈	沩	kuɛ1	水名。在河東虞鄕縣歷山西	鄉音字類			
歸	归	kuɛ1	~納	鄉音字類			
歸	归	ʨy1	接大~	蘇州同音常用字彙			
㷌	归	kuɛ1	“歸”的俗字	蘇州同音常用字彙			
皈	皈	kuɛ1	~依	鄉音字類			
癸	癸	kuɛ3	天干的第十位	鄉音字類			
宄	宄	kuɛ3	①奸邪，作亂。②泛指壞人、歹徒	鄉音字類			
氿	氿	kuɛ3	①水邊乾枯的土。②由旁側流出的：~泉	鄉音字類			
晷	晷	kuɛ3	①日光。②利用日影來測定時刻的儀器：日~。③時光，時間	鄉音字類			
簋	簋	kuɛ3	古代祭祀時盛黍稷的圓形器皿	鄉音字類			
軌	轨	kuɛ3	火車出~	鄉音字類			
匭	匦	kuɛ3	箱子，小匣子：辦選擧葛投票~	鄉音字類			
鬼	鬼	kuɛ3	文讀：疑心生暗~	鄉音字類			
詭	诡	kuɛ3	①責求，要求。②違反，違背。③欺詐，狡猾：~計|~辯。④奇異，特殊：~異	鄉音字類			
佹	佹	kuɛ3	①重疊，累積。②奇異的。③偶然，忽然	鄉音字類			
垝	垝	kuɛ3	毀壞的，坍塌的：~墻	鄉音字類			
姽	姽	kuɛ3	優雅美好：~嫿	鄉音字類			
庋	庋	kuɛ3	①收藏東西的架子。②收藏，儲藏，擱置	鄉音字類			
庪	庪	kuɛ3	收藏，埋藏	鄉音字類			
跬	跬	kuɛ3	理論應讀[kʰuɛ⁵¹]：半步，一擧足的距離。走路時一脚向前踏下稱爲“跬”，另一脚再向前踏稱爲“步”	鄉音字類			
頍	𫠆	kuɛ3	理論應讀[kʰuɛ⁵¹]：①抬起頭來。②古代用來束髮、固定頭冠的髮飾	鄉音字類			
廆	廆	kuɛ3	理論應讀陰平：~山	鄉音字類			
貴	贵	kuɛ5	~府	鄉音字類			
貴	贵	ʨy5	白讀：價鈿~。與“𠼢”相對	蘇州同音常用字彙			
䭝	䭝	kuɛ5	食	鄉音字類			
襘	襘	kuɛ5	衣領交叉的地方	鄉音字類			
儈	侩	kuɛ5	牙~：居間買賣的人	鄉音字類			
鄶	郐	kuɛ5	①中國周代諸侯國名，在今河南省密縣東北。②姓	鄉音字類			
檜	桧	kuɛ5	①常綠喬木，木材桃紅色，有香氣，可作建築材料。亦稱“刺柏”。②古代棺材蓋上的裝飾。③通“旝”。④國名	鄉音字類			
繪	绘	kuɛ5	五采束髮	鄉音字類			
膾	脍	kuɛ5	①細切的肉絲。②切割。③魚膾。④國名	鄉音字類			
夬	夬	kuɛ5	①分決。②《易經》卦名。六十四卦之一。乾（☰）​下兌（☱）​上。象決斷之義	鄉音字類			
獪	狯	kuɛ5	奸詐狡猾	鄉音字類			
怪	怪	kuɛ5	文讀	鄉音字類			
恠	恠	kuɛ5	俗怪字	鄉音字類			
桂	桂	kuɛ5	~花	鄉音字類			
會	会	kuɛ5	白讀：~計	蘇州同音常用字彙			
奎	奎	kʰuɛ1	①兩條大腿之間。②星座名。③關於文事的	鄉音字類			
恢	恢	kʰuɛ1	①擴大，張大。②廣大，寬宏	鄉音字類			
詼	诙	kʰuɛ1	戲謔，嘲笑	鄉音字類			
悝	悝	kʰuɛ1	①嘲笑。②人名用字。如戰國時有李悝	鄉音字類			
魁	魁	kʰuɛ1	黨~	鄉音字類			
盔	盔	kʰuɛ1	~甲	鄉音字類			
刲	刲	kʰuɛ1	刺割，宰殺	鄉音字類			
虧	亏	kʰuɛ1	吃~弗小	鄉音字類			
窺	窥	kʰuɛ1	~測	鄉音字類			
闚	窥	kʰuɛ1	同“窺”	鄉音字類			
傀	傀	kʰuɛ3	卽木人頭	鄉音字類			
快	快	kʰuɛ5	文讀	鄉音字類			
噲	哙	kʰuɛ5	①咽喉。②咽下去。③喙，鳥獸嘴。④古同“快”，暢快	鄉音字類			
旝	旝	kʰuɛ5	①古代戰爭時用來發號施令的旌旗。②古代打仗用的發石車	鄉音字類			
澮	浍	kʰuɛ5	①細小的水流。②河川名：➊ ​澮水。源出山西省翼城縣東北澮山下，西南流至新絳縣注入汾河。➋ ​澮河。源出河南省永城縣西北，流經安徽省宿縣，注入淮水	鄉音字類			
蒯	蒯	kʰuɛ5	①植物名。莎草科藨草屬，多年生草本。莖高一公尺餘，葉呈條形，花褐色。叢生水邊或溼地，莖可製索、編蓆、造紙。②地名。春秋時周畿內地。故址在河南洛陽縣西南。③姓。④抓，搔	鄉音字類			
喟	喟	kʰuɛ5	歎息，歎氣的樣子：~然	鄉音字類			
欳	欳	kʰuɛ5	歎息	鄉音字類			
塊	块	kʰuɛ5	功聯刀~	鄉音字類			
劌	刿	kʰuɛ5	理論應讀[kuɛ⁵²³]：傷，割	鄉音字類			
撅	撅	kʰuɛ5	理論應讀[kuɛ⁵²³]：揭衣也	鄉音字類			
夔	夔	guɛ2	①~~：敬謹恐懼的樣子。②~立：肅立。③古代傳說中的一種龍形異獸	鄉音字類			
逵	逵	guɛ2	①四通八達的大道。②水中可供交通的穴道	鄉音字類			
葵	葵	guɛ2	向日~	鄉音字類			
戣	戣	guɛ2	武器名。古代形狀像戟的兵器	鄉音字類			
暌	暌	guɛ2	誤讀，應讀[kʰuɛ⁴⁴]：分離，離別，如：~違	鄉音字類			
騤	骙	guɛ2	~~：馬强壯的樣子	鄉音字類			
睽	睽	guɛ2	誤讀，應讀[kʰuɛ⁴⁴]：①同“暌”，乖違，別離，分開。②張目注視的樣子：衆目~~。③《易經》卦名。六十四卦之一。兌（☱）​下離（☲）​上。象睽違乖異之義	鄉音字類			
聧	聧	guɛ2	誤讀，應讀[kʰuɛ⁴⁴]：①極聾。②私吁	鄉音字類			
揆	揆	guɛ4	~情度理	鄉音字類			
饋	馈	guɛ6	~送	鄉音字類			
簣	篑	guɛ6	盛土的竹器。似畚箕之類：功虧一~	鄉音字類			
蕢	蒉	guɛ6	①用草繩或竹片編成的盛土器具。似今日的簸箕。②姓	鄉音字類			
匱	匮	guɛ6	~乏	鄉音字類			
餽	馈	guɛ6	①古代對鬼神的祭祀。②姓。③通“饋”，贈送：~送|~贈	鄉音字類			
闠	阓	guɛ6	市場外面的門：闤~	鄉音字類			
繢	缋	guɛ6	該字一般讀[ɦuɛ³¹²]：①佈帛頭尾的剩餘部分。②彩色的毛織物。③通“繪”，作畵。但據《集韻》：“求位切。𦆠或作繢。”可知也可讀[guɛ³¹²]，釋義不知	鄉音字類			
聵	聩	guɛ6	①耳聾，聽不見。②糊塗不明事理：昏~。③耳朵聽不見的人：振聾發~	鄉音字類			
憒	愦	guɛ6	心智昏亂不明	鄉音字類			
潰	溃	guɛ6	~兵	鄉音字類			
媿	媿	guɛ6	同“愧”	鄉音字類			
愧	愧	guɛ6	慚~	鄉音字類			
危	危	ŋuɛ2	~險	鄉音字類			
嵬	嵬	ŋuɛ2	①高而不平的樣子。②狂妄的樣子：~說	鄉音字類			
桅	桅	ŋuɛ2	~竿	鄉音字類			
巍	巍	ŋuɛ2	高大：~峨	鄉音字類			
犩	犩	ŋuɛ2	古代中國西南山區一種很大的野牛。亦稱“犪牛”	鄉音字類			
魏	魏	ŋuɛ6	姓	鄉音字類			
輝	辉	huɛ1	光~	鄉音字類			
煇	辉	huɛ1	火光，光彩。後作“輝”	鄉音字類			
暉	晖	huɛ1	①日光：春~。②照耀，輝映	鄉音字類			
揮	挥	huɛ1	~扇	鄉音字類			
楎	楎	huɛ1	懸掛衣服的架子	鄉音字類			
翬	翚	huɛ1	①一種具有五彩花紋的雞。②快速飛行的樣子	鄉音字類			
徽	徽	huɛ1	①標幟：~章。②旌旗。③美善的：~號。④~州：舊地名，在今安徽省歙縣。簡稱“徽”，如“~墨”	鄉音字類			
褘	袆	huɛ1	①王后的祭服，上面畫有五彩的雉雞圖案。②用以遮蔽膝前或覆蓋額頭的方巾。	鄉音字類			
撝	撝	huɛ1	①指揮。②擺動，揮動。④謙讓	鄉音字類			
麾	麾	huɛ1	~下	鄉音字類			
灰	灰	huɛ1	秧~：放在田裏的稻草灰，是一種堿肥	鄉音字類			
豗	豗	huɛ1	①撞擊，衝擊。②發出喧鬧聲	鄉音字類			
虺	虺	huɛ1	~隤：①有病，生病，多指馬而言。②沒有志氣的樣子	鄉音字類			
卉	卉	huɛ3	又音。據《集韻》：許偉切	鄉音字類			
卉	卉	huɛ5	花~	蘇州同音常用字彙			
毀	毁	huɛ3	~滅	鄉音字類			
賄	贿	huɛ3	~賂	鄉音字類			
瘣	瘣	huɛ3	理論應讀[ɦuɛ³¹]：①傷病。②高峻	鄉音字類			
嘒	嘒	huɛ5	①細微的聲音。②光芒微弱	鄉音字類			
喙	喙	huɛ5	鳥獸動物等尖長形的嘴。②泛指人的嘴：不容置~	鄉音字類			
諱	讳	huɛ5	直言不~	鄉音字類			
悔	悔	huɛ5	改~	鄉音字類			
晦	晦	huɛ5	~氣星：指令人倒霉的神道星宿；喩指倒霉的人	鄉音字類			
誨	诲	huɛ5	訓~	鄉音字類			
靧	靧	huɛ5	洗臉	鄉音字類			
頮	颒	huɛ5	洗臉	鄉音字類			
翽	翙	huɛ5	①象聲詞。飛聲：~~。②飛。③顯揚	鄉音字類			
噦	哕	huɛ5	~~：①聲音輕緩有節奏。②形容鳥的叫聲	鄉音字類			
違	违	ɦuɛ2	~背	鄉音字類			
韋	韦	ɦuɛ2	姓	鄉音字類			
幃	帏	ɦuɛ2	①香囊。②通“帷”，帳幕	鄉音字類			
闈	闱	ɦuɛ2	①宮中的旁門。②宮內后妃所住的地方。③內室，父母居住的房間。借指父母親。④考試的場所：春~|秋~。⑤考試時辦理命題、印試卷的場所：~場|出~|入~	鄉音字類			
圍	围	ɦuɛ2	文讀：~牢（圍住）	鄉音字類			
回	回	ɦuɛ2	~䵑（受潮使原來鬆脆的食品變得不鬆脆了）|~潮（變潮）|~潮天（天氣潮濕）|~潮沑沑	鄉音字類			
洄	洄	ɦuɛ2	①蜿蜒曲折的水道。②水流盤旋回轉的	鄉音字類			
徊	徊	ɦuɛ2	①徘~。②環繞；回轉。也作“回”“廻”	鄉音字類			
茴	茴	ɦuɛ2	~香	鄉音字類			
廻	回	ɦuɛ2	同“迴”：~廊	鄉音字類			
為	为	ɦuɛ2	同“爲”	蘇州同音常用字彙			
爲	为	ɦuɛ2	~人容易做人難：指出生成人容易，要做到待人接物面面俱到却很難	鄉音字類			
爲	为	ɦuɛ6	~來~去：（看爲了這個、爲了那個）其實都是爲了……	鄉音字類			
為	为	ɦuɛ6	同“爲”	蘇州同音常用字彙			
懷	怀	ɦuɛ2	文讀	鄉音字類			
淮	淮	ɦuɛ2	文讀	鄉音字類			
槐	槐	ɦuɛ2	文讀	鄉音字類			
帏	帏	ɦuɛ2	“幃”的簡體字	鄉音字類			
彗	彗	ɦuɛ6	①掃帚。②~星	鄉音字類			
轊	轊	ɦuɛ6	同“軎”。俗作“䡺”。意爲車軸頭，卽套在車軸末端的金屬筒狀物	鄉音字類			
衛	卫	ɦuɛ6	姓	鄉音字類			
篲	彗	ɦuɛ6	①掃帚。②掃	鄉音字類			
慧	慧	ɦuɛ6	智~|~根	鄉音字類			
蟪	蟪	ɦuɛ6	~蛄：一種小蟬，黃綠色，有黑白條紋，吻長，翅膀有黑斑，身體短。	鄉音字類			
惠	惠	ɦuɛ6	小樂~：小小的享受。樂惠，舒服，開心	鄉音字類			
蕙	蕙	ɦuɛ6	~草|~蘭|~質蘭心	鄉音字類			
繐	繐	ɦuɛ6	①細而疏的麻布。②同“穗”，用絲線或布條等結扎而成的穗狀裝飾品	鄉音字類			
恚	恚	ɦuɛ6	怨恨，憤怒	鄉音字類			
會	会	ɦuɛ6	開~	鄉音字類			
會	会	uɛ5	白讀：~說~話（能說會道）	蘇州同音常用字彙			
外	外	ɦuɛ6	文讀	鄉音字類			
位	位	ɦuɛ6	~子	鄉音字類			
彙	汇	ɦuɛ6	①相同種類聚集成的東西：詞~。②聚集	鄉音字類			
胃	胃	ɦuɛ6	~口	鄉音字類			
渭	渭	ɦuɛ6	~河：水名，源出甘肅省，流入陝西省，會涇水入黃河	鄉音字類			
謂	谓	ɦuɛ6	無所~	鄉音字類			
蝟	蝟	ɦuɛ6	動物名。脊椎動物哺乳綱食蟲目。形狀像鼠而較肥大，通體生毛，尖銳如針，能攢起如矢。穴土而居，晝伏夜出，以田間害蟲爲食。俗稱爲“刺蝟”	鄉音字類			
慰	慰	ɦuɛ6	安~	鄉音字類			
藯	藯	ɦuɛ6	萒~：益母草	鄉音字類			
尉	尉	ɦuɛ6	鄧~：位於蘇州西南三十公里處的太湖之畔。初春時節，漫山遍野的梅花怒放盛開，芬芳馥香，潔白如雪，繁花似海，故有“香雪海”之稱，爲探梅最好的去處	鄉音字類			
罻	罻	ɦuɛ6	①捕鳥的小網。②魚網	鄉音字類			
犚	犚	ɦuɛ6	黑牛耳	鄉音字類			
壞	坏	ɦuɛ6	文讀	鄉音字類			
匯	汇	ɦuɛ4	又音。據《集韻》：戸賄切	蘇州同音常用字彙			
匯	汇	ɦuɛ6	~水|~集|~合|~款	鄉音字類			
壝	壝	ɦuɛ6	古代祭壇四周的矮墻	鄉音字類			
倭	倭	uɛ1	~遲：迂迴遙遠的樣子	鄉音字類			
逶	逶	uɛ1	~迤：①彎曲連綿貌。②曲折行進。③隱微；宛轉。④從容自得貌。⑤斜列貌。也作逶迱、𨖿迆、委移、倭侇、逶迆、逶虵、委蛇、逶遲等	鄉音字類			
痿	痿	uɛ1	痺也，一種神經性疾病。肢體失去感覺，不能隨意活動	鄉音字類			
偎	偎	uɛ1	~尿：尿床	鄉音字類			
煨	煨	uɛ1	①在熱的火灰中烤東西：~山芋。②~竈貓：冬天鑽在還有餘熱的竈膛裏圈的貓。也用作比喩精神不振的人。③醬~蛋：跟茶葉蛋相仿，只是不用茶葉，改用醬油和醬一起煮	鄉音字類			
隈	隈	uɛ1	①山水等彎曲的地方。②角落	鄉音字類			
威	威	uɛ1	~勢	鄉音字類			
蝛	蝛	uɛ1	蛜~：鼠婦	鄉音字類			
葦	苇	uɛ3	讀書音	鄉音字類			
緯	纬	uɛ3	讀書音	鄉音字類			
韙	韪	uɛ3	讀書音：對，是	鄉音字類			
瑋	玮	uɛ3	讀書音：①美玉。②珍奇的。③讚美，誇耀	鄉音字類			
韡	韡	uɛ3	讀書音：~~（光明美麗的樣子）	鄉音字類			
偉	伟	uɛ3	讀書音：~人|~大|~業|~績	鄉音字類			
煒	炜	uɛ3	讀書音：①光亮的樣子。②深紅	鄉音字類			
委	委	uɛ3	~員	鄉音字類			
諉	诿	uɛ3	推~	鄉音字類			
萎	萎	uɛ3	~脫（①枯萎。②形容氣餒的樣子）|~勒~（①形容精神不振的樣子。也可說“萎倒敝竈”。②形容燈火或火卽將熄滅的樣子）|~靡不振。[注]該字位於詞首一般變調爲55	鄉音字類			
痿	痿	uɛ3	①一種肌肉麻痺萎縮，不能行動自如的病。②男子生殖器不能堅舉的病症：陽~	鄉音字類			
痏	痏	uɛ3	瘡	鄉音字類			
鮪	鮪	uɛ3	古代指鱘魚	鄉音字類			
洧	洧	uɛ3	~河	鄉音字類			
寪	寪	uɛ3	屋宇開張的樣子	鄉音字類			
畏	畏	uɛ5	~寒：怕冷	鄉音字類			
喂	喂	uɛ5	~豬	蘇州同音常用字彙			
啚	啚	pi1	理論應讀陰上：①嗇；鄙吝。②鄕下或邊遠地區	鄉音字類			
鄙	鄙	pi1	理論應讀陰上：嫌~（討厭。看不起，責怪）。[例]自家嘸不本領末還要嫌鄙別人	鄉音字類			
秕	秕	pi1	理論應讀陰上：①穀類植物所結的果實，虛有外殼，裏面却是中空的，稱爲“秕”或“秕穀”。②穀物中空不飽滿的：~子。③不好的，有名無實的：~政	鄉音字類			
比	比	pi1	理論應讀陰上：①弗怕弗識貨，只怕貨~貨。②人~人，氣煞人	鄉音字類			
妣	妣	pi1	理論應讀陰上：已故的母親	鄉音字類			
泌	泌	pi5	把容器中的東西擋住，讓液體流出。與“潷”同	鄉音字類			
邲	邲	pi5	①地名。春秋時鄭地，故址在今河南省滎陽縣東北。②姓	鄉音字類			
柲	柲	pi5	①古代兵器的柄，後亦指器物的把柄。②弓檠，綁在弓裏保護弓的竹片。③刺。④偶	鄉音字類			
閟	閟	pi5	①關閉，深閉。②幽深的。③止；盡。④通“秘”，便秘。⑤通“祕”，神秘；秘密。⑦愼重；珍重	鄉音字類			
毖	毖	pi5	①謹愼：懲前~後。②辛勞。③泉水流動的樣子	鄉音字類			
