列1	列2	列3	列4	湖州话字表	此列不需录入
勝	胜	sən³⁵	sen5	~任，~敗	sən³⁵
聖	圣	sən³⁵	sen5		sən³⁵
甚	甚	zən¹²	zen2		zən¹²
神	神	zən¹²	zen2		zən¹²
辰	辰	zən¹²	zen2		zən¹²
晨	晨	zən¹²	zen2		zən¹²
人	人	zən¹²	zen2	文	zən¹²
仁	仁	zən¹²	zen2		zən¹²
唇	唇	zən¹²	zen2		zən¹²
純	纯	zən¹²	zen2		zən¹²
莼	莼	zən¹²	zen2		zən¹²
醇	醇	zən¹²	zen2		zən¹²
繩	绳	zən¹²	zen2		zən¹²
盛	盛	zən¹²	zen2	~滿	zən¹²
賃	赁	zən¹²	zen2		zən¹²
承	承	zən¹²	zen2		zən¹²
吮	吮	zən¹²	zen2	~卵！，~要好：不要你多管閒事	zən¹²
腎	肾	zən²³¹	zen4		zən²³¹
忍	忍	zən²³¹	zen4		zən²³¹
刃	刃	zən²³¹	zen4		zən²³¹
任	任	zən²⁴	zen6	文	zən²⁴
認	认	zən²⁴	zen6	文	zən²⁴
慎	慎	zən²⁴	zen6		zən²⁴
順	顺	zən²⁴	zen6		zən²⁴
潤	润	zən²⁴	zen6		zən²⁴
閏	闰	zən²⁴	zen6		zən²⁴
盛	盛	zən²⁴	zen6	~會	zən²⁴
跟	跟	kən⁴⁴	ken1		kən⁴⁴
根	根	kən⁴⁴	ken1		kən⁴⁴
耕	耕	kən⁴⁴	ken1	文	kən⁴⁴
耿	耿	kən⁴²	ken3	文	kən⁴²
更	更	kən³⁵	ken5	~換，~加。文	kən³⁵
肯	肯	kʰən⁴²	khen3		kʰən⁴²
墾	垦	kʰən⁴²	khen3		kʰən⁴²
懇	恳	kʰən⁴²	khen3		kʰən⁴²
齦	龈	kʰən⁴²	khen3		kʰən⁴²
亨	亨	hən⁴⁴	hen1	~得力：上海的鐘錶店。文	hən⁴⁴
很	很	hən⁴²	hen3		hən⁴²
痕	痕	hən³⁵	hen5	一條~	hən³⁵
恩	恩	ən⁴⁴	en1		ʔən⁴⁴
恨	恨	ən³⁵	en5		ʔən³⁵
痕	痕	ɦən¹²	ghen2	~跡	ɦən¹²
恆	恒	ɦən¹²	ghen2		ɦən¹²
衡	衡	ɦən¹²	ghen2		ɦən¹²
彬	彬	pin⁴⁴	pin1		pin⁴⁴
賓	宾	pin⁴⁴	pin1		pin⁴⁴
檳	槟	pin⁴⁴	pin1		pin⁴⁴
鬢	鬓	pin⁴⁴	pin1		pin⁴⁴
冰	冰	pin⁴⁴	pin1		pin⁴⁴
兵	兵	pin⁴⁴	pin1		pin⁴⁴
稟	禀	pin⁴²	pin3		pin⁴²
丙	丙	pin⁴²	pin3		pin⁴²
秉	秉	pin⁴²	pin3		pin⁴²
餅	饼	pin⁴²	pin3		pin⁴²
併	并	pin⁴²	pin3		pin⁴²
迸	迸	pin³⁵	pin5	文	pin³⁵
柄	柄	pin³⁵	pin5		pin³⁵
屏	屏	pin³⁵	pin5		pin³⁵
鈵	𰽥	pin³⁵	pin5		pin³⁵
拚	拚	pʰin⁴⁴	phin1		pʰin⁴⁴
拼	拼	pʰin⁴⁴	phin1		pʰin⁴⁴
姘	姘	pʰin⁴⁴	phin1		pʰin⁴⁴
品	品	pʰin⁴²	phin3		pʰin⁴²
聘	聘	pʰin⁴²	phin3		pʰin⁴²
貧	贫	bin¹²	bin2		bin¹²
頻	频	bin¹²	bin2		bin¹²
憑	凭	bin¹²	bin2		bin¹²
平	平	bin¹²	bin2		bin¹²
坪	坪	bin¹²	bin2		bin¹²
評	评	bin¹²	bin2		bin¹²
瓶	瓶	bin¹²	bin2		bin¹²
屏	屏	bin¹²	bin2		bin¹²
萍	萍	bin¹²	bin2		bin¹²
竝	并	bin²³¹	bin4		bin²³¹
病	病	bin²⁴	bin6		bin²⁴
憫	悯	min²³¹	min4		min²³¹
敏	敏	min²³¹	min4		min²³¹
抿	抿	min²³¹	min4		min²³¹
皿	皿	min²³¹	min4		min²³¹
閩	闽	min²³¹	min4		min²³¹
命	命	min³⁵	min5		min³⁵
鳴	鸣	min¹²	min2		mɦin¹²
明	明	min¹²	min2		mɦin¹²
名	名	min¹²	min2		mɦin¹²
銘	铭	min¹²	min2		mɦin¹²
民	民	min¹²	min2		mɦin¹²
丁	丁	tin⁴⁴	tin1		tin⁴⁴
釘	钉	tin⁴⁴	tin1	铁~	tin⁴⁴
靪	靪	tin⁴⁴	tin1		tin⁴⁴
療	疔	tin⁴⁴	tin1		tin⁴⁴
頂	顶	tin⁴²	tin3		tin⁴²
鼎	鼎	tin⁴²	tin3		tin⁴²
訂	订	tin³⁵	tin5		tin³⁵
釘	钉	tin³⁵	tin5	~住	tin³⁵
聽	听	tʰin⁴⁴	thin1	~见	tʰin⁴⁴
廳	厅	tʰin⁴⁴	thin1		tʰin⁴⁴
挺	挺	tʰin⁴²	thin3	肚皮~	tʰin⁴²
汀	汀	tʰin⁴²	thin3		tʰin⁴²
艇	艇	tʰin⁴²	thin3		tʰin⁴²
聽	听	tʰin⁴²	thin3	~其自然	tʰin⁴²
亭	亭	din¹²	din2		din¹²
停	停	din¹²	din2		din¹²
廷	廷	din¹²	din2		din¹²
庭	庭	din¹²	din2		din¹²
蜓	蜓	din¹²	din2		din¹²
錠	锭	din²³¹	din4		din²³¹
定	定	din²⁴	din6		din²⁴
拎	拎	lin⁴⁴	lhin1		lin⁴⁴
領	领	lin⁴²	lhin3		lin⁴²
嶺	岭	lin⁴²	lhin3		lin⁴²
吝	吝	lin³⁵	lhin5		lin³⁵
令	令	lin³⁵	lhin5		lin³⁵
靈	灵	lin¹²	lin2		lɦin¹²
零	零	lin¹²	lin2		lɦin¹²
鈴	铃	lin¹²	lin2		lɦin¹²
伶	伶	lin¹²	lin2		lɦin¹²
另	另	lin¹²	lin2		lɦin¹²
林	林	lin¹²	lin2		lɦin¹²
淋	淋	lin¹²	lin2		lɦin¹²
臨	临	lin¹²	lin2		lɦin¹²
鄰	邻	lin¹²	lin2		lɦin¹²
麟	麟	lin¹²	lin2		lɦin¹²
燐	燐	lin¹²	lin2		lɦin¹²
陵	陵	lin¹²	lin2		lɦin¹²
凌	凌	lin¹²	lin2		lɦin¹²
菱	菱	lin¹²	lin2		lɦin¹²
今	今	tɕiən⁴⁴	cin1		tɕin⁴⁴
金	金	tɕiən⁴⁴	cin1		tɕin⁴⁴
津	津	tɕiən⁴⁴	cin1		tɕin⁴⁴
巾	巾	tɕiən⁴⁴	cin1		tɕin⁴⁴
筋	筋	tɕiən⁴⁴	cin1		tɕin⁴⁴
均	均	tɕiən⁴⁴	cin1		tɕin⁴⁴
鈞	鈞	tɕiən⁴⁴	cin1		tɕin⁴⁴
君	君	tɕiən⁴⁴	cin1		tɕin⁴⁴
軍	军	tɕiən⁴⁴	cin1		tɕin⁴⁴
莖	茎	tɕiən⁴⁴	cin1		tɕin⁴⁴
京	京	tɕiən⁴⁴	cin1		tɕin⁴⁴
荊	荆	tɕiən⁴⁴	cin1		tɕin⁴⁴
驚	惊	tɕiən⁴⁴	cin1		tɕin⁴⁴
精	精	tɕiən⁴⁴	cin1	败家~：败家儿子	tɕin⁴⁴
鼎	晶	tɕiən⁴⁴	cin1		tɕin⁴⁴
睛	睛	tɕiən⁴⁴	cin1		tɕin⁴⁴
頸	颈	tɕiən⁴⁴	cin1		tɕin⁴⁴
經	经	tɕiən⁴⁴	cin1	~过	tɕin⁴⁴
錦	锦	tɕiən⁴²	cin3		tɕin⁴²
儘	尽	tɕiən⁴²	cin3		tɕin⁴²
緊	紧	tɕiən⁴²	cin3		tɕin⁴²
謹	谨	tɕiən⁴²	cin3		tɕin⁴²
景	景	tɕiən⁴²	cin3		tɕin⁴²
警	警	tɕiən⁴²	cin3		tɕin⁴²
井	井	tɕiən⁴²	cin3		tɕin⁴²
禁	禁	tɕiən³⁵	cin5	~止，~不住	tɕin³⁵
進	进	tɕiən³⁵	cin5		tɕin³⁵
晉	晋	tɕiən³⁵	cin5		tɕin³⁵
俊	俊	tɕiən³⁵	cin5		tɕin³⁵
境	境	tɕiən³⁵	cin5		tɕin³⁵
敬	敬	tɕiən³⁵	cin5		tɕin³⁵
鏡	镜	tɕiən³⁵	cin5		tɕin³⁵
徑	径	tɕiən³⁵	cin5		tɕin³⁵
經	经	tɕiən³⁵	cin5	~纬	tɕin³⁵
襟	襟	tɕiən³⁵	cin5		tɕin³⁵
浸	浸	tɕiən³⁵	cin5		tɕin³⁵
侵	侵	tɕʰiən⁴⁴	chin1		tɕʰin⁴⁴
欽	钦	tɕʰiən⁴⁴	chin1		tɕʰin⁴⁴
親	亲	tɕʰiən⁴⁴	chin1	~戚，~家	tɕʰin⁴⁴
卿	卿	tɕʰiən⁴⁴	chin1		tɕʰin⁴⁴
清	清	tɕʰiən⁴⁴	chin1		tɕʰin⁴⁴
輕	轻	tɕʰiən⁴⁴	chin1		tɕʰin⁴⁴
青	青	tɕʰiən⁴⁴	chin1		tɕʰin⁴⁴
蜻	蜻	tɕʰiən⁴⁴	chin1		tɕʰin⁴⁴
寢	寝	tɕʰiən⁴²	chin3		tɕʰin⁴²
請	请	tɕʰiən⁴²	chin3		tɕʰin⁴²
頃	顷	tɕʰiən⁴²	chin3		tɕʰin⁴²
傾	倾	tɕʰiən⁴²	chin3		tɕʰin⁴²
慶	庆	tɕʰiən³⁵	chin5		tɕʰin³⁵
磬	磬	tɕʰiən³⁵	chin5		tɕʰin³⁵
撳	揿	tɕʰiən³⁵	chin5		tɕʰin³⁵
琴	琴	dʑiən¹²	jin2		dʑin¹²
禽	禽	dʑiən¹²	jin2		dʑin¹²
擒	擒	dʑiən¹²	jin2		dʑin¹²
勤	勤	dʑiən¹²	jin2		dʑin¹²
芹	芹	dʑiən¹²	jin2		dʑin¹²
羣	群	dʑiən¹²	jin2		dʑin¹²
裙	裙	dʑiən¹²	jin2		dʑin¹²
鯨	鲸	dʑiən¹²	jin2		dʑin¹²
近	近	dʑiən²³¹	jin4		dʑin²³¹
郡	郡	dʑiən²⁴	jin6		dʑin²⁴
兢	兢	dʑiən²⁴	jin6		dʑin²⁴
僅	仅	dʑiən²⁴	jin6		dʑin²⁴
剄	刭	dʑiən²⁴	jin6	蛮~：很有意思	dʑin²⁴
競	竞	dʑiən²⁴	jin6		dʑin²⁴
擎	擎	dʑiən²⁴	jin6		dʑin²⁴
心	心	ɕiən⁴⁴	shin1		ɕin⁴⁴
掀	掀	ɕiən⁴⁴	shin1		ɕin⁴⁴
辛	辛	ɕiən⁴⁴	shin1		ɕin⁴⁴
新	新	ɕiən⁴⁴	shin1		ɕin⁴⁴
薪	薪	ɕiən⁴⁴	shin1		ɕin⁴⁴
欣	欣	ɕiən⁴⁴	shin1		ɕin⁴⁴
荀	荀	ɕiən⁴⁴	shin1		ɕin⁴⁴
興	兴	ɕiən⁴⁴	shin1	~旺，高~	ɕin⁴⁴
星	星	ɕiən⁴⁴	shin1	白	ɕin⁴⁴
腥	腥	ɕiən⁴⁴	shin1	白	ɕin⁴⁴
馨	馨	ɕiən⁴⁴	shin1		ɕin⁴⁴
勳	勋	ɕiən⁴⁴	shin1		ɕin⁴⁴
薰	薰	ɕiən⁴⁴	shin1		ɕin⁴⁴
熏	熏	ɕiən⁴⁴	shin1		ɕin⁴⁴
省	省	ɕiən⁴²	shin3	反~	ɕin⁴²
醒	醒	ɕiən⁴²	shin3		ɕin⁴²
信	信	ɕiən³⁵	shin5		ɕin³⁵
訊	讯	ɕiən³⁵	shin5		ɕin³⁵
迅	迅	ɕiən³⁵	shin5		ɕin³⁵
訓	训	ɕiən³⁵	shin5		ɕin³⁵
性	性	ɕiən³⁵	shin5		ɕin³⁵
姓	姓	ɕiən³⁵	shin5		ɕin³⁵
尋	寻	ʑiən¹²	zhin2		ʑin¹²
秦	秦	ʑiən¹²	zhin2		ʑin¹²
循	循	ʑiən¹²	zhin2		ʑin¹²
巡	巡	ʑiən¹²	zhin2		ʑin¹²
情	情	ʑiən¹²	zhin2		ʑin¹²
晴	晴	ʑiən¹²	zhin2		ʑin¹²
靖	靖	ʑiən¹²	zhin2		ʑin¹²
餳	餳	ʑiən¹²	zhin2	~糖：麦芽糖	ʑin¹²
菌	菌	ʑiən²³¹	zhin4		ʑin²³¹
靜	静	ʑiən²³¹	zhin4		ʑin²³¹
殉	殉	ʑiən²⁴	zhin6		ʑin²⁴
淨	净	ʑiən²⁴	zhin6		ʑin²⁴
盡	尽	ʑiən²⁴	zhin6		ʑin²⁴
旬	旬	ʑiən²⁴	zhin6		ʑin²⁴
認	认	ȵiən³⁵	gnin5		ȵin³⁵
寧	宁	ȵiən³⁵	gnin5	~可	ȵin³⁵
壬	壬	ȵiən¹²	gnin2		ȵɦin¹²
任	任	ȵiən¹²	gnin2	姓。白	ȵɦin¹²
吟	吟	ȵiən¹²	gnin2		ȵɦin¹²
銀	银	ȵiən¹²	gnin2		ȵɦin¹²
凝	凝	ȵiən¹²	gnin2		ȵɦin¹²
迎	迎	ȵiən¹²	gnin2		ȵɦin¹²
寧	宁	ȵiən¹²	gnin2	安~	ȵɦin¹²
佞	佞	ȵiən¹²	gnin2		ȵɦin¹²
人	人	ȵiən¹²	gnin2	白	ȵɦin¹²
音	音	iən⁴⁴	in1		ʔin⁴⁴
陰	阴	iən⁴⁴	in1		ʔin⁴⁴
蔭	荫	iən⁴⁴	in1		ʔin⁴⁴
因	因	iən⁴⁴	in1		ʔin⁴⁴
姻	姻	iən⁴⁴	in1		ʔin⁴⁴
殷	殷	iən⁴⁴	in1		ʔin⁴⁴
應	应	iən⁴⁴	in1	~当	ʔin⁴⁴
鷹	鹰	iən⁴⁴	in1		ʔin⁴⁴
鸚	鹦	iən⁴⁴	in1	文	ʔin⁴⁴
櫻	樱	iən⁴⁴	in1	文	ʔin⁴⁴
英	英	iən⁴⁴	in1		ʔin⁴⁴
嬰	婴	iən⁴⁴	in1		ʔin⁴⁴
纓	缨	iən⁴⁴	in1		ʔin⁴⁴
允	允	iən⁴⁴	in1		ʔin⁴⁴
尹	尹	iən⁴⁴	in1		ʔin⁴⁴
蠅	蝇	iən⁴⁴	in1		ʔin⁴⁴
飲	饮	iən⁴²	in3		ʔin⁴²
隱	隐	iən⁴²	in3		ʔin⁴²
影	影	iən⁴²	in3		ʔin⁴²
穎	颖	iən⁴²	in3		ʔin⁴²
引	引	iən⁴²	in3		ʔin⁴²
印	印	iən³⁵	in5		ʔin³⁵
熨	熨	iən³⁵	in5		ʔin³⁵
應	应	iən³⁵	in5	~对	ʔin³⁵
韻	韵	iən³⁵	in5		ʔin³⁵
運	运	iən³⁵	in5		ʔin³⁵
幸	幸	iən³⁵	in5		ʔin³⁵
映	映	iən³⁵	in5	文	ʔin³⁵
淫	淫	ɦiən¹²	yin2		ɦin¹²
寅	寅	ɦiən¹²	yin2		ɦin¹²
暈	晕	ɦiən¹²	yin2		ɦin¹²
勻	匀	ɦiən¹²	yin2		ɦin¹²
云	云	ɦiən¹²	yin2		ɦin¹²
雲	云	ɦiən¹²	yin2		ɦin¹²
行	行	ɦiən¹²	yin2	~为，品~。文	ɦin¹²
盈	盈	ɦiən¹²	yin2		ɦin¹²
贏	赢	ɦiən¹²	yin2		ɦin¹²
形	形	ɦiən¹²	yin2		ɦin¹²
型	型	ɦiən¹²	yin2		ɦin¹²
刑	刑	ɦiən¹²	yin2		ɦin¹²
營	营	ɦiən¹²	yin2		ɦin¹²
孕	孕	ɦiən¹²	yin2		ɦin¹²
滾	滚	kuən⁴⁴	kuen1		kuən⁴⁴
棍	棍	kuən⁴²	kuen3		kuən⁴²
昆	昆	kʰuən⁴⁴	khuen1		kʰuən⁴⁴
崑	崑	kʰuən⁴⁴	khuen1		kʰuən⁴⁴
坤	坤	kʰuən⁴⁴	khuen1		kʰuən⁴⁴
綑	綑	kʰuən⁴²	khuen3		kʰuən⁴²
困	困	kʰuən³⁵	khuen5		kʰuən³⁵
睏	睏	kʰuən³⁵	khuen5		kʰuən³⁵
昏	昏	huən⁴⁴	huen1		huən⁴⁴
婚	婚	huən⁴⁴	huen1		huən⁴⁴
葷	荤	huən⁴⁴	huen1		huən⁴⁴
混	混	huən³⁵	huen5	~~日脚	huən³⁵
溫	温	uən⁴⁴	uen1		ʔuən⁴⁴
瘟	瘟	uən⁴⁴	uen1		ʔuən⁴⁴
混	混	uən⁴²	uen3	~沌	ʔuən⁴²
穩	稳	uən⁴²	uen3		ʔuən⁴²
混	混	uən³⁵	uen5	相~	ʔuən³⁵
魂	魂	ɦuən¹²	wen2		ɦuən¹²
饂	饂	ɦuən¹²	wen2		ɦuən¹²
渾	浑	ɦuən¹²	wen2		ɦuən¹²
浜	浜	pã⁴⁴	pan1		pã⁴⁴
崩	崩	pã³⁵	pan5	~开来	pã³⁵
乓	乓	pʰã⁴⁴	phan1		pʰã⁴⁴
迸	迸	pʰã³⁵	phan5	白	pʰã³⁵
碰	碰	pʰã³⁵	phan5		pʰã³⁵
彭	彭	bã¹²	ban2		bã¹²
膨	膨	bã¹²	ban2		bã¹²
棚	棚	bã¹²	ban2		bã¹²
朋	朋	bã¹²	ban2		bã¹²
蚌	蚌	bã²³¹	ban4		bã²³¹
甏	甏	bã²⁴	ban6		bã²⁴
蒙	蒙	mã⁴⁴	mhan1	天~~亮	mã⁴⁴
孟	孟	mã³⁵	mhan5		mã³⁵
盲	盲	mã¹²	man2		mɦã¹²
虻	虻	mã¹²	man2		mɦã¹²
噹	噹	tã⁴⁴	tan1		tã⁴⁴
打	打	tã⁴²	tan3		tã⁴²
鐋	铴	tʰã⁴⁴	than1	小锣	tʰã⁴⁴
冷	冷	lã⁴²	lan3		lã⁴²
張	张	tsã⁴⁴	tsan1		tsã⁴⁴
長	长	tsã⁴²	tsan3	生~	tsã⁴²
漲	涨	tsã⁴²	tsan3		tsã⁴²
帳	帐	tsã³⁵	tsan5		tsã³⁵
脹	胀	tsã³⁵	tsan5		tsã³⁵
賬	账	tsã³⁵	tsan5		tsã³⁵
撐	撑	tsʰã⁴⁴	tshan1		tsʰã⁴⁴
創	创	tsʰɑ̃³⁵	tshaon5		tsʰã³⁵
暢	畅	tsʰã³⁵	tshan5		tsʰã³⁵
橙	橙	dzã¹²	dzan2	~子。白	dzã¹²
長	长	dzã¹²	dzan2	~短	dzã¹²
腸	肠	dzã¹²	dzan2		dzã¹²
場	场	dzã¹²	dzan2		dzã¹²
丈	丈	dzã²³¹	dzan4		dzã²³¹
仗	仗	dzã²³¹	dzan4		dzã²³¹
杖	杖	dzã²³¹	dzan4		dzã²³¹
長	长	dzã²⁴	dzan6	剩余	dzã²⁴
剩	剩	dzã²⁴	dzan6	训读，本字为“长”	dzã²⁴
生	生	sã⁴⁴	san1		sã⁴⁴
甥	甥	sã⁴⁴	san1		sã⁴⁴
省	省	sã⁴²	san3	~长，节~。白	sã⁴²
嚷	嚷	zã²³¹	zan4	非常闹	zã²³¹
壤	壤	zã²⁴	zan6		zã²⁴
盛	盛	zã²⁴	zan6	姓。白	zã²⁴
更	更	kã⁴⁴	kan1	五~。白	kã⁴⁴
庚	庚	kã⁴⁴	kan1		kã⁴⁴
粳	粳	kã⁴⁴	kan1	~米	kã⁴⁴
耕	耕	kã⁴⁴	kan1	白	kã⁴⁴
哽	哽	kã⁴²	kan3		kã⁴²
梗	梗	kã⁴²	kan3	~子	kã⁴²
耿	耿	kã⁴²	kan3	白	kã⁴²
埂	埂	kã³⁵	kan5		kã³⁵
坑	坑	kʰã⁴⁴	khan1	茅~：厕所	kʰã⁴⁴
硬	硬	ŋã³⁵	ngan5		ŋã³⁵
亨	亨	hã⁴⁴	han1	大~	hã⁴⁴
夯	夯	hã⁴⁴	han1		hã⁴⁴
鸚	鹦	ã⁴⁴	an1	~哥。白	ʔã⁴⁴
櫻	樱	ã⁴⁴	an1	~桃。白	ʔã⁴⁴
杏	杏	ã⁴²	an3		ʔã⁴²
行	行	ɦã¹²	ghan2	~路，~宫。白	ɦã¹²
兩	两	liã⁴²	lian3	~个，几~几钱	liã⁴²
輛	辆	liã⁴²	lian3		liã⁴²
亮	亮	liã³⁵	lian5		liã³⁵
量	量	liã³⁵	lian5		liã³⁵
良	良	liã¹²	lian2		lɦiã¹²
涼	凉	liã¹²	lian2		lɦiã¹²
量	量	liã¹²	lian2		lɦiã¹²
糧	粮	liã¹²	lian2		lɦiã¹²
粱	粱	liã¹²	lian2		lɦiã¹²
梁	梁	liã¹²	lian2		lɦiã¹²
諒	谅	liã¹²	lian2		lɦiã¹²
將	将	tɕiã⁴⁴	cian1	~来	tɕiã⁴⁴
漿	浆	tɕiã⁴⁴	cian1		tɕiã⁴⁴
疆	疆	tɕiã⁴⁴	cian1		tɕiã⁴⁴
薑	姜	tɕiã⁴⁴	cian1		tɕiã⁴⁴
姜	姜	tɕiã⁴⁴	cian1		tɕiã⁴⁴
獎	奖	tɕiã⁴²	cian3		tɕiã⁴²
蔣	蒋	tɕiã⁴²	cian3		tɕiã⁴²
槳	桨	tɕiã⁴²	cian3		tɕiã⁴²
醬	酱	tɕiã³⁵	cian5		tɕiã³⁵
將	将	tɕiã³⁵	cian5	~军	tɕiã³⁵
槍	枪	tɕʰiã⁴⁴	chian1		tɕʰiã⁴⁴
羌	羌	tɕʰiã⁴⁴	chian1		tɕʰiã⁴⁴
腔	腔	tɕʰiã⁴⁴	chian1		tɕʰiã⁴⁴
搶	抢	tɕʰiã⁴²	chian3		tɕʰiã⁴²
強	强	tɕʰiã⁴²	chian3	勉~	tɕʰiã⁴²
嗆	呛	tɕʰiã²⁴	chian6		tɕʰiã²⁴
強	强	dʑiã¹²	jian2	~大	dʑiã¹²
強	强	dʑiã²³¹	jian4	倔~	dʑiã²³¹
箱	箱	ɕiã⁴⁴	shian1		ɕiã⁴⁴
廂	厢	ɕiã⁴⁴	shian1		ɕiã⁴⁴
湘	湘	ɕiã⁴⁴	shian1		ɕiã⁴⁴
襄	襄	ɕiã⁴⁴	shian1		ɕiã⁴⁴
鑲	镶	ɕiã⁴⁴	shian1		ɕiã⁴⁴
香	香	ɕiã⁴⁴	shian1		ɕiã⁴⁴
鄉	乡	ɕiã⁴⁴	shian1		ɕiã⁴⁴
相	相	ɕiã⁴⁴	shian1	~帮	ɕiã⁴⁴
想	想	ɕiã⁴²	shian3		ɕiã⁴²
鯗	鲞	ɕiã⁴²	shian3		ɕiã⁴²
響	响	ɕiã⁴²	shian3		ɕiã⁴²
晌	晌	ɕiã⁴²	shian3		ɕiã⁴²
相	相	ɕiã³⁵	shian5	~貌	ɕiã³⁵
向	向	ɕiã³⁵	shian5		ɕiã³⁵
餉	饷	ɕiã³⁵	shian5		ɕiã³⁵
享	享	ɕiã³⁵	shian5		ɕiã³⁵
牆	墙	ʑiã¹²	zhian2		ʑiã¹²
詳	详	ʑiã¹²	zhian2		ʑiã¹²
祥	祥	ʑiã¹²	zhian2		ʑiã¹²
象	象	ʑiã²³¹	zhian4		ʑiã²³¹
像	像	ʑiã²³¹	zhian4		ʑiã²³¹
橡	橡	ʑiã²³¹	zhian4		ʑiã²³¹
匠	匠	ʑiã²⁴	zhian6		ʑiã²⁴
娘	娘	ȵiã⁴⁴	gnian1	~~：姑母	ȵiã⁴⁴
仰	仰	ȵiã⁴²	gnian3		ȵiã⁴²
釀	酿	ȵiã⁴²	gnian3		ȵiã⁴²
讓	让	ȵiã³⁵	gnian5		ȵiã³⁵
娘	娘	ȵiã¹²	gnian2	~家	ȵɦiã¹²
央	央	iã⁴⁴	ian1		ʔiã⁴⁴
秧	秧	iã⁴⁴	ian1		ʔiã⁴⁴
殃	殃	iã⁴⁴	ian1		ʔiã⁴⁴
映	映	iã⁴⁴	ian1	放~机。白	ʔiã⁴⁴
養	养	iã⁴²	ian3		ʔiã⁴²
癢	痒	iã⁴²	ian3		ʔiã⁴²
樣	样	iã³⁵	ian5		ʔiã³⁵
羊	羊	ɦiã¹²	yan2		ɦiã¹²
洋	洋	ɦiã¹²	yan2		ɦiã¹²
烊	烊	ɦiã¹²	yan2	冰~开来dE：冰融化了	ɦiã¹²
揚	扬	ɦiã¹²	yan2		ɦiã¹²
陽	阳	ɦiã¹²	yan2		ɦiã¹²
楊	杨	ɦiã¹²	yan2		ɦiã¹²
瘍	疡	ɦiã¹²	yan2		ɦiã¹²
晃	晃	uã⁴²	uan3	~来~去：摇动	ʔuã⁴²
橫	横	ɦuã¹²	wan2	~直，蛮~	ɦuã¹²
幫	帮	pɔ̃ɑ̃⁴⁴	paon1		pɔ̃ɑ̃⁴⁴
邦	邦	pɔ̃ɑ̃⁴⁴	paon1		pɔ̃ɑ̃⁴⁴
榜	榜	pɔ̃ɑ̃⁴²	paon3		pɔ̃ɑ̃⁴²
綁	绑	pɔ̃ɑ̃⁴²	paon3		pɔ̃ɑ̃⁴²
謗	谤	pɔ̃ɑ̃⁴²	paon3		pɔ̃ɑ̃⁴²
膀	膀	pʰɔ̃ɑ̃⁴⁴	phaon1	肿~眼	pʰɔ̃ɑ̃⁴⁴
胖	胖	pʰɔ̃ɑ̃³⁵	phaon5		pʰɔ̃ɑ̃³⁵
滂	滂	bɔ̃ɑ̃¹²	baon2		bɔ̃ɑ̃¹²
旁	旁	bɔ̃ɑ̃¹²	baon2		bɔ̃ɑ̃¹²
螃	螃	bɔ̃ɑ̃¹²	baon2		bɔ̃ɑ̃¹²
傍	傍	bɔ̃ɑ̃¹²	baon2		bɔ̃ɑ̃¹²
防	防	bɔ̃ɑ̃¹²	baon2		bɔ̃ɑ̃¹²
龐	庞	bɔ̃ɑ̃¹²	baon2		bɔ̃ɑ̃¹²
棒	棒	bɔ̃ɑ̃²³¹	baon4	白	bɔ̃ɑ̃²³¹
傍	傍	bɔ̃ɑ̃²³¹	baon4	~~看：比比看	bɔ̃ɑ̃²³¹
莽	莽	mɔ̃ɑ̃⁴²	maon3		mɔ̃ɑ̃⁴²
蟒	蟒	mɔ̃ɑ̃⁴²	maon3		mɔ̃ɑ̃⁴²
網	纲	mɔ̃ɑ̃⁴²	maon3		mɔ̃ɑ̃⁴²
罔	罔	mɔ̃ɑ̃⁴²	maon3		mɔ̃ɑ̃⁴²
忘	忘	mɔ̃ɑ̃³⁵	maon5	白	mɔ̃ɑ̃³⁵
妄	妄	mɔ̃ɑ̃³⁵	maon5	白	mɔ̃ɑ̃³⁵
望	望	mɔ̃ɑ̃³⁵	maon5	白	mɔ̃ɑ̃³⁵
亡	亡	mɔ̃ɑ̃¹²	maon2	白	mɦɔ̃ɑ̃¹²
忙	忙	mɔ̃ɑ̃¹²	maon2		mɦɔ̃ɑ̃¹²
芒	芒	mɔ̃ɑ̃¹²	maon2		mɦɔ̃ɑ̃¹²
茫	茫	mɔ̃ɑ̃¹²	maon2		mɦɔ̃ɑ̃¹²
方	方	fɔ̃ɑ̃⁴⁴	faon1		fɔ̃ɑ̃⁴⁴
肪	肪	fɔ̃ɑ̃⁴⁴	faon1		fɔ̃ɑ̃⁴⁴
芳	芳	fɔ̃ɑ̃⁴⁴	faon1		fɔ̃ɑ̃⁴⁴
倣	倣	fɔ̃ɑ̃⁴²	faon3		fɔ̃ɑ̃⁴²
紡	纺	fɔ̃ɑ̃⁴²	faon3		fɔ̃ɑ̃⁴²
仿	仿	fɔ̃ɑ̃⁴²	faon3		fɔ̃ɑ̃⁴²
彷	彷	fɔ̃ɑ̃⁴²	faon3		fɔ̃ɑ̃⁴²
訪	访	fɔ̃ɑ̃⁴²	faon3		fɔ̃ɑ̃⁴²
妨	妨	fɔ̃ɑ̃⁴²	faon3		fɔ̃ɑ̃⁴²
放	放	fɔ̃ɑ̃³⁵	faon5		fɔ̃ɑ̃³⁵
房	房	vɔ̃ɑ̃¹²	vaon2		vɔ̃ɑ̃¹²
