正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值
吖	吖	ng	a	1		ŋ	a	21
阿	阿		u	1	阿膠		ʊ	21
阿	阿		ah	7	阿哥		aʔ	4
錒	锕	ng	a	1		ŋ	a	21
嗄	嗄	sh	a	5	聲音嘶啞	ʂ	a	44
啊	啊		a	0	語氣詞		a	
哎	哎	ng	ae	0		ŋ	ɛ	
哀	哀	ng	ae	1		ŋ	ɛ	21
埃	埃	ng	ae	1		ŋ	ɛ	21
挨	挨	ng	ae	1	挨近	ŋ	ɛ	21
捱	挨	ng	ae	2	捱餓，捱打	ŋ	ɛ	24
唉	唉		ae	1	語氣詞		ɛ	21
唉	唉	ng	ae	1	唉聲歎氣	ŋ	ɛ	21
鎄	锿	ng	ae	1		ŋ	ɛ	21
皚	皑	ng	ae	2		ŋ	ɛ	24
癌	癌	ng	aen	2		ŋ	ɛ̃	24
毐	毐	ng	ae	3		ŋ	ɛ	31
噯	嗳	ng	ae	5		ŋ	ɛ	44
矮	矮	ng	ae	3		ŋ	ɛ	31
藹	蔼	ng	ae	3		ŋ	ɛ	31
靄	霭	ng	ae	3		ŋ	ɛ	31
艾	艾	ng	ae	6		ŋ	ɛ	33
砹	砹	ng	ae	6		ŋ	ɛ	33
愛	爱	ng	ae	5		ŋ	ɛ	44
隘	隘	ng	ae	5		ŋ	ɛ	44
礙	碍	ng	ae	6		ŋ	ɛ	33
璦	瑷	ng	ae	5		ŋ	ɛ	44
曖	暧	ng	ae	5		ŋ	ɛ	44
安	安		un	1			ʊ̃	21
桉	桉		un	1			ʊ̃	21
氨	氨		un	1			ʊ̃	21
庵	庵		un	1			ʊ̃	21
鵪	鹌		un	1			ʊ̃	21
鞍	鞍		un	1			ʊ̃	21
盦	盦		uh	7	覆蓋		ʊʔ	4
揞	揞		un	3	手覆		ʊ̃	31
岸	岸		un	6			ʊ̃	33
按	按		un	5			ʊ̃	44
胺	胺		un	5			ʊ̃	44
案	案		un	5			ʊ̃	44
暗	暗		un	5			ʊ̃	44
黯	黯		un	5			ʊ̃	44
骯	骯	ng	an	1		ŋ	ã	21
昂	昂	ng	an	2		ŋ	ã	24
盎	盎	ng	an	5		ŋ	ã	44
凹	凹	ng	o	1		ŋ	ɔ	21
凹	凹	v	a	5		ʋ	a	44
凹	凹	v	ah	7		ʋ	aʔ	4
爊	爊	ng	o	1		ŋ	ɔ	21
敖	敖	ng	o	2		ŋ	ɔ	24
遨	遨	ng	o	2		ŋ	ɔ	24
嗷	嗷	ng	o	2		ŋ	ɔ	24
熬	熬	ng	o	2		ŋ	ɔ	24
翱	翱	ng	o	2		ŋ	ɔ	24
鰲	鳌	ng	o	2		ŋ	ɔ	24
鏖	鏖	ng	o	1		ŋ	ɔ	21
拗	拗	ng	o	5		ŋ	ɔ	44
傲	傲	ng	o	6		ŋ	ɔ	33
奧	奥	ng	o	5		ŋ	ɔ	44
澳	澳	ng	o	5		ŋ	ɔ	44
懊	懊	ng	o	5		ŋ	ɔ	44
八	八	b	aeh	7		p	iaʔ	4
巴	巴	b	a	1		p	a	21
扒	扒	b	a	1	扒開來	p	a	21
扒	扒	p	a	2	扒竊	pʰ	a	24
叭	叭	b	a	1		p	a	21
芭	芭	b	a	1		p	a	21
疤	疤	b	a	1		p	a	21
捌	捌	b	aeh	7		p	iaʔ	4
笆	笆	b	a	1		p	a	21
粑	粑	b	a	1		p	a	21
拔	拔	p	aeh	8		pʰ	iaʔ	3
跋	跋	p	aeh	8		pʰ	iaʔ	3
把	把	b	a	3	把持	p	a	31
欛	把	b	a	5	刀欛	p	a	44
㞎	㞎	b	a	3		p	a	31
靶	靶	b	a	3		p	a	31
壩	坝	b	a	5		p	a	44
爸	爸	b	a	5		p	a	44
耙	耙	p	a	2		pʰ	a	24
罷	罢	p	a	6		pʰ	a	33
霸	霸	b	a	5		p	a	44
吧	吧	b	a	0	語氣詞	p	a	
吧	吧	b	a	1	酒吧	p	a	21
白	白	p	oh	8		pʰ	ɔʔ	3
百	百	b	oh	7		p	ɔʔ	4
佰	佰	b	oh	7		p	ɔʔ	4
柏	柏	b	ah	7	柏油	p	aʔ	4
柏	柏	b	oh	7		p	ɔʔ	4
擺	摆	b	ae	3		p	ɛ	31
敗	败	p	ae	6		pʰ	ɛ	33
拜	拜	b	ae	5		p	ɛ	44
稗	稗	p	ae	6		pʰ	ɛ	33
扳	扳	b	aen	1		p	ɛ̃	21
攽	攽	b	aen	1		p	ɛ̃	21
班	班	b	aen	1		p	ɛ̃	21
般	般	b	aen	1	般配	p	ɛ̃	21
般	般	p	un	2	一般的	pʰ	ʊ̃	24
頒	颁	b	aen	1		p	ɛ̃	21
斑	斑	b	aen	1		p	ɛ̃	21
搬	搬	b	un	1		p	ʊ̃	21
瘢	瘢	b	aen	1		p	ɛ̃	21
阪	阪	b	aen	3		p	ɛ̃	31
坂	坂	b	aen	3		p	ɛ̃	31
板	板	b	aen	3		p	ɛ̃	31
闆	板	b	aen	3		p	ɛ̃	31
版	版	b	aen	3		p	ɛ̃	31
舨	舨	b	aen	3		p	ɛ̃	31
辦	办	b	aen	5	文读	p	ɛ̃	44
辦	办	p	aen	6	白读	pʰ	ɛ̃	33
半	半	b	un	5		p	ʊ̃	44
扮	扮	b	aen	5		p	ɛ̃	44
伴	伴	p	un	6		pʰ	ʊ̃	33
拌	拌	p	un	6		pʰ	ʊ̃	33
𢴬	𢴬	b	aen	5		p	ɛ̃	44
瓣	瓣	b	aen	5		p	ɛ̃	44
邦	邦	b	an	1		p	ã	21
幫	帮	b	an	1		p	ã	21
梆	梆	b	an	1		p	ã	21
浜	浜	b	an	1		p	ã	21
綁	绑	b	an	3		p	ã	31
榜	榜	b	an	3		p	ã	31
膀	膀	p	an	2	膀胱	pʰ	ã	24
膀	膀	b	an	3	肩膀	p	ã	31
蚌	蚌	p	on	6		pʰ	ɔŋ	33
棒	棒	p	an	6		pʰ	ã	33
傍	傍	b	an	1		p	ã	21
謗	谤	b	an	5		p	ã	44
磅	磅	p	an	2	磅礴	pʰ	ã	24
磅	磅	p	an	6	磅秤	pʰ	ã	33
鎊	镑	b	an	5		p	ã	44
包	包	b	o	1		p	ɔ	21
苞	苞	b	o	1		p	ɔ	21
孢	孢	b	o	1		p	ɔ	21
胞	胞	b	o	1		p	ɔ	21
胞	胞	p	o	1		pʰ	ɔ	21
齙	龅	p	o	6		pʰ	ɔ	33
煲	煲	b	o	1		p	ɔ	21
褒	褒	b	o	1		p	ɔ	21
雹	雹	p	ah	8		pʰ	aʔ	3
薄	薄	p	ah	8		pʰ	aʔ	3
飽	饱	b	o	3		p	ɔ	31
寶	宝	b	o	3		p	ɔ	31
保	保	b	o	3		p	ɔ	31
鴇	鸨	b	o	3		p	ɔ	31
葆	葆	b	o	3		p	ɔ	31
堡	堡	b	o	3		p	ɔ	31
褓	褓	b	o	3		p	ɔ	31
報	报	b	o	5		p	ɔ	44
抱	抱	p	o	6		pʰ	ɔ	33
趵	趵	b	o	5		p	ɔ	44
豹	豹	b	o	5		p	ɔ	44
鮑	鲍	p	o	6		pʰ	ɔ	33
暴	暴	b	o	5		p	ɔ	44
爆	爆	b	o	5		p	ɔ	44
杯	杯	b	ei	1		p	əi	21
卑	卑	b	ei	1		p	əi	21
悲	悲	b	ei	1		p	əi	21
碑	碑	b	ei	1		p	əi	21
北	北	b	oh	7		p	ɔʔ	4
貝	贝	b	ei	5		p	əi	44
狽	狈	b	ei	5		p	əi	44
備	备	p	ei	6		pʰ	əi	33
揹	背	b	ei	1	背包	p	əi	21
背	背	b	ei	5	背脊	p	əi	44
鋇	钡	b	ei	5		p	əi	44
倍	倍	b	ei	5		p	əi	44
悖	悖	p	ei	6		pʰ	əi	33
被	被	p	i	6		pʰ	ɨᶨ	33
輩	辈	b	ei	5		p	əi	44
憊	惫	p	ei	6		pʰ	əi	33
焙	焙	p	ei	6		pʰ	əi	33
焙	焙	p	i	6		pʰ	ɨᶨ	33
蓓	蓓	p	ei	2		pʰ	əi	24
唄	呗	b	ae	0	語氣詞	p	ɛ	
奔	奔	b	en	1	奔騰	p	əŋ	21
奔	奔	b	en	5	奔頭	p	əŋ	44
栟	栟	b	en	1		p	əŋ	21
本	本	b	en	3		p	əŋ	31
苯	苯	b	en	3		p	əŋ	31
畚	畚	b	en	1	用畚箕搬運東西	p	əŋ	21
畚	畚	f	en	5	畚箕	f	əŋ	44
笨	笨	p	en	5		pʰ	əŋ	44
崩	崩	b	on	1		p	ɔŋ	21
繃	绷	b	on	1		p	ɔŋ	21
埲	埲	p	on	6		pʰ	ɔŋ	33
泵	泵	b	an	1		p	ã	21
迸	迸	b	on	5		p	ɔŋ	44
蹦	蹦	b	on	5		p	ɔŋ	44
屄	屄	b	i	1		p	ɨᶨ	21
逼	逼	b	ieh	7		p	iəʔ	4
荸	荸	p	eh	8		pʰ	əʔ	3
鼻	鼻	p	ieh	8		pʰ	iəʔ	3
匕	匕	b	i	3		p	ɨᶨ	31
比	比	b	i	3		p	ɨᶨ	31
彼	彼	b	i	3		p	ɨᶨ	31
秕	秕	b	i	3		p	ɨᶨ	31
筆	笔	b	ieh	7		p	iəʔ	4
鄙	鄙	b	i	3		p	ɨᶨ	31
幣	币	p	ei	6		pʰ	əi	33
幣	币	p	i	6		pʰ	ɨᶨ	33
必	必	b	ieh	7		p	iəʔ	4
畢	毕	b	ieh	7		p	iəʔ	4
閉	闭	b	i	5		p	ɨᶨ	44
庇	庇	p	i	5		pʰ	ɨᶨ	44
嗶	哔	b	ieh	7		p	iəʔ	4
斃	毙	b	i	5		p	ɨᶨ	44
鉍	铋	b	ieh	7		p	iəʔ	4
敝	敝	p	i	6		pʰ	ɨᶨ	33
婢	婢	p	i	6		pʰ	ɨᶨ	33
弼	弼	p	ieh	8		pʰ	iəʔ	3
蓖	蓖	b	aen	1		p	ɛ̃	21
痹	痹	b	i	5		p	ɨᶨ	44
潷	滗	b	ieh	7		p	iəʔ	4
碧	碧	b	ieh	7		p	iəʔ	4
蔽	蔽	b	i	5		p	ɨᶨ	44
弊	弊	p	i	6		pʰ	ɨᶨ	33
篦	篦	p	i	6		pʰ	ɨᶨ	33
壁	壁	b	ieh	7		p	iəʔ	4
避	避	p	i	6		pʰ	ɨᶨ	33
臂	臂	b	i	5		p	ɨᶨ	44
璧	璧	b	ieh	7		p	iəʔ	4
邊	边	b	in	1		p	ĩ	21
編	编	b	in	1		p	ĩ	21
編	编	p	in	1		pʰ	ĩ	21
煸	煸	b	in	1		p	ĩ	21
蝙	蝙	b	in	1		p	ĩ	21
鯿	鳊	b	in	1		p	ĩ	21
鞭	鞭	b	in	1		p	ĩ	21
貶	贬	b	in	3		p	ĩ	31
扁	扁	b	in	3		p	ĩ	31
匾	匾	b	in	3		p	ĩ	31
卞	卞	p	in	6		pʰ	ĩ	33
變	变	b	in	5		p	ĩ	44
便	便	p	ei	2	便宜	pʰ	əi	24
便	便	p	in	2	便宜	pʰ	ĩ	24
便	便	p	in	6	方便	pʰ	ĩ	33
遍	遍	b	in	5		p	ĩ	44
遍	遍	p	in	5		pʰ	ĩ	44
緶	缏	p	in	2		pʰ	ĩ	24
辨	辨	p	in	6		pʰ	ĩ	33
辯	辩	p	in	6		pʰ	ĩ	33
辮	辫	p	in	6		pʰ	ĩ	33
標	标	b	io	1		p	iɔ	21
彪	彪	b	io	1		p	iɔ	21
䁃	䁃	b	io	1	看	p	iɔ	21
滮	滮	b	io	1	喷水	p	iɔ	21
膘	膘	b	io	1		p	iɔ	21
鏢	镖	b	io	1		p	iɔ	21
䁭	䁭	b	io	1	看	p	iɔ	21
嫑	嫑	b	io	5		p	iɔ	44
表	表	b	io	3	表示	p	iɔ	31
錶	表	b	io	3	手錶	p	iɔ	31
婊	婊	b	io	3		p	iɔ	31
裱	裱	b	io	3		p	iɔ	31
鰾	鳔	p	io	5		pʰ	iɔ	44
憋	憋	b	ih	7		p	iʔ	4
鱉	鳖	b	ih	7		p	iʔ	4
別	别	b	ih	7	別針	p	iʔ	4
別	别	p	ih	8	分別，離別	pʰ	iʔ	3
蹩	蹩	b	ih	7		p	iʔ	4
癟	瘪	b	ih	7		p	iʔ	4
賓	宾	b	ien	1		p	iəŋ	21
彬	彬	b	ien	1		p	iəŋ	21
斌	斌	b	ien	1		p	iəŋ	21
濱	滨	b	ien	1		p	iəŋ	21
繽	缤	b	ien	1		p	iəŋ	21
檳	槟	b	ien	1		p	iəŋ	21
瀕	濒	b	ien	1		p	iəŋ	21
擯	摈	b	ien	5		p	iəŋ	44
殯	殡	b	ien	5		p	iəŋ	44
鬢	鬓	b	ien	5		p	iəŋ	44
冰	冰	b	ien	1		p	iəŋ	21
兵	兵	b	ien	1		p	iəŋ	21
丙	丙	b	ien	3		p	iəŋ	31
秉	秉	b	ien	3		p	iəŋ	31
柄	柄	b	ien	5		p	iəŋ	44
餅	饼	b	ien	3		p	iəŋ	31
炳	炳	b	ien	3		p	iəŋ	31
稟	禀	b	ien	3		p	iəŋ	31
併	并	b	ien	5	合併	p	iəŋ	44
並	并	p	ien	6	並且，並排	pʰ	iəŋ	33
病	病	p	ien	6		pʰ	iəŋ	33
摒	摒	b	ien	5		p	iəŋ	44
撥	拨	b	uh	7		p	ʊʔ	4
波	波	b	u	1		p	ʊ	21
玻	玻	b	u	1		p	ʊ	21
缽	钵	b	uh	7		p	ʊʔ	4
剝	剥	b	ah	7		p	aʔ	4
菠	菠	b	u	1		p	ʊ	21
𠺣	𠺣	b	ah	7		p	aʔ	4
播	播	b	u	1		p	ʊ	21
伯	伯	b	oh	7		p	ɔʔ	4
駁	驳	b	ah	7		p	aʔ	4
帛	帛	p	oh	8		pʰ	ɔʔ	3
勃	勃	p	eh	8		pʰ	əʔ	3
鈸	钹	p	uh	8		pʰ	ʊʔ	3
鉑	铂	p	oh	8		pʰ	ɔʔ	3
亳	亳	p	ah	8		pʰ	aʔ	3
舶	舶	p	oh	8		pʰ	ɔʔ	3
脖	脖	p	eh	8		pʰ	əʔ	3
博	博	b	ah	7		p	aʔ	4
鵓	鹁	p	eh	8		pʰ	əʔ	3
渤	渤	p	eh	8		pʰ	əʔ	3
搏	搏	b	ah	7		p	aʔ	4
箔	箔	p	ah	8		pʰ	aʔ	3
煿	煿	b	ah	7	火烤	p	aʔ	4
礡	礡	p	ah	8		pʰ	aʔ	3
礴	礴	p	ah	8		pʰ	aʔ	3
跛	跛	b	u	3		p	ʊ	31
簸	簸	b	u	3	顛簸	p	ʊ	31
簸	簸	b	u	5	簸箕	p	ʊ	44
卜	卜	b	oh	7	占卜，卜卦	p	ɔʔ	4
蔔	卜	p	uh	8	蘿蔔	pʰ	ʊʔ	3
補	补	b	v	3		p	ʋ	31
捕	捕	p	v	3		pʰ	ʋ	31
哺	哺	p	v	3		pʰ	ʋ	31
不	不	b	eh	7		p	əʔ	4
布	布	b	v	5	布料	p	ʋ	44
佈	布	b	v	5	發佈	p	ʋ	44
步	步	p	v	6		pʰ	ʋ	33
怖	怖	b	v	5		p	ʋ	44
部	部	p	v	6		pʰ	ʋ	33
埠	埠	p	v	6		pʰ	ʋ	33
簿	簿	p	v	6		pʰ	ʋ	33
擦	擦	c	aeh	7		tsʰ	iaʔ	4
猜	猜	c	ae	1		tsʰ	ɛ	21
才	才	c	ae	2	才能	tsʰ	ɛ	24
纔	才	c	ae	2		tsʰ	ɛ	24
材	材	c	ae	2		tsʰ	ɛ	24
財	财	c	ae	2		tsʰ	ɛ	24
裁	裁	c	ae	2		tsʰ	ɛ	24
采	采	c	ae	3	神采	tsʰ	ɛ	31
採	采	c	ae	3	採摘	tsʰ	ɛ	31
彩	彩	c	ae	3		tsʰ	ɛ	31
睬	睬	c	ae	3		tsʰ	ɛ	31
踩	踩	c	ae	3		tsʰ	ɛ	31
菜	菜	c	ae	5		tsʰ	ɛ	44
蔡	蔡	c	ae	5		tsʰ	ɛ	44
參	参	c	aen	1	參加	tsʰ	ɛ̃	21
參	参	s	aen	1		s	ɛ̃	21
參	参	ch	en	1	參差	tʂʰ	əŋ	21
參	参	sh	en	1	參星	ʂ	əŋ	21
蔘	参	sh	en	1	人蔘	ʂ	əŋ	21
曑	参	sh	en	1		ʂ	əŋ	21
餐	餐	c	aen	1		tsʰ	ɛ̃	21
殘	残	c	aen	2		tsʰ	ɛ̃	24
蚕	蚕	c	un	2		tsʰ	ʊ̃	24
蠶	蚕	c	un	2		tsʰ	ʊ̃	24
慚	惭	c	aen	2		tsʰ	ɛ̃	24
慘	惨	c	aen	3		tsʰ	ɛ̃	31
燦	灿	c	aen	5		tsʰ	ɛ̃	44
倉	仓	c	an	1		tsʰ	ã	21
蒼	苍	c	an	1		tsʰ	ã	21
滄	沧	c	an	1		tsʰ	ã	21
艙	舱	c	an	1		tsʰ	ã	21
藏	藏	c	an	2	隱藏	tsʰ	ã	24
藏	藏	z	an	5	西藏	ts	ã	44
藏	藏	c	an	6	寶藏	tsʰ	ã	33
操	操	c	o	1		tsʰ	ɔ	21
糙	糙	c	o	5		tsʰ	ɔ	44
𤵥	𤵥	c	o	2		tsʰ	ɔ	24
曹	曹	c	o	2		tsʰ	ɔ	24
嘈	嘈	c	o	2		tsʰ	ɔ	24
漕	漕	c	o	2		tsʰ	ɔ	24
槽	槽	c	o	2		tsʰ	ɔ	24
螬	螬	c	o	2		tsʰ	ɔ	24
艚	艚	c	o	2		tsʰ	ɔ	24
草	草	c	o	3		tsʰ	ɔ	31
肏	肏	r	eh	8		ɻ	əʔ	3
冊	册	c	eh	7		tsʰ	əʔ	4
廁	厕	c	eh	7		tsʰ	əʔ	4
側	侧	c	eh	7	側面	tsʰ	əʔ	4
側	侧	zh	eh	7	側過來	tʂ	əʔ	4
測	测	c	eh	7		tsʰ	əʔ	4
惻	恻	c	eh	7		tsʰ	əʔ	4
策	策	c	eh	7		tsʰ	əʔ	4
䜺	䜺	c	ae	3		tsʰ	ɛ	31
噌	噌	c	en	1		tsʰ	əŋ	21
層	层	c	en	2		tsʰ	əŋ	24
曾	曾	z	en	1	姓氏	ts	əŋ	21
曾	曾	c	en	2	曾經	tsʰ	əŋ	24
蹭	蹭	c	en	5		tsʰ	əŋ	44
叉	叉	ch	a	1		tʂʰ	a	21
杈	杈	ch	a	1		tʂʰ	a	21
插	插	ch	aeh	7		tʂʰ	iaʔ	4
茬	茬	ch	a	2		tʂʰ	a	24
茶	茶	ch	a	2		tʂʰ	a	24
查	查	zh	a	1	姓氏	tʂ	a	21
查	查	ch	a	2	查詢	tʂʰ	a	24
搽	搽	ch	a	2		tʂʰ	a	24
碴	碴	zh	a	1		tʂ	a	21
察	察	ch	aeh	7		tʂʰ	iaʔ	4
岔	岔	ch	a	5		tʂʰ	a	44
詫	诧	ch	a	5		tʂʰ	a	44
差	差	ch	a	1	差錯	tʂʰ	a	21
差	差	ch	ae	1	出差	tʂʰ	ɛ	21
差	差	c	z	1	參差	tsʰ	ɿ	21
拆	拆	ch	eh	7		tʂʰ	əʔ	4
釵	钗	ch	ae	1		tʂʰ	ɛ	21
柴	柴	sh	ae	2		ʂ	ɛ	24
豺	豺	ch	ae	2		tʂʰ	ɛ	24
蠆	虿	ch	ae	5		tʂʰ	ɛ	44
摻	掺	ch	aen	1		tʂʰ	ɛ̃	21
攙	搀	ch	aen	1		tʂʰ	ɛ̃	21
讒	谗	ch	aen	2		tʂʰ	ɛ̃	24
嬋	婵	ch	in	2		tɕʰ	ĩ	24
饞	馋	ch	aen	2		tʂʰ	ɛ̃	24
饞	馋	sh	aen	2		ʂ	ɛ̃	24
禪	禅	ch	in	2	禪宗	tɕʰ	ĩ	24
禪	禅	sh	in	6	禪讓	ɕ	ĩ	33
孱	孱	ch	aen	2		tʂʰ	ɛ̃	24
纏	缠	ch	in	2	纏繞	tɕʰ	ĩ	24
纏	缠	ch	in	6	纏事	tɕʰ	ĩ	33
蟬	蝉	ch	in	2		tɕʰ	ĩ	24
潺	潺	ch	aen	2		tʂʰ	ɛ̃	24
瀍	瀍	ch	in	2		tɕʰ	ĩ	24
蟾	蟾	ch	in	2		tɕʰ	ĩ	24
巉	巉	ch	aen	2		tʂʰ	ɛ̃	24
產	产	ch	aen	3		tʂʰ	ɛ̃	31
刬	刬	c	aen	5	刬是（都是）	tsʰ	ɛ̃	44
剷	铲	ch	aen	3		tʂʰ	ɛ̃	31
鏟	铲	ch	aen	3		tʂʰ	ɛ̃	31
闡	阐	ch	in	3		tɕʰ	ĩ	31
懺	忏	ch	aen	5		tʂʰ	ɛ̃	44
昌	昌	ch	an	1		tʂʰ	ã	21
猖	猖	ch	an	1		tʂʰ	ã	21
娼	娼	ch	an	1		tʂʰ	ã	21
鯧	鲳	ch	an	1		tʂʰ	ã	21
腸	肠	ch	an	2		tʂʰ	ã	24
嘗	尝	sh	an	2		ʂ	ã	24
嚐	尝	sh	an	2		ʂ	ã	24
常	常	ch	an	2		tʂʰ	ã	24
償	偿	sh	an	2		ʂ	ã	24
嫦	嫦	ch	an	2		tʂʰ	ã	24
廠	厂	ch	an	3		tʂʰ	ã	31
場	场	ch	an	2		tʂʰ	ã	24
昶	昶	ch	an	3		tʂʰ	ã	31
敞	敞	ch	an	3		tʂʰ	ã	31
暢	畅	ch	an	5		tʂʰ	ã	44
倡	倡	ch	an	5		tʂʰ	ã	44
唱	唱	ch	an	5		tʂʰ	ã	44
抄	抄	ch	o	1		tʂʰ	ɔ	21
鈔	钞	ch	o	1		tʂʰ	ɔ	21
超	超	ch	o	1		tʂʰ	ɔ	21
焯	焯	ch	ah	7		tʂʰ	aʔ	4
巢	巢	ch	o	2		tʂʰ	ɔ	24
朝	朝	zh	o	1	朝陽	tʂ	ɔ	21
朝	朝	ch	o	2	朝代	tʂʰ	ɔ	24
嘲	嘲	ch	o	2		tʂʰ	ɔ	24
潮	潮	ch	o	2		tʂʰ	ɔ	24
吵	吵	ch	o	3		tʂʰ	ɔ	31
炒	炒	ch	o	3		tʂʰ	ɔ	31
耖	耖	ch	o	5		tʂʰ	ɔ	44
車	车	ch	a	1	汽車	tʂʰ	a	21
車	车	j	y	1	車馬炮	tɕ	yᶨ	21
蛼	蛼	ch	a	1		tʂʰ	a	21
扯	扯	ch	a	3		tʂʰ	a	31
撦	扯	ch	a	3		tʂʰ	a	31
徹	彻	ch	ih	7		tɕʰ	iʔ	4
撤	撤	ch	ih	7		tɕʰ	iʔ	4
抻	抻	sh	en	5		ʂ	əŋ	44
臣	臣	ch	en	2		tʂʰ	əŋ	24
塵	尘	ch	en	2		tʂʰ	əŋ	24
辰	辰	ch	en	2		tʂʰ	əŋ	24
沉	沉	ch	en	2		tʂʰ	əŋ	24
忱	忱	ch	en	2		tʂʰ	əŋ	24
陳	陈	ch	en	2		tʂʰ	əŋ	24
晨	晨	ch	en	2		tʂʰ	əŋ	24
磣	碜	ch	uen	3		tʂʰ	uəŋ	31
襯	衬	ch	en	5		tʂʰ	əŋ	44
襯	衬	ch	uen	5		tʂʰ	uəŋ	44
趁	趁	ch	en	5		tʂʰ	əŋ	44
稱	称	ch	en	1	稱呼	tʂʰ	əŋ	21
稱	称	ch	en	5	稱心	tʂʰ	əŋ	44
蟶	蛏	ch	en	1		tʂʰ	əŋ	21
撐	撑	ch	en	1		tʂʰ	əŋ	21
成	成	ch	en	2		tʂʰ	əŋ	24
丞	丞	ch	en	2		tʂʰ	əŋ	24
呈	呈	ch	en	2		tʂʰ	əŋ	24
誠	诚	ch	en	2		tʂʰ	əŋ	24
承	承	ch	en	2		tʂʰ	əŋ	24
城	城	ch	en	2		tʂʰ	əŋ	24
乘	乘	ch	en	2		tʂʰ	əŋ	24
程	程	ch	en	2		tʂʰ	əŋ	24
懲	惩	ch	en	2		tʂʰ	əŋ	24
絾	絾	ch	en	2	絾被	tʂʰ	əŋ	24
澄	澄	ch	en	2	澄清	tʂʰ	əŋ	24
澄	澄	d	ien	5	使沉澱	t	iəŋ	44
橙	橙	ch	en	2		tʂʰ	əŋ	24
逞	逞	ch	en	3		tʂʰ	əŋ	31
騁	骋	ch	en	3		tʂʰ	əŋ	31
秤	秤	ch	en	5		tʂʰ	əŋ	44
喫	吃	q	ieh	7		tɕʰ	iəʔ	4
蚩	蚩	ch	r	1		tsʰ	ɿ	21
眵	眵	ch	r	1		tsʰ	ɿ	21
痴	痴	ch	r	1		tsʰ	ɿ	21
癡	痴	ch	r	1		tsʰ	ɿ	21
魑	魑	ch	r	1		tsʰ	ɿ	21
池	池	ch	r	2		tsʰ	ɿ	24
弛	弛	ch	r	2		tsʰ	ɿ	24
馳	驰	ch	r	2		tsʰ	ɿ	24
遲	迟	ch	r	2		tsʰ	ɿ	24
持	持	ch	r	2		tsʰ	ɿ	24
漦	漦	ch	r	2		tsʰ	ɿ	24
踟	踟	ch	r	2		tsʰ	ɿ	24
尺	尺	ch	eh	7		tʂʰ	əʔ	4
呎	呎	ch	eh	7		tʂʰ	əʔ	4
齒	齿	ch	r	3		tsʰ	ɿ	31
侈	侈	ch	r	3		tsʰ	ɿ	31
恥	耻	ch	r	3		tsʰ	ɿ	31
叱	叱	ch	eh	7		tʂʰ	əʔ	4
斥	斥	ch	eh	7		tʂʰ	əʔ	4
赤	赤	ch	eh	7		tʂʰ	əʔ	4
翅	翅	zh	r	5		ts	ɿ	44
沖	冲	ch	on	1	沖洗	tʂʰ	ɔŋ	21
衝	冲	ch	on	1	衝擊	tʂʰ	ɔŋ	21
衝	冲	ch	on	5	說話衝	tʂʰ	ɔŋ	44
充	充	ch	on	1		tʂʰ	ɔŋ	21
舂	舂	sh	on	1		ʂ	ɔŋ	21
蟲	虫	ch	on	2	害蟲	tʂʰ	ɔŋ	24
崇	崇	ch	on	2	崇拜	tʂʰ	ɔŋ	24
寵	宠	ch	on	3		tʂʰ	ɔŋ	31
喠	喠	zh	on	3	喫的貶稱	tʂ	ɔŋ	31
𣑁	𣑁	ch	on	5	桌𣑁	tʂʰ	ɔŋ	44
𥅻	𥅻	ch	on	5	瞌𥅻	tʂʰ	ɔŋ	44
抽	抽	ch	eu	1		tʂʰ	ɤɯ	21
抽	抽	ch	eu	2		tʂʰ	ɤɯ	24
㪬	㪬	ch	uah	8		tʂʰ	uaʔ	3
仇	仇	ch	eu	2	仇恨	tʂʰ	ɤɯ	24
仇	仇	q	ieu	2	姓氏	tɕʰ	iʊ	24
綢	绸	ch	eu	2		tʂʰ	ɤɯ	24
疇	畴	ch	eu	2		tʂʰ	ɤɯ	24
酬	酬	ch	eu	2		tʂʰ	ɤɯ	24
稠	稠	ch	eu	2		tʂʰ	ɤɯ	24
愁	愁	ch	eu	2		tʂʰ	ɤɯ	24
籌	筹	ch	eu	2		tʂʰ	ɤɯ	24
丑	丑	ch	eu	3	丑角	tʂʰ	ɤɯ	31
醜	丑	ch	eu	3	醜惡，醜陋	tʂʰ	ɤɯ	31
臭	臭	ch	eu	5	臭味	tʂʰ	ɤɯ	44
臭	臭	x	ieu	5	乳臭	ɕ	iʊ	44
出	出	ch	ueh	7		tʂʰ	uəʔ	4
齣	出	ch	ueh	7		tʂʰ	uəʔ	4
初	初	ch	v	1		tʂʰ	ʋ	21
芻	刍	ch	v	1		tʂʰ	ʋ	21
除	除	ch	v	2		tʂʰ	ʋ	24
鋤	锄	ch	v	2		tʂʰ	ʋ	24
滁	滁	ch	v	2		tʂʰ	ʋ	24
蜍	蜍	ch	v	2		tʂʰ	ʋ	24
雛	雏	ch	v	2		tʂʰ	ʋ	24
櫥	橱	ch	v	2		tʂʰ	ʋ	24
鶵	鶵	ch	v	2		tʂʰ	ʋ	24
杵	杵	ch	v	3		tʂʰ	ʋ	31
礎	础	ch	v	3		tʂʰ	ʋ	31
儲	储	ch	v	3		tʂʰ	ʋ	31
楚	楚	ch	v	3		tʂʰ	ʋ	31
