# Ideographic Description Sequences (IDS) for BabelStone Han PUA
# URL: https://babelstone.co.uk/CJK/IDS_PUA.TXT
# Font: https://www.babelstone.co.uk/Fonts/PUA.html
# Version 1.428 (2024-06-19)
#
U+E080		^⿰斑鳥$
U+F200		^⿰石东$
U+F201		^⿰石柬$
U+F203		^⿰音空$
U+F204		^⿰阝穹$
U+F207		^⿰受鸟$
U+F208		^⿰受鳥$
U+F20A		^⿰口鏬$
U+F20B		^⿰鼎虎$
U+F20C		^⿰鬲虎$
U+F20D		^⿰𧈂犬$
U+F20E		^⿰丁寧$
U+F20F		^⿰石世$
U+F210		^⿰女𠧗$
U+F211		^⿺電𠧗$
U+F212		^⿰舌笑$
U+F213		^⿰甚寺$
U+F214		^⿰多余$
U+F217		^⿸疒麦$
U+F219		^⿰文尽$
U+F21A		^⿹气罗$
U+F21B		^⿱泼手$
U+F21C		^⿰𧾷呇$
U+F21D		^⿰石莺$
U+F21F		^⿱准廾$
U+F220		^⿱穴堀$
U+F221		^⿰身八$
U+F222		^⿱⿻乃一皿$
U+F223		^⿰饣庵$
U+F224		^⿺辶⿱覀舛$
U+F225		^⿱能女$
U+F226		^⿰压气$
U+F227		^⿰口莺$
U+F228		^⿰扌⿳⺈𠔿比$
U+F229		^⿰𧾷车$
U+F22B		^⿰讠凼$
U+F22C		^⿰乌衣$
U+F22D		^⿰口⿱耳？$
U+F22E		^⿰口筛$
U+F22F		^⿰口隔$
U+F230		^⿱茶旦$
U+F231		^⿲木？月$
U+F232		^⿳𠀐国八$
U+F233		^⿰方罂$
U+F234		^⿰方罌$
U+F235		^⿸疒灭$
U+F236		^⿺尧吉$
U+F237		^⿱羽个$
U+F238		^⿰𧾷贡$
U+F239		^⿰夹业$
U+F23A		^⿺虎下$
U+F23B		^⿰目空$
U+F23D		^⿱尚女$
U+F23E		^⿰木窒$
U+F23F		^⿰口赵$
U+F240		^⿰糹么$
U+F241		^⿱艹烕$
U+F242		^⿰子蜚$
U+F243		^⿰日禽$
U+F244		^⿰扌寍$
U+F245		^⿰肯气$
U+F246		^⿸户婁$
U+F249		^⿰氵顷$
U+F24A		^⿸疒阑$
U+F24B		^⿰扌厉$
U+F24C		^⿰目厉$
U+F24D		^⿱𠦑日$
U+F24E		^⿸疒申$
U+F24F		^⿰讠申$
U+F250		^⿱丿⿻乚北$
U+F251		^⿰𧾷罂$
U+F253		^⿰饣吝$
U+F254		^⿱论心$
U+F255		^⿱论手$
U+F256		^⿱论又$
U+F257		^⿰齿衣$
U+F259		^⿰乌恶$
U+F25A		^⿰烏衣$
U+F25B		^⿰烏惡$
U+F25C		^⿰牜⿸户甫$
U+F25D		^⿰⿱𠂤止頁$
U+F25E		^⿰子卑$
U+F25F		^⿰亻芇$
U+F260		^⿰冫介$
U+F261		^⿰侖刂$
U+F262		^⿰禾蕉$
U+F263		^⿰產頁$
U+F264		^⿱艹所$
U+F265		^⿰⿱彡系頁$
U+F266		^⿰垔㚇$
U+F267		^⿰車杘$
U+F268		^⿰仑刂$
U+F269		^⿰日艾$
U+F26A		^⿱𥫗𢧵$
U+F26B		^⿰車伯$
U+F26C		^⿰壴⿱立重$
U+F26D		^⿱山税$
U+F26E		^⿰⿱𬼀貝頁$
U+F26F		^⿰氵檾$
U+F270		^⿱封章$
U+F271		^⿱⿳亠丷冖⿳冃一八$
U+F272		^⿰氵餋$
U+F273		^⿱椅几$
U+F274		^⿱鼓心$
U+F277		^⿰火督$
U+F278		^⿰目帝$
U+F279		^⿰耳台$
U+F27A		^⿳艹吅大$
U+F27C		^⿰巾⿳⺈𠔿比$
U+F27D		^⿰氵⿳⿱亠口⿱冖口羊$
U+F27E		^⿱⿹⿺𠃑𠄠𠄠心$
U+F27F		^⿰月⿳⺈𠔿比$
U+F280		^⿰巾冝$
U+F283		^⿰槊刂$
U+F284		^⿰圣由$
U+F286		^⿲𠦝臣月$
U+F287		^⿱艹⿲月原𣳾$
U+F288		^⿺是革$
U+F289		^⿱妙一$
U+F28A		^⿰忄實$
U+F28B		^⿰忄実$
U+F28C		^⿱𥫗瀹$
U+F28D		
U+F28E		^⿱台灬$
U+F28F		^⿺辶⿱𭕄共$
U+F290		^⿰⿱八臼烏$
U+F291		^⿰⿱八旧烏$
U+F292		^⿰石麗$
U+F293		^⿰烏⿱八臼$
U+F294		^⿱八⿰臼烏$
U+F295		^⿱八⿰旧烏$
U+F296		^⿱八⿰旧？$
U+F297		^⿰今鸟$
U+F298		^⿰正鸟$
U+F299		^⿰民鸟$
U+F29A		^⿰完鸟$
U+F29B		^⿰妻鸟$
U+F29D		
U+F29E		
U+F29F		^⿸⿰丿⿱⺊乛七$
U+F2A0		
U+F2A1		
U+F2A2		
U+F2A3		^⿱艹牃$
U+F2A4		
U+F2A5		^⿹⿺㇉一灬$
U+F2A7		^⿱⺈⿵冂人$
U+F2A8		^⿻⿻㇈丿丶$
U+F2A9		
U+F2AA		
U+F2AB		^⿻⿱㇒一乚$
U+F2AC		^⿱⿰㇒乛丨$
U+F2AD		^⿰⿱丶㇀⿱㇒丶$
U+F2AE		
U+F2AF		
U+F2B0		
U+F2B1		^⿻𱍸㇒$
U+F2B2		^⿹勹丿$
U+F2B3		
U+F2B4		
U+F2B5		
U+F2B6		^⿱⺊冖$
U+F2B9		^⿱𰀉冖$
U+F2BA		
U+F2BB		
U+F2BC		^⿻弋一$
U+F2BD		^⿻弋𢆶$
U+F2BE		
U+F2BF		^⿴囗⿻𰀪丶$
U+F2C1		
U+F2C3		^⿻几𠄠$
U+F2C4		
U+F2C5		
U+F2C6		^⿻𦉫𠄠$
U+F2C7		
U+F2C8		
U+F2C9		^⿱十冖$
U+F2CA		
U+F2CB		
U+F2CC		
U+F2CD		
U+F2CE		
U+F2CF		
U+F2D0		
U+F2D1		
U+F2D2		^⿰丨丿$
U+F2D4		
U+F2D5		
U+F2D6		
U+F2D7		^⿸广⿳田田皿$
U+F2D8		^⿱辰鬲$
U+F2D9		^⿱𥫗愚$
U+F2DA		^⿱時鳥$
U+F2DB		^⿰古寺$
U+F2DC		^⿰奚力$
U+F2DD		^⿰釒都$
U+F2DF		^⿰⿱爫夫力$
U+F2E0		^⿺辶喜$
U+F2E1		^⿰阝雋$
U+F2E2		^⿰釒拉$
U+F2E3		^⿱𦘒一$
U+F2E4		
U+F2E5		^⿻己⿱工工$
U+F2E6		^⿺㇉一$
U+F2E7		
U+F2E8		
U+F2E9		
U+F2EA		^⿱見覞$
U+F2EB		^⿱晶灬$
U+F2EC		^⿰𤣩羔$
U+F2ED		^⿰𠂤市$
U+F2EF		^⿰㐅也$
U+F2F0		
U+F2F1		
U+F2F2		
U+F2F3		
U+F2F4		
U+F2F5		
U+F2F6		^⿰臣⿱𠂉丶$
U+F2F7		^⿲丨二丨$
U+F2F8		^⿰缶名$
U+F2FA		
U+F2F9		
U+F2FB		^⿰三丨$
U+F2FC		^⿰丨三$
U+F2FD		^⿱艹⿰马尼$
U+F2FE		^⿱艹⿰馬尼$
U+F2FF		^⿳⺈𭍯灬$
U+F300		^⿱𠃬心$
U+F301		^⿰木𥄀$
U+F302		^⿱刀比$
U+F303		^⿰魚𪾋$
U+F308		^⿰月⿹⿱丶戈⿳⿲幺⿱二口幺⿲长马长心$
U+F309		^⿰雲雲$
U+F30A		^⿳龸口国$
U+F30B		^⿱隹示$
U+F30C		^⿱土𰆊$
U+F30D		^⿱斜㔾$
U+F30E		^⿵門⿱一曲$
U+F30F		^⿱叙𰆊$
U+F310		^⿰𤣩⿱𭕄凶$
U+F313		^⿱⿻⿰丨丨丷冖$
U+F314		
U+F316		
U+F317		
U+F318		
U+F319		
U+F31A		^⿲⿺𠄌⺀⿺𠄌⺀㇂$
U+F31B		
U+F31D		^⿱宀物$
U+F31E		^⿴囗術$
U+F31F		^⿴囗美$
U+F321		^⿰犭客$
U+F323		^⿵門⿱自夲$
U+F325		
U+F326		^⿰石⿱⺊𡇒$
U+F327		^⿰豸千$
U+F328		^⿺鬼戊$
U+F32A		^⿰纟央$
U+F32B		^⿰索鸟$
U+F32C		^⿰土鸟$
U+F32D		^⿰羽戋$
U+F32E		^⿰钅犁$
U+F331		^⿰韦阝$
U+F332		^⿰虫先$
U+F333		^⿰革當$
U+F334		^⿰𦰩胡$
U+F335		^⿱示畐$
U+F336		^⿰臣⿱𠂉⿱口？$
U+F337		^⿱女？$
U+F338		^⿰木⿱毛？$
U+F339		^⿰糹⿱双？$
U+F33B		^⿰口房$
U+F33D		^⿰口柳$
U+F33E		^⿰口翼$
U+F33F		^⿰口軫$
U+F340		^⿺乙女$
U+F342		^⿵𠘨枩$
U+F343		^⿱艹摘$
U+F344		^⿰糹賀$
U+F345		^⿱艹裏$
U+F346		^⿰衤子$
U+F347		^⿱䀠麦$
U+F348		^⿸厂湏$
U+F349		^⿱艹？$
U+F34A		^⿰角門$
U+F34B		^⿰飠蒐$
U+F34C		^⿺复香$
U+F34D		^⿰香軍$
U+F34E		^⿰光金$
U+F34F		^⿸疒核$
U+F350		^⿺色馬$
U+F351		^⿰與乎$
U+F352		^⿱林止$
U+F353		^⿰氵嵐$
U+F354		^⿰不卡$
U+F355		^⿰犬呌$
U+F356		^⿰狗吠$
U+F357		^⿰吠宛$
U+F358		^⿺走上$
U+F359		^⿰訁下$
U+F35A		^⿰犭天$
U+F35B		^⿺鼠田$
U+F35C		^⿺鼠里$
U+F35D		^⿰酉与$
U+F35E		^⿲彳⿱天人亍$
U+F360		^⿰口瞢$
U+F361		^⿸疒挐$
U+F362		^⿰糹難$
U+F363		^⿰口誒$
U+F364		^⿰口尉$
U+F365		^⿰口獲$
U+F366		^⿻𦫳⿰丅丅$
U+F367		^⿰㣇帇$
U+F368		^⿱穴兌$
U+F369		^⿵門廾$
U+F36A		^⿰素⿱丮口$
U+F36B		^⿳亠鬲𧘇$
U+F36C		^⿰方⿱𠂉⿱車廾$
U+F36D		^⿱雨⿳⿲虫虫虫⿲虫虫虫⿲虫虫虫$
U+F36E		^⿺辶鳥$
U+F36F		^⿰飠杏$
U+F370		^⿰魚忍$
U+F371		^⿰釒⿱⿰名無異$
U+F372		^⿰炎紫$
U+F373		^⿿凸$
U+F374		^⿰星亦$
U+F375		^⿱務土$
U+F376		^⿰山爪$
U+F377		^⿵門単$
U+F378		^⿴囗芒$
U+F379		^⿰石郎$
U+F37A		^⿰𧾷鬧$
U+F37B		^⿰飠夏$
U+F37C		^⿰鹵倉$
U+F37D		^⿸尸咋$
U+F37E		^⿰氵⿱孚冗$
U+F37F		^⿰虎咢$
U+F380		^⿰木履$
U+F381		^⿱艹針$
U+F382		^⿱返心$
U+F383		^⿰氵魔$
U+F384		^⿵門家$
U+F385		^⿰身寒$
U+F386		^⿱星⿰星星$
U+F387		^⿰身直$
U+F388		^⿵門勢$
U+F389		^⿱卷心$
U+F38A		^⿰革貫$
U+F38B		^⿰衤露$
U+F38C		^⿱佛⿰佛佛$
U+F38D		^⿰魚申$
U+F38E		^⿰木𤳅$
U+F38F		^⿰光真$
U+F390		^⿰釒⿱本弘$
U+F391		^⿱木力$
U+F392		^⿰衤益$
U+F393		^⿰口剋$
U+F394		^⿰口壁$
U+F395		^⿰口揼$
U+F396		^⿰口梃$
U+F397		^⿰口絞$
U+F398		^⿰口刕$
U+F399		^⿰扌熨$
U+F39A		^⿰扌罨$
U+F39B		^⿱弗手$
U+F39C		^⿸疒背$
U+F39D		^⿸广悘$
U+F39E		^⿰鱼孝$
U+F39F		^⿰鱼利$
U+F3A0		^⿰鱼身$
U+F3A1		^⿰鱼耶$
U+F3A2		^⿰鱼奇$
U+F3A3		^⿰鱼知$
U+F3A4		^⿰鱼荅$
U+F3A5		^⿰鱼桀$
U+F3A6		^⿰鱼逮$
U+F3A7		^⿰鱼襄$
U+F3A8		^⿰骨奔$
U+F3A9		^⿰米寶$
U+F3AA		^⿰木𰏗$
U+F3AB		^⿰魚丘$
U+F3AC		^⿺見面$
U+F3AD		^⿱雨蟄$
U+F3AE		^⿺辶七$
U+F3AF		^⿰𧾷益$
U+F3B0		^⿰女上$
U+F3B1		^⿰目雩$
U+F3B2		^⿺麥方$
U+F3B3		^⿰麦方$
U+F3B4		^⿰钅⿱人石$
U+F3B5		^⿰车藏$
U+F3B6		^⿰月賞$
U+F3B7		^⿰月赏$
U+F3B8		^⿰米叉$
U+F3B9		^⿺瓦少$
U+F3BB		^⿱攵正$
U+F3BC		^⿰扌尭$
U+F3BD		^⿰魚恋$
U+F3BE		^㇯之丶$
U+F3BF		^⿰方⿱𠂉兴$
U+F3C1		^⿰山定$
U+F3C3		^⿰扌込$
U+F3C4		^⿰犭又$
U+F3C5		^⿵門児$
U+F3C6		^⿱唯角$
U+F3C7		^⿰釒⿱成土$
U+F3C8		^⿰渠鸟$
U+F3C9		^⿺毛亂$
U+F3CA		^⿰豸國$
U+F3CB		^⿰豸国$
U+F3CC		^⿰扌贝$
U+F3CD		^⿺走条$
U+F3CE		^⿰月耍$
U+F3D0		^⿰扌历$
U+F3CF		^⿱剛牛$
U+F3D1		^⿰扌𠣎$
U+F3D2		^⿰扌㕅$
U+F3D3		^⿰扌鱼$
U+F3D4		^⿰扌⿱⿰𠂎刀土$
U+F3D5		^⿰氵飛$
U+F3D6		^⿰扌巷$
U+F3D7		^⿰扌厘$
U+F3D8		^⿰扌庵$
U+F3D9		^⿻五⿰丶亅$
U+F3DA		^⿰缶央$
U+F3DB		^⿰谷闌$
U+F3DC		^⿰車两$
U+F3DD		^⿰糹㢆$
U+F3DE		^⿰火几$
U+F3DF		^⿰礻义$
U+F3E0		^⿰礻兼$
U+F3E2		^⿸广⿱タカ$
U+F3E3		^⿵冂書$
U+F3F4		^⿻冂合$
U+F3FF		^⿱敕令$
U+F3E4		^⿰口𫊗$
U+F3E5		^⿱目兆$
U+F3E6		^⿰口隸$
U+F3EC		^⿱𦥯生$
U+F3ED		^⿱𰃮生$
U+F3EF		^⿰釒乐$
U+F3F0		^⿰訁人$
U+F3F1		^⿰訁上$
U+F3F2		^⿰豕⿳一巛止$
U+F3F3		^⿰犭⿱刀止$
U+F3F5		^⿰𤔔𠃌$
U+F3F6		^⿸厂办$
U+F3F7		^⿰糹頶$
U+F3F8		^⿰綆頁$
U+F3F9		^⿰釒屏$
U+F3FD		^⿰口圈$
U+F3FE		^⿰鱼丑$
U+F400		^⿰口领$
U+F401		^⿰鸟氐$
U+F402		^⿰口拧$
U+F403		^⿱孤鸟$
U+F405		^⿱即哩$
U+F406		^⿰丁刂$
U+F407		^⿰云天$
U+F408		^⿰口𪁪$
U+F409		^⿰哤鸟$
U+F40A		^⿰彳比$
U+F40B		^⿰彳农$
U+F40C		^⿰彳農$
U+F40D		
U+F40E		^⿱山影$
U+F40F		^⿱去比$
U+F410		^⿰女頃$
U+F412		^⿺辶抓$
U+F413		^⿰亻西$
U+F414		
U+F415		^⿳艹𢆉取$
U+F416		^⿱⿰来攵正$
U+F417		^⿰扌𮕦$
U+F418		^⿰俞虎$
U+F419		^⿸𠩺力$
U+F41A		^⿰忄㐱$
U+F41B		^⿰⿱䒑冉阝$
U+F41C		^⿰⿱乃止頁$
U+F41D		^⿳亠⿲刀丫？皿$
U+F41E		^⿰田此$
U+F41F		^⿰車間$
U+F420		^⿱穴居$
U+F421		^⿰方會$
U+F422		^⿰日待$
U+F423		^⿰禾纍$
U+F424		^⿰糹虆$
U+F425		^⿱艹庫$
U+F426		^⿹𢦏𡉀$
U+F427		^⿰目府$
U+F428		^⿰角虜$
U+F429		^⿺走厨$
U+F42A		^⿱𥫗緑$
U+F42B		^⿰豕頁$
U+F42C		^⿰神鳥$
U+F42D		^⿰礻虖$
U+F42E		^⿰額鳥$
U+F42F		^⿰丬术$
U+F430		^⿰糹與$
U+F431		^⿰⿱合米逮$
U+F432		^⿰土⿸广⿱䒑巾$
U+F433		^⿱臨玉$
U+F434		^⿰月蓋$
U+F435		^⿰子孟$
U+F436		^⿰木𮕜$
U+F437		^⿴囗𭠍$
U+F438		^⿱⿰石又土$
U+F439		^⿰牜客$
U+F43A		^⿱觧虫$
U+F43B		^⿱艹⿰貝⿱𠆢韭$
U+F43C		^⿰田熏$
U+F43D		^⿰木殿$
U+F43E		^⿰贊力$
U+F43F		^⿰糹𢚩$
U+F440		^⿰山𢚩$
U+F441		^⿰車𢚩$
U+F442		^⿱旽灬$
U+F443		^⿰土四$
U+F444		^⿺辶𭘑$
U+F446		^⿰女散$
U+F447		^⿰弓賛$
U+F448		^⿰豕野$
U+F449		^⿷匚䜌$
U+F44A		^⿰亻閑$
U+F44B		^⿱吉灬$
U+F44C		^⿰訁鬳$
U+F44D		^⿱止⿵戊貝$
U+F44E		^⿰𤣩⿸广𬉸$
U+F44F		^⿰秀舀$
U+F450		^⿱罒佳$
U+F451		^⿰礻遷$
U+F452		^⿰扌簿$
U+F453		^⿰眉包$
U+F454		^⿰凿殳$
U+F455		^⿰𤣩自$
U+F456		^⿰木龠$
U+F457		^⿰尞殳$
U+F458		^⿰骨夭$
U+F459		^⿰屑刂$
U+F45A		^⿰𤣩逑$
U+F45B		^⿱由日$
U+F45C		^⿰山異$
U+F45D		^⿰亻旱$
U+F45E		^⿰𤣩未$
U+F45F		^⿱髟穴$
U+F460		^⿰車毚$
U+F461		^⿰⿳⿱𠆢一吅灬刄$
U+F462		^⿰鏨刂$
U+F463		^⿰訁⿱𠀎厶$
U+F464		^⿱䜌反$
U+F465		^⿱手$
U+F466		^⿱我鸟$
U+F467		^⿳𠂉灬⿹⺄米$
U+F469		^⿰亻任$
U+F46A		^⿱山癸$
U+F46B		^⿰片可$
U+F46C		^⿰阝粤$
U+F46D		^⿰日耑$
U+F46E		^⿰扌繤$
U+F46F		^⿰木繤$
U+F470		^⿰月婪$
U+F472		^⿰山多$
U+F473		^⿰礻奢$
U+F474		^⿳𦭝冖⿱处木$
U+F475		^⿱隹大$
U+F476		^⿰糹蒦$
U+F477		^⿰魚卯$
U+F478		^⿹气臭$
U+F479		^⿰眔𦐇$
U+F47A		^⿰企夬$
U+F47B		^⿵門巴$
U+F47C		^⿰氵艺$
U+F47D		^⿰冫夕$
U+F47E		^⿰土夕$
U+F47F		^⿺毛主$
U+F480		
U+F481		^⿱𬼀見$
U+F482		^⿺辶勺$
U+F484		^⿱癶匕$
U+F485		^⿱冖⿰丿丨$
U+F489		^⿱㐅寸$
U+F48A		^⿰十斗$
U+F48C		^⿰委鳥$
U+F48D		^⿱大⿻干一$
U+F48E		^〾⿰车乚$
U+F490		^⿱𠆢畓$
U+F491		^⿻人屾$
U+F492		^⿱丷电$
U+F493		^⿰虫𣏋$
U+F494		^⿰镸戴$
U+F495		^⿰忄乂$
U+F496		^⿱？下$
U+F497		^⿰釒聚$
U+F498		^⿰𧾷⿸庚匕$
U+F49A		^⿰革矞$
U+F49B		^⿰子㝁$
U+F49C		^⿳古冖？$
U+F49D		^⿳古冖？$
U+F49E		^⿱日⿰勺斤$
U+F49F		^⿰畀刂$
U+F4A0		^⿹气土$
U+F4A1		^⿹气阿$
U+F4A2		^⿰木舞$
U+F4A3		^⿰木気$
U+F4A4		^⿰月⿱⿲幺言幺心$
U+F4A5		^⿰氵⿱正⿰正正$
U+F4A6		^⿰釒曆$
U+F4A7		^⿹𠄎土$
U+F4A8		^⿰魚堂$
U+F4A9		^⿰車責$
U+F4AE		^⿴囗易$
U+F4AF		^⿰扌耸$
U+F4B6		^⿺⿳十日九⿱不见$
U+F4B7		^⿺⿳入山见⿱大虫$
U+F4B8		^⿺⿳十日九⿱不見$
U+F4B9		^⿺⿳入山見⿱大虫$
U+F4C0		^⿺⿱頁夂？$
U+F4C1		^⿰潦鳥$
U+F4C2		^⿰扁魚$
U+F4C3		^⿰盧魚$
U+F4C4		^⿰⿸雨𰤷魚$
U+F4C5		^⿰钅伊$
U+F4C6		^⿰禾柰$
U+F4C7		^⿰米柰$
U+F4C8		^⿰石压$
U+F4C9		^⿰虫额$
U+F4CA		^⿰虫拿$
U+F4CB		^⿰礻密$
U+F4CC		^⿰米奈$
U+F4CD		^⿰氵𤯃$
U+F4CE		^⿰豊豊$
U+F4CF		^⿰月報$
U+F4D0		^⿳𦥯⿰好乚皿$
U+F4D1		^⿱氣皿$
U+F4D2		^⿱宀彡$
U+F4D3		^⿰⿱⺊目少$
U+F4D4		^⿱赤相$
U+F4D6		^⿰火析$
U+F4D7		^⿰巠帝$
U+F4D8		^⿱覀巠$
U+F4D9		^⿱𡩧皿$
U+F4DA		^⿱竜耳$
U+F4DB		^⿺竜耳$
U+F4DC		^⿰亻昂$
U+F4DD		^⿱雨奴$
U+F4DE		^⿰白氣$
U+F4DF		^⿰釒⿱西皿$
U+F4E0		^⿰口𮮱$
U+F4E1		^⿰每欠$
U+F4E2		^⿱成龙$
U+F4E3		^⿱成龍$
U+F4E4		^⿰彳𰙩$
U+F4E5		^⿱宀𮕜$
U+F4E6		^⿱叔食$
U+F4E8		^⿱制于$
U+F4E9		
U+F4EA		^⿰貝売$
U+F4EB		^⿱𫇦豆$
U+F4EC		^⿱二山$
U+F4ED		^⿰亻⿱覀國$
U+F4EE		^⿰魚団$
U+F4EF		^⿰魚強$
U+F4F0		^⿰陈攵$
U+F4F1		^⿰马匕$
U+F4F2		^⿰纟斗$
U+F4F3		
U+F4F4		^⿰犭夸$
U+F4F5		^⿱旦维$
U+F4F6		^⿰钅玻$
U+F4F7		^⿱山鸟$
U+F4F8		^⿰⿱二冂欠$
U+F4F9		^⿰予仝$
U+F4FA		^⿰日仒$
U+F4FB		^⿰雲鬼$
U+F4FC		^⿰疒龙鳥$
U+F4FD		^⿰米鹿$
U+F4FE		^⿱艹𢑑$
U+F4FF		^⿰口⿱一⿰乡隹$
U+F500		^⿰馬慮$
U+F501		^⿰虫𦙄$
U+F502		^⿰酉盧$
U+F503		^⿸疒𡘚$
U+F504		^⿰氵⿱宀夕$
U+F505		^⿱𥫗杪$
U+F506		^⿰石巽$
U+F507		^〾⿱艹龜$
U+F508		^⿰舟頁$
U+F509		^⿰衤廌$
U+F50B		^⿱艹椒$
U+F50C		^⿱毀木$
U+F50D		^⿱宀兲$
U+F50E		^⿰喬隹$
U+F50F		^⿰木變$
U+F510		^⿰負勿$
U+F511		^⿰空彡$
U+F512		^⿰各烕$
U+F513		^⿰日格$
U+F514		^⿱好乎$
U+F515		^⿰口匊$
U+F516		^⿱担當$
U+F517		^⿱辛隹$
U+F518		^⿱隹亥$
U+F519		^⿱羊山$
U+F51A		
U+F51B		^⿰⿱頁夂戌$
U+F51D		^⿱斤火$
U+F51E		^⿰阝心$
U+F51F		^⿰辛刁$
U+F520		^⿱亯京$
U+F521		^⿱雨皇$
U+F522		^⿳艹罒⿰亻⿱亠𠔃$
U+F523		^⿳艹罒⿰女⿱亠𠔃$
U+F524		^⿱神人$
U+F525		^⿷匚乙$
U+F526		^⿷匚丁$
U+F527		^⿱彖口$
U+F528		^⿻大吅$
U+F529		^⿳卝罒𡛏$
U+F52A		^⿰女木$
U+F52B		^⿰女豐$
U+F52C		^⿰女索$
U+F52D		^⿰衤䘏$
U+F52E		^⿰女食$
U+F52F		^⿰女川$
U+F530		^⿰女彡$
U+F531		^⿰彳巜$
U+F532		^⿰女率$
U+F533		^⿰女⿱眔心$
U+F534		^⿲女㚔又$
U+F535		^⿰女奏$
U+F536		^⿱？目$
U+F537		^⿱丨口$
U+F538		^⿲止口止$
U+F539		^⿱⿰工工口$
U+F53A		^⿴囗矢$
U+F53B		^⿰彳屰$
U+F53C		^⿱止⿰矢矢$
U+F53D		^⿳宀丙夊$
U+F53E		^⿱田？$
U+F53F		^？$
U+F540		^⿺𠃔匕$
U+F541		^⿱𢆶木$
U+F542		^⿹勹貝$
U+F549		^⿱宀⿰⿱口丰戈$
U+F54A		^⿰木厈$
U+F54C		^⿰⿳𥫗⿴囗仌田刂$
U+F550		^⿱者以$
U+F551		^⿹戈⿱口土$
U+F553		^⿳且丷疋$
U+F554		^⿰⿸尹束又$
U+F556		^⿰⿱韭口丮$
U+F557		^⿰禹弗$
U+F559		^⿰目攀$
U+F55C		^⿷匚𠚤$
U+F55D		^⿷匚文$
U+F561		^⿰舟庶$
U+F563		^⿰𣥆喜$
U+F565		^⿰男⿱田奻$
U+F568		^⿱𬇊口$
U+F569		^⿸麻夊$
U+F56A		^⿱此夊$
U+F56B		^⿰千卩$
U+F56D		^⿰黑⿵茂黑$
U+F56E		^⿰⿱土黑殳$
U+F56F		^⿰黑𧈧$
U+F570		^⿰𧈧殳$
U+F571		^⿸厂昊$
U+F572		^⿳巛⿲幺龱幺⿱𠆢几$
U+F573		^⿰瓌欠$
U+F574		^⿰爿⿱㲋月$
U+F575		^⿰口營$
U+F577		^⿱⿱⿴𦥑文冖子$
U+F578		^⿳网⿰皿皿廾$
U+F57C		^⿰扌⿱土旱$
U+F57D		^⿰訁隼$
U+F57E		^⿱比目$
U+F57F		^⿰魚⿱比目$
U+F58C		^⿱死且$
U+F58E		^⿰釒⿱山𡗕$
U+F58F		^⿰⿳爫龴冂虍$
U+F590		^⿱宀㻦$
U+F594		^⿰卣夔$
U+F596		^⿺走戕$
U+F599		^⿰兓攵$
U+F59A		^⿰山兜$
U+F59E		^⿻⿱鬲鬲⿱𠃎丨$
U+F59F		^⿱㓝貝$
U+F5A0		^⿸⿻𠂇丨好$
U+F5A5		^⿰魚作$
U+F5A8		^⿰𣎴⿱十厂$
U+F5AD		^⿱艹架$
U+F5B0		^⿰系頃$
U+F5B1		^⿱好厚$
U+F5B2		^⿱命皿$
U+F5B3		^⿱醜丑$
U+F5B4		^⿰片票$
U+F5B5		^⿰芽阝$
U+F5B6		^⿱㓁思$
U+F5B7		^⿰泉戈$
U+F5B8		^⿰爾來$
U+F5B9		^⿰目襄$
U+F5BA		^⿰口𪏭$
U+F5BB		^⿰扌帥$
U+F5BF		^⿰田通$
U+F5C2		^⿰亻鞋$
U+F5C3		^⿰犭富$
U+F5C4		^⿱止咸$
U+F5C5		^⿸广⿱八鳥$
U+F5C7		^⿸广𰡮$
U+F5C8		^⿱止⿵戊止$
U+F5C9		^⿰月⿸厂⿳一八目$
U+F5CA		^⿳宀一乙$
U+F5CB		^⿳⿰夫夫⿰虫口日$
U+F5CC		^⿰氵⿱云皿$
U+F5CD		^⿱立貝$
U+F5CE		^⿱付月$
U+F5CF		^⿰⿱申大斤$
U+F5D0		^⿱安月$
U+F5D1		^⿰隻阝$
U+F5D2		^⿰車⿱？寸$
U+F5D3		^⿺辶𰆂$
U+F5D4		^⿰⿸广角？$
U+F5D5		^⿰酉⿱云皿$
U+F5D6		^⿳艹𡆪心$
U+F5D7		^⿸广委$
U+F5D9		^⿰亻崬$
U+F5DA		^⿰釒宜$
U+F5DB		^⿰糹勞$
U+F5DC		
U+F5DD		
U+F5DE		^⿻一曲$
U+F5DF		^⿱⺈罒$
U+F5E0		
U+F5E1		
U+F5E2		
U+F5E3		
U+F5E6		
U+F5E7		
U+F5E8		
U+F5EA		
U+F5EB		
U+F5ED		
U+F5EE		
U+F5EF		
U+F5F0		
U+F5F1		
U+F5F2		
U+F5F3		
U+F5F4		
U+F5F5		
U+F5F6		
U+F5F7		
U+F5F8		
U+F5F9		
U+F5FA		
U+F5FB		
U+F5FC		
U+F5FD		^⿱⿻𠮛⿰丨丨冖$
U+F5FE		
U+F5FF		
U+F600		^⿰车⿻襾一$
U+F601		^⿴囗鸟$
U+F602		^⿲乛丨𰛅$
U+F603		^⿰扌五$
U+F604		^⿰弗用$
U+F605		^⿰目因$
U+F606		^⿸疒⿺𠃊夾$
U+F607		^⿱刹衣$
U+F608		^⿰飠老$
U+F609		^⿰糹些$
U+F60A		^⿰扌𠥔$
U+F60B		^⿰飠𠬶$
U+F60C		^⿰米鬼$
U+F60D		^⿰革酉$
