繁體	简体	吳拼	備註
跢	跢	ta⁴⁴	
蹛	蹛	ta⁴⁴	
痑	痑	ta⁴⁴	
拖	拖	tʰa⁵³	又音 貓拖老鼠
祂	它	tʰa⁵³	
牠	它	tʰa⁵³	
它	它	tʰa⁵³	
鉈	铊	tʰa⁵³	化學元素
舑	舑	tʰa⁵³	舑舌頭
討	讨	tʰa³⁵	僅限於「討饒」
太	太	tʰa⁴⁴	
鈦	钛	tʰa⁴⁴	化學元素
酞	酞	tʰa⁴⁴	化學用字
肽	肽	tʰa⁴⁴	化學用字
汰	汰	tʰa⁴⁴	
𧉑	𧉑	tʰa⁴⁴	
呔	呔	tʰa⁴⁴	
泰	泰	tʰa⁴⁴	
他	他	tʰa⁴⁴	
她	她	tʰa⁴⁴	
忕	忕	tʰa⁴⁴	
埭	埭	da²⁴	一埭路
𡉑	𡉑	da²⁴	趟：走一𡉑，走一趟。也寫埭
忕	忕	da²⁴	
軑	轪	da²⁴	
釱	釱	da²⁴	
大	大	da²¹³	文讀
𢪂	𢪂	da²¹³	𢪂癢
𠯈	𠯈	da²¹³	
汏	汏	da²¹³	
拿	拿	na²⁴	拿手好戲
挐	拿	na²⁴	拿手好戲
拏	拿	na²⁴	拿手好戲
鎿	镎	na²⁴	化學元素
艿	艿	na²⁴	
誽	誽	na²⁴	
南	南	na²⁴	南無阿彌陀佛
倷	倷	na²⁴	「倷阿姆」合音，多用於詈語
吶	呐	na²⁴	
呐	呐	na²⁴	
哪	哪	na²⁴	
奶	奶	na²¹³	
嬭	奶	na²¹³	
疓	疓	na²¹³	
爛	烂	na²¹³	僅限於「爛泥」
嬲	嬲	na²¹³	嬲和
娜	娜	na²¹³	
哪	哪	ʔna⁵³	
吶	呐	ʔna⁵³	
呐	呐	ʔna⁵³	
哪	哪	ʔna⁴⁴	
那	那	ʔna⁴⁴	
剌	剌	la²⁴	
攋	𪮶	la²¹³	
喇	喇	la²¹³	
賴	赖	la²¹³	
頼	赖	la²¹³	
癩	癞	la²¹³	
籟	籁	la²¹³	
瀨	濑	la²¹³	
瀬	濑	la²¹³	
藾	藾	la²¹³	
鵣	鵣	la²¹³	
垃	垃	la²¹³	
拉	拉	la²¹³	粗拉柴
啦	啦	la²¹³	
洡	洡	la²¹³	
犡	犡	la²¹³	
拉	拉	ʔla⁵³	
啦	啦	ʔla⁵³	
菈	菈	ʔla⁵³	
齋	斋	tsa⁵³	
斎	斋	tsa⁵³	
亝	斋	tsa⁵³	
𠷒	𠷒	tsa⁵³	
抓	抓	tsa⁵³	文讀
髽	髽	tsa⁵³	
喳	喳	tsa⁵³	
債	债	tsa⁴⁴	
瘵	瘵	tsa⁴⁴	
𨝋	𨝋	tsa⁴⁴	
祭	祭	tsa⁴⁴	姓
差	差	tsʰa⁵³	出差
叉	叉	tsʰa⁵³	僅限於「軋叉」
釵	钗	tsʰa⁵³	文讀
攃	攃	tsʰa⁵³	攃眼
靫	靫	tsʰa⁵³	
扯	扯	tsʰa³⁵	僅限於「牽扯」等詞
撦	扯	tsʰa³⁵	僅限於「牽扯」等詞
蔡	蔡	tsʰa⁴⁴	
礤	礤	tsʰa⁴⁴	
蠆	虿	tsʰa⁴⁴	
傺	傺	tsʰa⁴⁴	
慸	慸	tsʰa⁴⁴	
揥	揥	tsʰa⁴⁴	
跇	跇	tsʰa⁴⁴	
咋	咋	dza²¹³	
咱	咱	dza²¹³	「咋挔」也作「咱伊」
撒	撒	dza²¹³	「⿸尸咋」通作「撒」
射	射	dza²¹³	
𠑞	𠑞	dza²¹³	
⿱寨	⿱寨	dza²¹³	用竹篾編成的器具，圓形平底疏孔，邊框很淺，用來曬物、篩物或養蠶等
耍	耍	sa⁵³	
傻	傻	sa⁵³	
籭	籭	sa⁵³	
諰	𫍰	sa⁵³	
灑	洒	sa³⁵	
洒	洒	sa³⁵	
𩎉	𩎉	sa³⁵	
躧	躧	sa³⁵	
曬	晒	sa⁴⁴	
閷	閷	sa⁴⁴	
柴	柴	za²⁴	
㾹	㾹	za²⁴	
祡	祡	za²⁴	
豺	豺	za²⁴	
麡	麡	za²⁴	
寨	寨	za²¹³	
砦	寨	za²¹³	
⿱寨	⿱寨	za²¹³	用竹篾編成的器具，圓形平底疏孔，邊框很淺，用來曬物、篩物或養蠶等
㩟	㩟	za²¹³	
𡍥	𡍥	za²¹³	
階	阶	ka⁵³	
堦	阶	ka⁵³	
街	街	ka⁵³	
咖	咖	ka⁵³	咖喱
鮫	鲛	ka⁵³	又音「馬鮫魚」
解	解	ka³⁵	
檞	檞	ka³⁵	
廨	廨	ka³⁵	
介	介	ka⁴⁴	白讀
界	界	ka⁴⁴	白讀
堺	堺	ka⁴⁴	
芥	芥	ka⁴⁴	白讀
疥	疥	ka⁴⁴	疥櫥
尬	尬	ka⁴⁴	
庎	庎	ka⁴⁴	
楐	楐	ka⁴⁴	
届	届	ka⁴⁴	白讀
屆	届	ka⁴⁴	白讀
戒	戒	ka⁴⁴	白讀
隘	隘	ka⁴⁴	地名
解	解	ka⁴⁴	解鈔票
繲	繲	ka⁴⁴	
砎	砎	ka⁴⁴	
衸	衸	ka⁴⁴	
揩	揩	kʰa⁵³	
楷	楷	kʰa⁵³	
咖	咖	kʰa⁵³	咖啡
卡	卡	kʰa³⁵	
鉲	鉲	kʰa³⁵	化學元素，又稱「鐦」
咔	咔	kʰa³⁵	化學用字
佧	佧	kʰa³⁵	
峠	峠	kʰa³⁵	日語漢字，音同「卡」
嘎	嘎	ɡa²⁴	
嘠	嘎	ɡa²⁴	
茄	茄	ɡa²⁴	番茄
伽	伽	ɡa²⁴	
懈	懈	ɡa²¹³	懈門
解	解	ɡa²¹³	解兩刀
𨮂	𨱕	ɡa²¹³	
捱	捱	ŋa²¹³	
外	外	ŋa²¹³	白讀
𤘅	𤘅	ŋa²¹³	孲𤘅
伢	伢	ŋa²¹³	同「𤘅」
雁	雁	ŋa²¹³	雁鵝
鴈	雁	ŋa²¹³	雁鵝
𩂢	𩂢	ŋa²¹³	汗𩂢𩂢響
𤘅	𤘅	ʔŋa⁴⁴	孲𤘅
伢	伢	ʔŋa⁴⁴	同「𤘅」
哈	哈	ha⁵³	
蟹	蟹	ha³⁵	
蠏	蟹	ha³⁵	
澥	澥	ha³⁵	
嶰	嶰	ha³⁵	
獬	獬	ha³⁵	
罅	罅	ha⁴⁴	白讀 腳罅縫
譮	譮	ha⁴⁴	
鞋	鞋	ɦa²⁴	
合	合	ɦa²⁴	「合扑」又音
鞵	鞋	ɦa²⁴	
還	还	ɦa²⁴	白讀 還有
啊	啊	ɦa²¹³	表驚疑
也	也	ɦa²¹³	
捱	挨	a⁵³	
挨	挨	a⁵³	
啊	啊	a⁵³	又音
錒	锕	a⁵³	化學元素
鴉	鸦	a⁵³	僅限於「鴉片」
鵶	鸦	a⁵³	僅限於「鴉片」
埃	埃	a⁵³	
矮	矮	a³⁵	
躷	躷	a³⁵	古同「矮」
㢊	㢊	a³⁵	
阿	阿	a⁴⁴	阿姆
靉	叆	a⁴⁴	
隘	隘	a⁴⁴	
賹	賹	a⁴⁴	
阸	阸	a⁴⁴	
爹	爹	tia⁵³	
嗲	嗲	tia³⁵	
蒫	蒫	tɕia⁵³	
袓	袓	tɕia⁵³	
謯	𫍹	tɕia⁵³	
家	家	tɕia⁵³	文讀
傢	傢	tɕia⁵³	文讀
稼	稼	tɕia⁵³	文讀
鎵	镓	tɕia⁵³	化學元素
加	加	tɕia⁵³	文讀
袈	袈	tɕia⁵³	文讀
嘉	嘉	tɕia⁵³	文讀
迦	迦	tɕia⁵³	文讀
珈	珈	tɕia⁵³	文讀
痂	痂	tɕia⁵³	文讀
耞	耞	tɕia⁵³	文讀
跏	跏	tɕia⁵³	文讀
葭	葭	tɕia⁵³	文讀
麚	麚	tɕia⁵³	文讀
瘕	瘕	tɕia⁵³	文讀
豭	豭	tɕia⁵³	文讀
犌	犌	tɕia⁵³	
猳	猳	tɕia⁵³	
貑	貑	tɕia⁵³	
鴐	𫛤	tɕia⁵³	
佳	佳	tɕia⁵³	文讀
幏	幏	tɕia⁵³	
蟼	蟼	tɕia⁵³	
姐	姐	tɕia³⁵	
飷	飷	tɕia³⁵	
抯	抯	tɕia³⁵	
解	解	tɕia³⁵	文讀
薢	薢	tɕia³⁵	
賈	贾	tɕia³⁵	文讀
檟	檟	tɕia³⁵	文讀
假	假	tɕia³⁵	文讀 假如
叚	假	tɕia³⁵	文讀 假如
婽	婽	tɕia³⁵	
椵	椵	tɕia³⁵	
榎	榎	tɕia³⁵	
斝	斝	tɕia³⁵	文讀
藉	借	tɕia⁴⁴	
借	借	tɕia⁴⁴	
䶓	䶓	tɕia⁴⁴	䶓箜籃
縩	縩	tɕia⁴⁴	縩孔籃
嫁	嫁	tɕia⁴⁴	文讀
介	介	tɕia⁴⁴	文讀
玠	玠	tɕia⁴⁴	
吤	吤	tɕia⁴⁴	
蚧	蚧	tɕia⁴⁴	
魪	魪	tɕia⁴⁴	
芥	芥	tɕia⁴⁴	文讀
界	界	tɕia⁴⁴	文讀
价	价	tɕia⁴⁴	文讀
價	价	tɕia⁴⁴	文讀
駕	驾	tɕia⁴⁴	文讀
届	届	tɕia⁴⁴	文讀
屆	届	tɕia⁴⁴	文讀
架	架	tɕia⁴⁴	文讀
㗎	㗎	tɕia⁴⁴	文讀
幏	幏	tɕia⁴⁴	
佉	佉	tɕʰia⁵³	文讀
呿	呿	tɕʰia⁵³	文讀
笡	笡	tɕʰia³⁵	不正；斜；偏
趄	趄	tɕʰia³⁵	「笡」也作「趄」
且	且	tɕʰia⁴⁴	白讀 且顧
𢲶	𢲶	tɕʰia⁴⁴	
髂	髂	tɕʰia⁴⁴	文讀
伽	伽	dʑia²⁴	
笳	笳	dʑia²⁴	
茄	茄	dʑia²⁴	
喳	喳	dʑia²⁴	又音 形容很響的叫聲、哭聲
弶	弶	dʑia²⁴	又音 欺侮
岈	岈	ɕia⁵³	
疨	疨	ɕia⁵³	
谺	谺	ɕia⁵³	
寫	写	ɕia³⁵	
㕐	㕐	ɕia³⁵	往杯子或碗裏傾倒
瀉	泻	ɕia³⁵	「㕐」也作「瀉」
䥱	䥾	ɕia³⁵	
閜	閜	ɕia³⁵	
覀	覀	ɕia³⁵	
瀉	泻	ɕia⁴⁴	
𧓺	𧓺	ɕia⁴⁴	
卸	卸	ɕia⁴⁴	
傻	傻	ɕia⁴⁴	僅限於「傻子」
襾	襾	ɕia⁴⁴	文讀
罅	罅	ɕia⁴⁴	文讀
𥕕	𥕕	ɕia⁴⁴	文讀
下	下	ɕia⁴⁴	新讀？
謑	謑	ɕia⁴⁴	
斜	斜	ʑia²⁴	
邪	邪	ʑia²⁴	
衺	邪	ʑia²⁴	
抯	抯	ʑia²¹³	
謝	谢	ʑia²¹³	
褯	褯	ʑia²¹³	
躤	躤	ʑia²¹³	
榭	榭	ʑia²¹³	
㴬	㴬	ʑia²¹³	
霞	霞	ɦia²⁴	文讀
瑕	瑕	ɦia²⁴	文讀
遐	遐	ɦia²⁴	文讀
赮	赮	ɦia²⁴	文讀
蕸	蕸	ɦia²⁴	文讀
騢	騢	ɦia²⁴	文讀
鰕	𫚥	ɦia²⁴	文讀
碬	碬	ɦia²⁴	
鍜	鍜	ɦia²⁴	
齖	齖	ɦia²⁴	文讀
爺	爷	ɦia²⁴	
邪	邪	ɦia²⁴	古同「耶」
耶	耶	ɦia²⁴	
椰	椰	ɦia²⁴	
倻	倻	ɦia²⁴	
鋣	铘	ɦia²⁴	
瑘	瑘	ɦia²⁴	
釾	䥺	ɦia²⁴	
鎁	鎁	ɦia²⁴	
擨	擨	ɦia²⁴	
涯	涯	ɦia²⁴	文讀
崖	崖	ɦia²⁴	文讀
庌	庌	ɦia²⁴	
猚	猚	ɦia²⁴	
野	野	ɦia²¹³	
埜	野	ɦia²¹³	
壄	野	ɦia²¹³	
也	也	ɦia²¹³	白讀
厊	厊	ɦia²¹³	
庌	庌	ɦia²¹³	
懈	懈	ɦia²¹³	白讀
亱	夜	ɦia²¹³	
暇	暇	ɦia²¹³	文讀
犽	犽	ɦia²¹³	
夜	夜	ɦia²¹³	
鵺	鵺	ɦia²¹³	
鴉	鸦	ia⁵³	文讀
鵶	鸦	ia⁵³	文讀
訝	讶	ia⁵³	文讀
迓	迓	ia⁵³	文讀
䃁	䃁	ia⁵³	文讀
錏	铔	ia⁵³	文讀
霞	霞	ia⁵³	文讀 又音
耶	耶	ia⁵³	新讀？
椰	椰	ia⁵³	新讀？
雅	雅	ia³⁵	
亞	亚	ia⁴⁴	文讀
亜	亚	ia⁴⁴	文讀
婭	娅	ia⁴⁴	文讀
玡	玡	ia⁴⁴	文讀
氬	氩	ia⁴⁴	化學元素
俹	俹	ia⁴⁴	
稏	䅉	ia⁴⁴	
呀	呀	ia⁴⁴	
覀	覀	ia⁴⁴	
呱	呱	kua⁵³	
乖	乖	kua⁵³	
䃶	䃶	kua⁵³	
拐	拐	kua³⁵	
柺	拐	kua³⁵	
枴	拐	kua³⁵	
𦫳	拐	kua³⁵	古同「拐」
箉	箉	kua³⁵	
寡	寡	kua³⁵	文讀
剮	剐	kua³⁵	文讀
夬	夬	kua⁴⁴	
怪	怪	kua⁴⁴	
恠	怪	kua⁴⁴	
掛	挂	kua⁴⁴	文讀
挂	挂	kua⁴⁴	文讀
卦	卦	kua⁴⁴	文讀
誇	夸	kʰua⁵³	文讀
夸	夸	kʰua⁵³	文讀
姱	姱	kʰua⁵³	文讀
蒯	蒯	kʰua⁵³	姓
垮	垮	kʰua³⁵	文讀
侉	侉	kʰua³⁵	文讀
跨	跨	kʰua⁴⁴	文讀
挎	挎	kʰua⁴⁴	
快	快	kʰua⁴⁴	
噲	哙	kʰua⁴⁴	
駃	𫘝	kʰua⁴⁴	
凷	凷	kʰua⁴⁴	
懷	怀	ɡua²⁴	僅限於「懷裏」一詞
懐	怀	ɡua²⁴	僅限於「懷裏」一詞
拐	拐	ɡua²¹³	搖動；不穩而會搖擺
嘩	哗	hua⁵³	
譁	哗	hua⁵³	
歪	歪	hua³⁵	
竵	歪	hua³⁵	
咶	咶	hua⁴⁴	
躛	躛	hua⁴⁴	
還	还	ɦua²⁴	還好
懷	怀	ɦua²⁴	
懐	怀	ɦua²⁴	
蘹	蘹	ɦua²⁴	
𠿭	𠿭	ɦua²⁴	耕地時吆喝牛停住的聲音
壞	坏	ɦua²¹³	
壊	坏	ɦua²¹³	
壞	坏	ua⁵³	
壊	坏	ua⁵³	
孬	孬	ua⁵³	
歪	歪	ua⁵³	文讀
竵	歪	ua⁵³	文讀
窪	洼	ua⁵³	
洼	洼	ua⁵³	
蛙	蛙	ua⁵³	文讀
鼃	蛙	ua⁵³	文讀
娃	娃	ua⁵³	文讀
媧	娲	ua⁵³	
崴	崴	ua⁵³	
溾	溾	ua⁵³	
哇	哇	ua⁴⁴	
褒	褒	pɔ⁵³	
襃	褒	pɔ⁵³	
勹	勹	pɔ⁵³	
包	包	pɔ⁵³	
胞	胞	pɔ⁵³	
苞	苞	pɔ⁵³	
孢	孢	pɔ⁵³	
煲	煲	pɔ⁵³	
㷛	煲	pɔ⁵³	
佨	佨	pɔ⁵³	
枹	枹	pɔ⁵³	
葆	葆	pɔ³⁵	
保	保	pɔ³⁵	
堡	堡	pɔ³⁵	
寶	宝	pɔ³⁵	
寳	宝	pɔ³⁵	
飽	饱	pɔ³⁵	
怉	怉	pɔ³⁵	
鴇	鸨	pɔ³⁵	
堢	堢	pɔ³⁵	
宲	宲	pɔ³⁵	
珤	珤	pɔ³⁵	
賲	賲	pɔ³⁵	
駂	駂	pɔ³⁵	
報	报	pɔ⁴⁴	
豹	豹	pɔ⁴⁴	
暴	暴	pɔ⁴⁴	突然而來的大風
爆	爆	pɔ⁴⁴	爆開
拋	抛	pʰɔ⁵³	
脬	脬	pʰɔ⁵³	
𣬢	𣬢	pʰɔ⁵³	
𩆘	𩆘	pʰɔ⁵³	
泡	泡	pʰɔ⁴⁴	
𣶐	𣶐	pʰɔ⁴⁴	
奅	奅	pʰɔ⁴⁴	
皰	疱	pʰɔ⁴⁴	
疱	疱	pʰɔ⁴⁴	
炮	炮	pʰɔ⁴⁴	
砲	炮	pʰɔ⁴⁴	
礮	炮	pʰɔ⁴⁴	
麭	麭	pʰɔ⁴⁴	
跑	跑	pʰɔ⁴⁴	僅限「跑春」、「跑馬燈」等詞
窌	窌	pʰɔ⁴⁴	
炮	炮	bɔ²⁴	炮製
炰	炮	bɔ²⁴	炮製
袍	袍	bɔ²⁴	
曝	曝	bɔ²⁴	
爆	爆	bɔ²⁴	爆炸
跑	跑	bɔ²⁴	
爮	爮	bɔ²⁴	
刨	刨	bɔ²⁴	
庖	庖	bɔ²⁴	
匏	匏	bɔ²⁴	
鉋	铇	bɔ²⁴	
咆	咆	bɔ²⁴	
尥	尥	bɔ²⁴	
狍	狍	bɔ²⁴	
齙	龅	bɔ²⁴	
麅	麅	bɔ²⁴	
軳	軳	bɔ²⁴	
袌	袌	bɔ²⁴	
捊	捊	bɔ²⁴	
瓟	瓟	bɔ²⁴	
鞄	鞄	bɔ²⁴	
麃	麃	bɔ²⁴	
鮑	鲍	bɔ²¹³	
抱	抱	bɔ²¹³	
褓	褓	bɔ²¹³	褓裙
緥	褓	bɔ²¹³	褓裙
鞄	鞄	bɔ²¹³	
骲	骲	bɔ²¹³	
菢	菢	bɔ²¹³	
暴	暴	bɔ²¹³	
鉋	铇	bɔ²¹³	
虣	虣	bɔ²¹³	
靤	靤	bɔ²¹³	
勽	勽	bɔ²¹³	
袌	袌	bɔ²¹³	
毛	毛	mɔ²⁴	
旄	旄	mɔ²⁴	
髦	髦	mɔ²⁴	
牦	牦	mɔ²⁴	
犛	牦	mɔ²⁴	
氂	牦	mɔ²⁴	
䭷	䭷	mɔ²⁴	
酕	酕	mɔ²⁴	
茂	茂	mɔ²⁴	文讀
茅	茅	mɔ²⁴	
矛	矛	mɔ²⁴	
蝥	蝥	mɔ²⁴	
枆	枆	mɔ²⁴	
鶜	鶜	mɔ²⁴	
買	买	mɔ²⁴	又音 僅限於「買㾹病」
堥	堥	mɔ²⁴	
媌	媌	mɔ²⁴	
罞	罞	mɔ²⁴	
卯	卯	mɔ²¹³	
夘	卯	mɔ²¹³	
茆	卯	mɔ²¹³	
莫	莫	mɔ²¹³	
鉚	铆	mɔ²¹³	
昴	昴	mɔ²¹³	
峁	峁	mɔ²¹³	
戼	戼	mɔ²¹³	
泖	泖	mɔ²¹³	
冃	冃	mɔ²¹³	
蓩	蓩	mɔ²¹³	
媌	媌	mɔ²¹³	
緢	緢	mɔ²¹³	
冒	冒	mɔ²¹³	
冐	冒	mɔ²¹³	
帽	帽	mɔ²¹³	
瑁	瑁	mɔ²¹³	
媢	媢	mɔ²¹³	
萺	萺	mɔ²¹³	
錨	锚	mɔ²¹³	
貓	猫	mɔ²¹³	文讀
猫	猫	mɔ²¹³	文讀
貌	貌	mɔ²¹³	
耄	耄	mɔ²¹³	
芼	芼	mɔ²¹³	
眊	眊	mɔ²¹³	
覒	覒	mɔ²¹³	
皃	皃	mɔ²¹³	
莫	莫	ʔmɔ⁵³	
貓	猫	ʔmɔ⁵³	僅限於「張貓」
猫	猫	ʔmɔ⁵³	僅限於「張貓」
毛	毛	ʔmɔ⁵³	又音 僅限於「毛黴」
刀	刀	tɔ⁵³	
刂	刂	tɔ⁵³	
叨	叨	tɔ⁵³	
魛	鱽	tɔ⁵³	
舠	舠	tɔ⁵³	
朷	朷	tɔ⁵³	
忉	忉	tɔ⁵³	
氘	氘	tɔ⁵³	化學用字
島	岛	tɔ³⁵	
嶌	嶌	tɔ³⁵	古同「島」
搗	捣	tɔ³⁵	
擣	捣	tɔ³⁵	
禱	祷	tɔ³⁵	
倒	倒	tɔ³⁵	打倒
刀	刀	tɔ³⁵	量詞
壔	壔	tɔ³⁵	
禂	禂	tɔ³⁵	
懤	㤽	tɔ³⁵	
到	到	tɔ⁴⁴	
倒	倒	tɔ⁴⁴	倒水
菿	菿	tɔ⁴⁴	
滔	滔	tʰɔ⁵³	
韜	韬	tʰɔ⁵³	
搯	搯	tʰɔ⁵³	
謟	謟	tʰɔ⁵³	
慆	慆	tʰɔ⁵³	
䤾	䤾	tʰɔ⁵³	
𩥅	𩥅	tʰɔ⁵³	
䈱	䈱	tʰɔ⁵³	
瑫	瑫	tʰɔ⁵³	
弢	弢	tʰɔ⁵³	
縧	绦	tʰɔ⁵³	
縚	绦	tʰɔ⁵³	
絛	绦	tʰɔ⁵³	
饕	饕	tʰɔ⁵³	
叨	叨	tʰɔ⁵³	承受
洮	洮	tʰɔ⁵³	
夲	夲	tʰɔ⁵³	
幍	幍	tʰɔ⁵³	
詜	詜	tʰɔ⁵³	
槄	槄	tʰɔ⁵³	
翢	翢	tʰɔ⁵³	
蜪	蜪	tʰɔ⁵³	
討	讨	tʰɔ³⁵	
槄	槄	tʰɔ³⁵	
套	套	tʰɔ⁴⁴	
桃	桃	dɔ²⁴	
逃	逃	dɔ²⁴	
咷	咷	dɔ²⁴	
鼗	鼗	dɔ²⁴	
鞀	鼗	dɔ²⁴	
駣	駣	dɔ²⁴	
陶	陶	dɔ²⁴	
淘	淘	dɔ²⁴	
萄	萄	dɔ²⁴	
掏	掏	dɔ²⁴	
啕	啕	dɔ²⁴	
綯	绹	dɔ²⁴	
醄	醄	dɔ²⁴	
濤	涛	dɔ²⁴	
燾	焘	dɔ²⁴	
檮	梼	dɔ²⁴	
䬞	𩙧	dɔ²⁴	
悼	悼	dɔ²⁴	
匋	匋	dɔ²⁴	
裪	裪	dɔ²⁴	
錭	錭	dɔ²⁴	
鞉	鞉	dɔ²⁴	
騊	𫘦	dɔ²⁴	
蹈	蹈	dɔ²⁴	眼睛或眼皮向上翻動
翢	翢	dɔ²⁴	
蜪	蜪	dɔ²⁴	
道	道	dɔ²¹³	
衜	衜	dɔ²¹³	
衟	衟	dɔ²¹³	
稻	稻	dɔ²¹³	
稲	稻	dɔ²¹³	
蹈	蹈	dɔ²¹³	
盜	盗	dɔ²¹³	
導	导	dɔ²¹³	
箌	箌	dɔ²¹³	
纛	纛	dɔ²¹³	
翿	翿	dɔ²¹³	
幬	帱	dɔ²¹³	
撓	挠	nɔ²⁴	
鐃	铙	nɔ²⁴	
猱	猱	nɔ²⁴	
蝚	蝚	nɔ²⁴	
獶	獶	nɔ²⁴	
峱	峱	nɔ²⁴	
硇	硇	nɔ²⁴	
嶩	嶩	nɔ²⁴	
巎	巎	nɔ²⁴	
怓	怓	nɔ²⁴	
譊	𫍢	nɔ²⁴	
憹	𢙐	nɔ²⁴	
獿	獿	nɔ²⁴	
臑	臑	nɔ²⁴	
訄	訄	nɔ²⁴	
腦	脑	nɔ²¹³	
脳	脑	nɔ²¹³	
惱	恼	nɔ²¹³	
悩	恼	nɔ²¹³	
瑙	瑙	nɔ²¹³	
嫐	嫐	nɔ²¹³	
匘	匘	nɔ²¹³	
堖	垴	nɔ²¹³	
碯	碯	nɔ²¹³	
閙	闹	nɔ²¹³	
鬧	闹	nɔ²¹³	
踔	踔	nɔ²¹³	踔殺
淖	淖	nɔ²¹³	文讀
橈	桡	nɔ²¹³	
腝	腝	nɔ²¹³	
吶	呐	ʔnɔ⁵³	
呐	呐	ʔnɔ⁵³	
勞	劳	lɔ²⁴	
労	劳	lɔ²⁴	
澇	涝	lɔ²⁴	
癆	痨	lɔ²⁴	
鐒	铹	lɔ²⁴	化學元素
𤎤	𤎤	lɔ²⁴	
蟧	蟧	lɔ²⁴	
嶗	崂	lɔ²⁴	
牢	牢	lɔ²⁴	
醪	醪	lɔ²⁴	
哰	哰	lɔ²⁴	
憥	憥	lɔ²⁴	
窂	窂	lɔ²⁴	
簩	簩	lɔ²⁴	
賿	賿	lɔ²⁴	
顟	顟	lɔ²⁴	
簝	簝	lɔ²⁴	
髝	髝	lɔ²⁴	
窌	窌	lɔ²⁴	
老	老	lɔ²¹³	
佬	佬	lɔ²¹³	
𤶁	𤶁	lɔ²¹³	㾸𤶁
恅	恅	lɔ²¹³	
栳	栳	lɔ²¹³	
咾	咾	lɔ²¹³	
銠	铑	lɔ²¹³	化學元素
荖	荖	lɔ²¹³	
蛯	蛯	lɔ²¹³	日語漢字，音同「老」
潦	潦	lɔ²¹³	
轑	轑	lɔ²¹³	
橑	橑	lɔ²¹³	
嘮	唠	lɔ²¹³	重複叮囑
嫪	嫪	lɔ²¹³	
僗	僗	lɔ²¹³	
橯	𣓿	lɔ²¹³	
耮	耢	lɔ²¹³	
髝	髝	lɔ²¹³	
撈	捞	ʔlɔ⁵³	
嘮	唠	ʔlɔ⁵³	
糟	糟	tsɔ⁵³	
蹧	糟	tsɔ⁵³	
遭	遭	tsɔ⁵³	
㷮	㷮	tsɔ⁵³	
搔	搔	tsɔ⁵³	
掻	搔	tsɔ⁵³	
嘲	嘲	tsɔ⁵³	嘲哳
傮	傮	tsɔ⁵³	
醩	醩	tsɔ⁵³	
鳭	鳭	tsɔ⁵³	
罺	罺	tsɔ⁵³	
鵃	鸼	tsɔ⁵³	
早	早	tsɔ³⁵	
棗	枣	tsɔ³⁵	
蚤	蚤	tsɔ³⁵	
瑵	瑵	tsɔ³⁵	
璅	璅	tsɔ³⁵	
找	找	tsɔ³⁵	
澡	澡	tsɔ³⁵	
藻	藻	tsɔ³⁵	
璪	璪	tsɔ³⁵	
薻	薻	tsɔ³⁵	
爪	爪	tsɔ³⁵	
笊	笊	tsɔ⁴⁴	
竈	灶	tsɔ⁴⁴	
灶	灶	tsɔ⁴⁴	
罩	罩	tsɔ⁴⁴	
躁	躁	tsɔ⁴⁴	
趮	趮	tsɔ⁴⁴	
鵫	𫛱	tsɔ⁴⁴	
抄	抄	tsʰɔ⁵³	
鈔	钞	tsʰɔ⁵³	
操	操	tsʰɔ⁵³	
撡	操	tsʰɔ⁵³	
幧	幧	tsʰɔ⁵³	
訬	訬	tsʰɔ⁵³	
草	草	tsʰɔ³⁵	
艹	艹	tsʰɔ³⁵	
艸	艸	tsʰɔ³⁵	
騲	騲	tsʰɔ³⁵	騲雞
愺	愺	tsʰɔ³⁵	
懆	懆	tsʰɔ³⁵	
吵	吵	tsʰɔ³⁵	
炒	炒	tsʰɔ³⁵	
煼	煼	tsʰɔ³⁵	
摷	摷	tsʰɔ³⁵	
慅	慅	tsʰɔ³⁵	
㥮	㤘	tsʰɔ³⁵	
仯	仯	tsʰɔ³⁵	
耖	耖	tsʰɔ⁴⁴	耖田
噪	噪	tsʰɔ⁴⁴	
譟	噪	tsʰɔ⁴⁴	
躁	躁	tsʰɔ⁴⁴	
糙	糙	tsʰɔ⁴⁴	
慥	慥	tsʰɔ⁴⁴	性情暴躁，不溫和
肏	肏	tsʰɔ⁴⁴	
鄵	鄵	tsʰɔ⁴⁴	
觘	觘	tsʰɔ⁴⁴	
慅	慅	tsʰɔ⁴⁴	
艁	艁	tsʰɔ⁴⁴	
鼜	鼜	tsʰɔ⁴⁴	
仯	仯	tsʰɔ⁴⁴	
罺	罺	tsʰɔ⁴⁴	
趠	趠	tsʰɔ⁴⁴	
曹	曹	dzɔ²⁴	
嘈	嘈	dzɔ²⁴	
𩞄	𩠎	dzɔ²⁴	
巢	巢	dzɔ²⁴	
巣	巢	dzɔ²⁴	
𤍒	𤍒	dzɔ²⁴	
窼	窼	dzɔ²⁴	
轈	轈	dzɔ²⁴	
𨄓	𨄓	dzɔ²⁴	
𩏙	𩏙	dzɔ²⁴	
𥕘	𥕘	dzɔ²⁴	
鄛	鄛	dzɔ²⁴	
樔	樔	dzɔ²⁴	
鐰	鐰	dzɔ²⁴	
造	造	dzɔ²¹³	造反
棹	棹	dzɔ²¹³	
櫂	棹	dzɔ²¹³	
𨢪	𨢪	dzɔ²¹³	
