單字	聲紐	攝	韻部	呼	等	聲調	組	(斗山墟) 聲母	(斗山墟) 韻母	(斗山墟) 聲調號	(斗山墟) 聲調名	IPA	備註						
族	從	通	東	開	一	入	精	d	uk	9		tʊk¹							
足	精	通	鍾	開	三	入	精	d	uk	7		tʊk⁵							
俎	莊	遇	魚	開	三	上	莊												
祖	精	遇	模	開	一	上	精	d	u	2		tu⁵⁵							
組	精	遇	模	開	一	上	精	d	u	2		tu⁵⁵							
阻	莊	遇	魚	開	三	上	莊	z	uo	2		tsuɔ⁵⁵							
嘴	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	d	ui	2		tui⁵⁵							
最	精	蟹	泰	合	一	去	精	d	ui	1(3)		tui³³							
罪	從	蟹	灰	合	一	上	精	d	ui	5(6)		tui¹¹							
醉	精	止	脂A	合	三	去	精	d	ui	1(3)		tui³³							
尊	精	臻	魂	合	一	平	精	d	un	1(3)		tun³³							
遵	精	臻	真A	合	三	平	精	d	un	1(3)		tun³³							
昨	從	宕	唐	開	一	入	精	d	ok	9		tɔk¹	昨日曰昨晚tam¹¹ man¹¹⁵						
佐	精	果	歌	開	一	去	精	d	uo	1(3)	陰平（陰去）	tuɔ³³							
左	精	果	歌	開	一	上	精	d	uo	2		tuɔ⁵⁵							
作	精	遇	模	開	一	去	精	d	ok	7		tɔk⁵							
作	精	遇	模	開	一	去	精	d	ok	8		tɔk³	作棋、作竇。						
祚	從	遇	模	開	一	去	精	d	u	5(6)		tu¹¹							
做	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	d	u	1(3)		tu³³							
坐	從	果	歌	合	一	上	精	d	uo	5(6)		tuɔ¹¹	文讀。						
坐								t	uo	1(3)		tʰuɔ³³	白讀，僅作動詞。						
座	從	果	歌	合	一	去	精	d	uo	5(6)		tuɔ¹¹							
硓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
屯	知	臻	真B	合	三	平	知												
堯	疑	效	蕭	開	四	平	見	ng	iu	4		ŋiu²²							
垚	疑	效	蕭	開	四	平	見	ng	iu	4		ŋiu²²							
顤	疑	效	蕭	開	四	平	見												
嶢	疑	效	蕭	開	四	平	見	ng	iu	4		ŋiu²²							
冶	以	假	麻	開	三	上	以	j	ie	5(6)		ʝiɛ¹¹							
也	以	假	麻	開	三	上	以	j	aa	5(6)		ʝa¹¹							
髦	明	效	豪	開	一	平	幫	m	ou	4		mɔu³³							
芼	明	效	豪	開	一	平	幫	m	ou	4		mɔu³³							
旄	明	效	豪	開	一	平	幫	m	ou	4		mɔu³³							
氂	明	效	豪	開	一	平	幫	m	ou	4		mɔu³³							
㮘	明	效	豪	開	一	平	幫												
枆	明	效	豪	開	一	平	幫												
酕	明	效	豪	開	一	平	幫												
堥	明	效	豪	開	一	平	幫												
莒	見	遇	魚	開	三	上	見												
筥	見	遇	魚	開	三	上	見												
弆	見	遇	魚	開	三	上	見												
柜	見	遇	魚	開	三	上	見												
䢹	見	遇	魚	開	三	上	見												
遽	羣	遇	魚	開	三	去	見												
踞	見	遇	魚	開	三	去	見	g	ui	1(3)		kui³³							
鉅	羣	遇	魚	開	三	上	見	g	ui	5(6)		kui¹¹							
詎	羣	遇	魚	開	三	上	見												
倨	羣	遇	魚	開	三	上	見												
虡	羣	遇	魚	開	三	上	見												
禹	云	遇	虞	合	三	上	影												
逅	匣	流	侯	開	一	去	影	h	aau	5(6)		hau¹¹							
樅	精	通	鍾	開	三	平	精												
囑	章	通	鍾	開	三	入	章	z	uk	7		tsʊk⁵							
矚	章	通	鍾	開	三	入	章	z	uk	7		tsʊk⁵							
舂	書	通	鍾	開	三	平	章	z	ung	1(3)		tsʊŋ³³							
惴	章	止	支A	合	三	去	章												
忑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
恬	定	咸	添	開	四	平	端	h	em	4		hɛm²²							
舔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	em	4	陽平	hɛm²²	舐也						
舔								l	em	2	陰上	lɛm⁵⁵							
騫	溪	山	仙B	開	三	平	見	h	en	1(3)		hɛn³³							
腆	透	山	先	開	四	上	端												
靦																			
吼	曉	流	侯	開	一	上	影	v	aau	2		vau⁵⁵							
嗑	匣	咸	談	開	一	入	影												
湍	透	山	寒	合	一	平	端												
嵌	溪	咸	銜	開	二	平	見	h	aam	1(3)		ham³³							
撼	匣	咸	覃	開	一	上	影	h	aam	5(6)		ham¹¹							
憾	匣	咸	覃	開	一	去	影	h	aam	5(6)		ham¹¹							
龕	溪	咸	覃	開	一	平	見	h	aam	1(3)		ham³³							
酣	匣	咸	談	開	一	平	影	h	aam	1(3)		ham³³							
憨	曉	咸	談	開	一	平	影												
兮	匣	蟹	齊	開	四	平	影	h	aai	4	陽平	hai²²							
奚	匣	蟹	齊	開	四	平	影												
涕	透	蟹	齊	開	四	上	端	h	aai	1(3)		hai³³							
屜	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	aai	1(3)		hai³³							
掐	溪	咸	咸	開	二	入	見												
鏗	溪	梗	耕	開	二	平	見	h	aang	1(3)		haŋ³³	鏗鏘haŋ³³ tʰiɛŋ³³						
啃	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
亨	曉	梗	庚	開	二	平	影	h	aang	1(3)		haŋ³³							
忐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
咯																			
綸	見	山	山	合	二	平	見	g	aan	1(3)		kan³³	綸巾						
綸	來	臻	諄	合	三	平	來	l	un	1(3)		lun²²	滿腹經綸						
逛	見	宕	陽	合	三	上	見												
逛	見	宕	陽	合	三	上	見												
褂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
乖	見	蟹	皆	合	二	平	見	g	aai	1(3)		kai³³							
瞿	見	遇	虞	合	三	去	見	k	ui	4		kʰui²²							
隅	疑	遇	虞	合	三	平	見	ng	ui	4		ŋui²²							
虞	疑	遇	虞	合	三	平	見	ng	ui	4		ŋui²²							
馭	疑	遇	魚	開	三	去	見	ng	ui	5(6)		ŋui¹¹							
寓	疑	遇	虞	合	三	去	見	ng	ui	5(6)		ŋui¹¹							
嫗	影	遇	虞	合	三	去	影												
諭	以	遇	虞	合	三	去	以	j	i	5(6)		ʝi¹¹							
翌	以	曾	蒸	開	三	入	以	j	ik	9		ʝɪk¹							
俺	影	咸	鹽B	開	三	去	影												
奄	影	咸	鹽B	開	三	上	影												
弇	影	咸	鹽B	開	三	上	見												
蜿	影	山	元	合	三	平	影	v	uon	2		vuɔn⁵⁵							
嫣	曉	山	仙B	開	三	平	影	j	en	1(3)		ʝɛn³³							
妍	疑	山	先	開	四	平	見	ng	en	4		ŋɛn²²							
焉	影	山	仙B	開	三	平	影	j	en	1(3)		ʝɛn³³							
焉	云	山	仙B	開	三	平	影												
菸	影	遇	魚	開	三	去	影	j	en	1(3)		ʝɛn³³							
蜒	以	山	仙A	開	三	平	以	j	en	4		ʝɛn²²							
筵	以	山	仙A	開	三	平	以	j	en	4		ʝɛn²²							
縈	影	梗	清A	合	三	平	影	j	ing	4		ʝɪŋ²²							
謔	曉	宕	陽	開	三	入	影	ng	iek	9		ŋiɛk¹							
鑰	以	宕	陽	開	三	入	以	j	iek	9		ʝiɛk¹							
爹	知	假	麻	開	三	平	知												
靨	影	咸	鹽A	開	三	入	影												
曰	云	山	元	合	三	入	影	j	uot	9		ʝuɔt¹							
怎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	d	em	2		tɛm⁵⁵							
么	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m	uo	2		muɔ⁵							
窕	定	效	蕭	開	四	上	端												
眺	透	效	蕭	開	四	去	端	h	iu	1(3)		hiu³³							
蹺	溪	效	宵A	開	三	平	見						蹊蹺讀kʰi²² kʰau⁵⁵						
歇	曉	山	元	開	三	入	影	h	et	8	下陰入	hɛt³	休息曰歇						
怯	溪	咸	嚴	開	三	入	見	h	ep	9		hɛp¹							
愜	溪	咸	添	開	四	入	見	h	ep	9		hɛp¹							
雋	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
朕	澄	深	侵B	開	三	上	知												
札	莊	山	山	開	二	入	莊	z	aat	8		tsat³							
鍘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aap	9		tsap¹							
軋	影	山	山	開	二	入	影	z	aat	8		tsat³							
砸	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
掙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aang	1(3)		tsaŋ³³	掙扎						
棧	崇	山	山	開	二	上	莊	z	aan	5(6)		tsan¹¹							
綻	澄	山	山	開	二	去	知	z	aan	5(6)		tsan¹¹							
撰	崇	山	刪	合	二	上	莊	z	aan	5(6)		tsan¹¹							
蘸	莊	咸	咸	開	二	去	莊	d	aam	5(6)		tam¹¹							
蘸								l	em	1(3)		lɛm³³							
嶄	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	aam	2		tsam⁵⁵							
嶃																			
擲	澄	梗	清B	開	三	入	知												
蚱	莊	梗	庚	開	二	入	莊												
嘖	莊	梗	庚	開	二	入	莊												
乍	崇	假	麻	開	二	去	莊												
湲	匣	山	山	合	二	平	影												
奐	曉	山	寒	合	一	去	影	f	uon	5(6)		fuɔn¹¹							
浣	匣	山	寒	合	一	上	影	f	uon	2		fuɔn⁵⁵							
偎	影	蟹	灰	合	一	平	影	v	ui	1(3)		vui³³							
桓	匣	山	寒	合	一	平	影	f	un	4		fun²²							
摀	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
瓠	匣	遇	模	開	一	平	影												
徨	匣	宕	唐	合	一	平	影	v	ong	4		vɔŋ²²							
惶	匣	宕	唐	合	一	平	影	v	ong	4		vɔŋ²²							
潢	匣	宕	唐	合	一	平	影	v	ong	4		vɔŋ²²							
喔	影	江	江	開	二	入	影												
溯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	lh	u	1(3)		ɬu³³							
娑	心	果	歌	開	一	平	精	lh	uo	1(3)		ɬuɔ³³	婆娑pʰuɔ²² ɬuɔ³³，草木茂盛也。						
梭	心	果	歌	合	一	平	精	s	uo	5(6)		suɔ³³							
蓑	心	果	戈	合	一	平	精	lh	uo	1(3)		ɬuɔ³³							
蓑	心	蟹	灰	合	一	平	精												
嗦	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	uo	2		suɔ⁵⁵	羅嗦luɔ⁵⁵ suɔ⁵⁵						
簑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
迢	定	效	蕭	開	四	平	端	h	iu	4		hiu²²							
懾	章	咸	鹽A	開	三	入	章												
襄	心	宕	陽	開	三	平	精	lh	ieng	1(3)		ɬiɛŋ³³							
裳	常	宕	陽	開	三	平	章	s	ieng	4		siɛŋ²²							
沮	從	遇	魚	開	三	上	精												
沮	清	遇	魚	開	三	平	精												
猝	清	臻	魂	合	一	入	清												
衹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	i	2		tsi⁵⁵	同『只』、『止』						
廝	心	止	支A	開	三	平	精	lh	i	1(3)		ɬi³³							
肆	心	止	脂A	開	三	去	精	lh	i	1(3)		ɬi³³							
駟	心	止	脂A	開	三	去	精	lh	i	1(3)		ɬi³³							
峙	澄	止	之	開	三	上	知	g	i	5(6)		ki¹¹							
藷	常	遇	魚	開	三	去	章	s	i	4		si²²	同『薯』						
嗇	生	曾	蒸	開	三	入	莊	s	ik	7		sɪk⁵							
賒	書	假	麻	開	三	平	章	s	ie	1(3)		siɛ³³							
佘								s	ie	4		siɛ²²							
畲	書	假	麻	開	三	平	章	s	ie	1(3)		siɛ³³							
祟	心	止	脂A	合	三	去	精												
楔	見	山	山	開	二	入	見												
浹	精	咸	添	開	四	入	精												
囁	日	咸	鹽A	開	三	入	日												
摺	來	咸	覃	開	一	入	來	z	ep	8		tsɛp³							
輒	知	咸	鹽B	開	三	入	知	z	ep	8		tsɛp³							
啜	知	蟹	祭B	合	三	去	知	z	uot	7		tsuɔt⁵							
輟	知	蟹	祭B	合	三	去	知	z	uot	7		tsuɔt⁵							
掇								z	uot	7		tsuɔt⁵							
癤	精	山	先	開	四	入	精												
櫛	莊	臻	臻	開	三	入	莊												
茁	知	臻	真B	合	三	入	知	z	uot	7		tsuɔt⁵							
浞	崇	江	江	開	二	入	莊												
擢	澄	江	江	開	二	入	知												
濯	澄	效	肴	開	二	去	知												
賑	章	臻	真A	開	三	上	章	z	in	2		tsin⁵⁵							
肫	章	臻	真A	合	三	平	章												
諄	章	臻	真A	合	三	平	章	z	un	1(3)		tsun³³							
怵	徹	臻	真B	合	三	入	知												
黜	徹	臻	真B	合	三	入	知	z	uot	7		tsuɔt⁵							
嫉	從	止	脂A	開	三	去	精	d	et	9		tɛt¹							
蟄	澄	深	侵B	開	三	入	知	z	ik	9		tsɪk¹	驚蟄kiɛŋ³³ tsɪk¹						
窒	知	臻	真B	開	三	入	知	z	it	9		tsit¹							
窒	端	山	先	開	四	入	端		et	7		(ʔ)ɛt³	阻塞也，動詞。						
窒	端	山	先	開	四	入	端		et	9	低變調	(ʔ)ɛt¹	低變調，名詞，意為瓶塞。						
揪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
啾	精	流	尤	開	三	平	精												
鷲	從	流	尤	開	三	去	精	d	iu	5(6)		tiu¹¹							
啁	知	效	肴	開	二	平	知												
週	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	z	iu	1(3)		tsiu³³							
冑	澄	流	尤	開	三	去	知	z	aau	5(6)		tsau¹¹	甲冑						
胄	澄	流	尤	開	三	去	知	z	aau	5(6)		tsau¹¹	貴胄						
揍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
巳	邪	止	之	開	三	上	精	g	i	5(6)		ki¹¹							
耜	邪	止	之	開	三	上	精												
嗣	邪	止	之	開	三	去	精	g	i	5(6)		ki¹¹							
俟	羣	止	微	開	三	平	見												
俟	俟	止	之	開	三	上	莊	g	i	5(6)		ki¹¹							
吱	溪	止	支A	開	三	去	見	z	i	1(3)		tsi³³							
胝	知	止	脂B	開	三	平	知												
枳	章	止	支A	開	三	上	章												
咫	章	止	支A	開	三	上	章	z	i	2		tsi⁵⁵							
徵	知	止	之	開	三	上	知												
摯	章	止	脂A	開	三	去	章	z	i	1(3)		tsi³³							
拄	知	遇	虞	合	三	上	知	z	i	2		tsi⁵⁵							
鑄	章	遇	虞	合	三	去	章	z	i	1(3)		tsi³³							
恣	精	止	脂A	開	三	去	精	g	i	1(3)		ki³³							
漬	從	止	支A	開	三	去	精	d	ik	7		tɪk⁵							
瘠	從	梗	清A	開	三	入	精	d	iek	8		tiɛk¹							
寂	從	梗	青	開	四	入	精	d	ik	9		tɪk¹							
漸	精	咸	鹽A	開	三	平	精	d	em	5(6)		tɛm¹¹							
粘	孃	咸	鹽B	開	三	平	知	z	em	1(3)		tsɛm³³	粘米						
闡	昌	山	仙A	開	三	上	章												
徜	常	宕	陽	開	三	平	章												
嚐	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	ieng	4		siɛŋ²²							
咻																			
嚼	從	宕	陽	開	三	入	精	d	iek	7		tiɛk⁵							
爵	精	宕	陽	開	三	入	精	d	iek	9		tiɛk¹							
雋	從	山	仙A	合	三	上	精												
雋	從	山	仙A	合	三	上	精												
倩	清	山	先	開	四	去	精	s	en	5(6)		sɛn¹¹							
飧	心	臻	魂	合	一	平	精	lh	un	1(3)		ɬun³³							
媳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	lh	ik	7		ɬɪk⁵							
赣																			
胗	章	臻	真A	開	三	上	章												
胗	見	臻	真A	開	三	上	見	k	en	5(6)		kʰɛn¹¹	雞胗						
拓	透	宕	唐	開	一	入	端	h	ok	8		hɔk³							
悍	匣	山	寒	開	一	去	影	h	uon	5(6)		huɔn¹¹							
吝	來	臻	真A	開	三	去	來	l	un	5(6)		lun¹¹							
藺	來	臻	真A	開	三	去	來	l	un	5(6)		lun¹¹							
壘	來	止	脂A	合	三	上	來	l	ui	5(6)		lui¹¹							
栗	來	臻	真A	開	三	入	來	l	ut	9		lut¹							
慄	來	臻	真A	開	三	入	來	l	ut	9		lut¹							
溜	來	流	尤	開	三	去	來	l	iu	4		liu²²							
嘍	來	流	侯	開	一	平	來												
髏	來	流	侯	開	一	平	來												
摟	來	流	侯	開	一	平	來												
簍	來	遇	虞	合	三	上	來	l	ui	2	陰上	lui⁵⁵	裝魚之竹籠也。訓讀。						
簍	來	流	侯	開	一	平	來												
蔞	來	遇	虞	合	三	平	來												
蔞	來	流	侯	開	一	平	來	l	aau	1(3)	陰平（陰去）	lau³³	陰平（陰去）						
鏤	來	遇	虞	合	三	平	來												
鏤	來	流	侯	開	一	平	來	l	aau	4		lau²²							
罹	來	止	支A	開	三	平	來	l	i	4		li²²							
愣	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
凜	羣	深	侵B	開	三	平	見	l	em	5(6)		lɛm¹							
捋	來	山	桓	合	一	入	來	l	uot	9		luɔt¹							
酹	來	蟹	泰	合	一	去	來	l	aai	5(6)		lai¹¹	酹酒						
酹	來	蟹	灰	合	一	去	來												
冽	來	山	仙A	開	三	入	來	l	et	9		liɛt¹							
甩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
窣	心	臻	魂	合	一	入	精												
戌	心	臻	真A	合	三	入	精	lh	ut	7		ɬut⁵							
恤	心	臻	真A	合	三	入	精	lh	ut	7		ɬut⁵							
漱	生	流	尤	開	三	去	莊												
蒐	生	流	尤	開	三	平	莊												
嗖	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
艘	心	效	蕭	開	四	平	精	lh	aau	2		ɬau⁵⁵							
颼	生	流	尤	開	三	平	莊												
叟	心	流	侯	開	一	上	精	lh	aau	2		ɬau⁵⁵							
擻	心	流	侯	開	一	上	精	lh	aau	2		ɬau⁵⁵	抖擻						
饈	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
糬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	s	i	4		si²²	麻糬						
脯	幫	遇	虞	合	三	上	幫												
甫	幫	遇	虞	合	三	上	幫	f	u	2		fu⁵⁵							
砰	滂	梗	耕	開	二	平	幫												
胼	並	山	先	開	四	平	幫												
霹	滂	梗	青	開	四	入	幫	p	ik	7		pʰɪk⁵							
圮	並	止	脂B	開	三	上	幫												
否	並	止	脂B	開	三	上	幫						否極泰來						
攀	滂	山	刪	開	二	平	幫	p	aan	1(3)		pʰan³³							
盼	滂	山	山	開	二	去	幫	p	aan	1(3)		pʰan³³							
烹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	p	aang	1(3)		pʰaŋ³³							
噢	影	遇	虞	合	三	上	影												
甕	影	通	東	開	一	去	影												
盎	影	宕	唐	開	一	上	影		ong	5(6)		(ʔ)ɔŋ¹¹							
襖	影	效	豪	開	一	上	影												
摔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
你	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n	i	1(3)		ni¹¹	文讀						
你	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	n	i	5(6)	陰平（陰去）	ni³³	白讀						
呢	孃	止	脂B	開	三	平	知						呢喃						
捺	泥	山	寒	開	一	入	端	n	aat	9		nat¹							
迺	泥	蟹	咍	開	一	上	端	n	aai	5(6)		nai¹¹							
燠	影	效	豪	開	一	上	影												
鬻	以	通	東	開	三	入	以	j	uk	9		ʝʊk¹							
窈	影	效	蕭	開	四	上	影	j	iu	2		ʝiu²²							
篤	端	通	冬	合	一	入	端		uk	7		(ʔ)ʊk⁵							
窟	溪	臻	魂	合	一	入	見	f	ut	7		fut⁵							
喙	曉	蟹	廢	合	三	去	影												
解	見	蟹	佳	開	二	去	見	g	aai	2		kai⁵⁵							
惘	明	宕	陽	合	三	上	幫	m	ong	5(6)	陰上	mɔŋ⁵⁵	陰上						
亟	見	曾	蒸	開	三	入	見	g	ik	9		kɪk¹	亟需						
亟	溪	止	之	開	三	去	見												
摹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	m	u	4		mu²²							
杳	影	效	蕭	開	四	上	影												
娓	明	止	微	合	三	上	幫	m	i	2	陰上	mi⁵⁵	陰上						
麋	明	止	脂B	開	三	平	幫	m	i	4		mi²²							
獼	明	止	支A	開	三	平	幫	m	i	4		mi²²							
瞇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
瀰	明	止	支A	開	三	平	幫	m	i	4		mi²²							
謐	明	臻	真A	開	三	入	幫	m	et	9		mɛt¹							
牡	明	流	侯	開	一	上	幫	m	aau	5(6)		mau¹¹	牡蠣						
驀	明	梗	庚	開	二	入	幫												
蟆	明	假	麻	開	二	平	幫												
櫚	來	遇	魚	開	三	平	來	l	ui	5(6)		lui¹¹							
拌	滂	山	寒	開	一	平	幫	b	uon	5(6)		puɔn¹¹							
絆	幫	山	寒	開	一	去	幫	b	uon	5(6)		puɔn¹¹							
碾	孃	山	仙B	開	三	去	知												
碾								z	in	2		tsin⁵⁵							
輾	孃	山	仙B	開	三	去	知	n	en	2	陰上	nɛn⁵⁵	輾穀						
輾	知	山	仙B	開	三	上	知	z	in	2		tsin⁵⁵	輾轉						
汀	透	梗	青	開	四	平	端		ing	1(3)		(ʔ)ɪŋ³³	汀江墟						
舵	定	果	歌	開	一	上	端	h	uo	4		huɔ²²							
撮	精	山	寒	合	一	入	精	t	uot	8		tuɔt³							
啞	影	梗	庚	開	二	入	影						啞然而笑						
啞	影	假	麻	開	二	去	影						象聲詞；語氣詞						
啞	影	假	麻	開	二	上	影		aa	2		(ʔ)a⁵⁵	口不能言曰啞						
隨	邪	止	支A	合	三	平	精	t	ui	4		tʰui²²							
瘋	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	f	ung	1(3)		fʊŋ³³							
浪	來	宕	唐	開	一	平	來						滄浪<水名>						
吩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	f	un	1(3)		fun³³							
咽	影	山	先	開	四	入	影						哽咽						
碳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	h	aan	1(3)		han³³							
岩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	ng	aam	4		ŋam²²							
睾								g	ou	1(3)		kɔu³³							
楷	溪	蟹	皆	開	二	上	見	g	aai	2		kai³³	楷模						
褪								h	ui	1(3)		hui³³							
祛								h	ui	1(3)		hui³³							
賅	見	蟹	咍	開	一	平	見												
乒	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	p	ing	2		pʰɪŋ⁵⁵	乒乓球						
乓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	p	ong	2		pʰɔŋ⁵⁵							
煦	曉	遇	虞	合	三	上	影	h	ui	2		hui⁵⁵							
欽	溪	深	侵B	開	三	平	見	h	em	1(3)		hɛm³³							
寅	以	止	脂A	開	三	平	以	j	en	4		ʝɛn²²							
甄	章	臻	真A	開	三	平	章	z	in	1(3)		tsin³³							
泣	溪	深	侵B	開	三	入	見	h	ep	7		hɛp⁵							
揖	影	深	侵A	開	三	入	影												
黝	影	止	脂A	開	三	平	影	j	iu	1(3)		ʝiu³³							
汝	日	遇	魚	開	三	上	日	n	i	5(6)		ni¹¹							
蓊	影	通	東	開	一	平	影												
蓊	影	通	東	開	一	上	影												
蟯	日	效	宵A	開	三	平	日												
夭	影	效	宵B	開	三	平	影												
吆	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
稽	見	蟹	齊	開	四	平	見												
稽	溪	蟹	齊	開	四	上	見	k	aai	2		kʰai⁵⁵	稽查kʰai⁵⁵ tsʰa²²						
襟	見	深	侵B	開	三	平	見	k	em	1(3)		kʰɛm³³							
給	見	深	侵B	開	三	入	見	k	ep	7		kʰɛp⁵							
篝	見	流	侯	開	一	平	見												
臼	羣	流	尤	開	三	上	見	g	aau	1(3)		kau³³							
桕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	g	aau	1(3)		kau³³							
冀	見	止	脂B	開	三	去	見	k	i	1(3)		kʰi³³							
祇	羣	止	支A	開	三	平	見	k	i	4		kʰi²²	地神也，神祇						
擎	羣	梗	庚	開	三	平	見	k	ing	4		kʰɪŋ²²							
瓊	羣	梗	清A	合	三	平	見	k	ing	4		kʰɪŋ²²							
襁	見	宕	陽	開	三	上	見												
彷	滂	宕	陽	合	三	上	幫	f	ong	2		fɔŋ⁵⁵	同『仿』，仿佛fɔŋ⁵⁵ fut⁵						
彷	並	宕	唐	開	一	平	幫	p	ong	4		pʰɔŋ²²	彷徨pʰɔŋ²² vɔŋ²²						
鍥	見	山	先	開	四	入	見												
竅	溪	效	蕭	開	四	去	見												
瞿	羣	遇	虞	合	三	平	見	k	ui	4		kʰui²²							
箋	精	山	先	開	四	平	精												
翦	精	山	仙A	開	三	上	精	d	en	2		tɛn⁵⁵							
鑽	精	山	寒	合	一	平	精	d	uon	1(3)		tuɔn³³							
鱒	從	臻	魂	合	一	上	精												
菁	精	梗	清A	開	三	平	精	d	ing	1(3)		tɪŋ³³							
怔	章	梗	清A	開	三	平	章	z	ing	1(3)		tsɪŋ³³							
畏	影	止	微	合	三	去	影	v	ui	1(3)		vui³³							
鷸	以	臻	真A	合	三	入	以												
醞	影	臻	文	合	三	上	影												
蘊	影	臻	文	合	三	上	影	v	un	5(6)		vun¹¹							
隕	云	臻	真B	合	三	上	影	v	un	5(6)		vun¹¹							
殞	云	臻	真B	合	三	上	影	v	un	5(6)		vun¹¹							
芸	云	臻	文	合	三	平	影	v	un	4		vun²²							
尹	以	臻	真A	合	三	上	以	v	un	5(6)		vun¹¹							
塭	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A												
穢	影	蟹	廢	合	三	去	影	v	ui	1(3)		vui³³							
桅	疑	蟹	灰	合	一	平	見	ng	ui	4		ŋui²²							
閎	匣	梗	耕	合	二	平	影	f	aang	4		faŋ²²							
挽	明	山	元	合	三	上	幫	v	aan	5(6)		van¹¹							
輓	明	山	元	合	三	上	幫	v	aan	5(6)		van¹¹							
嬛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	v	aan	4		van²²							
寰	匣	山	刪	合	二	平	影	v	aan	4		van²²							
鬟	匣	山	刪	合	二	平	影	v	aan	4		van²²							
呱	見	遇	模	開	一	平	見	g	aa	1(3)		ka³³							
踝	匣	假	麻	合	二	上	影												
樺	匣	假	麻	合	二	平	影												
悚	心	通	鍾	開	三	上	精	lh	ung	2		ɬʊŋ⁵⁵							
聳	心	通	鍾	開	三	上	精	lh	ung	2		ɬʊŋ⁵⁵							
嵩	心	通	東	開	三	平	精	lh	ung	2	陰上	ɬʊŋ⁵⁵							
睞	來	蟹	咍	開	一	去	來	l	uoi	5(6)		luɔi¹¹							
蜋	來	宕	陽	開	三	平	來	l	ong	4		lɔŋ²²							
嘮	徹	效	肴	開	二	平	知	l	ou	4		lɔu²²							
賂	來	遇	模	開	一	去	來	l	u	5(6)		lu¹¹	贿赂huɔi⁵⁵ lu¹¹						
鷺	來	遇	模	開	一	去	來	l	u	5(6)		lu¹¹							
炙	章	梗	青A	開	三	入	章	z	ik	7		tsʰɪk⁵							
𢂐	匣	咸	添	開	四	入	影												
𤙒	匣	咸	添	開	四	入	影												
𠗉	匣	咸	添	開	四	入	影												
綊	匣	咸	添	開	四	入	影												
