繁体字	简体字	国际音标	吴语拼音	备注	调类	调值					
囤	囤	dᴇ̃31	den4	仓~。	4	31		d	en	d	ᴇ̃
盹	盹	tᴇ̃44	ten3		3	44		t	en	t	ᴇ̃
砧	砧	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
胗	胗	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
肫	肫	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
甄	甄	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
疹	疹	tsᴇ̃423	tsen5		5	423		ts	en	ts	ᴇ̃
箏	筝	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
甑	甑	tsᴇ̃423	tsen5		5	423		ts	en	ts	ᴇ̃
蟶	蛏	tsʰᴇ̃53	tshen1		1	53		tsh	en	tsʰ	ᴇ̃
忖	忖	tsʰᴇ̃44	tshen3		3	44		tsh	en	tsʰ	ᴇ̃
笙	笙	sᴇ̃53	sen1		1	53		s	en	s	ᴇ̃
呻	呻	sᴇ̃53	sen1		1	53		s	en	s	ᴇ̃
憎	憎	tsᴇ̃53	tsen1		1	53		ts	en	ts	ᴇ̃
盯	盯	tiŋ53	tin1		1	53		t	in	t	iŋ
叮	叮	tiŋ53	tin1		1	53		t	in	t	iŋ
酊	酊	tiŋ53	tin1	~剂。	1	53		t	in	t	iŋ
酊	酊	tiŋ44	tin3	酩~。	3	44		t	in	t	iŋ
烴	烃	tʰiŋ53	thin1		1	53		th	in	tʰ	iŋ
汀	汀	tʰiŋ53	thin1		1	53		th	in	tʰ	iŋ
町	町	tʰiŋ44	thin3		3	44		th	in	tʰ	iŋ
酩	酩	miŋ31	min4		4	31		m	in	m	iŋ
竈	灶	tsɔ423	tsau5		5	423		ts	au	ts	ɔ
哨	哨	sɔ423	sau5		5	423		s	au	s	ɔ
喃	喃	nᴇ̃24	nen2		2	24		n	en	n	ᴇ̃
腩	腩	nᴇ̃24	nen2		2	24		n	en	n	ᴇ̃
楠	楠	nᴇ̃24	nen2		2	24		n	en	n	ᴇ̃
炙	炙	tsɑʔ5	tsaq7		7	5		ts	aq	ts	ɑʔ
熾	炽	tsʰɿ423	tshy5		5	423		tsh	y	tsʰ	ɿ
幟	帜	tsʰɿ423	tshy5		5	423		tsh	y	tsʰ	ɿ
叱	叱	tsʰᴇʔ5	tsheq7		7	5		tsh	eq	tsʰ	ᴇʔ
咤	咤	tsu423	tsu5		5	423		ts	u	ts	u
煽	煽	sᴇ53	sei1		1	53		s	ei	s	ᴇ
苫	苫	sᴇ53	sei1	草~；~布。名词。	1	53		s	ei	s	ᴇ
苫	苫	sᴇ423	sei5	遮，盖。动词。	5	423		s	ei	s	ᴇ
紝	紝	zᴇ̃213	zen6		6	213		z	en	z	ᴇ̃
韌	韧	ȵiŋ213	gnin6	【白读】不脆，常指糕、饼等食物受潮。	6	213		gn	in	ȵ	iŋ
韌	韧	zᴇ̃213	zen6	【文读】~带。	6	213		z	en	z	ᴇ̃
恁	恁	nᴇ̃213	nen6		6	213		n	en	n	ᴇ̃
齦	啃	kʰᴇ̃423	khen5		5	423		kh	en	kʰ	ᴇ̃
哼	哼	hã53	han1	【白读】	1	53		h	an	h	ã
哼	哼	hᴇ̃53	hen1	【文读】	1	53		h	en	h	ᴇ̃
衡	衡	ɦᴇ̃24	ghen2		2	24		gh	en	ɦ	ᴇ̃
擤	擤	hᴇ̃44	hen3		3	44		h	en	h	ᴇ̃
嗯	嗯	n̩	n						n		n̩
懲	惩	dzᴇ̃24	dzen2		2	24		dz	en	dz	ᴇ̃
筠	筠	tɕioŋ53	cion1	~连（四川地名）。	1	53		c	ion	tɕ	ioŋ
筠	筠	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
窘	窘	tɕioŋ44	cion3		3	44		c	ion	tɕ	ioŋ
囧	囧	tɕioŋ44	cion3		3	44		c	ion	tɕ	ioŋ
炯	炯	tɕioŋ44	cion3		3	44		c	ion	tɕ	ioŋ
炅	炅	tɕioŋ44	cion3		3	44		c	ion	tɕ	ioŋ
炔	炔	tɕʰioʔ5	chioq7		7	5		ch	ioq	tɕʰ	ioʔ
蕻	蕻	hoŋ423	hon5	符合《集韵》呼贡切。	5	423		h	on	h	oŋ
蕻	蕻	ɦoŋ213	ghon6	符合《集韵》胡贡切。	6	213		gh	on	ɦ	oŋ
俸	俸	foŋ423	fon5		5	423		f	on	f	oŋ
俸	俸	voŋ213	von6		6	213		v	on	v	oŋ
楓	枫	foŋ53	fon1		1	53		f	on	f	oŋ
埲	埲	boŋ31	bon4		4	31		b	on	b	oŋ
捅	捅	tʰoŋ44	thon3		3	44		th	on	tʰ	oŋ
烔	烔	doŋ24	don2		2	24		d	on	d	oŋ
筒	筒	doŋ24	don2		2	24		d	on	d	oŋ
茼	茼	doŋ24	don2		2	24		d	on	d	oŋ
洞	洞	doŋ24	don2	洪~（山西地名）。	2	24		d	on	d	oŋ
桐	桐	doŋ24	don2		2	24		d	on	d	oŋ
侗	侗	doŋ31	don4		4	31		d	on	d	oŋ
慟	恸	doŋ213	don6		6	213		d	on	d	oŋ
汞	汞	koŋ44	kon3		3	44		k	on	k	oŋ
珙	珙	koŋ44	kon3		3	44		k	on	k	oŋ
垬	垬	ɦoŋ24	ghon2		2	24		gh	on	ɦ	oŋ
抿	抿	miŋ44	min3	紧闭：~紧嘴巴。	3	44		m	in	m	iŋ
抿	抿	miŋ31	min4		4	31		m	in	m	iŋ
冥	冥	miŋ24	min2		2	24		m	in	m	iŋ
瞑	瞑	miŋ24	min2		2	24		m	in	m	iŋ
螟	螟	miŋ24	min2		2	24		m	in	m	iŋ
慏	慏	miŋ31	min4		4	31		m	in	m	iŋ
囫	囫	ɦuoʔ23	woq8		8	23		w	oq	ɦ	uoʔ
圇	囵	lᴇ̃24	len2		2	24		l	en	l	ᴇ̃
伺	伺	dzɿ213	dzy6		6	213		dz	y	dz	ɿ
嗣	嗣	dzɿ213	dzy6		6	213		dz	y	dz	ɿ
狄	狄	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
荻	荻	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
頔	頔	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
籴	籴	diɪʔ23	diq8		8	23		d	iq	d	iɪʔ
弼	弼	biɪʔ23	biq8		8	23		b	iq	b	iɪʔ
鉍	铋	piɪʔ5	piq7		7	5		p	iq	p	iɪʔ
俾	俾	pᴇ44	pei3		3	44		p	ei	p	ᴇ
啤	啤	bi24	bi2		2	24		b	i	b	i
拂	拂	foʔ5	foq7		7	5		f	oq	f	oʔ
氟	氟	foʔ5	foq7		7	5		f	oq	f	oʔ
撫	抚	fu44	fu3		3	44		f	u	f	u
憮	怃	vu31	vu4		4	31		v	u	v	u
囝	囝	kɤ53	koe1	小~（小孩）。	1	53		k	oe	k	ɤ
泵	泵	pɒ̃53	paon1	外语音译词，读音并不绝对固定，此为一种。	1	53		p	aon	p	ɒ̃
磊	磊	lᴇ31	lei4		4	31		l	ei	l	ᴇ
鋰	锂	li31	li4		4	31		l	i	l	i
绮	绮	tɕʰi44	chi3		3	44		ch	i	tɕʰ	i
犄	犄	tɕi53	ci1		1	53		c	i	tɕ	i
琦	琦	dʑi24	ji2		2	24		j	i	dʑ	i
函	函	ɦᴇ̃24	ghen2		2	24		gh	en	ɦ	ᴇ̃
涵	涵	ɦᴇ̃24	ghen2		2	24		gh	en	ɦ	ᴇ̃
菡	菡	ɦᴇ̃31	ghen4		4	31		gh	en	ɦ	ᴇ̃
酣	酣	hᴇ̃53	hen1		1	53		h	en	h	ᴇ̃
翰	翰	ɦɤ213	ghoe6		6	213		gh	oe	ɦ	ɤ
瀚	瀚	ɦɤ213	ghoe6		6	213		gh	oe	ɦ	ɤ
緝	缉	tsʰiɪʔ5	tshiq7		7	5		tsh	iq	tsʰ	iɪʔ
葺	葺	tsʰiɪʔ5	tshiq7		7	5		tsh	iq	tsʰ	iɪʔ
蕁	荨	zie24	zie2		2	24		z	ie	z	ie
戩	戬	tsie44	tsie3		3	44		ts	ie	ts	ie
茸	茸	ȵioŋ24	gnion2	【白读】	2	24		gn	ion	ȵ	ioŋ
茸	茸	zoŋ24	zon2	【文读】	2	24		z	on	z	oŋ
怂	怂	soŋ44	son3	弄~（捉弄）。	3	44		s	on	s	oŋ
耸	耸	soŋ44	son3		3	44		s	on	s	oŋ
椶	棕	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
棕	棕	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
鏓	鏓	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
詫	诧	tsʰu423	tshu5		5	423		tsh	u	tsʰ	u
皵	皵	tsʰiɑʔ5	tshiaq7		7	5		tsh	iaq	tsʰ	iɑʔ
寣	寣	huoʔ5	huoq7		7	5		h	uoq	h	uoʔ
厄	厄	ŋᴇʔ23	ngeq8		8	23		ng	eq	ŋ	ᴇʔ
軛	轭	ŋᴇʔ23	ngeq8		8	23		ng	eq	ŋ	ᴇʔ
扼	扼	ŋᴇʔ23	ngeq8		8	23		ng	eq	ŋ	ᴇʔ
枙	枙	ŋᴇʔ23	ngeq8		8	23		ng	eq	ŋ	ᴇʔ
粹	粹	dzᴇ213	dzei6		6	213		dz	ei	dz	ᴇ
悴	悴	dzᴇ213	dzei6		6	213		dz	ei	dz	ᴇ
萃	萃	dzᴇ213	dzei6		6	213		dz	ei	dz	ᴇ
瘁	瘁	dzᴇ213	dzei6		6	213		dz	ei	dz	ᴇ
遂	遂	dzᴇ213	dzei6		6	213		dz	ei	dz	ᴇ
邃	邃	sᴇ423	sei5		5	423		s	ei	s	ᴇ
隋	隋	dzᴇ24	dzei2		2	24		dz	ei	dz	ᴇ
鋇	钡	pᴇ423	pei5		5	423		p	ei	p	ᴇ
漬	渍	zɿ213	zy6		6	213		z	y	z	ɿ
嗜	嗜	zɿ213	zy6		6	213		z	y	z	ɿ
嘖	啧	tsᴇʔ5	tseq7		7	5		ts	eq	ts	ᴇʔ
嘖	啧	tsɑʔ5	tsaq7		7	5		ts	aq	ts	ɑʔ
陂	陂	pi53	pi1	池塘，水岸，山坡。	1	53		p	i	p	i
陂	陂	bi24	bi2	黄~（湖北地名）。	2	24		b	i	b	i
陂	陂	pʰu53	phu1	~陀。	1	53		ph	u	pʰ	u
鈹	铍	bi24	bi2		2	24		b	i	b	i
匕	匕	pi44	pi3		3	44		p	i	p	i
秕	秕	pi44	pi3		3	44		p	i	p	i
秕	秕	piɪʔ5	piq7		7	5		p	iq	p	iɪʔ
嫉	嫉	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
丨	丨	kuᴇ̃44	kuen3		3	44		k	uen	k	uᴇ̃
岑	岑	dzᴇ̃24	dzen2		2	24		dz	en	dz	ᴇ̃
涔	涔	dzᴇ̃24	dzen2		2	24		dz	en	dz	ᴇ̃
醪	醪	lɔ24	lau2		2	24		l	au	l	ɔ
繆	缪	miɔ213	miau6	姓。	6	213		m	iau	m	iɔ
繆	缪	mᴇ24	mei2	未雨绸~。	2	24		m	ei	m	ᴇ
鏐	镠	liɯ24	liou2		2	24		l	iou	l	iɯ
紕	纰	pʰi53	phi1		1	53		ph	i	pʰ	i
鏗	铿	kʰᴇ̃53	khen1		1	53		kh	en	kʰ	ᴇ̃
鏘	锵	tsʰiã53	tshian1		1	53		tsh	ian	tsʰ	iã
簾	帘	lie24	lie2		2	24		l	ie	l	ie
瀲	潋	lie213	lie6		6	213		l	ie	l	ie
腆	腆	tʰie44	thie3		3	44		th	ie	tʰ	ie
恬	恬	die24	die2		2	24		d	ie	d	ie
巘	巘	ȵie31	gnie4		4	31		gn	ie	ȵ	ie
讞	谳	ȵie31	gnie4		4	31		gn	ie	ȵ	ie
懨	恹	ie53	ie1	~气（寂寞无聊）。	1	53			ie		ie
魘	魇	ie423	ie5		5	423			ie		ie
萱	萱	ɕiɤ53	shioe1		1	53		sh	ioe	ɕ	iɤ
喧	喧	ɕiɤ53	shioe1		1	53		sh	ioe	ɕ	iɤ
嘩	哗	ɦu24	wu2		2	24		w	u	ɦ	u
譁	哗	ɦu24	wu2		2	24		w	u	ɦ	u
鏵	铧	ɦu24	wu2		2	24		w	u	ɦ	u
樺	桦	ɦu213	wu6		6	213		w	u	ɦ	u
嘩	哗	huɑ53	hua1	拟声词。	1	53		h	ua	h	uɑ
燁	烨	ɦiɪʔ23	yiq8		8	23		y	iq	ɦ	iɪʔ
曄	晔	ɦiɪʔ23	yiq8		8	23		y	iq	ɦ	iɪʔ
嗶	哔	piɪʔ5	piq7		7	5		p	iq	p	iɪʔ
鵑	鹃	tɕiɤ53	cioe1		1	53		c	ioe	tɕ	iɤ
饊	馓	sæ44	sae3	油~子。	3	44		s	ae	s	æ
您	您	niŋ24	nin2	北语。	2	24		n	in	n	iŋ
佢	佢	ɦᴇ24	ghei2	同“渠”。	2	24		gh	ei	ɦ	ᴇ
矩	矩	tɕi44	ci3		3	44		c	i	tɕ	i
鉅	钜	dʑi31	ji4		4	31		j	i	dʑ	i
炬	炬	dʑi31	ji4		4	31		j	i	dʑ	i
矯	矫	tɕiɔ44	ciau3		3	44		c	iau	tɕ	iɔ
沁	沁	tsʰiŋ423	tshin5		5	423		tsh	in	tsʰ	iŋ
芯	芯	siŋ53	sin1		1	53		s	in	s	iŋ
蕊	蕊	dzᴇ31	dzei4		4	31		dz	ei	dz	ᴇ
忐	忐	tʰᴇ̃44	then3		3	44		th	en	tʰ	ᴇ̃
忑	忑	tʰᴇʔ5	theq7		7	5		th	eq	tʰ	ᴇʔ
揍	揍	tsᴇ423	tsei5		5	423		ts	ei	ts	ᴇ
蘑	蘑	mu24	mu2		2	24		m	u	m	u
虹	虹	kɒ̃423	kaon5		5	423		k	aon	k	ɒ̃
戟	戟	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
擿	擿	tiɪʔ5	tiq7		7	5		t	iq	t	iɪʔ
扚	扚	tiɪʔ5	tiq7		7	5		t	iq	t	iɪʔ
癤	疖	tsiɪʔ5	tsiq7		7	5		ts	iq	ts	iɪʔ
糝	糁	sᴇ̃44	sen3		3	44		s	en	s	ᴇ̃
褯	褯	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
靨	靥	iɪʔ5	iq7		7	5			iq		iɪʔ
拽	拽	iɪʔ5	iq7		7	5			iq		iɪʔ
撅	撅	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
廷	廷	diŋ24	din2		2	24		d	in	d	iŋ
綰	绾	uæ44	uae3		3	44			uae		uæ
宦	宦	ɦuæ213	wae6		6	213		w	ae	ɦ	uæ
蔻	蔻	kʰᴇ423	khei5		5	423		kh	ei	kʰ	ᴇ
璞	璞	pʰɔʔ5	phaoq7		7	5		ph	aoq	pʰ	ɔʔ
蹼	蹼	pʰoʔ5	phoq7		7	5		ph	oq	pʰ	oʔ
饋	馈	guᴇ213	guei6		6	213		g	uei	g	uᴇ
迴	回	ɦuᴇ24	wei2	~避。	2	24		w	ei	ɦ	uᴇ
倌	倌	kuɤ53	kuoe1		1	53		k	uoe	k	uɤ
凝	凝	ȵiŋ24	gnin2		2	24		gn	in	ȵ	iŋ
涸	涸	ɦɔʔ23	ghaoq8		8	23		gh	aoq	ɦ	ɔʔ
貉	貉	ɦɔʔ23	ghaoq8		8	23		gh	aoq	ɦ	ɔʔ
孰	孰	zoʔ23	zoq8		8	23		z	oq	z	oʔ
塾	塾	zoʔ23	zoq8		8	23		z	oq	z	oʔ
寢	寝	tsʰiŋ44	tshin3		3	44		tsh	in	tsʰ	iŋ
釁	衅	ɕiŋ423	shin5		5	423		sh	in	ɕ	iŋ
蠱	蛊	ku44	ku3		3	44		k	u	k	u
惑	惑	ɦuoʔ23	woq8		8	23		w	oq	ɦ	uoʔ
孑	孑	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
孓	孓	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
盅	盅	tsoŋ53	tson1		1	53		ts	on	ts	oŋ
悤	怱	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
匆	匆	tsʰoŋ53	tshon1		1	53		tsh	on	tsʰ	oŋ
恭	恭	koŋ53	kon1		1	53		k	on	k	oŋ
蚣	蚣	koŋ53	kon1		1	53		k	on	k	oŋ
甕	瓮	oŋ423	on5		5	423			on		oŋ
疘	疘	koŋ53	kon1		1	53		k	on	k	oŋ
洶	汹	ɕioŋ53	shion1		1	53		sh	ion	ɕ	ioŋ
匈	匈	ɕioŋ53	shion1		1	53		sh	ion	ɕ	ioŋ
踴	踊	ioŋ44	ion3		3	44			ion		ioŋ
恿	恿	ioŋ44	ion3		3	44			ion		ioŋ
融	融	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
熔	熔	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
迥	迥	tɕioŋ44	cion3		3	44		c	ion	tɕ	ioŋ
洇	洇	iŋ53	in1		1	53			in		iŋ
耘	耘	ɦioŋ24	yon2		2	24		y	on	ɦ	ioŋ
窨	窨	iŋ423	in5		5	423			in		iŋ
纓	缨	iŋ53	in1		1	53			in		iŋ
瘙	瘙	sɔ423	sau5		5	423		s	au	s	ɔ
唑	唑	zɯ213	zou6		6	213		z	ou	z	ɯ
櫞	橼	ɦiɤ24	yoe2		2	24		y	oe	ɦ	iɤ
掰	掰	pɑʔ5	paq7		7	5		p	aq	p	ɑʔ
擘	擘	pɑʔ5	paq7		7	5		p	aq	p	ɑʔ
拓	拓	tʰɔʔ5	thaoq7		7	5		th	aoq	tʰ	ɔʔ
庶	庶	sɿ423	sy5		5	423		s	y	s	ɿ
噬	噬	zɿ213	zy6		6	213		z	y	z	ɿ
豕	豕	sɿ44	sy3		3	44		s	y	s	ɿ
胳	胳	kɔʔ5	kaoq7		7	5		k	aoq	k	ɔʔ
骼	骼	kɑʔ5	kaq7		7	5		k	aq	k	ɑʔ
眨	眨	saʔ5	saeq7		7	5		s	aeq	s	aʔ
匝	匝	tsaʔ5	tsaeq7		7	5		ts	aeq	ts	aʔ
鋮	铖	dzᴇ̃24	dzen2		2	24		dz	en	dz	ᴇ̃
氫	氢	tɕʰiŋ53	chin1		1	53		ch	in	tɕʰ	iŋ
瘧	疟	ŋɔʔ23	ngaoq8	【白读】~子（疟疾）。	8	23		ng	aoq	ŋ	ɔʔ
瘧	疟	ȵiɑʔ23	gniaq8	【文读】	8	23		gn	iaq	ȵ	iɑʔ
琥	琥	hu44	hu3		3	44		h	u	h	u
珀	珀	pʰɑʔ5	phaq7		7	5		ph	aq	pʰ	ɑʔ
鉢	鉢	poʔ5	poq7		7	5		p	oq	p	oʔ
狒	狒	vi213	vi6		6	213		v	i	v	i
菲	菲	fi53	fi1	芳~；~律宾。	1	53		f	i	f	i
菲	菲	fi423	fi5	~薄。	5	423		f	i	f	i
斐	斐	fi44	fi3		3	44		f	i	f	i
裴	裴	bᴇ24	bei2		2	24		b	ei	b	ᴇ
鯗	鲞	siã44	sian3		3	44		s	ian	s	iã
轍	辙	dzᴇʔ23	dzeq8		8	23		dz	eq	dz	ᴇʔ
蜇	蜇	tsᴇʔ5	tseq7		7	5		ts	eq	ts	ᴇʔ
佮	佮	kᴇʔ5	keq7		7	5		k	eq	k	ᴇʔ
蝕	蚀	zᴇʔ23	zeq8		8	23		z	eq	z	ᴇʔ
搿	搿	gᴇʔ23	geq8		8	23		g	eq	g	ᴇʔ
鎂	镁	mᴇ44	mei3		3	44		m	ei	m	ᴇ
呆	呆	ŋæ24	ngae2	~头~脑；~板。	2	24		ng	ae	ŋ	æ
呆	呆	tæ53	tae1	痴~。	1	53		t	ae	t	æ
噱	噱	ɕioʔ5	shioq7		7	5		sh	ioq	ɕ	ioʔ
渭	渭	ɦuᴇ213	wei6		6	213		w	ei	ɦ	uᴇ
猬	猬	ɦuᴇ213	wei6		6	213		w	ei	ɦ	uᴇ
鞠	鞠	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
訣	诀	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
窟	窟	kʰuoʔ5	khuoq7		7	5		kh	uoq	kʰ	uoʔ
窿	窿	loŋ24	lon2		2	24		l	on	l	oŋ
嗟	嗟	tsiɑ53	tsia1		1	53		ts	ia	ts	iɑ
琢	琢	tsɔʔ5	tsaoq7		7	5		ts	aoq	ts	ɔʔ
涿	涿	tsɔʔ5	tsaoq7		7	5		ts	aoq	ts	ɔʔ
擉	擉	tsʰɔʔ5	tshaoq7		7	5		tsh	aoq	tsʰ	ɔʔ
掇	掇	toʔ5	toq7		7	5		t	oq	t	oʔ
跺	跺	tɯ423	tou5		5	423		t	ou	t	ɯ
垛	垛	tɯ44	tou3		3	44		t	ou	t	ɯ
剁	剁	tɯ423	tou5		5	423		t	ou	t	ɯ
沐	沐	mɔʔ23	maoq8		8	23		m	aoq	m	ɔʔ
膜	膜	mɔʔ23	maoq8		8	23		m	aoq	m	ɔʔ
茯	茯	voʔ23	voq8		8	23		v	oq	v	oʔ
帕	帕	pʰu423	phu5	符合《集韵》普驾切。	5	423		ph	u	pʰ	u
帕	帕	pʰɑ423	pha5	~斯卡。	5	423		ph	a	pʰ	ɑ
袱	袱	voʔ23	voq8		8	23		v	oq	v	oʔ
洑	洑	voʔ23	voq8		8	23		v	oq	v	oʔ
駁	驳	pɔʔ5	paoq7		7	5		p	aoq	p	ɔʔ
鐸	铎	dɔʔ23	daoq8		8	23		d	aoq	d	ɔʔ
窄	窄	tsɑʔ5	tsaq7		7	5		ts	aq	ts	ɑʔ
坼	坼	tsʰɑʔ5	tshaq7		7	5		tsh	aq	tsʰ	ɑʔ
斥	斥	tsʰɑʔ5	tshaq7		7	5		tsh	aq	tsʰ	ɑʔ
呐	呐	nᴇʔ23	neq8		8	23		n	eq	n	ᴇʔ
鈉	钠	nᴇʔ23	neq8		8	23		n	eq	n	ᴇʔ
捺	捺	naʔ23	naeq8		8	23		n	aeq	n	aʔ
撇	撇	pʰiɪʔ5	phiq7		7	5		ph	iq	pʰ	iɪʔ
霹	霹	pʰiɪʔ5	phiq7		7	5		ph	iq	pʰ	iɪʔ
靂	雳	liɪʔ23	liq8		8	23		l	iq	l	iɪʔ
蹩	蹩	piɪʔ5	piq7		7	5		p	iq	p	iɪʔ
蔑	蔑	miɪʔ23	miq8		8	23		m	iq	m	iɪʔ
篾	篾	miɪʔ23	miq8		8	23		m	iq	m	iɪʔ
衊	蔑	miɪʔ23	miq8		8	23		m	iq	m	iɪʔ
嫡	嫡	tiɪʔ5	tiq7		7	5		t	iq	t	iɪʔ
竊	窃	tsʰiɪʔ5	tshiq7		7	5		tsh	iq	tsʰ	iɪʔ
睫	睫	tsiɪʔ5	tsiq7		7	5		ts	iq	ts	iɪʔ
藉	藉	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
籍	籍	dziɪʔ23	dziq8		8	23		dz	iq	dz	iɪʔ
紮	扎	tsaʔ5	tsaeq7		7	5		ts	aeq	ts	aʔ
劫	劫	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
莢	荚	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
脅	胁	ɕiɪʔ5	shiq7		7	5		sh	iq	ɕ	iɪʔ
腋	腋	ɦiɪʔ23	yiq8		8	23		y	iq	ɦ	iɪʔ
弋	弋	ɦiɪʔ23	yiq8		8	23		y	iq	ɦ	iɪʔ
曳	曳	ɦi213	yi6		6	213		y	i	ɦ	i
繹	绎	ɦiɪʔ23	yiq8		8	23		y	iq	ɦ	iɪʔ
绛	绛	tɕiɒ̃423	ciaon5	【文读】	5	423		c	iaon	tɕ	iɒ̃
蕨	蕨	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
厥	厥	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
蹶	蹶	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
噘	噘	tɕioʔ5	cioq7		7	5		c	ioq	tɕ	ioʔ
崛	崛	dʑioʔ23	jioq8		8	23		j	ioq	dʑ	ioʔ
趴	趴	pʰɑ53	pha1	北语俗字。	1	53		ph	a	pʰ	ɑ
扒	扒	bu24	bu2		2	24		b	u	b	u
膊	膊	pɔʔ5	paoq7		7	5		p	aoq	p	ɔʔ
搏	搏	pɔʔ5	paoq7		7	5		p	aoq	p	ɔʔ
漠	漠	mɔʔ23	maoq8		8	23		m	aoq	m	ɔʔ
恰	恰	kʰaʔ5	khaeq7	【白读】~~（正好达到，勉强达到）。	7	5		kh	aeq	kʰ	aʔ
恰	恰	tɕʰiaʔ5	chiaeq7	【文读】~当。	7	5		ch	iaeq	tɕʰ	iaʔ
洽	洽	ɦiaʔ23	yaeq8	【文读】	8	23		y	aeq	ɦ	iaʔ
荊	荆	tɕiŋ53	cin1		1	53		c	in	tɕ	iŋ
棘	棘	tɕiɪʔ5	ciq7		7	5		c	iq	tɕ	iɪʔ
峭	峭	tsʰiɔ423	tshiau5		5	423		tsh	iau	tsʰ	iɔ
饃	馍	mu24	mu2		2	24		m	u	m	u
謨	谟	mu24	mu2		2	24		m	u	m	u
圳	圳	tsᴇ̃423	tsen5		5	423		ts	en	ts	ᴇ̃
荇	荇	ɦã31	ghan4	【白读】	4	31		gh	an	ɦ	ã
荇	荇	ɦiŋ31	yin4	【文读】	4	31		y	in	ɦ	iŋ
莆	莆	pʰu44	phu3		3	44		ph	u	pʰ	u
蛐	蛐	tɕʰioʔ5	chioq7		7	5		ch	ioq	tɕʰ	ioʔ
鱔	鳝	zᴇ31	zei4		4	31		z	ei	z	ᴇ
剡	剡	zᴇ31	zei4		4	31		z	ei	z	ᴇ
埝	埝	ȵie213	gnie6		6	213		gn	ie	ȵ	ie
堰	堰	ie423	ie5		5	423			ie		ie
衍	衍	ɦie31	ye4		4	31		y	e	ɦ	ie
閆	闫	ɦie24	ye2		2	24		y	e	ɦ	ie
鼴	鼹	ie44	ie3		3	44			ie		ie
奄	奄	ie44	ie3		3	44			ie		ie
琰	琰	ɦie31	ye4		4	31		y	e	ɦ	ie
郯	郯	dæ24	dae2		2	24		d	ae	d	æ
焉	焉	ie53	ie1		1	53			ie		ie
蔫	蔫	ie53	ie1		1	53			ie		ie
嫣	嫣	ie53	ie1		1	53			ie		ie
墕	墕	ie423	ie5		5	423			ie		ie
鄢	鄢	ie53	ie1		1	53			ie		ie
蜒	蜒	ɦie24	ye2		2	24		y	e	ɦ	ie
贗	赝	ɦie213	ye6	【文读】	6	213		y	e	ɦ	ie
湮	湮	ie53	ie1		1	53			ie		ie
灔	滟	ɦie213	ye6		6	213		y	e	ɦ	ie
儼	俨	ȵie31	gnie4		4	31		gn	ie	ȵ	ie
釅	酽	ȵie213	gnie6		6	213		gn	ie	ȵ	ie
筵	筵	ɦie24	ye2		2	24		y	e	ɦ	ie
偃	偃	ie44	ie3		3	44			ie		ie
罄	罄	tɕʰiŋ423	chin5		5	423		ch	in	tɕʰ	iŋ
罌	罂	ã53	an1	【白读】~粟花。	1	53			an		ã
衢	衢	dʑi24	ji2		2	24		j	i	dʑ	i
諛	谀	ɦi24	yi2		2	24		y	i	ɦ	i
輿	舆	ɦi24	yi2		2	24		y	i	ɦ	i
於	於	ɦi24	yi2	~潜（浙江地名）。	2	24		y	i	ɦ	i
余	余	ɦi24	yi2	姓。	2	24		y	i	ɦ	i
予	予	ɦi24	yi2	古文中的第一人称。	2	24		y	i	ɦ	i
予	予	ɦi31	yi4	赋~；给~。	4	31		y	i	ɦ	i
褸	褛	li31	li4		4	31		l	i	l	i
抒	抒	sɿ53	sy1		1	53		s	y	s	ɿ
