fanti	jianti	pinyin2	pinyin	ipa	beizhu
煙	烟	jing	jing1	jɪŋ²⁴	
咽	咽	jing	jing1	jɪŋ²⁴	
淹	淹	jing	jing1h	jɪŋ⁵⁵	
焉	焉	jing	jing1h	jɪŋ⁵⁵	
掩	掩	jing	jing3	jɪŋ³⁵	
演	演	jing	jing3	jɪŋ³⁵	
硯	砚	jing	jing3	jɪŋ³⁵	
厴	厣	jing	jing3	jɪŋ³⁵	结~。
厭	厌	jing	jing5	jɪŋ³³	
豔	艳	jing	jing5	jɪŋ³³	
堰	堰	jing	jing5	jɪŋ³³	
燕	燕	jing	jing5	jɪŋ³³	
嚥	咽	jing	jing5	jɪŋ³³	吞~。
宴	宴	jing	jing5	jɪŋ³³	
炎	炎	jing	jing2	jɪŋ⁴⁴	
鹽	盐	jing	jing2	jɪŋ⁴⁴	
閻	阎	jing	jing2	jɪŋ⁴⁴	
嚴	严	jing	jing2	jɪŋ⁴⁴	
嫌	嫌	jing	jing2	jɪŋ⁴⁴	
誕	诞	jing	jing2	jɪŋ⁴⁴	
然	然	jing	jing2	jɪŋ⁴⁴	
燃	燃	jing	jing2	jɪŋ⁴⁴	
延	延	jing	jing2	jɪŋ⁴⁴	
筵	筵	jing	jing2	jɪŋ⁴⁴	
言	言	jing	jing2	jɪŋ⁴⁴	
研	研	jing	jing2	jɪŋ⁴⁴	文读。
賢	贤	jing	jing2	jɪŋ⁴⁴	
弦	弦	jing	jing2	jɪŋ⁴⁴	
染	染	jing	jing6	jɪŋ²²	
驗	验	jing	jing6	jɪŋ²²	
焰	焰	jing	jing6	jɪŋ²²	
諺	谚	jing	jing6	jɪŋ²²	
現	现	jing	jing6	jɪŋ²²	
幫	帮	bong	bong1	pɔŋ²⁴	
邦	邦	bong	bong1	pɔŋ²⁴	
浜	浜	bong	bong1	pɔŋ²⁴	
榜	榜	bong	bong3	pɔŋ³⁵	
幫	帮	bong	bong3	pɔŋ³⁵	
滂	滂	bong	bong6	pɔŋ²²	
傍	傍	bong	bong6	pɔŋ²²	
磅	磅	bong	bong6	pɔŋ²²	
旁	旁	pong	pong2	pʰɔŋ⁴⁴	
螃	螃	pong	pong2	pʰɔŋ⁴⁴	
膀	膀	pong	pong2	pʰɔŋ⁴⁴	~胱。
龐	庞	pong	pong2	pʰɔŋ⁴⁴	
謗	谤	pong	pong4	pʰɔŋ¹³	
蚌	蚌	pong	pong4	pʰɔŋ¹³	
忙	忙	mong	mong2	mɔŋ⁴⁴	
芒	芒	mong	mong2	mɔŋ⁴⁴	
茫	茫	mong	mong2	mɔŋ⁴⁴	
亡	亡	mong	mong2	mɔŋ⁴⁴	
虻	虻	mong	mong2	mɔŋ⁴⁴	
莽	莽	mong	mong4	mɔŋ¹³	
蟒	蟒	mong	mong4	mɔŋ¹³	
網	网	mong	mong4	mɔŋ¹³	
輞	辋	mong	mong4	mɔŋ¹³	
罔	罔	mong	mong4	mɔŋ¹³	
妄	妄	mong	mong4	mɔŋ¹³	
忘	忘	mong	mong6	mɔŋ²²	
望	望	mong	mong6	mɔŋ²²	
荒	荒	fong	fong1	fɔŋ²⁴	
慌	慌	fong	fong1	fɔŋ²⁴	
方	方	fong	fong1	fɔŋ²⁴	
肪	肪	fong	fong1	fɔŋ²⁴	
坊	坊	fong	fong1	fɔŋ²⁴	
芳	芳	fong	fong1	fɔŋ²⁴	
謊	谎	fong	fong1h	fɔŋ⁵⁵	
晃	晃	fong	fong3	fɔŋ³⁵	
仿	仿	fong	fong3	fɔŋ³⁵	
紡	纺	fong	fong3	fɔŋ³⁵	
訪	访	fong	fong3	fɔŋ³⁵	
放	放	fong	fong5	fɔŋ³³	
況	况	fong	fong5	fɔŋ³³	
妨	妨	fong	fong2	fɔŋ⁴⁴	
房	房	fong	fong2	fɔŋ⁴⁴	
防	防	fong	fong2	fɔŋ⁴⁴	
當	当	dong	dong1	tɔŋ²⁴	~时。
黨	党	dong	dong3	tɔŋ³⁵	
党	党	dong	dong3	tɔŋ³⁵	
擋	挡	dong	dong3	tɔŋ³⁵	
檔	档	dong	dong5	tɔŋ³³	
當	当	dong	dong5	tɔŋ³³	~作。
蕩	荡	dong	dong6	tɔŋ²²	
湯	汤	tong	tong1	tʰɔŋ²⁴	
倘	倘	tong	tong3	tʰɔŋ³⁵	
躺	躺	tong	tong3	tʰɔŋ³⁵	
燙	烫	tong	tong5	tʰɔŋ³³	
熨	熨	tong	tong5	tʰɔŋ³³	以“烫”训“熨”。
趟	趟	tong	tong5	tʰɔŋ³³	
堂	堂	tong	tong2	tʰɔŋ⁴⁴	
棠	棠	tong	tong2	tʰɔŋ⁴⁴	
塘	塘	tong	tong2	tʰɔŋ⁴⁴	
唐	唐	tong	tong2	tʰɔŋ⁴⁴	
糖	糖	tong	tong2	tʰɔŋ⁴⁴	
塘	塘	tong	tong2	tʰɔŋ⁴⁴	
囊	囊	nong	nong2	nɔŋ⁴⁴	
郎	郎	long	long2	lɔŋ⁴⁴	
廊	廊	long	long2	lɔŋ⁴⁴	
狼	狼	long	long2	lɔŋ⁴⁴	
娜	娜	long	long2	lɔŋ⁴⁴	
朗	朗	long	long4	lɔŋ¹³	
浪	浪	long	long6	lɔŋ²²	
髒	脏	zong	zong1	tsɔŋ²⁴	
莊	庄	zong	zong1	tsɔŋ²⁴	
裝	装	zong	zong1	tsɔŋ²⁴	
樁	桩	zong	zong1	tsɔŋ²⁴	
葬	葬	zong	zong5	tsɔŋ³³	
壯	壮	zong	zong5	tsɔŋ³³	
藏	藏	zong	zong6	tsɔŋ²²	西~。
臟	脏	zong	zong6	tsɔŋ²²	
狀	状	zong	zong6	tsɔŋ²²	
撞	撞	zong	zong6	tsɔŋ²²	
創	创	cong	cong1	tsʰɔŋ²⁴	
倉	仓	cong	cong1h	tsʰɔŋ⁵⁵	
蒼	苍	cong	cong1h	tsʰɔŋ⁵⁵	
闖	闯	cong	cong3	tsʰɔŋ³⁵	
廠	厂	cong	cong3	tsʰɔŋ³⁵	
創	创	cong	cong5	tsʰɔŋ³³	
藏	藏	cong	cong2	tsʰɔŋ⁴⁴	隐~。
床	床	cong	cong2	tsʰɔŋ⁴⁴	
桑	桑	song	song1	sɔŋ²⁴	
喪	丧	song	song1	sɔŋ²⁴	婚~。
嗓	嗓	song	song1h	sɔŋ⁵⁵	
爽	爽	song	song3	sɔŋ³⁵	
喪	丧	song	song5	sɔŋ³³	~失。
岡	冈	gong	gong1	kɔŋ²⁴	
崗	岗	gong	gong1	kɔŋ²⁴	
鋼	钢	gong	gong1	kɔŋ²⁴	
綱	纲	gong	gong1	kɔŋ²⁴	
缸	缸	gong	gong1	kɔŋ²⁴	
光	光	gong	gong1	kɔŋ²⁴	
江	江	gong	gong1	kɔŋ²⁴	
扛	扛	gong	gong1	kɔŋ²⁴	
豇	豇	gong	gong1	kɔŋ²⁴	
肛	肛	gong	gong1	kɔŋ²⁴	
講	讲	gong	gong3	kɔŋ³⁵	
港	港	gong	gong3	kɔŋ³⁵	
鋼	钢	gong	gong5	kɔŋ³³	
杠	杠	gong	gong5	kɔŋ³³	
降	降	gong	gong5	kɔŋ³³	下~。
抗	抗	kong	kong5	kʰɔŋ³³	
炕	炕	kong	kong5	kʰɔŋ³³	
曠	旷	kong	kong5	kʰɔŋ³³	
擴	扩	kong	kong5	kʰɔŋ³³	
逛	逛	kong	kong5	kʰɔŋ³³	
礦	矿	kong	kong5	kʰɔŋ³³	
狂	狂	kong	kong2	kʰɔŋ⁴⁴	
康	康	hong	hong1	hɔŋ²⁴	
糠	糠	hong	hong1	hɔŋ²⁴	
肮	肮	hong	hong1	hɔŋ²⁴	
匡	匡	hong	hong1	hɔŋ²⁴	
眶	眶	hong	hong1	hɔŋ²⁴	
框	框	hong	hong1	hɔŋ²⁴	文读。
腔	腔	hong	hong1	hɔŋ²⁴	
筐	筐	hong	hong1h	hɔŋ⁵⁵	
慷	慷	hong	hong3	hɔŋ³⁵	
行	行	hong	hong2	hɔŋ⁴⁴	~列，银~。
航	航	hong	hong2	hɔŋ⁴⁴	
杭	杭	hong	hong2	hɔŋ⁴⁴	
降	降	hong	hong2	hɔŋ⁴⁴	投~。
項	项	hong	hong6	hɔŋ²²	
巷	巷	hong	hong6	hɔŋ²²	
昂	昂	ngong	ngong2	ŋɔŋ⁴⁴	
簧	簧	wong	wong3	wɔŋ³⁵	
枉	枉	wong	wong3	wɔŋ³⁵	
黃	黄	wong	wong2	wɔŋ⁴⁴	
皇	皇	wong	wong2	wɔŋ⁴⁴	
蝗	蝗	wong	wong2	wɔŋ⁴⁴	
王	王	wong	wong2	wɔŋ⁴⁴	
往	往	wong	wong4	wɔŋ¹³	
旺	旺	wong	wong6	wɔŋ²²	
般	般	bung	bung1	pʊŋ²⁴	
搬	搬	bung	bung1	pʊŋ²⁴	
本	本	bung	bung3	pʊŋ³⁵	
捧	捧	bung	bung3	pʊŋ³⁵	
半	半	bung	bung5	pʊŋ³³	
絆	绊	bung	bung6	pʊŋ²²	
叛	叛	bung	bung6	pʊŋ²²	
畔	畔	bung	bung6	pʊŋ²²	
伴	伴	bung	bung6	pʊŋ²²	
拌	拌	bung	bung6	pʊŋ²²	
潘	潘	pung	pung1h	pʰʊŋ⁵⁵	
判	判	pung	pung5	pʰʊŋ³³	
胖	胖	pung	pung5	pʰʊŋ³³	
盤	盘	pung	pung2	pʰʊŋ⁴⁴	
盆	盆	pung	pung2	pʰʊŋ⁴⁴	
篷	篷	pung	pung2	pʰʊŋ⁴⁴	
伴	伴	pung	pung4	pʰʊŋ¹³	白读。
懵	懵	mung	mung3	mʊŋ³⁵	
瞞	瞒	mung	mung2	mʊŋ⁴⁴	
門	门	mung	mung2	mʊŋ⁴⁴	
蒙	蒙	mung	mung2	mʊŋ⁴⁴	
滿	满	mung	mung4	mʊŋ¹³	
悶	闷	mung	mung6	mʊŋ²²	
夢	梦	mung	mung6	mʊŋ²²	
寬	宽	fung	fung1	fʊŋ²⁴	
歡	欢	fung	fung1	fʊŋ²⁴	
風	风	fung	fung1	fʊŋ²⁴	
楓	枫	fung	fung1	fʊŋ²⁴	
瘋	疯	fung	fung1	fʊŋ²⁴	
豐	丰	fung	fung1	fʊŋ²⁴	
丰	丰	fung	fung1	fʊŋ²⁴	
封	封	fung	fung1	fʊŋ²⁴	
峰	峰	fung	fung1	fʊŋ²⁴	
蜂	蜂	fung	fung1	fʊŋ²⁴	
鋒	锋	fung	fung1	fʊŋ²⁴	
款	款	fung	fung3	fʊŋ³⁵	
諷	讽	fung	fung3	fʊŋ³⁵	
俸	俸	fung	fung3	fʊŋ³⁵	
蓬	蓬	fung	fung2	fʊŋ⁴⁴	
馮	冯	fung	fung2	fʊŋ⁴⁴	
縫	缝	fung	fung2	fʊŋ⁴⁴	动词。
鳳	凤	fung	fung6	fʊŋ²²	
奉	奉	fung	fung6	fʊŋ²²	
縫	缝	fung	fung6	fʊŋ²²	名词。
東	东	dung	dung1	tʊŋ²⁴	
冬	冬	dung	dung1	tʊŋ²⁴	
董	董	dung	dung3	tʊŋ³⁵	
懂	懂	dung	dung3	tʊŋ³⁵	
凍	冻	dung	dung5	tʊŋ³³	
棟	栋	dung	dung6	tʊŋ²²	
動	动	dung	dung6	tʊŋ²²	
洞	洞	dung	dung6	tʊŋ²²	
通	通	tung	tung1	tʰʊŋ²⁴	
囪	囱	tung	tung1	tʰʊŋ²⁴	以“通”训“囱”。
桶	桶	tung	tung3	tʰʊŋ³⁵	
捅	捅	tung	tung3	tʰʊŋ³⁵	
筒	筒	tung	tung3	tʰʊŋ³⁵	
統	统	tung	tung3	tʰʊŋ³⁵	
痛	痛	tung	tung5	tʰʊŋ³³	
疼	疼	tung	tung5	tʰʊŋ³³	以“痛”训“疼”。
同	同	tung	tung2	tʰʊŋ⁴⁴	
銅	铜	tung	tung2	tʰʊŋ⁴⁴	
桐	桐	tung	tung2	tʰʊŋ⁴⁴	
童	童	tung	tung2	tʰʊŋ⁴⁴	
瞳	瞳	tung	tung2	tʰʊŋ⁴⁴	
彤	彤	tung	tung2	tʰʊŋ⁴⁴	
農	农	nung	nung2	nʊŋ⁴⁴	
膿	脓	nung	nung2	nʊŋ⁴⁴	
依	依	nung	nung2	nʊŋ⁴⁴	
濃	浓	nung	nung2	nʊŋ⁴⁴	
齈	齈	nung	nung2	nʊŋ⁴⁴	
窿	窿	lung	lung1h	lʊŋ⁵⁵	洞。
籠	笼	lung	lung2	lʊŋ⁴⁴	
聾	聋	lung	lung2	lʊŋ⁴⁴	
隆	隆	lung	lung2	lʊŋ⁴⁴	
龍	龙	lung	lung2	lʊŋ⁴⁴	
攏	拢	lung	lung4	lʊŋ¹³	
隴	陇	lung	lung4	lʊŋ¹³	
壟	垄	lung	lung4	lʊŋ¹³	
弄	弄	lung	lung6	lʊŋ²²	
棕	棕	zung	zung1	tsʊŋ²⁴	
宗	宗	zung	zung1	tsʊŋ²⁴	
中	中	zung	zung1	tsʊŋ²⁴	当~。
忠	忠	zung	zung1	tsʊŋ²⁴	
終	终	zung	zung1	tsʊŋ²⁴	
蹤	踪	zung	zung1	tsʊŋ²⁴	
鐘	钟	zung	zung1	tsʊŋ²⁴	
鍾	钟	zung	zung1	tsʊŋ²⁴	
舂	舂	zung	zung1	tsʊŋ²⁴	
綜	综	zung	zung1h	tsʊŋ⁵⁵	
總	总	zung	zung3	tsʊŋ³⁵	
粽	粽	zung	zung3	tsʊŋ³⁵	
種	种	zung	zung3	tsʊŋ³⁵	~类。
腫	肿	zung	zung3	tsʊŋ³⁵	
中	中	zung	zung5	tsʊŋ³³	射~。
眾	众	zung	zung5	tsʊŋ³³	
縱	纵	zung	zung5	tsʊŋ³³	
頌	颂	zung	zung5	tsʊŋ³³	
種	种	zung	zung5	tsʊŋ³³	~树。
仲	仲	zung	zung6	tsʊŋ²²	
誦	诵	zung	zung6	tsʊŋ²²	
訟	讼	zung	zung6	tsʊŋ²²	
聰	聪	cung	cung1	tsʰʊŋ²⁴	
匆	匆	cung	cung1	tsʰʊŋ²⁴	
蔥	葱	cung	cung1	tsʰʊŋ²⁴	
衷	衷	cung	cung1	tsʰʊŋ²⁴	
充	充	cung	cung1	tsʰʊŋ²⁴	
沖	冲	cung	cung1	tsʰʊŋ²⁴	
衝	冲	cung	cung1	tsʰʊŋ²⁴	
塚	冢	cung	cung3	tsʰʊŋ³⁵	
寵	宠	cung	cung3	tsʰʊŋ³⁵	
銃	铳	cung	cung5	tsʰʊŋ³³	
叢	丛	cung	cung2	tsʰʊŋ⁴⁴	
從	从	cung	cung2	tsʰʊŋ⁴⁴	
松	松	cung	cung2	tsʰʊŋ⁴⁴	
重	重	cung	cung2	tsʰʊŋ⁴⁴	~复。
重	重	cung	cung4	tsʰʊŋ¹³	轻~。
鬆	松	sung	sung1	sʊŋ²⁴	
嵩	嵩	sung	sung1	sʊŋ²⁴	
慫	怂	sung	sung3	sʊŋ³⁵	
送	送	sung	sung5	sʊŋ³³	
宋	宋	sung	sung5	sʊŋ³³	
崇	崇	sung	sung2	sʊŋ⁴⁴	
干	干	gung	gung1	kʊŋ²⁴	
乾	干	gung	gung1	kʊŋ²⁴	
肝	肝	gung	gung1	kʊŋ²⁴	
竿	竿	gung	gung1	kʊŋ²⁴	
官	官	gung	gung1	kʊŋ²⁴	
棺	棺	gung	gung1	kʊŋ²⁴	
觀	观	gung	gung1	kʊŋ²⁴	参~。
冠	冠	gung	gung1	kʊŋ²⁴	衣~。
公	公	gung	gung1	kʊŋ²⁴	
蚣	蚣	gung	gung1	kʊŋ²⁴	
工	工	gung	gung1	kʊŋ²⁴	
功	功	gung	gung1	kʊŋ²⁴	
攻	攻	gung	gung1	kʊŋ²⁴	
弓	弓	gung	gung1	kʊŋ²⁴	
躬	躬	gung	gung1	kʊŋ²⁴	
宮	宫	gung	gung1	kʊŋ²⁴	
恭	恭	gung	gung1	kʊŋ²⁴	
供	供	gung	gung1	kʊŋ²⁴	
杆	杆	gung	gung1h	kʊŋ⁵⁵	
稈	秆	gung	gung1h	kʊŋ⁵⁵	
趕	赶	gung	gung3	kʊŋ³⁵	
管	管	gung	gung3	kʊŋ³⁵	
館	馆	gung	gung3	kʊŋ³⁵	
拱	拱	gung	gung3	kʊŋ³⁵	
鞏	巩	gung	gung3	kʊŋ³⁵	
幹	干	gung	gung5	kʊŋ³³	
貫	贯	gung	gung5	kʊŋ³³	
灌	灌	gung	gung5	kʊŋ³³	
罐	罐	gung	gung5	kʊŋ³³	
觀	观	gung	gung5	kʊŋ³³	寺~。
冠	冠	gung	gung5	kʊŋ³³	~军。
貢	贡	gung	gung5	kʊŋ³³	
共	共	gung	gung6	kʊŋ²²	
供	供	gung	gung6	kʊŋ²²	上~。
孔	孔	kung	kung3	kʰʊŋ³⁵	
窮	穷	kung	kung2	kʰʊŋ⁴⁴	
空	空	hung	hung1	hʊŋ²⁴	
胸	胸	hung	hung1	hʊŋ²⁴	
凶	凶	hung	hung1	hʊŋ²⁴	
洶	汹	hung	hung1	hʊŋ²⁴	
空	空	hung	hung1h	hʊŋ⁵⁵	
烘	烘	hung	hung1h	hʊŋ⁵⁵	
刊	刊	hung	hung3	hʊŋ³⁵	
罕	罕	hung	hung3	hʊŋ³⁵	
恐	恐	hung	hung3	hʊŋ³⁵	
看	看	hung	hung5	hʊŋ³³	
漢	汉	hung	hung5	hʊŋ³³	
控	控	hung	hung5	hʊŋ³³	
哄	哄	hung	hung5	hʊŋ³³	
鼾	鼾	hung	hung2	hʊŋ⁴⁴	
寒	寒	hung	hung2	hʊŋ⁴⁴	
韓	韩	hung	hung2	hʊŋ⁴⁴	
虹	虹	hung	hung2	hʊŋ⁴⁴	
紅	红	hung	hung2	hʊŋ⁴⁴	
洪	洪	hung	hung2	hʊŋ⁴⁴	
鴻	鸿	hung	hung2	hʊŋ⁴⁴	
熊	熊	hung	hung2	hʊŋ⁴⁴	
雄	雄	hung	hung2	hʊŋ⁴⁴	
旱	旱	hung	hung4	hʊŋ¹³	
汗	汗	hung	hung6	hʊŋ²²	
焊	焊	hung	hung6	hʊŋ²²	
翰	翰	hung	hung6	hʊŋ²²	
訌	讧	hung	hung6	hʊŋ²²	
鬨	鬨	hung	hung6	hʊŋ²²	
皖	皖	wung	wung3	wʊŋ³⁵	
碗	碗	wung	wung3	wʊŋ³⁵	
腕	腕	wung	wung3	wʊŋ³⁵	
豌	豌	wung	wung3	wʊŋ³⁵	
援	援	wung	wung2	wʊŋ⁴⁴	
玩	玩	wung	wung6	wʊŋ²²	古~。
喚	唤	wung	wung6	wʊŋ²²	
煥	焕	wung	wung6	wʊŋ²²	
緩	缓	wung	wung6	wʊŋ²²	
換	换	wung	wung6	wʊŋ²²	
翁	翁	jung	jung1	jʊŋ²⁴	
甬	甬	jung	jung1h	jʊŋ⁵⁵	
絨	绒	jung	jung3	jʊŋ³⁵	
雍	雍	jung	jung3	jʊŋ³⁵	
擁	拥	jung	jung3	jʊŋ³⁵	
庸	庸	jung	jung3	jʊŋ³⁵	
湧	涌	jung	jung3	jʊŋ³⁵	
戎	戎	jung	jung2	jʊŋ⁴⁴	
融	融	jung	jung2	jʊŋ⁴⁴	
茸	茸	jung	jung2	jʊŋ⁴⁴	
容	容	jung	jung2	jʊŋ⁴⁴	
蓉	蓉	jung	jung2	jʊŋ⁴⁴	
熔	熔	jung	jung2	jʊŋ⁴⁴	
溶	溶	jung	jung2	jʊŋ⁴⁴	
傭	佣	jung	jung2	jʊŋ⁴⁴	
勇 	勇 	jung	jung4	jʊŋ¹³	
用	用	jung	jung6	jʊŋ²²	
安	安	ung	ung1	ʊŋ²⁴	
鞍	鞍	ung	ung1	ʊŋ²⁴	
岸	岸	ung	ung5	ʊŋ³³	
按	按	ung	ung5	ʊŋ³³	
案	案	ung	ung5	ʊŋ³³	
甕	瓮	ung	ung5	ʊŋ³³	
端 	端 	dyung	dyung1	tyŋ²⁴	
短  	短  	dyung	dyung3	tyŋ³⁵	
斷	断	dyung	dyung5	tyŋ³³	决~。
鍛 	锻 	dyung	dyung5	tyŋ³³	
段	段	dyung	dyung6	tyŋ²²	
緞	缎	dyung	dyung6	tyŋ²²	
斷	断	dyung	dyung6	tyŋ²²	文，~绝。
團	团	tyung	tyung2	tʰyŋ⁴⁴	
屯	屯	tyung	tyung2	tʰyŋ⁴⁴	
豚	豚	tyung	tyung2	tʰyŋ⁴⁴	
囤	囤	tyung	tyung2	tʰyŋ⁴⁴	~积。
臀 	臀 	tyung	tyung2	tʰyŋ⁴⁴	
斷	断	tyung	tyung4	tʰyŋ¹³	白，~绝。
暖 	暖 	nyung	nyung4	nyŋ¹³	
嫩	嫩	nyung	nyung6	nyŋ²²	
卵	卵	lyung	lyung3	lyŋ³⁵	
戀 	恋 	lyung	lyung3	lyŋ³⁵	
聯	联	lyung	lyung2	lyŋ⁴⁴	
鸞 	鸾 	lyung	lyung2	lyŋ⁴⁴	
亂	乱	lyung	lyung6	lyŋ²²	
專	专	zyung	zyung1	tsyŋ²⁴	
磚	砖	zyung	zyung1	tsyŋ²⁴	
尊	尊	zyung	zyung1	tsyŋ²⁴	
遵 	遵 	zyung	zyung1	tsyŋ²⁴	
轉  	转  	zyung	zyung3	tsyŋ³⁵	~送。
鑽	钻	zyung	zyung5	tsyŋ³³	
轉	转	zyung	zyung5	tsyŋ³³	~动。
傳	传	zyung	zyung6	tsyŋ²²	~记。
川	川	cyung	cyung1	tsʰyŋ²⁴	
穿	穿	cyung	cyung1	tsʰyŋ²⁴	
村 	村 	cyung	cyung1	tsʰyŋ²⁴	
喘 	喘 	cyung	cyung3	tsʰyŋ³⁵	
竄	窜	cyung	cyung5	tsʰyŋ³³	
篡	篡	cyung	cyung5	tsʰyŋ³³	
串	串	cyung	cyung5	tsʰyŋ³³	
寸	寸	cyung	cyung5	tsʰyŋ³³	
全	全	cyung	cyung2	tsʰyŋ⁴⁴	
泉	泉	cyung	cyung2	tsʰyŋ⁴⁴	
傳	传	cyung	cyung2	tsʰyŋ⁴⁴	~达。
酸	酸	syung	syung1	syŋ²⁴	
宣	宣	syung	syung1	syŋ²⁴	
孫 	孙 	syung	syung1	syŋ²⁴	
選	选	syung	syung3	syŋ³⁵	
損 	损 	syung	syung3	syŋ³⁵	
算	算	syung	syung5	syŋ³³	
蒜 	蒜 	syung	syung5	syŋ³³	
旋	旋	syung	syung2	syŋ⁴⁴	
璿	璇	syung	syung2	syŋ⁴⁴	
鏇	碹	syung	syung2	syŋ⁴⁴	
船	船	syung	syung2	syŋ⁴⁴	
絹	绢	gyung	gyung1h	kyŋ⁵⁵	
捐 	捐 	gyung	gyung1h	kyŋ⁵⁵	
捲 	卷 	gyung	gyung3	kyŋ³⁵	
卷	卷	gyung	gyung5	kyŋ³³	
券	券	gyung	gyung5	kyŋ³³	
眷 	眷 	gyung	gyung5	kyŋ³³	
倦	倦	gyung	gyung6	kyŋ²²	
乾	乾	kyung	kyung2	kʰyŋ⁴⁴	~坤。
拳	拳	kyung	kyung2	kʰyŋ⁴⁴	
權	权	kyung	kyung2	kʰyŋ⁴⁴	
顴	颧	kyung	kyung2	kʰyŋ⁴⁴	
圈	圈	hyung	hyung1	hyŋ²⁴	
喧	喧	hyung	hyung1	hyŋ²⁴	
犬 	犬 	hyung	hyung3	hyŋ³⁵	
勸	劝	hyung	hyung5	hyŋ³³	
冤	冤	jyung	jyung1	jyŋ²⁴	
淵 	渊 	jyung	jyung1	jyŋ²⁴	
丸	丸	jyung	jyung3	jyŋ³⁵	
院	院	jyung	jyung3	jyŋ³⁵	
阮	阮	jyung	jyung3	jyŋ³⁵	
宛	宛	jyung	jyung3	jyŋ³⁵	
苑	苑	jyung	jyung3	jyŋ³⁵	
婉	婉	jyung	jyung3	jyŋ³⁵	
縣	县	jyung	jyung3	jyŋ³⁵	
怨	怨	jyung	jyung5	jyŋ³³	
完	完	jyung	jyung2	jyŋ⁴⁴	
圓	圆	jyung	jyung2	jyŋ⁴⁴	
員	员	jyung	jyung2	jyŋ⁴⁴	
緣	缘	jyung	jyung2	jyŋ⁴⁴	
沿	沿	jyung	jyung2	jyŋ⁴⁴	
鉛	铅	jyung	jyung2	jyŋ⁴⁴	
元	元	jyung	jyung2	jyŋ⁴⁴	
原	原	jyung	jyung2	jyŋ⁴⁴	
源	源	jyung	jyung2	jyŋ⁴⁴	
袁	袁	jyung	jyung2	jyŋ⁴⁴	
轅	辕	jyung	jyung2	jyŋ⁴⁴	
園	园	jyung	jyung2	jyŋ⁴⁴	
猿	猿	jyung	jyung2	jyŋ⁴⁴	
玄	玄	jyung	jyung2	jyŋ⁴⁴	
懸	悬	jyung	jyung2	jyŋ⁴⁴	
眩 	眩 	jyung	jyung2	jyŋ⁴⁴	
軟	软	jyung	jyung4	jyŋ¹³	
遠 	远 	jyung	jyung4	jyŋ¹³	
願	愿	jyung	jyung6	jyŋ²²	
柄 	柄 	biaang	biaang3	piaŋ³⁵	
柄 	柄 	biaang	biaang5	piaŋ³³	
病	病	biaang	biaang6	piaŋ²²	
平	平	piaang	piaang2	pʰiaŋ⁴⁴	白读。
名 	名 	miaang	miaang2	miaŋ⁴⁴	
命	命	miaang	miaang6	miaŋ²²	
釘	钉	diaang	diaang1	tiaŋ²⁴	
癲 	癫 	diaang	diaang1	tiaŋ²⁴	白读。
頂 	顶 	diaang	diaang3	tiaŋ³⁵	白读。
埞	埞	diaang	diaang6	tiaŋ²²	地方。
聽	听	tiaang	tiaang1	tʰiaŋ²⁴	
廳	厅	tiaang	tiaang1	tʰiaŋ²⁴	
艇	艇	tiaang	tiaang4	tʰiaŋ¹³	
靈	灵	liaang	liaang2	liaŋ⁴⁴	
零	零	liaang	liaang4	liaŋ¹³	白读。
嶺	岭	liaang	liaang4	liaŋ¹³	
領	领	liaang	liaang4	liaŋ¹³	
井 	井 	ziaang	ziaang3	tsiaŋ³⁵	
鄭	郑	ziaang	ziaang6	tsiaŋ²²	
青	青	ciaang	ciaang1	tsʰiaŋ²⁴	
請	请	ciaang	ciaang3	tsʰiaŋ³⁵	白读。
聲	声	siaang	siaang1	siaŋ²⁴	
星	星	siaang	siaang1	siaŋ²⁴	白读。
腥	腥	siaang	siaang1	siaŋ²⁴	
省	省	siaang	siaang3	siaŋ³⁵	反~。
城	城	siaang	siaang3	siaŋ³⁵	白读。
醒	醒	siaang	siaang3	siaŋ³⁵	白读。
姓	姓	siaang	siaang5	siaŋ³³	
驚	惊	giaang	giaang1	kiaŋ²⁴	
頸	颈	giaang	giaang3	kiaŋ³⁵	
鏡	镜	giaang	giaang5	kiaŋ³³	
輕	轻	hiaang	hiaang1	hiaŋ²⁴	
贏	赢	jaang	jaang2	jaŋ⁴⁴	
啄	啄	diong	diong1	tiɔŋ²⁴	鸡~米。
娘	娘	niong	niong1h	niɔŋ⁵⁵	
娘	娘	niong	niong2	niɔŋ⁴⁴	又。
兩	两	liong	liong3	liɔŋ³⁵	几~几钱。
良	良	liong	liong2	liɔŋ⁴⁴	
涼	凉	liong	liong2	liɔŋ⁴⁴	
量	量	liong	liong2	liɔŋ⁴⁴	~长短。
糧	粮	liong	liong2	liɔŋ⁴⁴	
梁	梁	liong	liong2	liɔŋ⁴⁴	
兩	两	liong	liong4	liɔŋ¹³	~个。
亮	亮	liong	liong6	liɔŋ²²	
諒	谅	liong	liong6	liɔŋ²²	
量	量	liong	liong6	liɔŋ²²	数~。
將	将	ziong	ziong1	tsiɔŋ²⁴	~来。
漿	浆	ziong	ziong1	tsiɔŋ²⁴	
章	章	ziong	ziong1	tsiɔŋ²⁴	
樟	樟	ziong	ziong1	tsiɔŋ²⁴	
彰	彰	ziong	ziong1h	tsiɔŋ⁵⁵	
蔣	蒋	ziong	ziong3	tsiɔŋ³⁵	
獎	奖	ziong	ziong3	tsiɔŋ³⁵	
