字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
绩	tɕi204		tɕ	i	204	tɕ	11	1	2	0	绩	tɕi	0	[1]指{~挥}子{~弹}积{~极}[5]餈痣祭{~祖}[3]旨止址紫{~色}□{~个，~ʨia33，一个}自{~己}[8]姊[6]志十□{痛}己{自~}[2]字集习绩	tɕi[1]指{~挥}子{~弹}积{~极}[5]餈痣祭{~祖}[3]旨止址紫{~色}□{~个，~ʨia33，一个}自{~己}[8]姊[6]志十□{痛}己{自~}[2]字集习绩
质	tɕi204		tɕ	i	204	tɕ	11	1	2	1	质	tɕi	1	[1]指{~挥}子{~弹}积{~极}[5]餈痣祭{~祖}[3]旨止址紫{~色}□{~个，~ʨia33，一个}自{~己}[8]姊[6]志十□{痛}己{自~}[2]字集习绩质	tɕi[1]指{~挥}子{~弹}积{~极}[5]餈痣祭{~祖}[3]旨止址紫{~色}□{~个，~ʨia33，一个}自{~己}[8]姊[6]志十□{痛}己{自~}[2]字集习绩质
痴	tɕʰi55	傻	tɕʰ	i	55	tɕʰ	12	1	1	1	痴{傻}	tɕʰi	0	[1]痴{傻}	tɕʰi[1]痴{傻}
刺	tɕʰi33	名	tɕʰ	i	33	tɕʰ	12	1	5	0	刺{名}	tɕʰi	0	[1]痴{傻}[5]刺{名}	tɕʰi[1]痴{傻}[5]刺{名}
试	tɕʰi33		tɕʰ	i	33	tɕʰ	12	1	5	0	试	tɕʰi	0	[1]痴{傻}[5]刺{名}试	tɕʰi[1]痴{傻}[5]刺{名}试
翅	tɕʰi33	鱼~	tɕʰ	i	33	tɕʰ	12	1	5	1	翅{鱼~}	tɕʰi	0	[1]痴{傻}[5]刺{名}试翅{鱼~}	tɕʰi[1]痴{傻}[5]刺{名}试翅{鱼~}
耻	tɕʰi11	无~	tɕʰ	i	11	tɕʰ	12	1	3	0	耻{无~}	tɕʰi	0	[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}	tɕʰi[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}
视	tɕʰi11	近~	tɕʰ	i	11	tɕʰ	12	1	3	0	视{近~}	tɕʰi	0	[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}	tɕʰi[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}
示	tɕʰi11	指~	tɕʰ	i	11	tɕʰ	12	1	3	1	示{指~}	tɕʰi	0	[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}示{指~}	tɕʰi[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}示{指~}
市	tɕʰi24		tɕʰ	i	24	tɕʰ	12	1	6	0	市	tɕʰi	0	[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}示{指~}[6]市	tɕʰi[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}示{指~}[6]市
豉	tɕʰi24	豆~	tɕʰ	i	24	tɕʰ	12	1	6	1	豉{豆~}	tɕʰi	1	[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}示{指~}[6]市豉{豆~}	tɕʰi[1]痴{傻}[5]刺{名}试翅{鱼~}[3]耻{无~}视{近~}示{指~}[6]市豉{豆~}
司	ɕi55	公~	ɕ	i	55	ɕ	13	1	1	0	司{公~}	ɕi	0	[1]司{公~}	ɕi[1]司{公~}
丝	ɕi55		ɕ	i	55	ɕ	13	1	1	0	丝	ɕi	0	[1]司{公~}丝	ɕi[1]司{公~}丝
诗	ɕi55		ɕ	i	55	ɕ	13	1	1	0	诗	ɕi	0	[1]司{公~}丝诗	ɕi[1]司{公~}丝诗
誓	ɕi55	~愿	ɕ	i	55	ɕ	13	1	1	1	誓{~愿}	ɕi	0	[1]司{公~}丝诗誓{~愿}	ɕi[1]司{公~}丝诗誓{~愿}
世	ɕi33		ɕ	i	33	ɕ	13	1	5	0	世	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世	ɕi[1]司{公~}丝诗誓{~愿}[5]世
四	ɕi33		ɕ	i	33	ɕ	13	1	5	0	四	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四	ɕi[1]司{公~}丝诗誓{~愿}[5]世四
□	ɕi33	sɔ33~，钥匙	ɕ	i	33	ɕ	13	1	5	0	□{sɔ33~，钥匙}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}
事	ɕi33	故~	ɕ	i	33	ɕ	13	1	5	0	事{故~}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}
鹚	ɕi33	鸬~	ɕ	i	33	ɕ	13	1	5	0	鹚{鸬~}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}
势	ɕi33	~力	ɕ	i	33	ɕ	13	1	5	0	势{~力}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}
时	ɕi33	~辰	ɕ	i	33	ɕ	13	1	5	1	时{~辰}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}
眵	ɕi11		ɕ	i	11	ɕ	13	1	3	0	眵	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵
屎	ɕi11		ɕ	i	11	ɕ	13	1	3	0	屎	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎
式	ɕi11		ɕ	i	11	ɕ	13	1	3	0	式	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式
死	ɕi11		ɕ	i	11	ɕ	13	1	3	1	死	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死
新	ɕi31	~妇	ɕ	i	31	ɕ	13	1	8	1	新{~妇}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}
是	ɕi24		ɕ	i	24	ɕ	13	1	6	0	是	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是
寿	ɕi24	做~，ʦa33~	ɕ	i	24	ɕ	13	1	6	1	寿{做~，ʦa33~}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}
热	ɕi204		ɕ	i	204	ɕ	13	1	2	0	热	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热
席	ɕi204	酒~	ɕ	i	204	ɕ	13	1	2	0	席{酒~}	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热席{酒~}	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热席{酒~}
实	ɕi204		ɕ	i	204	ɕ	13	1	2	0	实	ɕi	0	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热席{酒~}实	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热席{酒~}实
室	ɕi204		ɕ	i	204	ɕ	13	1	2	1	室	ɕi	1	[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热席{酒~}实室	ɕi[1]司{公~}丝诗誓{~愿}[5]世四□{sɔ33~，钥匙}事{故~}鹚{鸬~}势{~力}时{~辰}[3]眵屎式死[8]新{~妇}[6]是寿{做~，ʦa33~}[2]热席{酒~}实室
基	ki55		k	i	55	k	14	1	1	0	基	ki	0	[1]基	ki[1]基
枝	ki55		k	i	55	k	14	1	1	0	枝	ki	0	[1]基枝	ki[1]基枝
桂	ki55	~枝	k	i	55	k	14	1	1	0	桂{~枝}	ki	0	[1]基枝桂{~枝}	ki[1]基枝桂{~枝}
纪	ki55	~律	k	i	55	k	14	1	1	1	纪{~律}	ki	0	[1]基枝桂{~枝}纪{~律}	ki[1]基枝桂{~枝}纪{~律}
继	ki33		k	i	33	k	14	1	5	0	继	ki	0	[1]基枝桂{~枝}纪{~律}[5]继	ki[1]基枝桂{~枝}纪{~律}[5]继
记	ki33		k	i	33	k	14	1	5	0	记	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记	ki[1]基枝桂{~枝}纪{~律}[5]继记
季	ki33		k	i	33	k	14	1	5	0	季	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季	ki[1]基枝桂{~枝}纪{~律}[5]继记季
机	ki33	~器	k	i	33	k	14	1	5	0	机{~器}	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}
髻	ki33	~niu11，发髻	k	i	33	k	14	1	5	0	髻{~niu11，发髻}	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}
技	ki33	~术	k	i	33	k	14	1	5	1	技{~术}	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}
麂	ki11		k	i	11	k	14	1	3	0	麂	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂
杞	ki11	枸~	k	i	11	k	14	1	3	0	杞{枸~}	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}
几	ki11	茶~	k	i	11	k	14	1	3	1	几{茶~}	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}
其	ki31	~他	k	i	31	k	14	1	8	1	其{~他}	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}
忌	ki24		k	i	24	k	14	1	6	1	忌	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌
奇	ki204		k	i	204	k	14	1	2	0	奇	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌[2]奇	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌[2]奇
岐	ki204		k	i	204	k	14	1	2	0	岐	ki	0	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌[2]奇岐	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌[2]奇岐
棋	ki204		k	i	204	k	14	1	2	1	棋	ki	1	[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌[2]奇岐棋	ki[1]基枝桂{~枝}纪{~律}[5]继记季机{~器}髻{~niu11，发髻}技{~术}[3]麂杞{枸~}几{茶~}[8]其{~他}[6]忌[2]奇岐棋
欺	kʰi55		kʰ	i	55	kʰ	15	1	1	0	欺	kʰi	0	[1]欺	kʰi[1]欺
□	kʰi55	侧着	kʰ	i	55	kʰ	15	1	1	1	□{侧着}	kʰi	0	[1]欺□{侧着}	kʰi[1]欺□{侧着}
契	kʰi33		kʰ	i	33	kʰ	15	1	5	0	契	kʰi	0	[1]欺□{侧着}[5]契	kʰi[1]欺□{侧着}[5]契
□	kʰi33	蚂蟥	kʰ	i	33	kʰ	15	1	5	0	□{蚂蟥}	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}	kʰi[1]欺□{侧着}[5]契□{蚂蟥}
气	kʰi33		kʰ	i	33	kʰ	15	1	5	0	气	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气
汽	kʰi33		kʰ	i	33	kʰ	15	1	5	0	汽	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气汽	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽
器	kʰi33		kʰ	i	33	kʰ	15	1	5	0	器	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气汽器	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽器
弃	kʰi33	放~	kʰ	i	33	kʰ	15	1	5	0	弃{放~}	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}
□	kʰi33	青苔	kʰ	i	33	kʰ	15	1	5	0	□{青苔}	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}
□	kʰi33	~sɔi33，蜗牛	kʰ	i	33	kʰ	15	1	5	1	□{~sɔi33，蜗牛}	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}
启	kʰi11		kʰ	i	11	kʰ	15	1	3	1	启	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}[3]启	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}[3]启
柿	kʰi24	~子	kʰ	i	24	kʰ	15	1	6	1	柿{~子}	kʰi	0	[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}[3]启[6]柿{~子}	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}[3]启[6]柿{~子}
骑	kʰi204	~	kʰ	i	204	kʰ	15	1	2	1	骑{~}	kʰi	1	[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}[3]启[6]柿{~子}[2]骑{~}	kʰi[1]欺□{侧着}[5]契□{蚂蟥}气汽器弃{放~}□{青苔}□{~sɔi33，蜗牛}[3]启[6]柿{~子}[2]骑{~}
□	xi55	~ʨy24，磁铁	x	i	55	x	16	1	1	1	□{~ʨy24，磁铁}	xi	0	[1]□{~ʨy24，磁铁}	xi[1]□{~ʨy24，磁铁}
戏	xi33		x	i	33	x	16	1	5	0	戏	xi	0	[1]□{~ʨy24，磁铁}[5]戏	xi[1]□{~ʨy24，磁铁}[5]戏
妃	xi33		x	i	33	x	16	1	5	0	妃	xi	0	[1]□{~ʨy24，磁铁}[5]戏妃	xi[1]□{~ʨy24，磁铁}[5]戏妃
稀	xi33	~罕	x	i	33	x	16	1	5	0	稀{~罕}	xi	0	[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}	xi[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}
希	xi33	~望	x	i	33	x	16	1	5	0	希{~望}	xi	0	[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}	xi[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}
牺	xi33	~牲	x	i	33	x	16	1	5	0	牺{~牲}	xi	0	[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}	xi[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}
蟢	xi33		x	i	33	x	16	1	5	1	蟢	xi	0	[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢	xi[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢
喜	xi11		x	i	11	x	16	1	3	0	喜	xi	0	[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢[3]喜	xi[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢[3]喜
蟢	xi11		x	i	11	x	16	1	3	1	蟢	xi	0	[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢[3]喜蟢	xi[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢[3]喜蟢
系	xi24	关~	x	i	24	x	16	1	6	1	系{关~}	xi	1	[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢[3]喜蟢[6]系{关~}	xi[1]□{~ʨy24，磁铁}[5]戏妃稀{~罕}希{~望}牺{~牲}蟢[3]喜蟢[6]系{关~}
□	ŋi31	ɔŋ33~pian55，傍晚	ŋ	i	31	ŋ	17	1	8	0	□{ɔŋ33~pian55，傍晚}	ŋi	0	[8]□{ɔŋ33~pian55，傍晚}	ŋi[8]□{ɔŋ33~pian55，傍晚}
□	ŋi31	ʨʰiŋ31~，干净	ŋ	i	31	ŋ	17	1	8	0	□{ʨʰiŋ31~，干净}	ŋi	0	[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}	ŋi[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}
耳	ŋi31	~朵，~lɔ204	ŋ	i	31	ŋ	17	1	8	1	耳{~朵，~lɔ204}	ŋi	0	[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}	ŋi[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}
艺	ŋi24		ŋ	i	24	ŋ	17	1	6	1	艺	ŋi	0	[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}[6]艺	ŋi[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}[6]艺
仪	ŋi204		ŋ	i	204	ŋ	17	1	2	0	仪	ŋi	0	[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}[6]艺[2]仪	ŋi[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}[6]艺[2]仪
疑	ŋi204		ŋ	i	204	ŋ	17	1	2	1	疑	ŋi	1	[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}[6]艺[2]仪疑	ŋi[8]□{ɔŋ33~pian55，傍晚}□{ʨʰiŋ31~，干净}耳{~朵，~lɔ204}[6]艺[2]仪疑
医	i55			i	55	∅	18	1	1	0	医	i	0	[1]医	i[1]医
衣	i55			i	55	∅	18	1	1	0	衣	i	0	[1]医衣	i[1]医衣
一	i55	~定		i	55	∅	18	1	1	1	一{~定}	i	0	[1]医衣一{~定}	i[1]医衣一{~定}
□	i33	naŋ31mui33~，萤火虫		i	33	∅	18	1	5	0	□{naŋ31mui33~，萤火虫}	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}
依	i33	~靠		i	33	∅	18	1	5	0	依{~靠}	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}
已	i33	~经		i	33	∅	18	1	5	0	已{~经}	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}
意	i33	~思		i	33	∅	18	1	5	0	意{~思}	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}
姨	i33	~妈，~ma204		i	33	∅	18	1	5	1	姨{~妈，~ma204}	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}
椅	i11			i	11	∅	18	1	3	1	椅	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅
揖	i31	作~		i	31	∅	18	1	8	1	揖{作~}	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}
亿	i24			i	24	∅	18	1	6	1	亿	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿
译	i204			i	204	∅	18	1	2	0	译	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿[2]译	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿[2]译
易	i204			i	204	∅	18	1	2	0	易	i	0	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿[2]译易	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿[2]译易
役	i204			i	204	∅	18	1	2	1	役	i	1	[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿[2]译易役	i[1]医衣一{~定}[5]□{naŋ31mui33~，萤火虫}依{~靠}已{~经}意{~思}姨{~妈，~ma204}[3]椅[8]揖{作~}[6]亿[2]译易役
□	pu55	kau31~tʰeu33，膝盖	p	u	55	p	1	2	1	0	□{kau31~tʰeu33，膝盖}	pu	0	[1]□{kau31~tʰeu33，膝盖}	pu[1]□{kau31~tʰeu33，膝盖}
腹	pu55	~肚，肚子	p	u	55	p	1	2	1	0	腹{~肚，肚子}	pu	0	[1]□{kau31~tʰeu33，膝盖}腹{~肚，肚子}	pu[1]□{kau31~tʰeu33，膝盖}腹{~肚，肚子}
□	pu55	~ʨia31，后背	p	u	55	p	1	2	1	0	□{~ʨia31，后背}	pu	0	[1]□{kau31~tʰeu33，膝盖}腹{~肚，肚子}□{~ʨia31，后背}	pu[1]□{kau31~tʰeu33，膝盖}腹{~肚，肚子}□{~ʨia31，后背}
