汉字	拼音	拼音	IPA	注释
舂	tseng1	tseng①	tsɛŋ˦˥	
茸	jong5	jong②	dzoŋ˥˥	
恭	kiong1	kiong①	kioŋ˦˥	
供	kiong1	kiong①	kioŋ˦˥	文
供	keng1	keng①	kɛŋ˦˥	白
蚣	kang1	kang①	kaŋ˦˥	
拱	kiong2	kiong③	kioŋ˥˧	
鞏	khiong2	khiong③	kʰioŋ˥˧	
恐	khiong2	khiong③	kʰioŋ˥˧	
共	kang7	kang⑥	kaŋ˨˨	
胸	heng1	heng①	hɛŋ˦˥	
兇	hiong1	hiong①	hioŋ˦˥	
凶	hiong1	hiong①	hioŋ˦˥	
雍	iong1	iong①	ioŋ˦˥	
擁	iong3	iong⑤	ioŋ˨˩˨	
容	iong5	iong②	ioŋ˥˥	
熔	iong5	iong②	ioŋ˥˥	
庸	iong1	iong①	ioŋ˦˥	
甬	iong3	iong⑤	ioŋ˨˩˨	
勇	iong2	iong③	ioŋ˥˧	
湧	iong3	iong⑤	ioŋ˨˩˨	文
湧	eng2	eng③	ɛŋ˥˧	白
用	iong6	iong④	ioŋ˨˥	文，吳~
用	iong7	iong⑥	ioŋ˨˨	文
用	eng7	eng⑥	ɛŋ˨˨	白
卜	pok4	pok⑦	pok˧˨	
撲	phok4	phok⑦	pʰok˧˨	
僕	pok8	pok⑧	pok˥˦	
蔔	pok8	pok⑧	pok˥˦	
曝	phak8	phak⑧	pʰak˥˦	
瀑	phak8	phak⑧	pʰak˥˦	
木	bak8	bak⑧	bak˥˦	
沐	mok8	mok⑧	mok˥˦	
禿	thok4	thok⑦	tʰok˧˨	文
禿	thek4	thek⑦	tʰɛk˧˨	白
獨	tok8	tok⑧	tok˥˦	文
獨	tak8	tak⑧	tak˥˦	白，孤~
讀	thak8	thak⑧	tʰak˥˦	
牘	tok8	tok⑧	tok˥˦	
鹿	tek8	tek⑧	tɛk˥˦	
禄	lok8	lok⑧	lok˥˦	
族	tsok8	tsok⑧	tsok˥˦	文
族	tsak8	tsak⑧	tsak˥˦	白，種~
速	sok4	sok⑦	sok˧˨	
穀	kok4	kok⑦	kok˧˨	文
穀	kak4	kak⑦	kak˧˨	白
谷	kok4	kok⑦	kok˧˨	
哭	khau3	khau⑤	kʰau˨˩˨	
斛	hok8	hok⑧	hok˥˦	
屋	ok4	ok⑦	ok˧˨	
篤	tok4	tok⑦	tok˧˨	
督	tok4	tok⑦	tok˧˨	
毒	tak8	tak⑧	tak˥˦	
酷	khok4	khok⑦	kʰok˧˨	
沃	o3	o⑤	o˨˩˨	俗
沃	ok4	ok⑦	ok˧˨	文
沃	ak4	ak⑦	ak˧˨	白
福	hok4	hok⑦	hok˧˨	
幅	pak4	pak⑦	pak˧˨	
蝠	hok4	hok⑦	hok˧˨	
輻	pak4	pak⑦	pak˧˨	
複	hok4	hok⑦	hok˧˨	
腹	pak4	pak⑦	pak˧˨	
覆	hok8	hok⑧	hok˥˦	文
覆	phak4	phak⑦	pʰak˧˨	白
覆	phiu3	phiu⑤	pʰiu˨˩˨	白
復	hok8	hok⑧	hok˥˦	
服	hok8	hok⑧	hok˥˦	
伏	hok8	hok⑧	hok˥˦	
袱	hok8	hok⑧	hok˥˦	
目	mak8	mak⑧	mak˥˦	
穆	mok8	mok⑧	mok˥˦	
牧	mok8	mok⑧	mok˥˦	
六	lak8	lak⑧	lak˥˦	
陸	lok8	lok⑧	lok˥˦	文
陸	lek8	lek⑧	lɛk˥˦	白
戮	lok8	lok⑧	lok˥˦	
肅	sok4	sok⑦	sok˧˨	
夙	sok4	sok⑦	sok˧˨	
宿	sok4	sok⑦	sok˧˨	文，~命
宿	suah4	suah⑦	suaʔ˧˨	訓
竹	tek4	tek⑦	tɛk˧˨	
築	tok4	tok⑦	tok˧˨	
畜	thiok4	thiok⑦	tʰiok˧˨	文
畜	thek4	thek⑦	tʰɛk˧˨	白
搐	thek4	thek⑦	tʰɛk˧˨	
逐	tok8	tok⑧	tok˥˦	
軸	tek8	tek⑧	tɛk˥˦	
縮	sok4	sok⑦	sok˧˨	
祝	tsok4	tsok⑦	tsok˧˨	
粥	kiok4	kiok⑦	kiok˧˨	俗
叔	sok4	sok⑦	sok˧˨	文
叔	tsek4	tsek⑦	tsɛk˧˨	白
熟	sek8	sek⑧	sɛk˥˦	
淑	sok4	sok⑦	sok˧˨	
肉	nek8	nek⑧	nɛk˥˦	
肉	bah4	bah⑦	baʔ˧˨	訓
菊	kek4	kek⑦	kɛk˧˨	
蓄	thiok4	thiok⑦	tʰiok˧˨	
蓄	hak4	hak⑦	hak˧˨	購置
郁	hiok4	hiok⑦	hiok˧˨	
育	iok8	iok⑧	iok˥˦	
綠	lok8	lok⑧	lok˥˦	
錄	lok8	lok⑧	lok˥˦	
足	tsok4	tsok⑦	tsok˧˨	
促	tshok4	tshok⑦	tsʰok˧˨	文
促	tshek4	tshek⑦	tsʰɛk˧˨	白
粟	tshek4	tshek⑦	tsʰɛk˧˨	
俗	sok8	sok⑧	sok˥˦	
續	sok8	sok⑧	sok˥˦	
燭	tsek4	tsek⑦	tsɛk˧˨	
囑	tsok4	tsok⑦	tsok˧˨	
觸	tshok4	tshok⑦	tsʰok˧˨	
贖	sok8	sok⑧	sok˥˦	
束	sok4	sok⑦	sok˧˨	
蜀	tsuak8	tsuak⑧	tsuak˥˦	
蜀	juak8	juak⑧	dzuak˥˦	又
蜀	tsek8	tsek⑧	tsek˥˦	一
屬	sok8	sok⑧	sok˥˦	
辱	jok8	jok⑧	dzok˥˦	
褥	jok8	jok⑧	dzok˥˦	
曲	khiok4	khiok⑦	kʰiok˧˨	文
曲	khek4	khek⑦	kʰɛk˧˨	白
曲	khak4	khak⑦	kʰak˧˨	白
局	kek8	kek⑧	kɛk˥˦	
玉	gek8	gek⑧	gɛk˥˦	
獄	gek8	gek⑧	gɛk˥˦	
旭	hiok4	hiok⑦	hiok˧˨	
欲	ainn3	ainn⑤	ãi˨˩˨	訓
欲	boh4	boh⑦	boʔ˧˨	替
浴	iok8	iok⑧	iok˥˦	文
浴	ek8	ek⑧	ɛk˥˦	白
慾	iok8	iok⑧	iok˥˦	
