简体	繁體	注释	声母	韵母	声调	IPA	吴拼	
炎	炎		ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
檐	簷	文读	ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
延	延	文读，～长	ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
筵	筵		ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
言	言		ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
贤	賢		ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
弦	弦		ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
沿	沿		ɦ	iɛ̃	²³²	ɦiɛ̃²³²	yen2	
艳	豔		ɦ	iɛ̃	³¹³	ɦiɛ̃³¹³	yen6	
焰	焰		ɦ	iɛ̃	³¹³	ɦiɛ̃³¹³	yen6	
现	現	文读，～实	ɦ	iɛ̃	³¹³	ɦiɛ̃³¹³	yen6	
庵	庵		∅	iɛ̃	⁴⁴³	iɛ̃⁴⁴³	ien1	
淹	淹		∅	iɛ̃	⁴⁴³	iɛ̃⁴⁴³	ien1	
阉	閹		∅	iɛ̃	⁴⁴³	iɛ̃⁴⁴³	ien1	
焉	焉		∅	iɛ̃	⁴⁴³	iɛ̃⁴⁴³	ien1	
蔫	蔫		∅	iɛ̃	⁴⁴³	iɛ̃⁴⁴³	ien1	
胭	胭		∅	iɛ̃	⁴⁴³	iɛ̃⁴⁴³	ien1	
掩	掩		∅	iɛ̃	⁵³	iɛ̃⁵³	ien3	
限	限	文读，～制	∅	iɛ̃	⁵³	iɛ̃⁵³	ien3	
演	演		∅	iɛ̃	⁵³	iɛ̃⁵³	ien3	
陷	陷	～阱	∅	iɛ̃	⁴⁴	iɛ̃⁴⁴	ien5	
厌	厭		∅	iɛ̃	⁴⁴	iɛ̃⁴⁴	ien5	
晏	晏		∅	iɛ̃	⁴⁴	iɛ̃⁴⁴	ien5	
燕	燕		∅	iɛ̃	⁴⁴	iɛ̃⁴⁴	ien5	
宴	宴		∅	iɛ̃	⁴⁴	iɛ̃⁴⁴	ien5	
觃	覎	～口：地名	∅	iɛ̃	⁴⁴	iɛ̃⁴⁴	ien5	
□	□	发～：有趣	∅	iɛ̃	⁴⁴	iɛ̃⁴⁴	ien5	
占	占	～卜	tɕ	yɛ̃	⁴⁴³	tɕyɛ̃⁴⁴³	ciuen1	
毡	氈		tɕ	yɛ̃	⁴⁴³	tɕyɛ̃⁴⁴³	ciuen1	
专	專		tɕ	yɛ̃	⁴⁴³	tɕyɛ̃⁴⁴³	ciuen1	
捐	捐		tɕ	yɛ̃	⁴⁴³	tɕyɛ̃⁴⁴³	ciuen1	
娟	娟		tɕ	yɛ̃	⁴⁴³	tɕyɛ̃⁴⁴³	ciuen1	
涓	涓		tɕ	yɛ̃	⁴⁴³	tɕyɛ̃⁴⁴³	ciuen1	
鹃	鵑		tɕ	yɛ̃	⁴⁴³	tɕyɛ̃⁴⁴³	ciuen1	
展	展		tɕ	yɛ̃	⁵³	tɕyɛ̃⁵³	ciuen3	
占	佔	文读，～领	tɕ	yɛ̃	⁴⁴	tɕyɛ̃⁴⁴	ciuen5	
战	戰		tɕ	yɛ̃	⁴⁴	tɕyɛ̃⁴⁴	ciuen5	
卷	卷	名词	tɕ	yɛ̃	⁴⁴	tɕyɛ̃⁴⁴	ciuen5	
□	□	～光：物体表面光亮	tɕ	yɛ̃	⁴⁴	tɕyɛ̃⁴⁴	ciuen5	
川	川		tɕʰ	yɛ̃	⁴⁴³	tɕʰyɛ̃⁴⁴³	chiuen1	
喘	喘		tɕʰ	yɛ̃	⁵³	tɕʰyɛ̃⁵³	chiuen3	
舛	舛		tɕʰ	yɛ̃	⁵³	tɕʰyɛ̃⁵³	chiuen3	
犬	犬		tɕʰ	yɛ̃	⁵³	tɕʰyɛ̃⁵³	chiuen3	
颤	顫		tɕʰ	yɛ̃	⁴⁴	tɕʰyɛ̃⁴⁴	chiuen5	
券	券		tɕʰ	yɛ̃	⁴⁴	tɕʰyɛ̃⁴⁴	chiuen5	
传	傳	～播	dʑ	yɛ̃	²³²	dʑyɛ̃²³²	jiuen2	
权	權		dʑ	yɛ̃	²³²	dʑyɛ̃²³²	jiuen2	
撰	撰	文读，～写	dʑ	yɛ̃	³¹³	dʑyɛ̃³¹³	jiuen6	
篆	篆		dʑ	yɛ̃	³¹³	dʑyɛ̃³¹³	jiuen6	
传	傳	～记	dʑ	yɛ̃	³¹³	dʑyɛ̃³¹³	jiuen6	
倦	倦		dʑ	yɛ̃	³¹³	dʑyɛ̃³¹³	jiuen6	
原	原	文读，～来	ȵ	yɛ̃	²³²	ȵyɛ̃²³²	gniuen2	
源	源		ȵ	yɛ̃	²³²	ȵyɛ̃²³²	gniuen2	
愿	願	罚～：发誓	ȵ	yɛ̃	³¹³	ȵyɛ̃³¹³	gniuen6	
扇	搧	动词，～巴掌	ɕ	yɛ̃	⁴⁴³	ɕyɛ̃⁴⁴³	shiuen1	
膻	膻		ɕ	yɛ̃	⁴⁴³	ɕyɛ̃⁴⁴³	shiuen1	
喧	喧		ɕ	yɛ̃	⁴⁴³	ɕyɛ̃⁴⁴³	shiuen1	
揎	揎	强行塞入；强行吃下	ɕ	yɛ̃	⁴⁴³	ɕyɛ̃⁴⁴³	shiuen1	
陕	陝		ɕ	yɛ̃	⁵³	ɕyɛ̃⁵³	shiuen3	
闪	閃	～光灯	ɕ	yɛ̃	⁵³	ɕyɛ̃⁵³	shiuen3	
蝉	蟬		ʑ	yɛ̃	²³²	ʑyɛ̃²³²	zhiuen2	
禅	禪	～寺	ʑ	yɛ̃	²³²	ʑyɛ̃²³²	zhiuen2	
然	然		ʑ	yɛ̃	²³²	ʑyɛ̃²³²	zhiuen2	
燃	燃		ʑ	yɛ̃	²³²	ʑyɛ̃²³²	zhiuen2	
染	染	文读，感～	ʑ	yɛ̃	³¹³	ʑyɛ̃³¹³	zhiuen6	
善	善		ʑ	yɛ̃	³¹³	ʑyɛ̃³¹³	zhiuen6	
膳	膳		ʑ	yɛ̃	³¹³	ʑyɛ̃³¹³	zhiuen6	
擅	擅		ʑ	yɛ̃	³¹³	ʑyɛ̃³¹³	zhiuen6	
单	單	姓氏	ʑ	yɛ̃	³¹³	ʑyɛ̃³¹³	zhiuen6	
禅	禪	～让	ʑ	yɛ̃	³¹³	ʑyɛ̃³¹³	zhiuen6	
员	員	文读，人～	ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
缘	緣		ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
橼	櫞	香～	ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
元	元	文读，状～	ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
阮	阮		ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
苑	苑		ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
袁	袁		ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
园	園	文读，公～	ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
援	援		ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
垣	垣		ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
悬	懸	文读，～崖	ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
玄	玄	文读，～妙	ɦ	yɛ̃	²³²	ɦyɛ̃²³²	yuen2	
县	縣		ɦ	yɛ̃	³¹³	ɦyɛ̃³¹³	yuen6	
眩	眩		ɦ	yɛ̃	³¹³	ɦyɛ̃³¹³	yuen6	
冤	冤		∅	yɛ̃	⁴⁴³	yɛ̃⁴⁴³	iuen1	
渊	淵		∅	yɛ̃	⁴⁴³	yɛ̃⁴⁴³	iuen1	
鸳	鴛		∅	yɛ̃	⁴⁴³	yɛ̃⁴⁴³	iuen1	
怨	怨		∅	yɛ̃	⁴⁴	yɛ̃⁴⁴	iuen5	
帮	幫		p	ɔ̃	⁴⁴³	pɔ̃⁴⁴³	paon1	
邦	邦		p	ɔ̃	⁴⁴³	pɔ̃⁴⁴³	paon1	
□	□	～落来：山石崩落	p	ɔ̃	⁴⁴³	pɔ̃⁴⁴³	paon1	
榜	榜		p	ɔ̃	⁵³	pɔ̃⁵³	paon3	
蒡	蒡	牛～子	p	ɔ̃	⁵³	pɔ̃⁵³	paon3	
绑	綁		p	ɔ̃	⁵³	pɔ̃⁵³	paon3	
谤	謗		p	ɔ̃	⁴⁴	pɔ̃⁴⁴	paon5	
滂	滂		pʰ	ɔ̃	⁴⁴³	pʰɔ̃⁴⁴³	phaon1	
䠙	䠙	蹄～	pʰ	ɔ̃	⁴⁴³	pʰɔ̃⁴⁴³	phaon1	
胖	胖		pʰ	ɔ̃	⁴⁴	pʰɔ̃⁴⁴	phaon5	
朋	朋	～友：带有某种特质的人，如清□kʰɐʔ7～友即衣着清爽的人	b	ɔ̃	²³²	bɔ̃²³²	baon2	
旁	旁		b	ɔ̃	²³²	bɔ̃²³²	baon2	
彷	彷		b	ɔ̃	²³²	bɔ̃²³²	baon2	
防	防		b	ɔ̃	²³²	bɔ̃²³²	baon2	
庞	龐		b	ɔ̃	²³²	bɔ̃²³²	baon2	
膀	膀	～胱	b	ɔ̃	²³²	bɔ̃²³²	baon2	
□	□	□diɪŋ2□doŋ2～：剪刀石头布	b	ɔ̃	²³²	bɔ̃²³²	baon2	
傍	傍		b	ɔ̃	³¹³	bɔ̃³¹³	baon6	
忙	忙		m	ɔ̃	²³²	mɔ̃²³²	maon2	
芒	芒	～种	m	ɔ̃	²³²	mɔ̃²³²	maon2	
茫	茫		m	ɔ̃	²³²	mɔ̃²³²	maon2	
盲	盲		m	ɔ̃	²³²	mɔ̃²³²	maon2	
莽	莽		m	ɔ̃	⁵³	mɔ̃⁵³	maon3	
方	方		f	ɔ̃	⁴⁴³	fɔ̃⁴⁴³	faon1	
肪	肪		f	ɔ̃	⁴⁴³	fɔ̃⁴⁴³	faon1	
芳	芳		f	ɔ̃	⁴⁴³	fɔ̃⁴⁴³	faon1	
妨	妨		f	ɔ̃	⁴⁴³	fɔ̃⁴⁴³	faon1	
坊	坊	染～	f	ɔ̃	⁴⁴³	fɔ̃⁴⁴³	faon1	
□	□	弗～□ləʔ8：不客气	f	ɔ̃	⁴⁴³	fɔ̃⁴⁴³	faon1	
仿	仿		f	ɔ̃	⁵³	fɔ̃⁵³	faon3	
纺	紡		f	ɔ̃	⁵³	fɔ̃⁵³	faon3	
访	訪		f	ɔ̃	⁵³	fɔ̃⁵³	faon3	
放	放		f	ɔ̃	⁴⁴	fɔ̃⁴⁴	faon5	
房	房		v	ɔ̃	²³²	vɔ̃²³²	vaon2	
亡	亡		v	ɔ̃	²³²	vɔ̃²³²	vaon2	
□	□	才～：才	v	ɔ̃	²³²	vɔ̃²³²	vaon2	
忘	忘	文读，遗～	v	ɔ̃	³¹³	vɔ̃³¹³	vaon6	
网	網	文读，～络	v	ɔ̃	³¹³	vɔ̃³¹³	vaon6	
望	望	文读，希～	v	ɔ̃	³¹³	vɔ̃³¹³	vaon6	
妄	妄		v	ɔ̃	³¹³	vɔ̃³¹³	vaon6	
当	當	～心	t	ɔ̃	⁴⁴³	tɔ̃⁴⁴³	taon1	
当	儅		t	ɔ̃	⁴⁴³	tɔ̃⁴⁴³	taon1	
裆	襠		t	ɔ̃	⁴⁴³	tɔ̃⁴⁴³	taon1	
铛	鐺		t	ɔ̃	⁴⁴³	tɔ̃⁴⁴³	taon1	
□	□	□ha3□bɐʔ8□lɔ̃1～：一共	t	ɔ̃	⁴⁴³	tɔ̃⁴⁴³	taon1	
党	黨		t	ɔ̃	⁵³	tɔ̃⁵³	taon3	
挡	擋		t	ɔ̃	⁵³	tɔ̃⁵³	taon3	
当	當	～铺	t	ɔ̃	⁴⁴	tɔ̃⁴⁴	taon5	
档	檔		t	ɔ̃	⁴⁴	tɔ̃⁴⁴	taon5	
汤	湯		tʰ	ɔ̃	⁴⁴³	tʰɔ̃⁴⁴³	thaon1	
倘	倘	～果：可能	tʰ	ɔ̃	⁵³	tʰɔ̃⁵³	thaon3	
躺	躺		tʰ	ɔ̃	⁵³	tʰɔ̃⁵³	thaon3	
□	□	光～：光滑	tʰ	ɔ̃	⁵³	tʰɔ̃⁵³	thaon3	
烫	燙		tʰ	ɔ̃	⁴⁴	tʰɔ̃⁴⁴	thaon5	
趟	趟		tʰ	ɔ̃	⁴⁴	tʰɔ̃⁴⁴	thaon5	
堂	堂		d	ɔ̃	²³²	dɔ̃²³²	daon2	
棠	棠		d	ɔ̃	²³²	dɔ̃²³²	daon2	
唐	唐		d	ɔ̃	²³²	dɔ̃²³²	daon2	
糖	糖		d	ɔ̃	²³²	dɔ̃²³²	daon2	
塘	塘		d	ɔ̃	²³²	dɔ̃²³²	daon2	
搪	搪	涂色；涂改	d	ɔ̃	²³²	dɔ̃²³²	daon2	
□	□	～弗牢：受不了	d	ɔ̃	²³²	dɔ̃²³²	daon2	
荡	蕩		d	ɔ̃	³¹³	dɔ̃³¹³	daon6	
宕	宕		d	ɔ̃	³¹³	dɔ̃³¹³	daon6	
□	□	～话：乱讲的话	d	ɔ̃	³¹³	dɔ̃³¹³	daon6	
□	□	□u6～：地方	d	ɔ̃	³¹³	dɔ̃³¹³	daon6	
囊	囊		n	ɔ̃	²³²	nɔ̃²³²	naon2	
啷	啷	骑马～□tsʰɔ̃1：骑马游戏	l	ɔ̃	⁴⁴³	lɔ̃⁴⁴³	laon1	
□	□	□ha3□bɐʔ8～□tɔ̃1：一共	l	ɔ̃	⁴⁴³	lɔ̃⁴⁴³	laon1	
狼	狼		l	ɔ̃	²³²	lɔ̃²³²	laon2	
廊	廊		l	ɔ̃	²³²	lɔ̃²³²	laon2	
郎	郎		l	ɔ̃	²³²	lɔ̃²³²	laon2	
螂	螂		l	ɔ̃	²³²	lɔ̃²³²	laon2	
榔	榔		l	ɔ̃	²³²	lɔ̃²³²	laon2	
瓤	瓤	一～橘子	l	ɔ̃	²³²	lɔ̃²³²	laon2	
□	□	推	l	ɔ̃	²³²	lɔ̃²³²	laon2	
□	□	马～头：马兰头	l	ɔ̃	²³²	lɔ̃²³²	laon2	
朗	朗		l	ɔ̃	³¹³	lɔ̃³¹³	laon6	
浪	浪		l	ɔ̃	³¹³	lɔ̃³¹³	laon6	
㫰	㫰	晾	l	ɔ̃	³¹³	lɔ̃³¹³	laon6	
阆	閬	～里：地名	l	ɔ̃	³¹³	lɔ̃³¹³	laon6	
上	上	树～	l	ɔ̃	³¹³	lɔ̃³¹³	laon6	
□	□	把树枝取下来	l	ɔ̃	³¹³	lɔ̃³¹³	laon6	
赃	贓		ts	ɔ̃	⁴⁴³	tsɔ̃⁴⁴³	tsaon1	
脏	髒	肮～	ts	ɔ̃	⁴⁴³	tsɔ̃⁴⁴³	tsaon1	
樟	樟		ts	ɔ̃	⁴⁴³	tsɔ̃⁴⁴³	tsaon1	
□	□	□tsəʔ7□ɡɔ̃6的合音，怎么；～□ɡɔ̃6回事体	ts	ɔ̃	⁵³	tsɔ̃⁵³	tsaon3	
葬	葬		ts	ɔ̃	⁴⁴	tsɔ̃⁴⁴	tsaon5	
仓	倉		tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
苍	蒼	～白	tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
昌	昌		tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
菖	菖	～蒲	tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
娼	娼		tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
倡	倡		tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
鲳	鯧		tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
□	□	骑马啷～：骑马游戏	tsʰ	ɔ̃	⁴⁴³	tsʰɔ̃⁴⁴³	tshaon1	
创	創		tsʰ	ɔ̃	⁴⁴	tsʰɔ̃⁴⁴	tshaon5	
藏	藏		dz	ɔ̃	²³²	dzɔ̃²³²	dzaon2	
脏	臟	内～	dz	ɔ̃	³¹³	dzɔ̃³¹³	dzaon6	
桑	桑		s	ɔ̃	⁴⁴³	sɔ̃⁴⁴³	saon1	
丧	喪	～事	s	ɔ̃	⁴⁴³	sɔ̃⁴⁴³	saon1	
香	香	～樟树	s	ɔ̃	⁴⁴³	sɔ̃⁴⁴³	saon1	
商	商	白读，～业	s	ɔ̃	⁴⁴³	sɔ̃⁴⁴³	saon1	
伤	傷	文读，悲～	s	ɔ̃	⁴⁴³	sɔ̃⁴⁴³	saon1	
嗓	嗓		s	ɔ̃	⁵³	sɔ̃⁵³	saon3	
磉	磉	～板；～鼓	s	ɔ̃	⁵³	sɔ̃⁵³	saon3	
丧	喪	～失	s	ɔ̃	⁴⁴	sɔ̃⁴⁴	saon5	
□	□	～鸭蛋：咸鸭蛋	z	ɔ̃	²³²	zɔ̃²³²	zaon2	
壤	壤		z	ɔ̃	³¹³	zɔ̃³¹³	zaon6	
攘	攘		z	ɔ̃	³¹³	zɔ̃³¹³	zaon6	
冈	岡		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
刚	剛		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
钢	鋼		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
焵	焵	～火：刀刃的坚硬程度	k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
缸	缸		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
纲	綱		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
岗	崗		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
江	江	白读，浙～	k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
肛	肛		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
扛	扛		k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
□	□	高耸：骨头～起	k	ɔ̃	⁴⁴³	kɔ̃⁴⁴³	kaon1	
讲	講		k	ɔ̃	⁵³	kɔ̃⁵³	kaon3	
港	港		k	ɔ̃	⁵³	kɔ̃⁵³	kaon3	
降	降	白读，霜～	k	ɔ̃	⁴⁴	kɔ̃⁴⁴	kaon5	
康	康		kʰ	ɔ̃	⁴⁴³	kʰɔ̃⁴⁴³	khaon1	
糠	糠		kʰ	ɔ̃	⁴⁴³	kʰɔ̃⁴⁴³	khaon1	
慷	慷		kʰ	ɔ̃	⁴⁴³	kʰɔ̃⁴⁴³	khaon1	
抗	抗		kʰ	ɔ̃	⁴⁴	kʰɔ̃⁴⁴	khaon5	
炕	炕		kʰ	ɔ̃	⁴⁴	kʰɔ̃⁴⁴	khaon5	
囥	囥	藏，放	kʰ	ɔ̃	⁴⁴	kʰɔ̃⁴⁴	khaon5	
圹	壙	阳～：提前挖好的墓穴	kʰ	ɔ̃	⁴⁴	kʰɔ̃⁴⁴	khaon5	
□	□	～螂：螳螂	ɡ	ɔ̃	²³²	ɡɔ̃²³²	gaon2	
戆	戇	～大：笨蛋	ɡ	ɔ̃	³¹³	ɡɔ̃³¹³	gaon6	
□	□	硌：石头～脚板底	ɡ	ɔ̃	³¹³	ɡɔ̃³¹³	gaon6	
□	□	□tsəʔ7～：怎么	ɡ	ɔ̃	³¹³	ɡɔ̃³¹³	gaon6	
昂	昂		ɦ	ɔ̃	²³²	ɦɔ̃²³²	ghaon2	
杭	杭		ɦ	ɔ̃	²³²	ɦɔ̃²³²	ghaon2	
航	航		ɦ	ɔ̃	²³²	ɦɔ̃²³²	ghaon2	
行	行	银～	ɦ	ɔ̃	²³²	ɦɔ̃²³²	ghaon2	
绗	絎	缝被子；～针：缝被子用的针	ɦ	ɔ̃	²³²	ɦɔ̃²³²	ghaon2	
项	項		ɦ	ɔ̃	³¹³	ɦɔ̃³¹³	ghaon6	
笐	笐	～竿：晾衣竿	ɦ	ɔ̃	³¹³	ɦɔ̃³¹³	ghaon6	
肮	肮		∅	ɔ̃	⁴⁴³	ɔ̃⁴⁴³	aon1	
良	良		l	iɔ̃	²³²	liɔ̃²³²	liaon2	
凉	涼		l	iɔ̃	²³²	liɔ̃²³²	liaon2	
量	量	动词	l	iɔ̃	²³²	liɔ̃²³²	liaon2	
粮	糧		l	iɔ̃	²³²	liɔ̃²³²	liaon2	
梁	梁		l	iɔ̃	²³²	liɔ̃²³²	liaon2	
粱	粱		l	iɔ̃	²³²	liɔ̃²³²	liaon2	
两	兩		l	iɔ̃	⁵³	liɔ̃⁵³	liaon3	
辆	輛		l	iɔ̃	⁵³	liɔ̃⁵³	liaon3	
亮	亮		l	iɔ̃	³¹³	liɔ̃³¹³	liaon6	
量	量	名词	l	iɔ̃	³¹³	liɔ̃³¹³	liaon6	
谅	諒		l	iɔ̃	³¹³	liɔ̃³¹³	liaon6	
晾	晾		l	iɔ̃	³¹³	liɔ̃³¹³	liaon6	
□	□	～帽头：硬腭	l	iɔ̃	³¹³	liɔ̃³¹³	liaon6	
将	將	～军	ts	iɔ̃	⁴⁴³	tsiɔ̃⁴⁴³	tsiaon1	
浆	漿		ts	iɔ̃	⁴⁴³	tsiɔ̃⁴⁴³	tsiaon1	
蒋	蔣		ts	iɔ̃	⁵³	tsiɔ̃⁵³	tsiaon3	
桨	槳		ts	iɔ̃	⁵³	tsiɔ̃⁵³	tsiaon3	
奖	獎		ts	iɔ̃	⁴⁴	tsiɔ̃⁴⁴	tsiaon5	
将	將	～士	ts	iɔ̃	⁴⁴	tsiɔ̃⁴⁴	tsiaon5	
酱	醬		ts	iɔ̃	⁴⁴	tsiɔ̃⁴⁴	tsiaon5	
枪	槍		tsʰ	iɔ̃	⁴⁴³	tsʰiɔ̃⁴⁴³	tshiaon1	
□	□	一～风	tsʰ	iɔ̃	⁴⁴³	tsʰiɔ̃⁴⁴³	tshiaon1	
抢	搶		tsʰ	iɔ̃	⁵³	tsʰiɔ̃⁵³	tshiaon3	
□	□	跑	tsʰ	iɔ̃	⁵³	tsʰiɔ̃⁵³	tshiaon3	
呛	嗆	咳嗽	tsʰ	iɔ̃	⁴⁴	tsʰiɔ̃⁴⁴	tshiaon5	
详	詳	确认原本没有把握的事情：～～看	dz	iɔ̃	²³²	dziɔ̃²³²	dziaon2	
祥	祥		dz	iɔ̃	²³²	dziɔ̃²³²	dziaon2	
像	像	文读，画～	dz	iɔ̃	³¹³	dziɔ̃³¹³	dziaon6	
象	象	～虫：长条形的米虫	dz	iɔ̃	³¹³	dziɔ̃³¹³	dziaon6	
橡	橡		dz	iɔ̃	³¹³	dziɔ̃³¹³	dziaon6	
相	相	～互	s	iɔ̃	⁴⁴³	siɔ̃⁴⁴³	siaon1	
厢	廂		s	iɔ̃	⁴⁴³	siɔ̃⁴⁴³	siaon1	
镶	鑲		s	iɔ̃	⁴⁴³	siɔ̃⁴⁴³	siaon1	
箱	箱		s	iɔ̃	⁴⁴³	siɔ̃⁴⁴³	siaon1	
湘	湘		s	iɔ̃	⁴⁴³	siɔ̃⁴⁴³	siaon1	
襄	襄		s	iɔ̃	⁴⁴³	siɔ̃⁴⁴³	siaon1	
想	想		s	iɔ̃	⁵³	siɔ̃⁵³	siaon3	
鲞	鯗		s	iɔ̃	⁵³	siɔ̃⁵³	siaon3	
相	相	～貌	s	iɔ̃	⁴⁴	siɔ̃⁴⁴	siaon5	
墙	牆		z	iɔ̃	²³²	ziɔ̃²³²	ziaon2	
匠	匠		z	iɔ̃	³¹³	ziɔ̃³¹³	ziaon6	
像	像	白读，儿子～娘	z	iɔ̃	³¹³	ziɔ̃³¹³	ziaon6	
□	□	放开做，尽管做：～吃；～用	z	iɔ̃	³¹³	ziɔ̃³¹³	ziaon6	
□	□	～性命：拼命	z	iɔ̃	³¹³	ziɔ̃³¹³	ziaon6	
张	張		tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
章	章		tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
疆	疆		tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
僵	僵		tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
姜	姜		tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
姜	薑		tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
江	江	文读，姓氏	tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
□	□	～恰：刚好	tɕ	iɔ̃	⁴⁴³	tɕiɔ̃⁴⁴³	ciaon1	
涨	漲		tɕ	iɔ̃	⁵³	tɕiɔ̃⁵³	ciaon3	
长	長	～身体；～进：小孩听话	tɕ	iɔ̃	⁵³	tɕiɔ̃⁵³	ciaon3	
掌	掌	一～经：固执	tɕ	iɔ̃	⁵³	tɕiɔ̃⁵³	ciaon3	
帐	帳		tɕ	iɔ̃	⁴⁴	tɕiɔ̃⁴⁴	ciaon5	
账	賬		tɕ	iɔ̃	⁴⁴	tɕiɔ̃⁴⁴	ciaon5	
胀	脹		tɕ	iɔ̃	⁴⁴	tɕiɔ̃⁴⁴	ciaon5	
仗	仗	打～	tɕ	iɔ̃	⁴⁴	tɕiɔ̃⁴⁴	ciaon5	
障	障		tɕ	iɔ̃	⁴⁴	tɕiɔ̃⁴⁴	ciaon5	
降	降	文读，～落	tɕ	iɔ̃	⁴⁴	tɕiɔ̃⁴⁴	ciaon5	
羌	羌		tɕʰ	iɔ̃	⁴⁴³	tɕʰiɔ̃⁴⁴³	chiaon1	
腔	腔		tɕʰ	iɔ̃	⁴⁴³	tɕʰiɔ̃⁴⁴³	chiaon1	
苍	蒼	～蝇	tɕʰ	iɔ̃	⁴⁴³	tɕʰiɔ̃⁴⁴³	chiaon1	
厂	廠		tɕʰ	iɔ̃	⁵³	tɕʰiɔ̃⁵³	chiaon3	
畅	暢		tɕʰ	iɔ̃	⁴⁴	tɕʰiɔ̃⁴⁴	chiaon5	
唱	唱		tɕʰ	iɔ̃	⁴⁴	tɕʰiɔ̃⁴⁴	chiaon5	
长	長	～短	dʑ	iɔ̃	²³²	dʑiɔ̃²³²	jiaon2	
肠	腸		dʑ	iɔ̃	²³²	dʑiɔ̃²³²	jiaon2	
场	場		dʑ	iɔ̃	²³²	dʑiɔ̃²³²	jiaon2	
常	常		dʑ	iɔ̃	²³²	dʑiɔ̃²³²	jiaon2	
尝	嘗		dʑ	iɔ̃	²³²	dʑiɔ̃²³²	jiaon2	
尝	嚐		dʑ	iɔ̃	²³²	dʑiɔ̃²³²	jiaon2	
强	強	～弱	dʑ	iɔ̃	²³²	dʑiɔ̃²³²	jiaon2	
丈	丈	一～	dʑ	iɔ̃	³¹³	dʑiɔ̃³¹³	jiaon6	
杖	杖		dʑ	iɔ̃	³¹³	dʑiɔ̃³¹³	jiaon6	
仗	仗	炮～	dʑ	iɔ̃	³¹³	dʑiɔ̃³¹³	jiaon6	
状	狀	～元	dʑ	iɔ̃	³¹³	dʑiɔ̃³¹³	jiaon6	
犟	強	倔强；小孩不听话	dʑ	iɔ̃	³¹³	dʑiɔ̃³¹³	jiaon6	
娘	娘	～粉：预先准备好用来发酵的面团	ȵ	iɔ̃	²³²	ȵiɔ̃²³²	gniaon2	
仰	仰	～瓦：朝下拱的瓦	ȵ	iɔ̃	⁵³	ȵiɔ̃⁵³	gniaon3	
酿	釀		ȵ	iɔ̃	³¹³	ȵiɔ̃³¹³	gniaon6	
